HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
EY41A,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,3,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,6
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,5,.,1,.,4,.,.,.,.,.,.,14,.,.,.,.,24
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,54,.,30,.,18,.,.,.,.,.,1,70,.,.,.,.,173
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,100,.,78,.,47,.,.,.,.,.,.,88,.,.,.,.,313
EY42A,Complex Cardiac Catheterisation with CC Score 7+,.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,1,5
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,6,.,5,.,.,.,.,.,.,.,.,6,.,.,.,.,17
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,7,.,6,.,.,.,.,.,.,.,.,8,.,.,.,.,21
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,2,.,3,.,.,.,.,.,.,.,.,6,.,.,.,1,12
EY43A,Standard Cardiac Catheterisation with CC Score 13+,.,.,1,.,3,.,.,.,.,.,.,6,.,.,.,2,12
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,4,.,1,.,1,.,.,.,.,.,.,6,.,.,.,7,19
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,23,.,12,.,9,.,.,.,.,.,.,29,.,.,.,11,84
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,60,.,32,.,28,.,.,.,.,.,.,47,.,1,.,40,208
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,58,.,41,.,43,.,.,.,.,.,.,50,.,1,.,43,236
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,28,.,37,.,27,.,.,.,.,.,1,40,.,.,.,22,155
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,1,1,.,.,.,.,.,.,.,1,.,.,.,1,4
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",2,4,.,2,3,2,.,.,1,.,.,5,.,.,.,7,26
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",4,7,7,2,11,1,.,.,.,.,3,5,.,5,.,9,54
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",6,8,6,4,21,3,.,.,.,.,1,17,.,6,.,14,86
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",6,13,1,7,15,9,.,.,.,.,.,15,.,3,.,10,79
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,1,.,.,.,2,.,.,.,.,.,4,.,.,.,.,7
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,1,1,1,.,.,.,.,.,.,.,1,.,2,.,2,8
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",1,5,.,1,4,4,.,.,.,.,1,3,.,.,.,1,20
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,1,1,2,1,.,.,.,.,.,.,2,.,3,.,2,12
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",1,3,.,.,3,.,.,.,.,.,.,3,.,.,.,2,12
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",5,3,2,3,8,2,.,.,.,.,.,8,.,3,.,10,44
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",6,6,.,4,9,7,.,.,.,.,.,5,.,16,.,11,64
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",4,5,.,6,7,1,.,.,.,.,.,8,.,8,.,8,47
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",2,2,.,.,1,2,.,.,.,.,1,4,.,.,.,1,13
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",1,6,.,1,5,5,.,.,.,.,.,9,.,.,.,3,30
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",12,35,.,4,37,14,.,.,.,.,.,29,.,10,.,36,177
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",67,160,.,50,76,52,.,.,.,.,2,102,.,46,.,78,633
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,2,2,.,.,.,.,.,2,.,.,.,.,6
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",9,7,.,4,17,14,.,.,.,.,.,18,.,10,.,6,85
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0",59,96,.,30,62,36,.,.,.,.,.,82,.,42,.,18,425
FZ21B,"Major Anal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,4
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",2,8,.,2,2,2,.,.,.,.,.,4,.,1,.,5,26
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0",4,5,1,.,1,3,.,.,.,.,.,5,.,.,.,12,31
FZ22B,"Intermediate Anal Procedures, 18 years and under",3,4,1,1,4,1,.,.,.,.,.,3,.,1,.,1,19
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",1,2,2,2,.,1,.,.,.,.,.,3,.,4,.,2,17
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",4,18,.,1,6,1,.,.,.,.,.,8,.,4,.,10,52
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",20,33,1,9,26,12,.,.,.,.,.,26,.,8,.,30,165
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,1,1,.,.,.,.,.,.,1,.,.,.,2,5
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",1,2,.,.,3,.,.,.,.,.,1,7,.,.,.,1,15
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",1,1,.,.,6,1,.,.,1,.,.,9,.,.,.,.,19
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,.,1,.,.,1,.,.,.,.,.,1,.,.,.,.,3
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",1,.,.,1,.,1,.,.,.,.,.,.,.,1,.,2,6
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",1,5,.,.,.,1,.,.,.,.,.,.,.,.,.,5,12
FZ36G,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",.,.,.,.,1,1,.,.,.,.,.,1,.,.,.,.,3
FZ36H,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",.,.,.,.,.,1,.,.,.,.,.,3,.,.,.,2,6
FZ36J,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",1,1,.,.,2,4,.,.,2,.,2,6,1,.,.,2,21
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,1,.,.,6,1,.,.,.,.,1,12,.,4,.,6,31
FZ36L,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,1,1,4,9,14,.,.,.,.,4,25,.,1,.,18,77
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+",8,22,10,1,24,4,4,.,5,.,5,19,3,6,.,11,122
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",25,14,14,5,45,15,4,.,15,4,12,25,1,14,.,38,231
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",83,41,31,12,87,34,14,.,13,4,44,116,1,27,.,102,609
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",76,40,24,17,80,52,3,.,17,.,42,127,2,66,.,126,672
FZ37K,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,4
FZ37L,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,2,4
FZ37M,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,1,1,.,1,.,.,.,.,1,2,.,.,.,2,8
FZ37N,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",4,28,6,17,21,8,.,.,1,.,6,27,.,6,.,25,149
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",2,33,11,6,6,6,1,.,2,.,3,12,1,.,.,9,92
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",7,46,13,25,5,3,.,.,1,2,2,3,.,2,.,14,123
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",27,88,29,20,39,10,.,.,1,1,5,22,.,8,.,32,282
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",53,112,28,35,68,9,1,.,9,.,9,36,.,17,.,44,421
FZ38G,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+",1,2,.,1,1,.,.,.,.,.,.,2,.,.,.,.,7
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,5,.,3,4,2,1,.,.,.,.,16,.,1,.,9,41
FZ38J,"Gastrointestinal Bleed with Single Intervention, with CC Score 8+",.,4,.,.,3,.,.,.,.,.,1,4,.,.,.,3,15
FZ38K,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7",1,5,.,5,7,2,.,.,.,.,.,26,.,4,.,6,56
FZ38L,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",3,34,4,29,48,27,.,.,.,.,3,79,.,10,.,56,293
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+",3,2,5,2,4,3,.,.,.,1,2,11,.,.,.,10,43
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",38,26,11,6,26,5,.,.,.,2,7,34,.,16,.,39,210
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",128,124,30,28,74,25,3,.,1,2,20,129,.,48,.,133,745
FZ49D,"Nutritional Disorders with Interventions, with CC Score 2+",1,2,3,.,1,3,.,.,.,.,1,3,.,1,.,1,16
FZ49E,"Nutritional Disorders with Interventions, with CC Score 0-1",1,.,.,.,2,.,.,.,.,.,.,1,.,.,.,2,6
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",6,5,9,.,4,1,.,.,5,1,4,.,.,1,.,3,39
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",17,28,17,2,3,3,3,.,4,2,9,23,1,4,.,13,129
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",10,10,3,1,7,.,1,.,2,.,6,10,1,1,.,10,62
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,3,1,1,.,.,.,.,.,.,1,.,.,.,.,2,8
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",8,5,2,1,3,.,.,.,.,.,1,2,.,2,.,1,25
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",4,11,3,2,10,4,.,.,.,.,2,11,.,3,.,12,62
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",8,18,1,2,10,5,.,.,.,.,.,11,.,.,.,11,66
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",1,.,2,.,1,1,.,.,.,.,.,.,.,.,.,4,9
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",1,2,3,.,3,.,.,.,.,.,.,3,.,1,.,4,17
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",1,5,3,3,4,3,.,.,.,.,.,4,.,2,.,9,34
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",1,2,4,1,9,1,.,.,.,.,.,5,.,.,.,6,29
FZ68G,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,6,.,1,.,2,10
FZ68J,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ69B,"Complex Small Intestine Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,1,3
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,1,7
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,4,5
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,2,3,1,3,2,.,.,.,.,.,3,.,.,.,5,19
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,1,4,.,5,1,.,.,1,.,1,10,.,1,.,12,36
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,1,.,.,4,.,.,.,.,.,.,2,.,.,.,5,12
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,1,4
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,4,3,.,.,.,1,.,.,.,.,1,.,.,.,.,6,15
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,3,3,1,3,2,1,.,.,.,.,.,3,.,.,.,2,18
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",1,2,1,.,2,1,.,.,.,.,.,.,.,1,.,.,8
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",3,1,4,1,3,1,.,.,.,.,1,2,.,1,.,2,19
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",3,6,2,5,4,3,.,.,.,.,.,13,.,4,.,4,44
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",13,21,7,8,21,9,.,.,.,.,.,22,.,5,.,17,123
FZ75C,"Proximal Colon Procedures, 19 years and over, with CC Score 6+",.,.,1,.,1,.,.,.,.,.,.,.,.,1,.,.,3
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",1,5,1,1,4,1,.,.,.,.,.,6,.,.,.,4,23
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",6,5,2,3,19,5,.,.,.,.,1,14,.,3,.,15,73
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,2,1,9,.,.,.,.,.,.,5,.,.,.,3,20
FZ77C,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,.,.,1,1,1,.,.,.,.,.,2,.,.,.,3,8
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,5
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
FZ78C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ79C,Complex General Abdominal Procedures with CC Score 6+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ79D,Complex General Abdominal Procedures with CC Score 3-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3,4
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,1,1,.,1,2,.,.,.,.,.,1,2,.,2,.,1,11
FZ80C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ80D,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",1,.,4,.,2,1,.,.,.,.,.,1,.,.,.,.,9
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",1,.,1,.,2,.,.,.,.,.,2,.,.,.,.,2,8
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,3,.,2,.,.,.,.,.,1,1,.,.,.,1,8
FZ82C,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ82D,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ83C,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ83D,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ83E,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,43
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,1,.,2,.,.,.,.,.,.,2,.,.,.,.,5
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",2,1,.,1,2,.,.,.,.,1,1,3,.,1,.,3,15
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",3,8,2,2,4,4,.,.,.,.,.,9,.,4,.,5,41
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,3,.,.,.,2,6
FZ87D,Complex Hernia Procedures with CC Score 5+,1,2,.,1,.,.,.,.,.,.,.,.,.,.,.,4,8
FZ87E,Complex Hernia Procedures with CC Score 3-4,1,.,.,1,.,2,.,.,.,.,.,1,.,.,.,5,10
FZ87F,Complex Hernia Procedures with CC Score 1-2,1,5,.,.,1,.,.,.,.,.,.,2,.,.,.,3,12
FZ87G,Complex Hernia Procedures with CC Score 0,1,.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,4
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,.,.,.,1,.,.,.,.,.,3,.,.,.,1,5
FZ90A,Abdominal Pain with Interventions,10,20,7,19,29,40,.,.,.,.,1,36,.,3,.,60,225
FZ90B,Abdominal Pain without Interventions,482,376,36,121,297,197,.,.,4,1,26,534,.,170,.,446,"2,690"
FZ91A,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 8+",.,4,2,2,.,3,.,.,.,.,1,.,.,.,.,3,15
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,3,2,7,4,3,.,.,.,.,.,6,.,1,.,6,32
FZ91C,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",1,4,1,9,9,4,.,.,.,.,3,5,.,2,.,7,45
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",3,21,6,4,18,6,.,.,1,.,1,11,.,6,.,25,102
FZ91E,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 9+",.,4,3,.,6,1,.,.,.,.,1,3,.,1,.,2,21
FZ91F,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",2,17,11,10,13,6,.,.,2,.,2,35,2,2,.,27,129
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",13,29,14,18,20,12,.,.,2,.,5,67,.,15,.,25,220
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",44,117,32,57,132,80,1,.,4,.,16,159,1,45,.,124,812
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",.,5,.,4,22,2,.,.,2,.,.,14,.,1,.,4,54
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",49,92,57,16,74,35,5,.,19,10,13,151,2,15,.,74,612
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",142,199,132,63,167,97,7,.,19,11,50,325,4,63,.,172,"1,451"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",340,499,185,189,462,212,15,.,17,7,78,683,2,219,.,436,"3,344"
FZ92A,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,1,3
FZ92B,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",1,2,8,.,2,1,.,.,.,.,.,.,.,.,.,2,16
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,6,2,5,.,.,.,1,.,1,1,.,1,.,2,19
FZ92D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",1,3,4,3,3,1,1,.,4,.,.,2,.,1,.,7,30
FZ92E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5",3,5,11,1,5,.,1,.,.,.,3,6,.,1,.,8,44
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",3,10,9,2,11,8,.,.,.,.,1,13,.,6,.,15,78
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",2,5,8,.,10,3,.,.,2,3,2,14,.,2,.,5,56
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",17,17,29,10,29,1,5,.,7,3,6,23,2,6,.,31,186
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",21,21,79,9,18,19,1,.,3,2,2,43,1,11,.,22,252
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",19,27,144,10,29,19,1,.,3,1,6,49,1,9,.,30,348
FZ93A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",1,.,1,.,1,.,.,.,.,.,.,1,.,.,.,.,4
FZ94Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ95A,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 9+",.,1,.,.,.,.,.,.,.,.,1,1,.,.,.,.,3
FZ95B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ95C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,.,15,.,.,.,.,16
FZ95D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2",2,4,.,.,.,6,.,.,.,.,.,21,.,2,.,11,46
FZ98Z,Maintenance of Gastric Band for Obesity,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
GA03C,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,2,2,.,.,.,.,.,.,.,4,3,.,.,.,1,12
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,3,1,.,.,.,.,.,.,5,3,.,.,.,.,12
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,3,1,.,.,.,.,.,.,.,1,1,.,.,.,1,7
GA05C,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,1,7
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,1,3
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,1,.,.,1,.,.,.,.,.,1,1,.,.,.,1,5
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,1,.,.,1,.,.,.,.,.,5,4,.,.,.,.,11
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",1,1,.,.,.,.,.,.,.,.,1,2,.,.,.,2,7
