HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
FZ13C,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,506,.,955,688,"1,193",.,760,.,.,620,.,.,.,"1,049","1,212","1,054",.,954
FZ13C,101,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
FZ13C,300,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,533,.,537,617,.,.,.,.,.,221,.,"1,288",.,"1,427",.,910
FZ13C,301,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,768,.,.,.,.,.,.,.,.,.,.,.,.,768
FZ13C,303,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,378,.,.,.,.,.,.,.,.,.,.,.,.,.,.,378
FZ13C,361,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,508,.,.,.,.,.,.,.,.,.,.,.,.,.,.,508
FZ13C,370,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,761,.,76,.,294,.,.,.,.,.,.,.,.,.,.,.,.,81
FZ13C,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","1,243","1,752",.,"1,461","2,276","1,318","1,510",.,.,.,"1,597",.,.,.,"1,110",.,"1,467",.,"1,457"
FZ13C,800,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,91,.,.,.,.,.,.,.,.,.,.,.,.,652,.,349
FZ13C,810,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,"1,928",.,.,.,.,.,.,.,.,"1,098",.,.,.,.,.,"1,513"
FZ13D,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under","1,191","1,186",.,.,.,"1,833",.,.,.,.,904,.,.,.,.,.,.,.,"1,389"
FZ17D,100,"Abdominal Hernia Procedures, 18 years and under","1,159",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,159"
FZ17D,171,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,831",.,.,.,"1,345",.,"1,588"
FZ17F,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","1,048",.,.,.,822,.,.,"1,119",.,"1,120",869,.,.,.,.,.,"1,031",.,970
FZ17F,101,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",.,.,.,.,.,.,.,.,.,964,.,.,.,.,.,.,.,.,964
FZ17G,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0","1,048",620,.,"1,806",733,"1,185","1,497",.,.,"1,157","1,193","1,915",.,"1,060",.,"1,435","1,303",.,"1,221"
FZ17G,101,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,"1,057",.,.,.,.,.,.,.,.,"1,057"
FZ18E,100,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years","1,377",734,.,.,685,"1,147",.,.,.,949,.,.,.,"1,785","1,400",.,894,.,"1,183"
FZ18E,171,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,668",.,.,.,"1,241",.,"1,493"
FZ18F,171,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,712",.,.,.,.,.,"1,712"
FZ18H,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,"1,895",.,.,949,"1,201",.,.,"1,146",.,.,"1,135",.,"1,229"
FZ18J,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","1,226",896,.,938,719,"1,162",.,696,.,992,"1,158","2,422",.,"1,351","1,400","1,578",936,.,"1,075"
FZ18J,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,"1,057",.,.,.,.,.,.,.,.,"1,057"
FZ18K,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","1,298",761,.,"1,148",861,"1,261","1,433",713,.,994,"1,105","1,969",.,"1,269","1,464","1,614",963,.,"1,132"
FZ18K,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,820,.,.,.,.,.,.,.,.,820
FZ19A,100,"Herniotomy Procedures, 2 years and over","1,048",.,.,.,.,"1,088",.,.,.,.,.,.,.,.,.,.,.,.,"1,058"
FZ19A,171,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,638",.,.,.,"1,147",.,"1,312"
FZ19B,171,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,521",.,.,.,"1,200",.,"1,457"
FZ20J,100,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,376",.,"1,376"
FZ21B,100,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,224",.,.,.,"1,224"
FZ21B,171,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,477",.,.,.,.,.,"1,477"
FZ21C,100,"Major Anal Procedures, 19 years and over, with CC Score 1+",756,762,.,351,824,869,.,.,.,.,816,.,.,720,.,.,894,.,755
FZ21D,100,"Major Anal Procedures, 19 years and over, with CC Score 0",735,726,.,536,736,971,"1,136","1,408",.,949,787,"1,734",.,850,"1,166",992,"1,242",.,903
FZ21D,160,"Major Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,822",.,"1,822"
FZ22B,100,"Intermediate Anal Procedures, 18 years and under",611,820,.,518,612,915,.,811,.,"1,180",459,"2,377",.,827,"1,049","1,212","1,111",.,911
FZ22B,171,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,218",.,.,.,"1,187",.,"1,213"
FZ22B,420,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,132",.,.,.,.,.,"1,132"
FZ22C,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,894,.,703
FZ22D,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",756,767,.,974,876,892,886,760,.,"1,071",760,.,.,832,.,782,"1,140",.,946
FZ22E,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",727,693,.,554,797,889,"1,019",803,.,"1,169",921,"1,918",.,739,"1,352","1,188","1,120",.,908
FZ22E,301,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,658,.,.,.,.,.,.,.,.,.,.,.,658
FZ22E,502,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,"1,320",.,.,.,.,.,.,.,.,"1,320"
FZ23A,100,"Minor Anal Procedures, 19 years and over",611,871,.,566,989,808,820,646,.,967,784,"1,482",498,631,"1,053",644,808,590,813
FZ23A,300,"Minor Anal Procedures, 19 years and over",251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,339,.,.,263
FZ23A,301,"Minor Anal Procedures, 19 years and over",.,.,.,.,.,.,707,.,.,.,.,.,.,.,.,.,.,549,602
FZ23A,502,"Minor Anal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,885,.,.,.,885
FZ23B,100,"Minor Anal Procedures, 18 years and under",611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,782,.,.,697
FZ24E,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"2,238",.,.,.,.,.,"2,238"
FZ24F,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,361",.,.,.,.,.,"1,361"
FZ24G,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"1,855",.,900,.,786,.,.,.,"1,011",.,.,"2,100","1,262",.,.,.,694,"1,246"
FZ24G,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"1,007",.,.,.,.,.,"1,007"
FZ24G,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,652,795,.,.,.,.,.,.,.,.,.,"1,168",.,"1,869",.,"1,056"
FZ24G,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"1,021",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,664,832
FZ24H,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,"1,780",.,720,"1,148",775,.,774,.,.,.,.,.,.,.,.,.,635,"1,179"
FZ24H,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,"1,042",.,.,.,.,.,"1,404",.,.,.,.,.,"1,283"
FZ24H,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,107",.,.,.,.,.,"1,107"
FZ24H,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",515,.,.,930,812,537,.,814,.,.,776,.,"1,457",.,.,.,909,.,838
FZ24H,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,924,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,640,804
FZ24J,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","1,485","1,706",.,688,"1,306",742,"1,030",688,.,"1,011","1,114","1,101","1,202",.,.,.,.,649,"1,088"
FZ24J,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,909,.,.,.,"1,160","1,172",.,.,.,.,.,853,.,.,.,.,.,941
FZ24J,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,308",.,.,.,.,.,"1,308"
FZ24J,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",515,.,.,770,733,.,.,830,.,.,743,.,"1,237",.,"1,168",.,"1,413",.,845
FZ24J,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,"1,260",.,.,.,569,740,.,.,.,.,.,.,.,.,.,.,663,917
FZ27D,100,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,"1,180",.,.,.,.,.,.,.,.,.,.,.,.,"1,180"
FZ27D,160,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,987",.,.,.,.,.,"1,987"
FZ27D,171,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,905,.,.,.,"1,174",.,"1,136"
FZ27D,420,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,979",.,.,.,.,.,"2,979"
FZ27F,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,"1,062",.,.,991,.,.,.,.,"1,039"
FZ27F,191,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,391,.,391
FZ27F,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,214",.,.,.,"1,214"
FZ27G,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,690,.,.,989,.,"1,040",.,.,"1,120","1,389",.,887,372,.,"1,212","1,954",.,"1,204"
FZ27G,101,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,"1,529",.,.,.,.,.,.,.,.,.,.,.,.,"1,529"
FZ27G,160,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,246",.,"3,246"
FZ27G,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,"2,244",.,"1,871","2,154","1,013",.,.,.,.,"2,562",.,.,.,"1,132",.,.,.,"1,910"
FZ36N,301,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
FZ36N,361,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
FZ36P,300,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
FZ36P,361,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
FZ36P,370,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83
FZ36Q,100,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,412,.,412
FZ36Q,300,"Gastrointestinal Infections without Interventions, with CC Score 0-1",100,.,.,.,.,.,454,.,.,.,.,.,110,.,.,.,266,.,229
FZ36Q,301,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,193,.,.,.,.,193
FZ36Q,303,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
FZ36Q,400,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,312,.,.,.,.,.,312
FZ37P,301,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
FZ37P,361,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
FZ37P,370,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,761,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,543
FZ37Q,300,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,110,.,.,.,.,.,110
FZ37Q,370,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761
FZ37R,300,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",175,.,.,.,.,537,454,.,.,419,135,.,110,.,630,.,266,.,272
FZ37R,301,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,.,389
FZ37S,100,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,419,.,419
FZ37S,300,"Inflammatory Bowel Disease without Interventions, with CC Score 0",103,.,.,.,.,537,454,.,.,419,.,.,110,.,627,329,266,.,192
FZ37S,301,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,305,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,505,387
FZ37S,303,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,405
FZ37S,320,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,432,.,.,.,.,.,432
FZ37S,370,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761
FZ37S,400,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,312,.,.,.,.,.,312
FZ37S,502,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,416,.,.,.,.,.,416
FZ38N,300,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,.,170,.,.,.,.,.,.,.,.,.,.,.,.,.,.,170
FZ38N,301,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
FZ38N,361,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,249,.,658,.,.,.,.,.,.,.,.,.,.,.,.,.,.,620
FZ38P,100,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",174,346,.,160,.,.,.,.,.,606,.,.,.,.,768,496,927,618,572
FZ38P,300,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",327,.,.,.,313,.,454,310,.,419,135,.,110,.,655,.,749,.,403
FZ38P,301,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,.,.,.,.,492,.,.,.,.,.,.,193,.,.,.,.,293
FZ38P,361,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,.,502,.,.,920,.,.,.,.,.,.,.,.,.,.,.,711
FZ42A,300,"Wireless Capsule Endoscopy, 19 years and over",525,.,.,.,.,.,617,.,.,.,.,.,479,.,.,.,749,.,559
FZ42A,301,"Wireless Capsule Endoscopy, 19 years and over",.,.,.,.,.,.,533,.,.,.,.,.,.,.,.,.,.,.,533
FZ42B,300,"Wireless Capsule Endoscopy, 18 years and under",525,.,.,.,.,.,.,.,.,.,.,.,479,.,.,.,.,.,485
FZ42B,301,"Wireless Capsule Endoscopy, 18 years and under",.,.,.,.,.,.,533,.,.,.,.,.,.,.,.,.,.,.,533
FZ49G,100,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
FZ49G,160,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,398,.,398
FZ49G,300,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
FZ49G,361,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
FZ49H,100,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,132,875,124,.,.,639,412,.,437
FZ49H,300,"Nutritional Disorders without Interventions, with CC Score 0-1",276,.,.,170,.,.,454,.,.,451,.,.,110,.,.,350,749,.,363
FZ49H,301,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,430,430
FZ49H,303,"Nutritional Disorders without Interventions, with CC Score 0-1",329,405,.,112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,214
FZ49H,320,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,"1,725",.,.,.,.,.,.,.,.,.,.,.,"1,725"
FZ49H,361,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
FZ49H,502,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,757,.,757
FZ50Z,100,"Intermediate Large Intestine Procedures, 19 years and over",465,669,.,530,913,836,980,657,.,949,570,"1,092",424,646,"1,046",861,"1,063",591,770
FZ50Z,101,"Intermediate Large Intestine Procedures, 19 years and over",.,.,.,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,309
FZ50Z,300,"Intermediate Large Intestine Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,554,.,.,.,.,.,554
FZ50Z,301,"Intermediate Large Intestine Procedures, 19 years and over",.,.,.,.,.,"1,038",.,.,.,.,.,.,.,"1,430",.,.,.,.,"1,234"
FZ50Z,502,"Intermediate Large Intestine Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,"1,816",.,.,.,.,.,.,.,.,"1,816"
FZ51Z,100,"Diagnostic Colonoscopy, 19 years and over",455,"1,323",.,496,"1,090",855,805,657,.,950,728,671,586,666,"1,242",582,894,599,806
FZ51Z,101,"Diagnostic Colonoscopy, 19 years and over",.,.,.,.,.,785,.,.,.,.,.,.,.,.,.,.,.,.,785
FZ51Z,110,"Diagnostic Colonoscopy, 19 years and over",.,.,.,.,.,"1,047",.,.,.,.,.,.,.,.,.,.,.,.,"1,047"
FZ51Z,300,"Diagnostic Colonoscopy, 19 years and over",515,.,.,349,721,537,.,562,.,662,529,.,562,.,"1,168",519,901,.,563
FZ51Z,301,"Diagnostic Colonoscopy, 19 years and over",.,704,.,.,.,847,639,.,.,.,.,.,.,604,.,.,.,636,653
FZ51Z,410,"Diagnostic Colonoscopy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,360,.,.,.,.,360
FZ52Z,100,"Diagnostic Colonoscopy with Biopsy, 19 years and over",455,"1,344",.,636,"1,054",921,925,657,.,950,789,.,844,741,"1,242",582,893,623,866
FZ52Z,300,"Diagnostic Colonoscopy with Biopsy, 19 years and over",515,.,.,426,733,537,.,562,.,662,575,.,679,.,"1,168",519,907,.,600
FZ52Z,301,"Diagnostic Colonoscopy with Biopsy, 19 years and over",.,727,.,.,.,871,654,.,.,.,.,.,.,676,.,.,.,655,699
FZ52Z,320,"Diagnostic Colonoscopy with Biopsy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,077",.,.,.,.,.,"1,077"
FZ53Z,100,"Therapeutic Colonoscopy, 19 years and over",455,"1,346",.,776,"1,178",953,923,956,.,"1,160",934,.,"1,054",808,"1,242",582,"1,097",597,932
FZ53Z,300,"Therapeutic Colonoscopy, 19 years and over",515,.,.,544,685,537,.,778,.,801,618,.,"1,001",.,"1,168",519,"1,209",.,671
FZ53Z,301,"Therapeutic Colonoscopy, 19 years and over",.,793,.,.,.,990,765,.,.,.,.,.,.,769,.,.,.,649,757
FZ53Z,320,"Therapeutic Colonoscopy, 19 years and over",.,.,.,.,.,363,.,.,.,.,.,.,"1,397",.,.,.,.,.,880
FZ54Z,100,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",611,"1,172",.,287,"1,062",714,615,657,.,949,643,.,369,448,"1,242",583,894,622,790
FZ54Z,130,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,491,.,.,.,.,491
FZ54Z,300,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",515,.,.,177,711,537,617,562,.,662,504,.,278,.,"1,168",513,907,.,544
FZ54Z,301,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",.,758,.,.,.,650,552,.,.,.,.,.,.,486,.,.,.,630,594
FZ54Z,361,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
FZ55Z,100,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",.,"1,203",.,398,930,749,668,657,.,949,696,.,472,494,"1,242",582,895,624,790
FZ55Z,101,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",.,.,.,.,.,721,.,.,.,.,.,.,.,.,.,.,.,.,721
FZ55Z,300,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",515,.,.,271,653,.,.,562,.,662,520,.,353,.,"1,168",519,907,.,513
FZ55Z,301,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",.,736,.,.,.,721,576,.,.,.,.,.,.,460,.,.,.,627,623
FZ56Z,100,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",455,996,.,629,955,798,934,701,.,"1,012",742,.,660,481,"1,242",582,"1,022",591,773
FZ56Z,300,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",515,.,.,475,891,.,.,634,.,673,559,.,530,.,"1,168",519,"1,043",.,594
FZ56Z,301,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",.,716,.,.,.,838,632,.,.,.,.,.,.,472,.,.,.,689,603
FZ57Z,100,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,373,749,874,834,.,.,777,552,.,421,701,"1,242",.,927,.,763
FZ57Z,300,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,310,.,.,.,.,.,310
FZ57Z,301,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,.,.,831,.,.,.,.,.,.,.,.,.,.,.,.,831
FZ58A,100,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",455,"1,251",.,485,"1,113",807,985,657,.,949,775,.,489,733,"1,242",582,894,693,841
FZ58A,171,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,622",.,.,.,"1,084",.,"1,430"
FZ58A,300,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",579,.,.,295,704,.,.,562,.,662,526,.,533,.,"1,168",.,907,.,578
FZ58A,301,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,708,.,.,.,794,612,.,.,.,.,.,.,608,.,.,.,570,645
FZ58A,420,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,736",.,.,.,.,.,"1,736"
FZ58B,171,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,430",.,.,.,950,.,"1,690"
FZ59Z,100,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,751,.,.,.,.,.,.,.,.,.,.,814,.,782
FZ59Z,120,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",730,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,730
FZ59Z,300,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",248,.,.,.,.,.,.,.,.,.,.,.,450,.,.,.,762,.,436
FZ59Z,301,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,532,.,.,.,.,517,.,.,.,.,.,.,.,.,.,.,.,525
FZ60Z,100,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",455,891,.,278,987,670,585,524,.,777,679,.,310,392,"1,242",582,663,504,605
FZ60Z,101,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,593,.,.,.,.,.,.,.,.,593
