HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
CA32B,"Tympanoplasty, 18 years and under","1,708","8,822",.,.,.,"14,189","5,774",.,.,"1,368",.,.,"48,564",.,.,"1,814","10,611",.,"92,850"
CA33Z,Pinnaplasty,"1,708","2,910",.,.,.,"10,171","1,448",.,.,"1,402",.,.,"109,552","3,693",.,"4,800","6,373",.,"142,055"
CA34A,"Excision or Biopsy, of Lesion of External Ear, 19 years and over","39,513","12,464",.,.,"28,693","32,415","8,660","4,337",.,"27,187","2,635","14,110","26,088","2,538",.,"55,185","47,054","4,733","305,612"
CA34B,"Excision or Biopsy, of Lesion of External Ear, 18 years and under","1,782","1,757",.,.,"2,610",775,"4,197",.,.,.,.,"7,181","4,453","3,160",.,"1,423","3,323",.,"30,661"
CA35A,"Insertion of Grommets, 19 years and over","14,607","70,246",.,.,"11,974","18,343","8,459","3,823",.,"6,108",.,"23,389","54,699","3,205",.,"6,139","9,060",.,"230,050"
CA35B,"Insertion of Grommets, between 2 and 18 years","88,692","115,936",.,.,"51,675","74,221","35,622","3,823",.,"2,618",.,"15,448","129,449","46,439",.,"1,228","133,422",.,"698,574"
CA35C,"Insertion of Grommets, 1 year and under","3,652","6,649",.,.,"2,993","18,677","3,320",.,.,.,.,.,"30,426",.,.,.,"19,026",.,"84,743"
CA36A,"Clearance of External Auditory Canal, 19 years and over","1,135",718,.,.,.,"1,848",.,"1,849",.,.,.,"3,046",975,.,.,.,.,.,"9,571"
CA36B,"Clearance of External Auditory Canal, 18 years and under","6,652","1,789",.,.,"3,264","8,717","2,392",.,.,.,.,"1,320","13,153",782,.,.,"8,974",.,"47,042"
CA38B,"Evoked Potential Recording, 18 years and under","1,944","12,289",.,.,"6,006",948,.,.,.,.,.,.,.,.,.,.,"10,270",.,"31,456"
CA39Z,Fixture for Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"78,208",.,.,.,.,.,"78,208"
CA40Z,Fitting of Bone Anchored Hearing Aids,.,.,.,.,.,.,.,.,.,.,.,.,"7,351",.,.,.,.,.,"7,351"
CA42Z,Unilateral Cochlear Implant,.,.,.,.,.,.,.,.,.,.,.,.,"42,912",.,.,.,.,.,"42,912"
CA51A,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,224",.,.,.,"2,691",.,"3,916"
CA51B,"Very Major Ear Procedures, 18 years and under",.,371,.,.,.,"3,221",.,.,.,.,.,.,.,.,.,.,"2,565",.,"6,158"
CA52A,"Major Ear Procedures, 19 years and over","1,021",.,.,.,"3,589","2,180","1,150",.,.,.,.,"5,018","7,592",.,.,.,"24,725",.,"45,274"
CA52B,"Major Ear Procedures, 18 years and under","3,658","1,379",.,.,"1,108","2,007",.,.,.,.,.,.,"3,208",.,.,.,"9,315",.,"20,675"
CA53A,"Intermediate Ear Procedures, 19 years and over","2,200","17,295",.,.,204,"11,853",911,.,.,942,.,.,"5,954",.,.,.,"3,173",.,"42,531"
CA53B,"Intermediate Ear Procedures, 18 years and under","1,950","1,056",.,.,.,885,"1,001",.,.,.,.,.,"46,129",.,.,.,"6,750",.,"57,771"
CA54A,"Minor Ear Procedures, 19 years and over","3,163","5,717",.,.,"3,592","3,098",.,.,.,"1,339",.,"5,408","6,148",.,.,"5,985","9,120",.,"43,570"
CA54B,"Minor Ear Procedures, 18 years and under","14,347","8,136",.,.,"2,160","5,677",554,.,.,.,.,.,"72,737","3,297",.,.,"4,394",.,"111,302"
CA55A,"Minimal Ear Procedures, 19 years and over",567,"8,435",.,.,"4,174","3,336",897,.,.,942,.,"2,675",275,.,.,.,"2,881",.,"24,182"
CA55B,"Minimal Ear Procedures, 18 years and under","4,539","8,483",.,.,"1,049","4,113","1,257",.,.,.,.,.,"5,858",.,.,.,"1,027",.,"26,325"
CA60A,"Tonsillectomy, 19 years and over","1,051","86,969",.,.,.,"102,631","26,034",.,.,.,.,"1,630","26,922","2,827",.,"1,228","1,143",.,"250,434"
CA60B,"Tonsillectomy, 18 years and under",730,"70,186",.,.,.,"138,537","78,871",.,.,.,.,.,"141,230",874,.,.,"100,600",.,"531,028"
CA61Z,Adenotonsillectomy,.,"31,547",.,.,.,"70,783","99,520",.,.,.,.,.,"68,268",.,.,.,"57,159",.,"327,277"
CA62Z,Adenoidectomy,.,"49,777",.,.,"7,125","71,411","60,605","3,322",.,.,.,"6,319","101,926","58,388",.,.,"117,016",.,"475,889"
CA63Z,Tracheostomy,.,899,.,.,.,.,.,.,.,.,.,.,644,.,.,.,.,.,"1,543"
CA64Z,Uvulopalatoplasty or Uvulopalatopharyngoplasty,.,.,.,.,.,822,.,.,.,"3,189",.,.,"1,765","1,282",.,.,.,.,"7,058"
CA65Z,Frenotomy or Frenectomy,"11,178","20,758",.,.,"24,429","18,010","2,662","1,856",.,.,.,"1,679","35,983","4,012","1,049",.,"34,979",.,"156,595"
CA66A,"Excision or Biopsy, of Lesion of Mouth, 19 years and over","172,791","12,428",.,.,"9,383","18,308","4,510","64,852",.,"14,420",393,"4,732","50,675",522,.,.,"26,518",574,"380,107"
CA66B,"Excision or Biopsy, of Lesion of Mouth, 18 years and under","6,496","1,027",.,.,.,"1,805","1,880","4,092",.,780,.,.,"23,228",578,.,.,"11,686",.,"51,572"
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",730,.,.,.,.,.,.,.,.,.,.,.,"3,982",.,.,.,.,.,"4,713"
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1","1,461","2,587",.,.,.,"16,278",.,.,.,.,.,"1,362","42,331",.,.,.,.,.,"64,018"
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over","6,579",542,.,.,.,"10,732","2,985","2,139",.,.,.,"2,314","24,373",.,.,.,.,.,"49,664"
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over","37,499","35,865",.,185,.,"49,976","17,566","4,179",.,.,"1,201","36,636","107,436","2,128",.,"4,074",927,490,"298,162"
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years","1,461","2,898",.,.,.,"2,436",494,.,.,.,.,714,"11,423",.,.,.,"2,997",.,"22,422"
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,785",.,.,.,"3,624",.,"10,409"
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,"14,197","41,650",.,.,.,"16,617","3,810",.,.,.,.,"11,203","50,311",.,.,"3,683",.,.,"141,472"
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over","8,764",.,.,.,.,"6,863","3,824",.,.,.,.,"11,370","18,597","1,415",.,"2,456",.,.,"53,290"
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under",.,"2,199",.,.,.,"2,119","1,972",.,.,942,.,"1,308",891,"1,004",.,.,.,.,"10,435"
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",.,.,.,.,.,.,.,"11,397",.,.,.,.,.,.,.,.,749,.,"12,146"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,838,.,.,.,.,.,.,"6,831",.,.,.,.,.,"7,669"
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,"1,202"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","5,230",.,.,.,.,.,"1,776",.,.,.,.,.,812,"1,356",.,.,"1,585",.,"10,759"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,421",.,.,.,.,.,"2,421"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","2,065","1,570",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,297",.,"5,932"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","7,846",.,.,.,.,"3,418","1,642",.,.,.,.,"1,925","1,818",.,.,.,.,.,"16,649"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under","1,703",.,.,.,.,.,"4,555",.,.,.,.,.,.,.,.,.,797,.,"7,054"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","1,909",.,.,.,.,.,"1,272","2,236",.,.,.,.,"3,572",.,.,.,"1,031",.,"10,020"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","9,062",.,.,.,.,"5,471",.,"1,780",.,.,.,.,"5,702",.,.,.,.,.,"22,015"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under",.,"2,128",.,.,.,"1,027","1,406",.,.,.,.,.,"9,508",.,.,.,"4,221",.,"18,290"
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over","13,621","1,384",.,"26,552",577,"4,873",.,"1,045",.,"1,215",.,"3,224","14,940",559,.,.,"5,354",.,"73,345"
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years","1,256",738,.,.,.,759,882,"1,161",.,.,.,.,"17,368",.,.,.,950,.,"23,114"
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under",.,"2,067",.,.,.,.,.,.,.,.,.,.,836,.,.,.,.,.,"2,903"
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over","2,340","2,054",.,.,"1,882",.,837,.,.,873,.,"1,299","6,833",.,.,.,"3,191",.,"19,308"
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years",642,.,.,.,.,"2,001",.,.,.,.,.,.,"14,270",671,.,.,"25,776",.,"43,359"
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,500,.,.,.,906,.,"1,406"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",368,"2,563",.,.,.,.,.,.,.,.,.,"2,211","6,041",.,.,.,.,.,"11,184"
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,595",.,.,.,.,.,"1,595"
CA94Z,Intermediate Maxillofacial Procedures,"1,057",.,.,.,.,279,.,.,.,.,.,.,"11,230",.,.,.,"1,773",.,"14,339"
CA95Z,Minor Maxillofacial Procedures,"7,517",.,.,.,.,"1,116",.,"1,307",.,.,.,.,"1,885",.,.,.,"38,702",.,"50,527"
CA97Z,"Reduction or Fixation, of Cheekbone",605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,301",.,"1,906"
CA98Z,Reduction of Fracture of Nasal Bone,"14,850","75,297",.,.,"40,123","61,643","13,301",956,.,.,.,"70,192","61,313","7,648",.,"48,386","16,308",.,"410,016"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",.,"1,521",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,521"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",963,761,.,719,.,.,.,.,.,.,.,.,915,.,.,.,"2,389",.,"5,746"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","1,062","2,263",.,"2,396",.,.,.,.,.,.,.,.,185,.,.,.,"3,520",.,"9,425"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","4,071","1,854",.,"10,331",408,349,454,.,.,.,.,.,"1,965",.,.,"1,032","1,746",.,"22,210"
CD01A,"Major Dental Procedures, 19 years and over","2,946",.,.,.,.,"2,449","2,013","11,557",.,.,.,.,"49,270",.,.,.,"6,146",.,"74,381"
CD01B,"Major Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,772",.,.,.,"3,073",.,"4,845"
CD02A,"Intermediate Dental Procedures, 19 years and over","4,093",.,.,.,.,"3,012",694,"9,228",.,.,.,.,"34,574",304,.,.,"8,630",.,"60,534"
CD02B,"Intermediate Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"5,370",.,.,.,"16,615",.,"21,985"
CD03A,"Minor Dental Procedures, 19 years and over","9,668",.,.,.,.,.,"1,474","5,323",.,.,.,.,"14,938",.,.,.,.,.,"31,404"
CD03B,"Minor Dental Procedures, 18 years and under","1,304",.,.,.,.,.,.,.,.,.,.,.,"3,088",.,.,.,"3,899",.,"8,291"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","33,508",.,.,.,.,"6,992","2,000","19,722",.,.,.,.,"24,782",.,.,.,"12,450",.,"99,454"
CD04B,"Major Surgical Removal of Tooth, 18 years and under","6,996",.,.,.,.,"3,195",627,"6,158",.,.,.,.,"5,650",.,.,.,"9,456",.,"32,082"
CD05A,"Surgical Removal of Tooth, 19 years and over","14,776",.,.,.,.,"3,285","2,926","34,337",.,.,.,.,"13,750",.,.,.,"4,688",.,"73,762"
CD05B,"Surgical Removal of Tooth, 18 years and under","8,716",.,.,.,.,"18,593","7,147","75,249",.,.,.,.,"48,305",.,.,.,"88,839",.,"246,849"
CD06A,"Extraction of Multiple Teeth, 19 years and over","11,415",.,.,.,.,"3,925",820,"11,994",.,.,668,.,"259,732",.,.,.,"8,672",.,"297,226"
CD06B,"Extraction of Multiple Teeth, 18 years and under","4,787",.,.,.,.,"2,967","2,893","12,958",.,.,.,.,"352,788","2,693",.,.,"32,067",.,"411,153"
CD07A,"Minor Extraction of Tooth, 19 years and over","17,306",.,.,.,.,.,"1,827","1,856",.,.,.,.,"9,857",.,.,.,"2,599",.,"33,445"
CD07B,"Minor Extraction of Tooth, 18 years and under","2,209",.,.,.,.,.,727,928,.,.,.,.,"29,363",.,.,.,.,.,"33,227"
CD08Z,Minor Dental Biopsy,"8,663",.,.,.,.,.,.,"1,856",.,.,.,.,214,.,.,.,"1,553",.,"12,287"
CD09A,"Minor Dental Restoration Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"92,452",.,.,.,.,.,"92,452"
CD09B,"Minor Dental Restoration Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"14,949",.,.,.,.,.,"14,949"
CD11A,"Dental Fitting or Insertion Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"9,262",.,.,.,.,.,"9,262"
CD11B,"Dental Fitting or Insertion Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,600",.,.,.,.,.,"2,600"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,"2,510",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,510"
DZ09L,"Pulmonary Embolus without Interventions, with CC Score 12+",.,.,.,.,.,.,137,.,.,.,.,.,.,.,.,.,.,.,137
DZ09P,"Pulmonary Embolus without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,652
DZ09Q,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,.,.,269,.,.,454,.,.,.,.,.,.,.,.,.,.,.,724
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,276,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,730
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,"1,103",.,.,.,340,454,.,.,.,.,.,.,.,.,.,.,.,"1,898"
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,405,.,873,.,.,454,.,.,.,.,.,.,.,.,.,652,.,"2,385"
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,.,"1,204",454,.,.,.,.,.,.,.,.,.,"1,331",.,"2,990"
DZ12D,Bronchiectasis with CC Score 5-7,.,.,.,.,.,.,.,.,.,837,.,.,.,.,.,.,.,.,837
DZ12E,Bronchiectasis with CC Score 2-4,.,.,.,149,.,.,.,.,.,419,.,.,.,.,.,.,.,.,568
DZ12F,Bronchiectasis with CC Score 0-1,.,.,.,.,.,"1,075",.,.,.,.,.,.,.,.,.,.,"2,514",.,"3,588"
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,.,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,185
DZ15R,"Asthma without Interventions, with CC Score 0-2",.,.,.,241,.,.,.,.,.,.,.,.,"5,036",.,.,.,.,.,"5,277"
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10",.,.,.,.,.,"1,656",.,.,.,.,.,.,.,.,.,.,.,.,"1,656"
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,.,"1,087",.,517,"1,236",.,.,.,.,.,.,.,.,.,"1,452",.,"4,292"
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12",100,480,.,867,.,294,.,.,.,.,.,.,.,.,.,.,"1,305",.,"3,046"
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7",611,"2,282",.,"3,004",.,"9,524",454,.,.,.,.,.,.,.,.,.,"24,138",.,"40,013"
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3","1,292","6,845",.,"5,364",313,"1,177",.,.,.,.,.,.,631,.,.,.,"17,495",.,"33,117"
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10",259,756,.,502,.,.,399,.,.,.,.,.,.,.,.,.,.,.,"1,916"
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4","1,105",.,.,"1,622",782,807,"2,156",.,.,.,.,.,110,.,"1,863",.,"1,058",.,"9,503"
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,521,.,.,.,.,.,521
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,901
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,"1,571",.,257,.,340,.,.,.,.,.,.,.,.,.,.,652,.,"2,821"
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10",.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
DZ25L,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 4-6",.,.,.,.,.,222,.,.,.,.,.,.,.,.,.,.,.,.,222
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,521,.,.,.,533,.,"1,054"
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2",.,.,.,.,.,.,328,.,.,.,.,.,.,.,.,.,.,.,328
DZ29J,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4",.,484,.,502,.,340,.,.,.,.,.,.,.,.,.,.,.,.,"1,326"
DZ29K,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 0-1",797,967,.,.,.,"10,711","3,678",.,.,.,.,.,"2,628",.,.,.,"2,931",.,"21,712"
DZ37B,"Non-Invasive Ventilation Support Assessment, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,009",.,.,.,.,.,"2,009"
DZ50Z,Respiratory Sleep Study,.,.,.,.,.,.,.,.,.,.,.,.,"1,886",.,.,.,.,.,"1,886"
DZ59Z,Airflow Studies,.,.,.,175,.,.,.,.,.,.,.,.,"7,634",.,.,.,.,.,"7,808"
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,749
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",592,.,.,479,.,423,.,.,.,.,.,.,"1,325",.,"6,130",.,"2,247",.,"11,195"
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",592,.,.,"5,079",.,"6,956",328,.,.,"1,011",.,"1,603","8,560",.,"42,907",.,"3,745",.,"70,782"
DZ65K,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",259,.,.,.,.,537,454,.,.,.,.,.,.,.,.,.,.,.,"1,251"
DZ67Z,Major Therapeutic Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,.,"5,956",.,.,.,.,.,"5,956"
DZ68Z,Therapeutic Bronchoscopy,.,.,.,"7,637","1,520",.,.,.,.,.,651,.,.,.,.,.,.,.,"9,807"
DZ69A,"Diagnostic Bronchoscopy, 19 years and over","63,337","336,552",.,"125,777","146,592","164,561","76,065",.,.,.,"67,272",.,"31,712",.,"117,989",.,"295,110",.,"1,424,966"
DZ69B,"Diagnostic Bronchoscopy, 18 years and under",.,.,.,314,.,.,897,.,.,.,.,.,"12,892",.,.,.,"2,129",.,"16,232"
DZ70Z,Endobronchial Ultrasound Examination of Mediastinum,"10,048",.,.,"1,811",.,"4,173",.,.,.,.,.,.,"2,183",.,"9,826",.,"2,247",.,"30,287"
DZ71Z,Minor Thoracic Procedures,.,526,.,.,614,"2,801","3,063",.,.,.,"1,490",.,"1,694",.,"1,224","9,497","4,725",.,"25,633"
EB02C,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,533,.,533
EB03C,"Heart Failure or Shock, with CC Score 8-10",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
EB03D,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,919,.,919
EB03E,"Heart Failure or Shock, with CC Score 0-3",259,.,.,.,.,.,454,.,.,"1,674",.,.,"2,591",.,.,.,"4,796",.,"9,774"
EB04Z,Hypertension,829,.,.,.,.,.,"4,122",.,.,.,.,.,"2,122",416,.,.,749,.,"8,238"
EB06C,Cardiac Valve Disorders with CC Score 5-8,.,.,.,241,.,340,.,.,.,.,.,.,864,.,.,.,.,.,"1,445"
EB06D,Cardiac Valve Disorders with CC Score 0-4,"1,556",.,.,241,.,516,.,.,.,.,"2,711",.,"4,749",.,.,.,"1,015",.,"10,789"
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9","1,658",.,.,964,.,.,454,.,.,.,.,.,.,.,.,.,"1,015",.,"4,092"
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6","11,867",.,.,"3,859",313,"6,166","8,262",929,.,581,.,.,864,.,"1,012","3,916","1,548",.,"39,314"
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3","34,152",.,.,"25,150","8,439","61,468","40,122","2,476",.,"10,046","41,289",.,"6,808",328,"16,018","47,553","49,703",.,"343,553"
EB08B,"Syncope or Collapse, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,652
EB08C,"Syncope or Collapse, with CC Score 7-9",.,249,.,241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,490
EB08E,"Syncope or Collapse, with CC Score 0-3",259,.,.,161,215,900,"1,725",.,.,581,542,.,.,.,.,.,"1,762",.,"6,144"
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,"1,037",.,.,.,.,.,.,.,.,.,542,.,864,.,.,.,.,.,"2,443"
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,259
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266,.,526
EB12A,Unspecified Chest Pain with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270,270
EB12B,Unspecified Chest Pain with CC Score 5-10,519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,519
EB12C,Unspecified Chest Pain with CC Score 0-4,"2,660",.,.,"14,503",.,"1,612",454,.,.,.,144,.,"3,114",.,.,"1,110",799,.,"24,397"
EB13C,Angina with CC Score 4-7,.,.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,266,.,629
EB13D,Angina with CC Score 0-3,519,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,799,.,"1,658"
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,"2,537",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,537"
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,.,497,.,"2,008",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,506"
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,519,276,.,"5,240",.,.,454,.,.,.,.,.,432,.,.,.,919,.,"7,840"
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,"1,037","1,521",.,"5,053",.,953,.,.,.,.,.,.,432,.,.,.,652,.,"9,649"
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,"3,371",.,.,390,.,703,"1,828",.,.,.,"1,084",.,"3,022",.,.,.,.,.,"10,399"
EC14B,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
EC15B,Minor Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,"14,340",.,.,.,.,.,.,.,.,"29,406",.,.,.,.,.,"43,746"
EC20A,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,"1,151",.,.,775,.,"2,712",.,.,.,.,.,.,"8,038",.,.,.,749,.,"13,424"
EC20B,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,"6,904",.,.,653,.,.,.,.,.,.,.,.,"19,850",.,.,.,.,.,"27,408"
EC21Z,Complex Echocardiogram for Congenital Heart Disease,"6,992",.,.,"1,290",.,.,.,.,.,.,"2,925",.,"48,138",.,.,.,"1,498",.,"60,843"
EC22Z,"Electrocardiogram Monitoring or Stress Testing, for Congenital Heart Disease",.,.,.,"2,747",.,"1,088",.,.,.,.,.,.,"2,618",.,.,.,.,.,"6,453"
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,267,.,"1,163",.,.,.,.,.,.,.,.,.,"1,212",927,.,"3,569"
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,"2,097",.,.,"1,022",.,.,.,.,.,.,.,.,.,.,.,"3,118"
ED30C,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,400",350,.,.,"1,750"
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,"3,167",.,664,.,.,.,"3,831"
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8,.,.,.,"204,485",.,"11,542",.,.,.,.,.,.,"313,479",.,.,.,.,.,"529,505"
EY04B,Implantation of Biventricular Pacemaker with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,.,"40,952",.,.,.,.,.,"40,952"
