"INSPECT_ID","SR_NUM","BEG_DATE","END_DATE","STATUS"
"118803","HCE-20131214-7172","17-DEC-13","17-DEC-13",""
"120931","HCE-20130722-5000","30-JUL-13","30-JUL-13",""
"120383","HCE-20130626-4709","25-NOV-13","25-NOV-13",""
"120808","HCE-20130722-5000","24-JUL-13","24-JUL-13",""
"119582","HCE-20140110-2550","16-JAN-14","16-JAN-14",""
"120159","HCE-20130626-4709","17-OCT-13","17-OCT-13",""
"119466","HCE-20140110-2546","13-JAN-14","13-JAN-14",""
"114198","HCE-20130118-2571","12-MAR-13","12-MAR-13","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"115559","HCE-20120718-5591","06-FEB-13","06-FEB-13",""
"115902","HCE-20120928-7108","15-JAN-13","15-JAN-13",""
"115325","HCE-20130604-4226","11-JUN-13","11-JUN-13","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"115208","HCE-20120210-3459","30-MAY-13","30-MAY-13","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"115207","HCE-20120718-5591","26-APR-13","26-APR-13","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"115191","HCE-20120511-4242","07-MAY-13","07-MAY-13",""
"152134","HCE-20150630-4406","17-JUL-15","29-JUL-15",""
"150616","HCE-20150513-3481","14-MAY-15","15-MAY-15",""
"148405","HCE-20141203-6996","11-DEC-14","23-DEC-14",""
"153939","HCE-20150629-4387","06-OCT-15","06-OCT-15",""
"153317","HCE-20150908-5535","11-SEP-15","11-SEP-15",""
"147573","HCE-20141103-6662","14-NOV-14","17-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147503","HCE-20140716-4373","12-NOV-14","13-NOV-14",""
"152525","HCE-20141013-6393","12-AUG-15","13-AUG-15",""
"151636","HCE-20150513-3481","15-JUN-15","10-JUL-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151603","HCE-20150615-4184","07-JUL-15","09-JUL-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151317","HCE-20150615-4184","19-JUN-15","23-JUN-15",""
"149455","HCE-20150217-2649","27-FEB-15","04-MAR-15",""
"153988","HCE-20151001-5831","06-OCT-15","07-OCT-15",""
"148580","HCE-20140820-5182","05-JAN-15","06-JAN-15",""
"147576","HCE-20141110-6763","12-NOV-14","17-NOV-14",""
"144170","HCE-20120806-5872","16-JAN-13","16-JAN-13",""
"146398","HCE-20140131-2724","18-MAR-14","18-MAR-14",""
"121959","HCE-20130828-5812","02-SEP-13","02-SEP-13",""
"122505","HCE-20130528-4115","14-JUN-13","14-JUN-13",""
"122459","HCE-20130624-4524","09-JUL-13","09-JUL-13",""
"121699","HCE-20130708-4773","01-OCT-13","01-OCT-13",""
"125030","HCE-20140421-5243","07-MAY-14","07-MAY-14",""
"125015","HCE-20140421-5249","23-APR-14","23-APR-14",""
"124336","HCE-20140411-4061","25-JUL-14","25-JUL-14",""
"121379","HCE-20130822-5471","01-OCT-13","01-OCT-13",""
"120102","HCE-20131028-6827","19-NOV-13","19-NOV-13",""
"121160","HCE-20130226-2874","15-AUG-13","15-AUG-13",""
"114225","HCE-20130305-2938","08-MAR-13","08-MAR-13","NO CAUSE FOR ACTION INSPECTION"
"114194","HCE-20130312-2994","12-MAR-13","12-MAR-13",""
"114417","HCE-20130315-3031","25-MAR-13","25-MAR-13","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"114883","HCE-20130411-3256","29-MAY-13","29-MAY-13",""
"114852","HCE-20130123-2611","25-APR-13","25-APR-13",""
"115389","HCE-20130502-3450","10-MAY-13","10-MAY-13",""
"150281","HCE-20150320-2956","28-APR-15","29-APR-15",""
"150389","HCE-20150504-3362","04-MAY-15","05-MAY-15",""
"151289","HCE-20150325-2993","19-JUN-15","23-JUN-15",""
"145392","HCE-20140211-2795","13-FEB-14","13-FEB-14","NO CAUSE FOR ACTION INSPECTION"
"124276","HCE-20140324-4144","31-MAR-14","31-MAR-14",""
"124275","HCE-20140324-4144","26-MAR-14","26-MAR-14",""
"150367","HCE-20150330-3045","30-APR-15","04-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"115397","HCE-20130328-3143","08-MAY-13","08-MAY-13",""
"149839","HCE-20150320-2964","27-MAR-15","27-MAR-15",""
"151491","HCE-20150629-4382","01-JUL-15","02-JUL-15",""
"150992","HCE-20150420-3199","03-JUN-15","08-JUN-15","NO CAUSE FOR ACTION INSPECTION"
"150732","HCE-20150403-3085","13-MAY-15","26-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"153906","HCE-20150901-5468","02-OCT-15","05-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"153505","HCE-20150107-1046","18-SEP-15","17-SEP-15",""
"153388","HCE-20150723-4829","10-SEP-15","14-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"150668","HCE-20150410-3129","18-MAY-15","21-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150583","HCE-20141119-6857","13-MAY-15","14-MAY-15",""
"148984","HCE-20150102-1003","28-JAN-15","02-FEB-15","NO CAUSE FOR ACTION INSPECTION"
"147957","HCE-20140610-3667","12-NOV-14","05-DEC-14",""
"147955","HCE-20130524-4091","05-NOV-14","05-DEC-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151442","HCE-20150512-3452","26-JUN-15","01-JUL-15",""
"151440","HCE-20150303-2789","26-JUN-15","01-JUL-15",""
"150719","HCE-20150323-2973","22-MAY-15","26-MAY-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150716","HCE-20150323-2974","22-MAY-15","26-MAY-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150706","HCE-20150319-2943","20-MAY-15","26-MAY-15",""
"150629","HCE-20150408-3098","15-MAY-15","18-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150628","HCE-20150413-3141","15-MAY-15","18-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150418","HCE-20140307-3005","05-MAY-15","06-MAY-15",""
"150417","HCE-20150309-2828","22-APR-15","06-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"147711","HCE-20140929-6221","19-NOV-14","21-NOV-14",""
"147706","HCE-20140623-3572","20-NOV-14","21-NOV-14",""
"154192","HCE-20141103-6660","15-OCT-15","16-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"150329","HCE-20150313-2879","30-APR-15","01-MAY-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150256","HCE-20150312-2864","24-APR-15","27-APR-15","NO CAUSE FOR ACTION INSPECTION"
"149476","HCE-20141027-6582","12-FEB-15","05-MAR-15",""
"150383","HCE-20150317-2914","01-MAY-15","04-MAY-15",""
"147634","HCE-20140828-5843","12-NOV-14","19-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147623","HCE-20140930-6233","10-NOV-14","19-NOV-14",""
"147621","HCE-20140929-6229","10-NOV-14","19-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147618","HCE-20140929-6211","10-NOV-14","19-NOV-14",""
"147491","HCE-20141008-6362","05-NOV-14","12-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"149907","HCE-20141024-6565","31-MAR-15","02-APR-15",""
"149901","HCE-20150224-2718","27-MAR-15","02-APR-15",""
"149787","HCE-20150213-2617","24-MAR-15","25-MAR-15",""
"149676","HCE-20150210-2601","23-FEB-15","17-MAR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147690","HCE-20140929-6241","19-NOV-14","20-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"154202","HCE-20150914-5577","15-OCT-15","16-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"150322","HCE-20141030-6629","24-APR-15","30-APR-15",""
"150321","HCE-20140930-6239","24-APR-15","30-APR-15",""
"150247","HCE-20150113-2346","23-APR-15","27-APR-15",""
"150223","HCE-20141215-7068","23-APR-15","24-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150206","HCE-20150303-2789","14-APR-15","23-APR-15",""
"154142","HCE-20150820-5312","09-OCT-15","15-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"154138","HCE-20150901-5469","09-OCT-15","15-OCT-15",""
"154115","HCE-20151001-5848","13-OCT-15","14-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"153979","HCE-20150817-5227","06-OCT-15","07-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"153883","HCE-20150817-5226","05-OCT-15","05-OCT-15",""
"153850","HCE-20150805-5029","30-SEP-15","02-OCT-15",""
"149734","HCE-20150209-2589","19-MAR-15","23-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"154095","HCE-20150527-3941","13-OCT-15","13-OCT-15",""
"154066","HCE-20150527-3937","30-SEP-15","09-OCT-15",""
"154026","HCE-20150625-4341","15-SEP-15","08-OCT-15",""
"153898","HCE-20150715-4609","25-SEP-15","05-OCT-15",""
"153427","HCE-20150305-2799","08-JUL-15","15-SEP-15",""
"153424","HCE-20150520-3511","14-JUL-15","15-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150128","HCE-20150220-2689","15-APR-15","16-APR-15",""
"149856","HCE-20150220-2701","26-MAR-15","31-MAR-15",""
"149718","HCE-20150112-2322","18-MAR-15","20-MAR-15",""
"153747","HCE-20150714-4581","22-SEP-15","29-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153729","HCE-20150819-5282","25-SEP-15","28-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153701","HCE-20150814-5222","24-SEP-15","25-SEP-15",""
"153684","HCE-20150626-4368","23-SEP-15","24-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153316","HCE-20150811-5128","10-SEP-15","11-SEP-15",""
"153314","HCE-20150910-5557","10-SEP-15","11-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"148816","HCE-20140917-6019","12-JAN-15","20-JAN-15",""
"147425","HCE-20140806-4937","05-NOV-14","07-NOV-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153785","HCE-20150817-5238","29-SEP-15","30-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153735","HCE-20150710-4544","11-SEP-15","28-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153717","HCE-20150730-4968","24-SEP-15","25-SEP-15",""
"153544","HCE-20150423-3250","17-SEP-15","18-SEP-15",""
"149671","HCE-20140925-6165","24-FEB-15","17-MAR-15",""
"148627","HCE-20141114-6797","30-DEC-14","07-JAN-15","NO CAUSE FOR ACTION INSPECTION"
"153594","HCE-20150608-4100","14-SEP-15","21-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153567","HCE-20150817-5253","18-SEP-15","21-SEP-15",""
"153503","HCE-20150415-3164","20-AUG-15","17-SEP-15",""
"153414","HCE-20150806-5058","14-SEP-15","15-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153360","HCE-20150602-4017","28-AUG-15","14-SEP-15",""
"149316","HCE-20141230-7151","13-FEB-15","24-FEB-15",""
"149011","HCE-20140716-4329","29-JAN-15","02-FEB-15",""
"153539","HCE-20150724-4863","16-SEP-15","18-SEP-15",""
"153466","HCE-20150810-5102","14-SEP-15","16-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153425","HCE-20150605-4073","14-SEP-15","15-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153374","HCE-20150720-4718","02-SEP-15","14-SEP-15",""
"153349","HCE-20150731-4982","11-SEP-15","14-SEP-15",""
"151709","HCE-20150605-4075","13-JUL-15","14-JUL-15",""
"149093","HCE-20141230-7148","05-FEB-15","06-FEB-15","NO CAUSE FOR ACTION INSPECTION"
"149001","HCE-20141223-7119","30-JAN-15","02-FEB-15","NO CAUSE FOR ACTION INSPECTION"
"148889","HCE-20140904-5834","22-JAN-15","26-JAN-15",""
"147599","HCE-20140702-4455","17-NOV-14","18-NOV-14",""
"147598","HCE-20140905-6096","31-OCT-14","18-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147597","HCE-20140916-5968","12-NOV-14","18-NOV-14",""
"153215","HCE-20150421-3209","03-SEP-15","08-SEP-15",""
"153173","HCE-20150723-4824","03-SEP-15","04-SEP-15",""
"153136","HCE-20150427-3278","02-SEP-15","03-SEP-15",""
"153135","HCE-20150217-2644","02-SEP-15","03-SEP-15",""
"153097","HCE-20150605-4071","28-AUG-15","02-SEP-15",""
"147776","HCE-20141124-6932","18-NOV-14","25-NOV-14",""
"147454","HCE-20141013-6422","07-NOV-14","10-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"153305","HCE-20150622-4289","09-SEP-15","11-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153292","HCE-20150430-3324","09-SEP-15","10-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153290","HCE-20150818-5270","08-SEP-15","10-SEP-15",""
"149390","HCE-20141229-7139","24-FEB-15","02-MAR-15",""
"149387","HCE-20150205-2569","24-FEB-15","02-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"149098","HCE-20141031-6645","03-FEB-15","06-FEB-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"148830","HCE-20141201-6970","16-JAN-14","20-JAN-15",""
"147335","HCE-20140626-4192","30-OCT-14","31-OCT-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147334","HCE-20140819-5228","28-OCT-14","31-OCT-14",""
"153035","HCE-20150806-5057","28-AUG-15","31-AUG-15",""
"153026","HCE-20150731-4990","28-AUG-15","31-AUG-15",""
"152985","HCE-20150710-4526","28-AUG-15","31-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152933","HCE-20150708-4504","26-AUG-15","27-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"151792","HCE-20150506-3399","13-JUL-15","17-JUL-15",""
"151786","HCE-20150526-3922","15-JUL-15","17-JUL-15",""
"153126","HCE-20150526-3910","02-SEP-15","03-SEP-15",""
"153108","HCE-20150612-4170","22-JUL-15","02-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153062","HCE-20150624-4323","05-AUG-15","01-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"152941","HCE-20150629-4384","26-AUG-15","27-AUG-15",""
"152917","HCE-20150710-4530","26-AUG-15","27-AUG-15",""
"152916","HCE-20150715-4618","26-AUG-15","27-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"148067","HCE-20140707-4566","18-NOV-14","11-DEC-14",""
"147764","HCE-20140924-6251","21-NOV-14","24-NOV-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147306","HCE-20140905-5979","15-OCT-14","30-OCT-14",""
"147175","HCE-20140915-6058","20-OCT-14","24-OCT-14","NO CAUSE FOR ACTION INSPECTION"
"152880","HCE-20150716-4682","25-AUG-15","26-AUG-15",""
"152879","HCE-20150708-4507","25-AUG-15","26-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152868","HCE-20150521-3526","25-AUG-15","26-AUG-15",""
"152862","HCE-20150717-4694","25-AUG-15","26-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152673","HCE-20150701-4440","19-AUG-15","19-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152672","HCE-20150306-2812","19-AUG-15","19-AUG-15",""
"149259","HCE-20140617-3735","18-FEB-15","19-FEB-15",""
"148985","HCE-20141121-6900","30-JAN-15","02-FEB-15",""
"148207","HCE-20140728-4591","12-DEC-14","16-DEC-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"148192","HCE-20141015-6428","01-DEC-14","16-DEC-14","NO CAUSE FOR ACTION INSPECTION"
"148191","HCE-20141014-6445","01-DEC-14","16-DEC-14","NO CAUSE FOR ACTION INSPECTION"
"147845","HCE-20140918-6052","25-NOV-14","01-DEC-14",""
"152893","HCE-20150612-4180","25-AUG-15","26-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152719","HCE-20150702-4455","19-AUG-15","20-AUG-15",""
"152631","HCE-20150702-4466","18-AUG-15","18-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"148946","HCE-20141124-6931","05-JAN-15","29-JAN-15",""
"148790","HCE-20141117-6811","15-JAN-15","16-JAN-15",""
"152425","HCE-20150611-4153","03-AUG-15","07-AUG-15",""
"149290","HCE-20140627-4000","19-FEB-15","23-FEB-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147984","HCE-20140923-6196","14-NOV-14","08-DEC-14","NO CAUSE FOR ACTION INSPECTION"
"147508","HCE-20140820-5177","27-OCT-14","13-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147417","HCE-20140905-6108","05-NOV-14","07-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147298","HCE-20140912-5966","28-OCT-14","30-OCT-14","NO CAUSE FOR ACTION INSPECTION"
"152487","HCE-20150626-4381","10-AUG-15","11-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152379","HCE-20150625-4344","05-AUG-15","06-AUG-15",""
"151109","HCE-20150518-3510","12-JUN-15","15-JUN-15","NO CAUSE FOR ACTION INSPECTION"
"149575","HCE-20150121-2442","03-MAR-15","11-MAR-15",""
"148287","HCE-20141112-6766","17-DEC-14","18-DEC-14","NO CAUSE FOR ACTION INSPECTION"
"152290","HCE-20150615-4188","30-JUL-15","04-AUG-15",""
"152241","HCE-20150624-4322","31-JUL-15","03-AUG-15",""
"152038","HCE-20150608-4100","10-JUL-15","27-JUL-15",""
"152032","HCE-20150316-2883","24-JUL-15","27-JUL-15",""
"152022","HCE-20150407-3093","24-JUL-15","27-JUL-15",""
"152016","HCE-20150327-3034","23-JUL-15","27-JUL-15",""
"152015","HCE-20150212-2611","21-JUL-15","27-JUL-15",""
"151266","HCE-20150501-3350","19-JUN-15","22-JUN-15","NO CAUSE FOR ACTION INSPECTION"
"150514","HCE-20141104-6673","08-MAY-15","11-MAY-15",""
"149623","HCE-20150302-2776","11-MAR-15","13-MAR-15",""
"152252","HCE-20150701-4443","31-JUL-15","03-AUG-15",""
"152181","HCE-20150318-2939","27-JUL-15","30-JUL-15",""
"150434","HCE-20150320-2953","05-MAY-15","07-MAY-15",""
"149508","HCE-20141230-7149","06-MAR-15","09-MAR-15",""
"151917","HCE-20150430-3328","21-JUL-15","22-JUL-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151630","HCE-20150220-2691","09-JUL-15","10-JUL-15",""
"149952","HCE-20141229-7142","03-APR-15","06-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"149950","HCE-20150219-2681","03-APR-15","06-APR-15","NO CAUSE FOR ACTION INSPECTION"
"148819","HCE-20141010-6405","16-JAN-15","20-JAN-15",""
"151665","HCE-20150312-2865","10-JUL-15","13-JUL-15",""
"150036","HCE-20140408-4347","09-APR-15","10-APR-15",""
"150026","HCE-20150212-2611","09-APR-15","10-APR-15",""
"151610","HCE-20150220-2701","07-JUL-15","09-JUL-15",""
"151550","HCE-20150529-3980","06-JUL-15","07-JUL-15",""
"151465","HCE-20150512-3453","01-JUL-15","01-JUL-15",""
"147909","HCE-20140814-5152","01-DEC-14","04-DEC-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151520","HCE-20141222-7109","01-JUL-15","06-JUL-15",""
"149090","HCE-20140712-4715","20-JAN-15","06-FEB-15",""
"147862","HCE-20141010-6405","25-NOV-14","02-DEC-14",""
"147461","HCE-20140922-6101","31-OCT-14","10-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147457","HCE-20140905-6092","31-OCT-14","10-NOV-14",""
"151189","HCE-20150430-3325","12-JUN-15","18-JUN-15",""
"151132","HCE-20150403-3084","12-JUN-15","15-JUN-15",""
"148753","HCE-20141126-6952","13-JAN-15","14-JAN-15",""
"151381","HCE-20150603-4034","24-JUN-15","25-JUN-15",""
"151282","HCE-20140722-4438","04-JUN-15","22-JUN-15",""
"151281","HCE-20150520-3512","04-JUN-15","22-JUN-15","NO CAUSE FOR ACTION INSPECTION"
"151275","HCE-20141216-7079","16-JUN-15","22-JUN-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147742","HCE-20140627-4269","24-OCT-14","24-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147404","HCE-20140904-5916","03-NOV-14","06-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"150746","HCE-20150407-3092","18-MAY-15","27-MAY-15",""
"149158","HCE-20141229-7138","11-FEB-15","12-FEB-15","NO CAUSE FOR ACTION INSPECTION"
"147697","HCE-20141009-6367","20-NOV-14","21-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"151234","HCE-20150416-3181","18-JUN-15","19-JUN-15",""
"151126","HCE-20150220-2686","10-JUN-15","15-JUN-15",""
"151013","HCE-20150421-3214","03-JUN-15","08-JUN-15","NO CAUSE FOR ACTION INSPECTION"
"150938","HCE-20140116-2600","11-MAY-15","04-JUN-15",""
"150104","HCE-20141216-7076","13-APR-15","15-APR-15",""
"150505","HCE-20141031-6649","07-MAY-15","11-MAY-15",""
"148677","HCE-20140917-6001","18-DEC-14","08-JAN-15",""
"147588","HCE-20141104-6705","17-NOV-14","18-NOV-14",""
"150805","HCE-20150323-2971","15-MAY-15","29-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150751","HCE-20150421-3216","26-MAY-15","27-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150707","HCE-20150324-2980","22-MAY-15","26-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150622","HCE-20150407-3087","14-MAY-15","15-MAY-15",""
"147119","HCE-20140529-3539","16-OCT-14","22-OCT-14","NO CAUSE FOR ACTION INSPECTION"
"148006","HCE-20140811-5091","05-DEC-14","09-DEC-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147577","HCE-20140912-6029","13-NOV-14","17-NOV-14",""
"150475","HCE-20150317-2903","04-MAY-15","08-MAY-15",""
"150246","HCE-20141201-6963","24-APR-15","27-APR-15","NO CAUSE FOR ACTION INSPECTION"
"150294","HCE-20150127-2497","24-APR-15","29-APR-15",""
"150205","HCE-20150312-2848","09-APR-15","23-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150187","HCE-20141010-6405","20-APR-15","21-APR-15",""
"150196","HCE-20150120-2421","20-APR-15","22-APR-15",""
"150177","HCE-20150209-2586","13-APR-15","20-APR-15",""
"154111","HCE-20150911-5569","13-OCT-15","14-OCT-15",""
"154090","HCE-20150729-4922","08-OCT-15","13-OCT-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"154061","HCE-20150817-5240","08-OCT-15","09-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"153928","HCE-20151005-5888","30-SEP-15","06-OCT-15",""
"148867","HCE-20140702-3913","22-JAN-15","23-JAN-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"148660","HCE-20140827-5271","06-JAN-15","07-JAN-15","NO CAUSE FOR ACTION INSPECTION"
"148658","HCE-20140623-3777","02-JAN-15","07-JAN-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"148653","HCE-20141002-6273","06-JAN-15","07-JAN-15",""
"148641","HCE-20140715-4270","06-JAN-15","07-JAN-15",""
"148639","HCE-20111007-6750","06-JAN-15","07-JAN-15",""
"153822","HCE-20150817-5239","28-SEP-15","01-OCT-15",""
"153659","HCE-20150707-4499","18-SEP-15","23-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153656","HCE-20150630-4413","18-SEP-15","23-SEP-15",""
"153637","HCE-20150701-4439","22-SEP-15","23-SEP-15",""
"149885","HCE-20150324-2985","31-MAR-15","01-APR-15","NO CAUSE FOR ACTION INSPECTION"
"154187","HCE-20150904-5510","15-OCT-15","16-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"154140","HCE-20150817-5254","24-SEP-15","15-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"154100","HCE-20150423-3243","09-OCT-15","13-OCT-15",""
"149886","HCE-20141121-6901","31-MAR-15","01-APR-15",""
"149653","HCE-20140716-4320","09-MAR-15","16-MAR-15",""
"149645","HCE-20141031-6649","12-MAR-15","16-MAR-15",""
"148916","HCE-20141001-6262","26-JAN-15","28-JAN-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153460","HCE-20150720-4724","11-SEP-15","16-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153453","HCE-20150722-4800","15-SEP-15","16-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153444","HCE-20150629-4396","14-SEP-15","16-SEP-15",""
"153329","HCE-20150717-4711","04-SEP-15","11-SEP-15",""
"153224","HCE-20150727-4878","04-SEP-15","08-SEP-15",""
"149754","HCE-20141126-6950","23-MAR-15","24-MAR-15",""
"147412","HCE-20140731-4740","04-NOV-14","07-NOV-14",""
"153895","HCE-20150720-4736","30-SEP-15","05-OCT-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153885","HCE-20150408-3101","05-OCT-15","05-OCT-15",""
"149593","HCE-20150130-2518","11-MAR-15","12-MAR-15",""
"149564","HCE-20141216-7076","09-MAR-15","11-MAR-15",""
"149463","HCE-20150123-2468","04-MAR-15","05-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"149462","HCE-20150109-2318","04-MAR-15","05-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"149446","HCE-20140819-5228","27-FEB-15","04-MAR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"148941","HCE-20140829-5327","05-JAN-15","29-JAN-15",""
"153185","HCE-20150708-4502","04-SEP-15","04-SEP-15",""
"148666","HCE-20141110-6761","05-JAN-15","07-JAN-15","NO CAUSE FOR ACTION INSPECTION"
"148630","HCE-20141110-6749","05-JAN-15","07-JAN-15","NO CAUSE FOR ACTION INSPECTION"
"148306","HCE-20141014-6436","24-NOV-14","18-DEC-14","NO CAUSE FOR ACTION INSPECTION"
"147247","HCE-20140904-5912","23-OCT-14","29-OCT-14","NO CAUSE FOR ACTION INSPECTION"
"153772","HCE-20150824-5358","29-SEP-15","30-SEP-15",""
"153752","HCE-20150806-5062","25-SEP-15","29-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153749","HCE-20150819-5278","28-SEP-15","29-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153706","HCE-20150818-5264","24-SEP-15","25-SEP-15",""
"153613","HCE-20150721-4793","28-SEP-15","22-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"149404","HCE-20150113-2351","27-FEB-15","02-MAR-15",""
"149240","HCE-20141212-7054","17-FEB-15","18-FEB-15",""
"152812","HCE-20150601-3997","24-AUG-15","25-AUG-15",""
"152765","HCE-20150727-4896","21-AUG-15","24-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152728","HCE-20150611-4151","18-AUG-15","20-AUG-15",""
"152724","HCE-20150701-4432","18-AUG-15","20-AUG-15",""
"152718","HCE-20150629-4395","18-AUG-15","20-AUG-15",""
