HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
ED23C,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,"257,863",.,.,.,.,"257,863"
ED24A,"Complex, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,"15,914",.,.,.,.,"15,914"
ED24B,"Complex, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,"103,787",.,.,.,.,"103,787"
ED24C,"Complex, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,"52,480",.,.,.,.,"52,480"
ED25A,"Standard, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,"89,140",.,.,.,.,"89,140"
ED25B,"Standard, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,"152,920",.,.,.,.,"152,920"
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,"502,871",.,.,.,.,"502,871"
ED26A,Complex Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,"44,625",.,.,.,.,"44,625"
ED26B,Complex Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,"191,413",.,.,.,.,"191,413"
ED26C,Complex Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,"109,622",.,.,.,.,"109,622"
ED27A,Major Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,"15,529",.,.,.,.,"15,529"
ED27B,Major Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,"279,833",.,.,.,.,"279,833"
ED27C,Major Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,"312,857",.,.,.,.,"312,857"
ED28A,Standard Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,"60,736",.,.,.,.,"60,736"
ED28B,Standard Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,"243,606",.,.,.,.,"243,606"
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,"473,294",.,.,.,.,"473,294"
ED30B,"Complex, Other Operations on Heart or Pericardium, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,"71,815",.,.,.,.,"71,815"
ED30C,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"23,470",.,.,.,.,"23,470"
ED31B,"Standard, Other Operations on Heart or Pericardium, with CC Score 5-9",.,.,.,.,.,"2,034",.,.,.,.,.,"7,251",.,"11,309",.,"14,526","35,120"
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",.,"1,568",.,.,"11,693",.,.,.,.,.,.,"30,649",.,.,.,"1,717","45,628"
EY01A,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 9+",.,.,"16,800",.,.,.,.,.,.,.,.,"196,241",.,.,.,.,"213,041"
EY01B,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 0-8",.,.,"19,195",.,"13,941",.,.,.,.,.,.,"103,834",.,.,.,.,"136,971"
EY02A,Implantation of Cardioverter Defibrillator with CC Score 9+,.,.,"28,393",.,.,"2,723",.,.,.,.,.,"161,228",.,.,.,.,"192,344"
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8,.,.,"166,398",.,.,.,.,.,.,.,.,"541,591",.,.,.,.,"707,989"
EY03Z,Implantation of Biventricular Pacemaker with Other Percutaneous Intervention,.,.,"12,284",.,.,.,.,.,.,.,.,"18,913",.,.,.,.,"31,196"
EY05A,"Implantation of Dual Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"9,219",.,.,.,.,"9,219"
EY05B,"Implantation of Dual Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,"20,740",.,.,.,.,.,.,.,.,"45,833",.,.,.,.,"66,573"
EY06A,Implantation of Dual Chamber Pacemaker with CC Score 12+,.,.,.,.,"15,812",.,.,.,.,.,.,"39,212",.,.,.,.,"55,024"
EY06B,Implantation of Dual Chamber Pacemaker with CC Score 9-11,.,.,.,.,"20,458",.,.,.,.,.,.,.,.,.,.,.,"20,458"
EY06C,Implantation of Dual Chamber Pacemaker with CC Score 6-8,.,.,"47,243",.,"17,373",.,.,.,.,.,.,"66,297",.,.,.,.,"130,913"
EY06D,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,"123,476",.,"16,866",.,.,.,.,.,.,"98,187",.,.,.,.,"238,529"
EY06E,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,"104,498",.,"10,593",.,.,.,.,.,.,"54,573",.,.,.,.,"169,663"
EY07A,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 6+","7,556",.,.,.,.,.,.,.,.,.,.,"34,659",.,.,.,.,"42,215"
EY07B,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5","4,581",.,.,.,"3,527",.,.,.,.,.,.,"74,413",.,.,.,.,"82,521"
EY08A,Implantation of Single Chamber Pacemaker with CC Score 12+,"12,761",.,.,.,"18,970",.,.,.,.,.,"6,816","5,086",.,.,.,"6,749","50,382"
EY08B,Implantation of Single Chamber Pacemaker with CC Score 9-11,.,.,.,.,"11,079",.,.,.,.,.,.,"3,577",.,.,.,.,"14,656"
EY08C,Implantation of Single Chamber Pacemaker with CC Score 6-8,"7,556","5,882","31,337",.,"13,656","1,743",.,.,.,.,.,"20,197",.,.,.,"9,726","90,097"
EY08D,Implantation of Single Chamber Pacemaker with CC Score 3-5,"6,068",.,"15,866",.,"40,484",.,.,.,.,.,"8,094","46,584",.,.,.,.,"117,096"
EY08E,Implantation of Single Chamber Pacemaker with CC Score 0-2,580,392,"11,842",468,"19,567",.,.,.,.,.,"10,614","13,327",.,.,.,.,"56,791"
EY09A,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"24,541",.,.,.,.,"24,541"
EY09B,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,.,"10,398",.,.,.,.,.,.,"6,139",.,.,.,.,"16,537"
EY10A,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,"6,533",.,.,.,.,.,.,"15,804",.,.,.,.,"22,337"
EY10B,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,"3,625",.,.,.,.,.,.,.,.,"24,341",.,.,.,.,"27,965"
EY12A,Implantation of Electrocardiography Loop Recorder with CC Score 3+,.,.,"3,500",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,500"
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"2,987",.,.,.,.,"2,987"
EY20A,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"33,601",.,.,.,.,"33,601"
EY20B,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,"90,811",.,.,.,.,"90,811"
EY21A,"Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"221,298",.,.,.,.,"221,298"
EY21B,"Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,"351,852",.,.,.,.,"351,852"
EY22A,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,"47,074",.,.,.,.,"47,074"
EY22B,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,"169,851",.,.,.,.,"169,851"
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,"119,907",.,.,.,.,"119,907"
EY23A,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,"9,411",.,.,.,.,"9,411"
EY23B,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,"9,781",.,.,.,.,"9,781"
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,"8,324",.,"13,632",.,.,.,.,.,.,.,.,"33,217",.,.,.,.,"55,174"
EY30A,Complex Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"30,766",.,.,.,.,"30,766"
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"7,544",.,.,.,.,"7,544"
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,"4,964",.,.,.,.,.,.,.,.,.,.,"178,155",.,.,.,.,"183,119"
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"21,064",.,.,.,.,"21,064"
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,.,"3,149",.,.,.,.,.,.,"15,371",.,.,.,.,"18,520"
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,"3,258",.,.,.,.,.,.,.,.,"3,432",.,.,.,.,"6,690"
EY40A,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,"16,357",.,.,.,.,.,.,.,.,.,.,"21,621",.,.,.,.,"37,978"
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"12,997",.,"21,631",.,.,.,.,.,.,.,.,"82,913",.,.,.,.,"117,541"
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"124,043",.,"52,084",.,"42,274",.,.,.,.,.,.,"175,830",.,.,.,.,"394,231"
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"112,204",.,"252,451",.,"26,171",.,.,.,.,.,.,"202,142",.,.,.,.,"592,968"
EY41A,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,"25,617",.,.,.,"7,239",.,.,.,.,.,.,"14,716",.,.,.,.,"47,572"
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"29,727",.,"4,370",.,"18,440",.,.,.,.,.,.,"121,529",.,.,.,.,"174,066"
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"240,285",.,"130,248",.,"77,454",.,.,.,.,.,"3,989","327,486",.,.,.,.,"779,462"
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"291,990",.,"223,594",.,"115,844",.,.,.,.,.,.,"260,941",.,.,.,.,"892,370"
EY42A,Complex Cardiac Catheterisation with CC Score 7+,.,.,"4,216",.,.,.,.,.,.,.,.,"14,940",.,.,.,"6,749","25,906"
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,"15,566",.,"16,347",.,.,.,.,.,.,.,.,"20,180",.,.,.,.,"52,093"
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,"11,418",.,"13,373",.,.,.,.,.,.,.,.,"18,629",.,.,.,.,"43,420"
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,"3,262",.,"7,427",.,.,.,.,.,.,.,.,"14,230",.,.,.,802,"25,722"
EY43A,Standard Cardiac Catheterisation with CC Score 13+,.,.,"1,839",.,"17,320",.,.,.,.,.,.,"80,573",.,.,.,"14,414","114,146"
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,"46,315",.,"15,645",.,"3,053",.,.,.,.,.,.,"61,779",.,.,.,"46,788","173,580"
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,"157,793",.,"70,498",.,"62,267",.,.,.,.,.,.,"165,767",.,.,.,"54,114","510,439"
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,"212,007",.,"95,054",.,"84,127",.,.,.,.,.,.,"151,105",.,"1,617",.,"102,083","645,993"
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,"172,489",.,"111,440",.,"106,347",.,.,.,.,.,.,"130,169",.,"2,625",.,"78,871","601,940"
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,"42,671",.,"58,006",.,"35,228",.,.,.,.,.,737,"56,054",.,.,.,"17,650","210,346"
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,"11,154","2,622",.,.,.,.,.,.,.,"11,343",.,.,.,"4,346","29,465"
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9","19,173","51,518",.,"16,051","14,032","15,831",.,.,"8,360",.,.,"24,820",.,.,.,"62,126","211,910"
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5","25,782","49,957","79,388","11,030","60,272","3,800",.,.,.,.,"16,718","18,014",.,"69,412",.,"55,260","389,632"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","40,525","83,165","41,730","28,484","116,153","7,839",.,.,.,.,"12,224","61,728",.,"56,223",.,"87,606","535,678"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","26,801","83,096","3,250","31,907","70,321","27,195",.,.,.,.,.,"54,268",.,"19,881",.,"35,911","352,631"
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+","5,499","3,912",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,411"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,"4,723",.,.,.,"8,466",.,.,.,.,.,"36,832",.,.,.,.,"50,022"
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"14,239",.,.,.,.,"14,239"
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,949,"5,737","2,322",.,.,.,.,.,.,.,"4,021",.,"15,132",.,"6,123","34,285"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","5,499","27,457",.,"2,592","17,861","14,457",.,.,.,.,"4,150","12,042",.,.,.,"3,574","87,633"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,"2,291","6,193","7,877","2,786",.,.,.,.,.,.,"7,582",.,"18,602",.,"5,820","51,151"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years","2,116","1,246",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,362"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"8,119",.,.,.,.,"8,119"
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+","8,399","12,923",.,.,"14,025",.,.,.,.,.,.,"10,936",.,.,.,"4,415","50,699"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5","24,553","17,204","22,747","9,256","32,293","5,793",.,.,.,.,.,"23,054",.,"17,387",.,"25,910","178,195"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","21,137","14,753",.,"8,449","26,052","22,930",.,.,.,.,.,"14,423",.,"75,329",.,"23,967","207,040"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","10,606","14,128",.,"8,384","14,428","2,464",.,.,.,.,.,"19,071",.,"25,356",.,"10,806","105,242"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"27,579",.,.,.,.,"27,579"
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+","15,460","16,921",.,.,"2,566","10,661",.,.,.,.,"16,037","14,441",.,.,.,"2,689","78,775"
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4","2,821","38,802",.,"3,839","19,858","22,757",.,.,.,.,.,"33,108",.,.,.,"14,648","135,834"
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","46,798","125,302",.,"18,441","125,769","49,301",.,.,.,.,.,"100,226",.,"54,373",.,"99,334","619,544"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0","227,822","454,153",.,"152,449","234,014","147,454",.,.,.,.,"10,522","308,745",.,"228,201",.,"181,481","1,944,841"
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,"6,924","8,626",.,.,.,.,.,"12,243",.,.,.,.,"27,793"
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","34,764","18,046",.,"16,492","54,424","41,363",.,.,.,.,.,"122,266",.,"53,093",.,"14,804","355,252"
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0","192,399","269,945",.,"80,084","182,134","84,033",.,.,.,.,.,"459,742",.,"191,597",.,"41,912","1,501,845"
FZ21B,"Major Anal Procedures, 18 years and under","3,726",.,.,.,.,.,.,.,.,.,.,"7,415",.,.,.,"1,344","12,486"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+","4,357","25,214",.,"6,844","3,409","8,754",.,.,.,.,.,"5,593",.,"2,687",.,"15,304","72,163"
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","8,642","12,598","2,641",.,"2,308","6,286",.,.,.,.,.,"7,795",.,.,.,"23,052","63,321"
FZ22B,"Intermediate Anal Procedures, 18 years and under","5,571","4,619","3,201","1,648","7,104","1,638",.,.,.,.,.,"11,235",.,"1,312",.,"1,574","37,902"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+","1,857","7,499","11,860","13,726",.,"1,419",.,.,.,.,.,"7,734",.,"15,342",.,"6,120","65,557"
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","9,397","36,624",.,"2,753","12,125","2,501",.,.,.,.,.,"13,362",.,"10,031",.,"18,758","105,548"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","43,058","39,226","1,964","12,625","43,662","19,476",.,.,.,.,.,"38,071",.,"22,812",.,"49,113","270,006"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,"1,675",.,.,"1,513",.,.,.,.,.,.,.,.,.,.,.,"3,188"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"9,023",.,.,.,.,"9,023"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,"1,811",752,.,.,.,.,.,.,"1,583",.,.,.,"3,664","7,810"
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",747,725,.,.,"3,115",.,.,.,.,.,825,"12,092",.,.,.,"1,381","18,885"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",747,"1,182",.,.,"7,636",291,.,.,770,.,.,"13,681",.,.,.,.,"24,307"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"8,485",.,.,.,"2,290","10,775"
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,.,"9,683",.,.,"2,449",.,.,.,.,.,"7,142",.,.,.,.,"19,274"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2","5,499",.,.,"7,685",.,"8,381",.,.,.,.,.,.,.,"4,905",.,"6,706","33,175"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0","3,388","22,250",.,.,.,"4,499",.,.,.,.,.,.,.,.,.,"13,432","43,568"
FZ36G,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",.,.,.,.,"8,277","2,451",.,.,.,.,.,"2,425",.,.,.,.,"13,153"
FZ36H,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",.,.,.,.,.,"1,520",.,.,.,.,.,"5,969",.,.,.,"5,820","13,310"
FZ36J,"Gastrointestinal Infections with Single Intervention, with CC Score 5+","2,675","3,020",.,.,"5,263","15,717",.,.,"7,772",.,"9,329","15,488","3,081",.,.,"7,475","69,820"
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,"5,367",.,.,"15,946","2,034",.,.,.,.,"1,659","28,910",.,"20,346",.,"15,549","89,810"
FZ36L,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,"4,177","4,797","21,874","15,776","27,410",.,.,.,.,"12,335","39,857",.,"4,656",.,"42,489","173,370"
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+","28,369","21,963","28,067","5,215","50,952","4,068","16,994",.,"11,095",.,"10,922","25,248","14,522","20,585",.,"21,950","259,951"
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7","58,863","36,029","37,170","12,169","107,659","25,212","11,329",.,"34,062","15,862","25,449","36,895","4,401","48,112",.,"71,038","524,251"
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4","138,722","69,946","62,592","27,648","130,179","40,859","26,600",.,"19,010","9,064","62,933","135,458","2,640","60,415",.,"146,122","932,188"
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1","105,526","51,649","35,009","24,759","99,005","58,446","4,120",.,"20,341",.,"47,386","129,252","3,521","113,051",.,"145,596","837,660"
FZ37K,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,"9,850","7,907",.,.,.,.,.,.,.,.,.,.,.,"17,757"
FZ37L,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",.,.,"5,567",.,.,.,.,.,.,.,.,.,.,"5,157",.,"13,346","24,070"
FZ37M,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,"3,107","1,983",.,"6,104",.,.,.,.,"5,666","4,159",.,.,.,"5,320","26,337"
FZ37N,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3","12,395","85,526","13,239","61,603","52,992","14,912",.,.,"4,811",.,"15,009","51,068",.,"35,854",.,"81,072","428,481"
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+","6,548","80,855","21,683","13,285","12,415","11,543","1,030",.,"5,178",.,"7,944","20,815",880,.,.,"26,092","208,267"
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","18,731","80,976","29,773","66,079","7,274","6,027",.,.,"1,110","5,665","3,944","5,245",.,"9,767",.,"28,430","263,020"
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2","56,193","136,136","56,966","46,340","83,650","12,016",.,.,740,"3,399","5,403","31,354",.,"22,617",.,"53,135","507,951"
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0","98,123","182,032","43,243","59,242","111,617","14,256","1,030",.,"14,054",.,"8,913","40,552",.,"33,257",.,"64,496","670,816"
FZ38G,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+","8,089","10,694",.,"4,647","7,148",.,.,.,.,.,.,"3,689",.,.,.,.,"34,267"
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,"13,531",.,"8,007","9,763","3,669","5,453",.,.,.,.,"30,283",.,"5,654",.,"27,224","103,584"
FZ38J,"Gastrointestinal Bleed with Single Intervention, with CC Score 8+",.,"16,021",.,.,"3,352",.,.,.,.,.,"2,331","5,987",.,.,.,"10,165","37,855"
FZ38K,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7","1,193","12,130",.,"20,835","22,276","5,677",.,.,.,.,.,"43,464",.,"24,620",.,"24,935","155,131"
FZ38L,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4","11,229","86,357","9,354","74,760","93,122","52,215",.,.,.,.,"6,870","129,842",.,"27,586",.,"127,321","618,655"
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+","4,463","11,589","18,298","9,233","10,660","2,263",.,.,.,"6,043","5,014","24,160",.,.,.,"24,767","116,490"
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8","82,462","57,202","26,234","20,581","55,364","6,121",.,.,.,"6,043","15,410","61,254",.,"48,992",.,"90,186","469,848"
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","173,350","157,054","40,550","48,154","95,157","27,337","6,180",.,"1,479","3,021","19,822","137,237",.,"95,336",.,"152,583","957,262"
FZ49D,"Nutritional Disorders with Interventions, with CC Score 2+","16,353","8,681","27,971",.,"7,142","6,941",.,.,.,.,"2,337","28,285",.,"30,848",.,"6,915","135,474"
FZ49E,"Nutritional Disorders with Interventions, with CC Score 0-1","3,462",.,.,.,"5,362",.,.,.,.,.,.,"12,123",.,.,.,"4,839","25,786"
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+","40,846","15,240","30,747",.,"5,641",581,.,.,"27,775","2,266","10,656",.,.,"12,337",.,"12,538","158,628"
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5","60,686","67,275","46,572","6,552","7,142","5,427","15,449",.,"10,023","6,420","25,147","36,161","6,161","23,132",.,"33,685","349,832"
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1","27,580","19,636","5,644","3,744","13,787",.,"4,635",.,"6,657",.,"14,319","12,712","3,961","4,626",.,"18,940","136,241"
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,"30,115","11,672","7,060",.,.,.,.,.,.,"12,827",.,.,.,.,"12,349","74,023"
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7","137,368","70,754","70,932","13,334","47,231",.,.,.,.,.,"6,176","9,287",.,"24,250",.,"19,073","398,404"
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","50,527","91,229","30,933","15,027","74,602","17,100",.,.,.,.,"18,652","50,456",.,"56,121",.,"69,672","474,319"
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","82,296","107,506","10,252","14,684","64,146","30,294",.,.,.,.,.,"64,016",.,.,.,"62,426","435,621"
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+","15,908",.,"41,453",.,"17,313","8,076",.,.,.,.,.,.,.,.,.,"59,541","142,290"
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6","25,279","15,836","31,857",.,"20,587",.,.,.,.,.,.,"14,737",.,"18,651",.,"43,252","170,199"
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3","7,500","31,417","40,942","39,939","28,997","15,446",.,.,.,.,.,"20,403",.,"36,724",.,"82,856","304,224"
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","7,125","18,592","31,370","7,191","45,502","3,024",.,.,.,.,.,"23,581",.,.,.,"23,840","160,226"
FZ68G,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"50,068",.,.,.,.,"50,068"
