HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total FCEs
EC03B,170,"Congenital Cardiac Surgery with Intervention Score 122 or more, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC03C,170,"Congenital Cardiac Surgery with Intervention Score 122 or more, with Diagnosis Score 118 or more",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ12M,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,1,.,.,.,.,.,.,.,1,.,1,.,.,.,.,3
FZ12M,160,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
FZ12N,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",1,.,.,.,.,3,.,.,.,.,.,1,.,.,.,1,6
FZ12N,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ12N,160,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ12N,340,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ12N,361,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12N,370,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ12N,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,2,.,2,.,.,.,.,.,.,.,.,1,.,2,7
FZ12P,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",4,3,7,1,3,2,.,.,.,4,.,.,.,2,.,2,28
FZ12P,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,2,1,1,.,.,.,.,.,.,.,.,.,.,.,4
FZ12P,160,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,3,5
FZ12P,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2,4
FZ12P,301,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12P,303,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12P,361,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ12P,370,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12P,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",1,2,8,1,2,.,.,.,.,.,.,.,.,2,.,2,18
FZ12Q,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",9,5,7,2,.,3,.,.,.,4,.,2,.,3,.,4,39
FZ12Q,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,5,.,1,.,.,.,.,.,.,.,.,.,.,.,6
FZ12Q,120,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12Q,160,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6
FZ12Q,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,1,3
FZ12Q,303,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ12Q,330,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12Q,361,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12Q,370,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
FZ12Q,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",1,1,13,.,1,1,.,.,.,.,.,.,.,6,.,1,24
FZ12R,100,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ12R,171,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ12R,420,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ12S,171,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ12U,171,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ13C,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",4,.,24,4,4,3,.,.,.,7,.,2,.,2,.,.,50
FZ13C,101,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ13C,172,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ13C,300,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",2,.,2,1,.,2,.,.,.,1,.,5,.,3,.,3,19
FZ13C,301,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ13C,303,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ13C,370,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,9
FZ13C,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",6,8,11,1,5,6,.,.,.,.,.,.,.,4,.,2,43
FZ13D,171,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ17D,171,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ17E,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,2
FZ17E,361,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ17F,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",8,10,18,10,8,6,.,.,.,5,.,5,.,5,.,13,88
FZ17F,170,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ17F,361,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
FZ17G,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",15,4,19,27,27,13,.,.,.,13,.,4,.,10,.,19,151
FZ17G,361,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ18E,100,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",1,.,.,.,1,1,.,.,.,.,.,.,.,1,.,.,4
FZ18E,120,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ18E,171,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ18F,171,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
FZ18G,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",3,1,.,.,1,.,.,.,.,.,.,.,.,.,.,1,6
FZ18G,361,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ18H,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",8,3,2,4,4,4,.,.,.,5,.,.,.,9,.,16,55
FZ18H,361,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ18J,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",28,26,13,33,14,13,.,.,.,19,.,7,.,33,.,27,213
FZ18J,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ18J,361,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ18K,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",40,84,35,125,67,117,.,.,.,36,.,22,.,73,.,43,642
FZ18K,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,3
FZ18K,361,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ19A,100,"Herniotomy Procedures, 2 years and over",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ19A,142,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ19A,171,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ19A,361,"Herniotomy Procedures, 2 years and over",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ19B,100,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ19B,171,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,20
FZ20G,100,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ20H,100,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ20J,100,"Appendicectomy Procedures, 19 years and over, with CC Score 0",1,3,1,2,1,2,.,.,.,1,.,.,.,.,.,3,14
FZ20J,502,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,4
FZ20M,100,"Appendicectomy Procedures, 18 years and under, with CC Score 0",1,.,.,2,.,1,.,.,.,.,.,.,.,.,.,2,6
FZ21B,100,"Major Anal Procedures, 18 years and under",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,1,3
FZ21B,160,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ21C,100,"Major Anal Procedures, 19 years and over, with CC Score 1+",3,1,3,.,.,.,.,.,.,.,.,1,.,.,.,8,16
FZ21C,160,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ21D,100,"Major Anal Procedures, 19 years and over, with CC Score 0",18,.,10,11,2,2,.,.,.,1,.,7,.,.,.,16,67
FZ21D,160,"Major Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ22B,100,"Intermediate Anal Procedures, 18 years and under",1,.,.,1,.,1,.,.,.,.,.,1,.,.,.,1,5
FZ22B,171,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ22B,420,"Intermediate Anal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
FZ22C,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",1,1,1,.,.,1,.,.,.,.,.,.,.,.,.,2,6
FZ22C,101,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ22D,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",8,5,8,2,4,.,.,.,.,1,.,2,.,.,.,12,42
FZ22E,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",41,35,19,15,18,14,.,.,.,3,.,18,.,15,.,39,217
FZ23A,100,"Minor Anal Procedures, 19 years and over",18,5,7,6,10,8,.,.,.,3,.,5,.,4,.,4,70
FZ23B,100,"Minor Anal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ24E,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ24E,420,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ24F,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ24F,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
FZ24G,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,1,1,.,.,.,.,.,.,1,.,.,.,.,3
FZ24G,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ24G,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
FZ24H,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,3
FZ24H,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",1,1,.,.,1,.,.,.,.,.,.,3,.,.,.,.,6
FZ24H,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,4
FZ24J,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,2,.,.,7,.,.,.,.,.,.,1,.,.,.,.,10
FZ24J,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,1,.,.,5,.,.,.,.,.,.,52,.,.,.,.,58
FZ24J,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ24J,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ24J,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
FZ27D,100,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
FZ27E,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",1,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,4
FZ27F,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",3,.,2,1,.,.,.,.,.,.,.,1,.,.,.,.,7
FZ27F,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,2,7
FZ27G,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",1,.,2,3,2,.,.,.,.,2,.,.,.,1,.,3,14
FZ27G,361,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ27G,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",5,7,13,5,3,3,.,.,.,.,.,.,.,.,.,5,41
FZ36H,340,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ36J,100,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
FZ36J,361,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ36K,100,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2
FZ36K,300,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ36L,300,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ36L,301,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
FZ36N,100,"Gastrointestinal Infections without Interventions, with CC Score 5-7",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ36N,300,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,2
FZ36N,340,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ36N,361,"Gastrointestinal Infections without Interventions, with CC Score 5-7",5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,6
FZ36P,100,"Gastrointestinal Infections without Interventions, with CC Score 2-4",2,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,4
FZ36P,300,"Gastrointestinal Infections without Interventions, with CC Score 2-4",2,.,2,.,1,.,.,.,.,.,.,1,.,.,.,.,6
FZ36P,303,"Gastrointestinal Infections without Interventions, with CC Score 2-4",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ36P,361,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
FZ36Q,100,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ36Q,300,"Gastrointestinal Infections without Interventions, with CC Score 0-1",4,.,2,.,1,1,.,.,.,1,.,.,.,.,.,1,10
FZ36Q,303,"Gastrointestinal Infections without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ36Q,361,"Gastrointestinal Infections without Interventions, with CC Score 0-1",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ36Q,502,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ37K,100,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ37L,100,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",.,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,3
FZ37L,300,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ37M,300,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ37N,100,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,1,2,.,3,1,.,.,.,.,.,.,.,.,.,4,11
FZ37N,300,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",3,.,2,1,.,.,.,.,1,1,.,1,.,.,.,.,9
FZ37N,301,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
FZ37P,300,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
FZ37P,302,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ37P,361,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
FZ37Q,100,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",1,2,.,.,.,1,.,.,.,.,.,.,.,.,.,1,5
FZ37Q,300,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,2,.,.,.,.,.,.,.,.,.,.,1,.,.,3
FZ37Q,301,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ37Q,303,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ37Q,361,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ37R,100,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,5,2,1,5,.,.,.,.,.,.,3,.,.,.,3,19
FZ37R,300,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",3,1,4,1,.,1,.,.,2,.,.,2,.,.,.,.,14
FZ37R,301,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
FZ37R,303,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ37R,430,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ37S,100,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,3,1,1,8,2,.,.,.,.,.,2,.,.,.,2,19
FZ37S,300,"Inflammatory Bowel Disease without Interventions, with CC Score 0",9,2,5,.,2,3,.,.,1,.,.,16,.,2,.,1,41
FZ37S,301,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
FZ37S,340,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ38G,300,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ38H,100,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,2
FZ38L,100,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",1,.,1,2,2,4,.,.,.,.,.,.,.,1,.,.,11
FZ38L,300,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
FZ38L,301,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,3
FZ38L,303,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ38N,101,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ38N,300,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
FZ38N,361,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
FZ38P,100,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",3,8,.,3,3,2,.,.,.,.,.,.,.,11,.,1,31
FZ38P,300,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",1,1,.,.,.,.,.,.,.,.,.,1,.,2,.,.,5
FZ38P,301,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ38P,303,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ38P,340,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ38P,361,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ42A,300,"Wireless Capsule Endoscopy, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ49D,100,"Nutritional Disorders with Interventions, with CC Score 2+",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ49D,300,"Nutritional Disorders with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ49D,303,"Nutritional Disorders with Interventions, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ49D,430,"Nutritional Disorders with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
FZ49E,100,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,2
FZ49E,120,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ49E,300,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,2
FZ49E,370,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ49F,430,"Nutritional Disorders without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
FZ49G,100,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ49G,300,"Nutritional Disorders without Interventions, with CC Score 2-5",.,2,.,.,.,.,.,.,.,.,.,2,.,.,.,2,6
FZ49G,301,"Nutritional Disorders without Interventions, with CC Score 2-5",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
