X,Y,FID,PERIMETER,PUBLICBL_I,FACILITY,FACILITY_C,ADDRESS,CITY,ZIPCODE,CLASS,MUNICODE
-79.824441113979915,40.272382516709634,220,0,19,Elizabeth Township Building,,522 Rock Run Rd,Elizabeth,15037,,908
-79.903632638379264,40.401490852498462,221,0,87,Homestead Borough Building,,1705 Maple St,Homestead,15120,,834
-79.914102088902141,40.466807085533112,222,0,22,Larimer Playground Maintenance Building,B267,Lenora St,Pittsburgh,15206,City of Pittsburgh,100
-80.322416123870255,40.493493574064736,223,0,21,Findlay Township,,1271 Lincoln Hwy,Clinton,15026,,910
-79.917142706436309,40.475323228410439,224,0,20,Highland Park Construction Division,B210,Heberton St,Pittsburgh,15206,City of Pittsburgh,100
-79.958785995249713,40.451802666225625,225,0,18,Herron Hill Radio Tower,B149,Camp St,Pittsburgh,15219,City of Pittsburgh,100
-79.996110372978848,40.438020656093961,226,0,36,Morgue Building,MORG,542 Forth Ave,Pittsburgh,15219,Allegheny County,
-79.974373652877233,40.458587357955103,227,0,12,General Services Facility 2,B005,35 29 1/2 St,Pittsburgh,15222,City of Pittsburgh,100
-79.895392819063446,40.301436474776729,228,0,127,Clairton City Building,,551 Ravensburg Blvd,Clairton,15025,,200
-79.974833708331801,40.459511238051967,229,0,11,General Services Facility 1,B004,10 29 1/2 St,Pittsburgh,15222,City of Pittsburgh,100
-79.77582295812104,40.40541959061251,230,0,100,Pitcairn Borough Building,,582 Sixth St,Pitcairn,15140,,847
-79.975283090797262,40.459253315153269,231,0,10,General Services Compressor Building,B007,10 29 1/2 St,Pittsburgh,15222,City of Pittsburgh,100
-79.861228828214522,40.402330241050656,232,0,96,North Braddock Borough Building,,600 Anderson St,North Braddock,15104,,843
-80.219963234682922,40.39288953423295,233,0,94,McDonald Borough Building,,151 School St,Mcdonald,15057,,841
-80.180323090077493,40.538563489965327,234,0,104,Sewickley Borough Building,,601 Thorn St,Sewickley,15143,,851
-79.790988846675802,40.321530275851238,235,0,61,South Versailles Township Building,,,Coulter,15028,,947
-79.885872849721679,40.443393483563938,236,0,119,Wilkinsburg Borough Building,,605 Ross Ave,Pittsburgh,15221,,866
-79.723204531233904,40.624486349533306,237,0,38,Harrison Township Building,,1 Municipal Dr,Natrona Heights,15065,,916
-79.995290908049142,40.436114633135794,238,0,329,Pittsburgh Public Works Administration/Supplies,,611 Second Ave,Pittsburgh,15219,Pittsburgh Public Works,100
-80.025471763117267,40.456537022589714,239,0,17,Hazlett Theatre,S992,Allegheny Center Mall,Pittsburgh,15212,City of Pittsburgh,100
-79.910903315679548,40.471884622941332,240,0,601,Forestry,,6520 Stanton Ave,Pittsburgh,15206,Pittsburgh Public Works,100
-80.16101119766337,40.528872047953151,241,0,85,Haysville Borough Building,,36 South Ave,Sewickley,15143,,832
-79.901887733215943,40.477657375861227,242,0,57,Shuman Juvenile Detention Center,SHU,7150 Highland Dr,Pittsburgh,15206,Allegheny County,
-79.860252129714141,40.294674361381752,243,0,9,Lincoln Borough Building,,45 Abe's Way,Elizabeth,15037,,881
-79.843867630983311,40.505568008704643,244,0,112,Verona Borough Building,,736 East Railroad Ave,Verona,15147,,859
-79.942017348433353,40.437055994947656,245,0,34,Schenley Engineering Building,B061,Engineering Dr,Pittsburgh,15217,City of Pittsburgh,100
-79.977006937467053,40.457501721374882,246,0,4,Pittsburgh Public Works Heavy Equipment/Repair,,74 28th Street,Pittsburgh,15222,Pittsburgh Public Works,100
-79.810429798869848,40.427129127303957,247,0,12,Buncher Building,BB,1520 Penn Liberty Ctr,Pittsburgh,15235,Allegheny County,
-79.884242748189052,40.420467229207979,248,0,107,Swissvale Borough Building,,7560 Roslyn St,Pittsburgh,15218,,854
-79.859762006864756,40.565760477573605,249,0,39,Indiana Township Building,,941 Route 910,Indianola,15051,,917
-79.906866099019638,40.484951580177196,250,0,3,Asphalt Plant,,777 Lockway East,Pittsburgh,15206,Pittsburgh Public Works,100
-79.996827892846142,40.438105301351747,251,0,13,City County Building,CCB,414 Grant St,Pittsburgh,15219,Allegheny County,
-79.996761418308168,40.436743260919343,252,0,13,General Services Motorpool Building,B538,Ross St & Second Ave,Pittsburgh,15219,City of Pittsburgh,100
-80.018158190646716,40.414540311494534,253,0,48,Vanucci Storage Building,B314,Orangewood Ave,Pittsburgh,15216,City of Pittsburgh,100
