HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
CD07A,"Minor Extraction of Tooth, 19 years and over",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,5
CD07B,"Minor Extraction of Tooth, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ06A,"Minor Thoracic Procedures, 19 years and over",15,19,11,2,17,5,.,.,3,.,5,.,38,.,10,.,26,151
DZ06B,"Minor Thoracic Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,2,.,1,.,1,5
DZ07A,"Fibreoptic Bronchoscopy, 19 years and over",23,46,12,2,1,4,.,.,.,.,.,.,.,.,2,.,5,95
DZ07B,"Fibreoptic Bronchoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ08Z,Rigid Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
DZ09E,Pulmonary Embolus with CC Score 9-11,.,5,2,1,.,1,.,.,.,.,.,.,13,.,.,.,2,24
DZ09F,Pulmonary Embolus with CC Score 6-8,4,13,3,2,5,3,.,.,.,.,6,.,17,.,3,.,10,66
DZ09G,Pulmonary Embolus with CC Score 3-5,8,28,10,4,3,.,.,.,6,.,12,.,27,.,8,.,29,135
DZ09H,Pulmonary Embolus with CC Score 0-2,11,34,24,3,4,3,.,.,3,.,26,.,78,.,16,2,48,252
DZ10D,Lung Abscess-Empyema with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ10E,Lung Abscess-Empyema with CC Score 7-9,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ10F,Lung Abscess-Empyema with CC Score 3-6,.,2,1,.,1,1,.,.,.,.,.,.,2,.,1,.,3,11
DZ10G,Lung Abscess-Empyema with CC Score 0-2,1,.,.,.,.,.,1,.,.,.,2,.,2,.,.,.,1,7
DZ11D,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,10,.,.,.,.,.,.,2,.,2,.,2,.,.,.,12,28
DZ11E,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",8,41,1,2,2,2,1,.,3,.,12,.,16,1,7,.,38,134
DZ11F,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",18,98,25,9,14,9,4,.,7,.,23,.,52,.,19,.,157,435
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",94,239,52,15,44,11,5,.,39,.,84,.,210,.,49,1,392,"1,235"
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",115,301,82,29,58,30,11,.,50,.,180,.,339,.,55,.,432,"1,682"
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",78,198,49,23,33,24,14,1,23,.,187,.,318,.,36,5,224,"1,213"
DZ12C,Bronchiectasis with CC Score 8+,2,3,3,3,.,.,.,.,.,.,1,.,1,.,.,.,2,15
DZ12D,Bronchiectasis with CC Score 5-7,3,15,10,4,.,.,.,.,6,.,6,.,7,.,2,.,13,66
DZ12E,Bronchiectasis with CC Score 2-4,20,24,25,11,2,.,.,.,5,.,19,.,19,.,5,.,6,136
DZ12F,Bronchiectasis with CC Score 0-1,6,1,17,.,.,.,.,.,3,.,14,.,33,.,4,1,3,82
DZ13A,Cystic Fibrosis with CC Score 1+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ14C,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,4
DZ14D,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,.,.,1,.,.,.,.,.,.,.,4,.,1,.,.,6
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,1,.,2,.,.,.,.,.,.,.,5,.,.,.,.,8
DZ15G,Asthma with Intubation,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ15H,"Asthma without Intubation, with CC Score 9+",.,1,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,4
DZ15J,"Asthma without Intubation, with CC Score 6-8",5,4,3,3,.,4,.,.,3,.,.,.,3,.,1,.,7,33
DZ15K,"Asthma without Intubation, with CC Score 3-5",35,20,4,10,3,4,2,.,8,.,13,.,32,.,3,.,38,172
DZ15L,"Asthma without Intubation, with CC Score 0-2",76,68,19,37,11,28,8,.,16,.,69,.,158,.,24,.,101,615
DZ16D,Pleural Effusion with CC Score 12+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ16E,Pleural Effusion with CC Score 8-11,2,2,2,.,2,.,.,.,1,.,1,.,8,.,.,.,7,25
DZ16F,Pleural Effusion with CC Score 4-7,8,22,5,3,3,5,.,.,1,.,8,.,13,.,3,.,27,98
DZ16G,Pleural Effusion with CC Score 0-3,18,5,22,3,3,.,2,.,2,.,9,.,74,.,4,.,24,166
DZ17E,Respiratory Neoplasms with CC Score 11+,3,10,.,.,.,.,.,.,.,.,.,.,5,.,1,.,8,27
DZ17F,Respiratory Neoplasms with CC Score 8-10,6,14,5,.,1,.,.,.,.,.,6,.,7,.,6,.,16,61
DZ17G,Respiratory Neoplasms with CC Score 5-7,13,19,27,4,6,2,.,.,2,.,13,.,27,.,10,.,25,148
DZ17H,Respiratory Neoplasms with CC Score 3-4,7,16,27,1,4,3,1,.,4,.,9,.,21,.,3,.,41,137
DZ17J,Respiratory Neoplasms with CC Score 1-2,8,7,16,2,6,1,1,.,2,.,9,.,22,.,2,.,15,91
DZ17K,Respiratory Neoplasms with CC Score 0,7,3,3,.,.,.,.,.,2,.,6,.,3,.,.,.,.,24
DZ18A,Sleeping Disorders Affecting Breathing with CC Score 5+,1,1,2,.,.,.,.,.,.,.,.,.,2,.,.,.,1,7
DZ18B,Sleeping Disorders Affecting Breathing with CC Score 2-4,2,.,.,.,.,1,.,.,.,.,.,.,2,.,1,.,2,8
DZ18C,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
DZ19D,Other Respiratory Disorders with CC Score 12+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,1,3
DZ19E,Other Respiratory Disorders with CC Score 9-11,6,8,.,1,2,1,1,.,.,.,2,.,6,.,2,.,6,35
DZ19F,Other Respiratory Disorders with CC Score 6-8,36,19,8,9,20,2,1,.,3,.,12,.,17,.,4,5,41,177
DZ19G,Other Respiratory Disorders with CC Score 0-5,217,150,51,40,67,18,3,.,11,.,92,.,178,.,22,125,115,"1,089"
DZ20A,Pulmonary Oedema with CC Score 9+,.,.,2,.,3,.,.,.,.,.,.,.,1,.,.,.,1,7
DZ20B,Pulmonary Oedema with CC Score 4-8,5,.,.,.,5,9,.,.,1,.,.,.,6,.,1,.,3,30
DZ20C,Pulmonary Oedema with CC Score 0-3,3,4,.,.,2,.,.,.,.,.,.,.,8,.,.,.,.,17
DZ21A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",318,424,258,79,121,70,15,.,83,1,491,.,700,.,166,2,710,"3,438"
DZ21L,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation",.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
DZ21M,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 8+",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ21N,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 4-7",1,1,.,1,1,.,.,.,.,.,2,.,3,.,.,.,1,10
DZ21P,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3",1,1,.,.,.,.,.,.,.,.,1,.,1,.,.,.,2,6
DZ21Q,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2
DZ21R,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 10-12",.,.,.,.,1,.,.,.,.,.,3,.,2,.,1,.,3,10
DZ21S,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",2,6,2,.,2,.,1,.,.,.,4,.,11,.,6,.,19,53
DZ21T,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",7,24,6,7,4,1,2,.,1,.,15,.,125,.,16,.,43,251
DZ21U,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",8,30,6,6,9,1,2,.,2,.,71,.,513,.,7,.,72,727
DZ22D,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,2,.,.,.,.,.,.,.,.,2,.,.,.,1,.,5,10
DZ22E,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,1,1,3,.,4,1,2,.,2,.,.,.,4,.,7,.,25,50
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,22,17,36,5,9,1,2,.,5,.,5,.,28,.,20,.,62,212
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,52,72,54,16,24,5,6,.,22,.,31,.,129,.,76,1,209,697
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,88,131,93,22,47,13,8,.,23,.,56,.,362,.,70,.,236,"1,149"
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,49,58,54,13,49,14,13,.,12,.,107,.,386,.,44,2,88,889
DZ23D,Bronchopneumonia with CC Score 13+,1,8,.,.,1,.,.,.,1,.,.,.,1,.,.,.,4,16
DZ23E,Bronchopneumonia with CC Score 9-12,11,30,3,2,6,2,.,.,1,.,1,.,8,.,16,.,39,119
DZ23F,Bronchopneumonia with CC Score 5-8,33,58,5,4,18,5,.,.,10,.,12,.,22,.,23,.,79,269
DZ23G,Bronchopneumonia with CC Score 0-4,22,25,17,7,15,3,.,.,3,.,12,.,12,.,18,.,59,193
DZ24D,"Inhalation Lung Injury or Foreign Body, with CC Score 13+",.,5,1,.,.,.,.,.,.,1,2,.,1,.,.,.,2,12
DZ24E,"Inhalation Lung Injury or Foreign Body, with CC Score 10-12",2,13,6,1,1,1,1,.,1,.,5,.,.,.,1,.,16,48
DZ24F,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",9,26,8,2,2,3,1,.,5,.,9,.,13,.,6,.,25,109
DZ24G,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",17,98,12,13,14,1,.,.,5,.,18,.,51,.,17,.,50,296
DZ24H,"Inhalation Lung Injury or Foreign Body, with CC Score 0-3",13,83,16,11,14,6,.,.,1,.,33,.,66,.,8,.,29,280
DZ25C,"Fibrosis or Pneumoconiosis, with CC Score 8+",1,.,.,.,1,.,.,.,1,.,.,.,7,.,3,.,.,13
DZ25D,"Fibrosis or Pneumoconiosis, with CC Score 5-7",8,11,4,.,3,.,.,.,1,.,3,.,4,.,4,.,13,51
DZ25E,"Fibrosis or Pneumoconiosis, with CC Score 2-4",6,6,5,5,3,.,2,.,2,.,4,.,16,.,4,.,40,93
DZ25F,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,7,1,.,1,.,.,.,1,.,5,.,14,.,.,.,4,33
DZ26C,"Pneumothorax or Intrathoracic Injuries, with CC Score 8+",.,1,.,.,.,.,.,.,.,.,1,.,1,.,4,.,2,9
DZ26D,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7",2,6,3,.,2,.,.,.,.,.,.,.,1,.,3,.,4,21
DZ26E,"Pneumothorax or Intrathoracic Injuries, with CC Score 2-4",5,9,3,1,1,1,.,.,.,.,8,.,8,.,.,.,6,42
DZ26F,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1",3,5,1,3,9,6,.,.,.,.,29,.,22,.,3,.,11,92
DZ27G,Respiratory Failure with Intubation,.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,.,.,3
DZ27H,"Respiratory Failure without Intubation, with CC Score 12+",.,.,.,.,.,.,1,.,.,.,.,.,1,.,1,.,2,5
DZ27J,"Respiratory Failure without Intubation, with CC Score 8-11",1,3,3,.,2,1,.,.,1,.,1,.,5,.,.,.,5,22
DZ27K,"Respiratory Failure without Intubation, with CC Score 4-7",12,19,11,2,7,3,1,.,.,.,9,.,16,.,7,.,24,111
DZ27L,"Respiratory Failure without Intubation, with CC Score 0-3",5,12,3,5,7,2,.,.,.,.,15,.,12,.,1,.,8,70
DZ28A,Pleurisy with CC Score 3+,1,.,.,.,2,.,.,.,2,.,2,.,.,.,1,.,.,8
DZ28B,Pleurisy with CC Score 0-2,8,4,1,4,2,1,.,.,.,.,12,.,2,.,.,.,2,36
DZ29C,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ29D,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,4,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,7
DZ29E,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",9,3,25,2,1,.,.,.,1,.,.,.,.,.,.,.,.,41
DZ29F,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",8,.,1,.,1,.,.,.,.,.,1,.,7,.,1,.,.,19
DZ37A,"Non-Invasive Ventilation Support Assessment, 19 years and over",10,38,2,9,6,12,1,.,6,.,10,.,48,.,3,.,24,169
DZ37B,"Non-Invasive Ventilation Support Assessment, 18 years and under",1,1,.,3,.,1,.,.,.,.,.,.,.,.,.,.,.,6
DZ38Z,Oxygen Assessment and Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,7
DZ42Z,TB Nurse Support,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ50Z,Respiratory Sleep Study,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ64D,"Intermediate Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA03A,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 11+",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
EA03B,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
EA03C,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,9,.,1,.,.,.,.,.,.,.,5,.,.,.,.,15
EA03D,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,.,19,.,12,.,.,.,.,.,.,.,11,.,1,.,.,43
EA03E,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,9,.,7,.,.,.,.,.,.,.,4,.,.,.,.,20
EA05A,"Pace 2: Dual Chamber, with CC Score 9+",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
EA05B,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,20,.,5,.,.,.,.,.,.,.,6,.,.,.,.,31
EA05C,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,71,.,5,.,.,.,.,.,.,.,8,.,.,.,.,84
EA05D,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,61,.,6,.,.,.,.,.,.,.,18,.,.,.,.,85
EA11A,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 3+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA11B,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA12B,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA12C,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,15
EA12D,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
EA14B,Coronary Artery Bypass Graft (First Time) with CC Score 7-11,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA14C,Coronary Artery Bypass Graft (First Time) with CC Score 3-6,.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
EA14D,Coronary Artery Bypass Graft (First Time) with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EA17A,Single Cardiac Valve Procedures with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA17B,Single Cardiac Valve Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA17C,Single Cardiac Valve Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA17D,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA20A,"Other Complex Cardiac Surgery and Re-do's, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA20B,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA20C,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,.,.,.,1,.,.,.,.,.,.,.,7,.,.,.,.,8
EA29B,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA29C,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA31A,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 11+",.,.,.,.,2,.,.,.,.,.,.,.,2,.,.,.,.,4
EA31B,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10",2,.,8,.,3,.,.,.,.,.,.,.,6,.,.,.,.,19
EA31C,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6",35,.,102,.,55,.,.,.,.,.,.,.,108,.,.,.,.,300
EA31D,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2",54,.,176,.,103,.,.,.,.,.,.,.,340,.,.,.,.,673
EA35A,Other Percutaneous Interventions with CC Score 8+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA35B,Other Percutaneous Interventions with CC Score 5-7,1,.,3,.,.,.,.,.,.,.,.,.,2,.,.,.,.,6
EA35C,Other Percutaneous Interventions with CC Score 2-4,4,.,19,.,.,.,.,.,.,.,.,.,9,.,.,.,.,32
EA35D,Other Percutaneous Interventions with CC Score 0-1,4,.,2,.,1,.,.,.,.,.,.,.,15,.,.,.,.,22
EA36C,Catheter with CC Score 13+,.,.,1,.,1,.,.,.,.,.,.,.,1,.,.,.,.,3
EA36D,Catheter with CC Score 10-12,2,.,1,.,2,.,.,.,.,.,.,.,1,.,.,.,.,6
EA36E,Catheter with CC Score 7-9,7,.,15,.,5,.,.,.,.,.,.,.,7,.,.,.,3,37
EA36F,Catheter with CC Score 4-6,33,.,77,.,26,.,.,.,.,.,.,.,56,.,.,.,6,198
EA36G,Catheter with CC Score 2-3,75,.,144,.,62,.,.,.,.,.,.,.,116,.,.,.,34,431
EA36H,Catheter with CC Score 0-1,85,.,95,.,78,.,.,.,.,.,1,.,143,.,.,.,31,433
EA39A,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA40Z,Other Non-Complex Cardiac Surgery,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA44B,Minor Cardiac Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA45Z,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",3,4,1,.,3,.,.,.,.,.,5,.,3,.,.,.,3,22
EA47Z,Electrocardiogram Monitoring and Stress Testing,.,.,4,.,.,1,.,.,.,.,1,.,.,.,1,.,.,7
EA48Z,"Single or Dual Chamber, Pacemaker or Implantable Diagnostic Device, with Percutaneous Coronary Intervention, EP or RFA",.,.,1,.,.,.,.,.,.,.,.,.,6,.,.,.,.,7
EA49A,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 9+",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EA49B,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8",1,.,1,.,1,.,.,.,.,.,.,.,5,.,.,.,.,8
EA49C,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5",8,.,21,.,12,.,.,.,.,.,.,.,20,.,.,.,.,61
EA49D,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",6,.,31,.,19,.,.,.,.,.,.,.,69,.,.,.,.,125
EA51A,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA51D,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA54A,Percutaneous Standard Ablation with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA54B,Percutaneous Standard Ablation with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
EA55A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,2,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
EA55B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,1,.,1,.,.,.,.,.,.,.,3,.,.,.,.,5
EA56A,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA56B,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
EA56C,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA57A,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 5+",.,.,1,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
EA57B,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA58Z,Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA59Z,Transcatheter Aortic Valve Implantation (TAVI) not using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB02A,Endocarditis with CC Score 10+,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,4,5
EB02B,Endocarditis with CC Score 5-9,1,.,6,1,.,.,.,.,.,.,.,.,4,.,1,.,.,13
EB02C,Endocarditis with CC Score 0-4,2,8,.,.,.,.,.,.,.,.,1,.,3,.,.,.,1,15
EB03A,"Heart Failure or Shock, with CC Score 14+",.,12,6,.,2,4,.,.,.,.,.,.,2,.,.,.,8,34
EB03B,"Heart Failure or Shock, with CC Score 11-13",8,18,14,1,5,2,1,.,3,.,2,.,10,.,2,.,24,90
EB03C,"Heart Failure or Shock, with CC Score 8-10",27,44,35,3,17,2,3,.,9,.,17,.,32,.,18,.,156,363
EB03D,"Heart Failure or Shock, with CC Score 4-7",78,124,46,30,27,15,9,.,31,.,72,.,90,.,59,1,242,824
EB03E,"Heart Failure or Shock, with CC Score 0-3",32,49,23,10,16,9,2,.,5,.,53,.,90,.,14,5,48,356
EB04Z,Hypertension,37,39,14,11,12,8,9,.,10,.,30,.,56,.,23,14,33,296
EB05A,Cardiac Arrest with CC Score 9+,1,3,11,.,.,1,.,.,2,.,2,.,4,.,.,.,2,26
EB05B,Cardiac Arrest with CC Score 5-8,.,3,3,4,5,2,.,.,.,.,10,.,1,.,1,1,5,35
EB05C,Cardiac Arrest with CC Score 0-4,2,.,3,2,1,.,.,.,2,.,5,.,7,.,6,3,4,35
EB06A,Cardiac Valve Disorders with CC Score 13+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EB06B,Cardiac Valve Disorders with CC Score 9-12,2,1,.,.,2,.,1,.,.,.,1,.,.,.,1,.,3,11
EB06C,Cardiac Valve Disorders with CC Score 5-8,11,1,2,1,2,1,2,.,1,.,4,.,5,.,.,1,6,37
EB06D,Cardiac Valve Disorders with CC Score 0-4,5,12,6,5,7,1,2,.,4,.,3,.,1,.,5,.,5,56
EB07A,"Arrhythmia or Conduction Disorders, with CC Score 13+",2,2,3,.,1,.,.,.,1,.,.,.,.,.,.,.,3,12
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12",11,5,2,1,4,1,1,.,3,.,.,.,5,.,.,.,15,48
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9",29,40,11,4,15,5,4,.,14,.,8,.,22,1,17,.,40,210
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6",85,155,22,35,59,28,17,.,48,.,55,.,92,.,54,38,97,785
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3",177,383,54,101,161,91,23,.,70,.,152,.,180,.,84,414,192,"2,082"
EB08A,"Syncope or Collapse, with CC Score 13+",.,2,.,.,2,.,.,.,.,.,.,.,1,.,.,.,3,8
EB08B,"Syncope or Collapse, with CC Score 10-12",4,7,4,1,3,2,.,.,2,.,2,.,11,.,9,.,9,54
EB08C,"Syncope or Collapse, with CC Score 7-9",18,33,8,7,34,5,7,.,18,.,11,.,61,.,20,.,72,294
EB08D,"Syncope or Collapse, with CC Score 4-6",61,148,20,13,68,27,13,.,33,.,39,.,174,.,63,15,218,892
EB08E,"Syncope or Collapse, with CC Score 0-3",185,310,47,51,95,67,14,.,56,.,161,.,329,.,115,82,248,"1,760"
