HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost,
FZ51Z,300,"Diagnostic Colonoscopy, 19 years and over",.,"1,973","7,075",.,.,.,.,.,.,.,"1,693",.,"2,760",.,"7,312",.,"2,627","23,439",
FZ51Z,301,"Diagnostic Colonoscopy, 19 years and over",.,"17,707",.,.,"8,170","8,639",.,.,.,.,.,.,.,.,.,.,.,"34,516",
FZ52Z,100,"Diagnostic Colonoscopy with Biopsy, 19 years and over","2,229","39,668","12,410","9,835","3,518","2,128",.,.,.,.,.,.,.,.,"1,994",.,"2,721","74,502",
FZ52Z,300,"Diagnostic Colonoscopy with Biopsy, 19 years and over",747,"2,143","6,531",.,.,.,.,.,"1,115",.,"1,825",.,"1,855",.,"1,045",.,.,"15,261",
FZ52Z,301,"Diagnostic Colonoscopy with Biopsy, 19 years and over",.,"9,143",.,.,.,"2,402",.,.,.,.,.,.,.,.,.,.,.,"11,545",
FZ53Z,100,"Therapeutic Colonoscopy, 19 years and over","7,054","27,290","7,917","12,269","5,168","1,131",.,.,.,.,.,.,"1,526",.,"7,975",.,"4,081","74,410",
FZ53Z,300,"Therapeutic Colonoscopy, 19 years and over","3,735",816,"6,077","1,882",.,.,.,.,.,.,641,.,552,.,"10,445",.,992,"25,140",
FZ53Z,301,"Therapeutic Colonoscopy, 19 years and over",.,"12,004",.,.,.,"3,420",.,.,.,.,.,.,.,.,.,.,.,"15,424",
FZ53Z,320,"Therapeutic Colonoscopy, 19 years and over",.,.,.,"1,570",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,570",
FZ54Z,100,"Diagnostic Flexible Sigmoidoscopy, 19 years and over","1,114","11,791","3,443","4,234",.,"4,001",.,.,.,.,.,.,"1,283",.,"6,978",.,902,"33,747",
FZ54Z,300,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",.,.,"3,488",.,.,.,.,.,.,.,.,.,.,.,"2,089",.,.,"5,577",
FZ54Z,301,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",.,"3,070",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,070",
FZ54Z,502,"Diagnostic Flexible Sigmoidoscopy, 19 years and over","1,470",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,470",
FZ55Z,100,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over","2,229","5,238","8,684",794,861,"1,182",.,.,.,.,.,.,.,.,.,.,"1,803","20,789",
FZ55Z,300,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over","2,241",.,"4,095",.,.,.,.,.,.,.,483,.,.,.,.,.,.,"6,819",
FZ55Z,301,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",.,"1,180",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,180",
FZ56Z,100,"Therapeutic Flexible Sigmoidoscopy, 19 years and over","1,411","9,857",.,715,"1,319",.,.,.,.,.,.,.,.,.,997,.,"1,054","15,354",
FZ56Z,300,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",747,.,"3,811",.,.,.,.,.,.,.,.,.,.,.,"2,089",.,.,"6,647",
FZ56Z,301,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",.,"1,204",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,204",
FZ57Z,100,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,"1,139",.,.,.,.,.,.,.,"1,087",.,.,.,.,.,.,"2,227",
FZ57Z,502,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,813,.,.,.,.,.,.,.,.,.,.,.,.,.,.,813,
FZ58A,100,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years","1,114",.,.,.,"1,246","1,283",.,.,.,.,.,.,.,.,.,.,"2,644","6,288",
FZ58A,171,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"8,771",.,.,.,.,"8,771",
FZ58A,420,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"6,580",.,.,.,.,"6,580",
FZ58B,171,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"7,805",.,.,.,.,"7,805",
FZ59Z,100,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"6,967",.,.,743,.,.,.,.,.,.,.,.,.,.,.,"7,710",
FZ59Z,300,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"6,060",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,060",
FZ60Z,100,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",557,.,"8,835","2,376","2,491","1,993",.,.,.,.,"7,423",.,"1,084",.,"1,994",.,.,"26,753",
FZ60Z,120,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","3,620",.,.,.,"4,540",.,.,.,.,.,.,.,"2,376",.,.,.,.,"10,536",
FZ60Z,172,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"4,744",.,.,.,.,"4,744",
FZ60Z,300,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","7,470",822,"10,455",881,.,.,.,.,742,.,"1,254",.,734,.,"1,045",.,.,"23,403",
FZ60Z,301,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,"4,785",.,.,789,.,.,.,.,.,.,.,.,.,.,.,.,"5,574",
FZ61Z,100,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,"15,105","5,132",.,"2,602","2,414",.,.,.,.,"4,690",.,853,.,"7,975",.,"1,803","40,574",
FZ61Z,120,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","3,620",.,.,.,"1,145",.,.,.,.,.,.,.,867,.,.,.,.,"5,631",
FZ61Z,172,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"3,106",.,.,.,.,"3,106",
FZ61Z,300,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","7,470",620,"14,402","2,107",376,.,.,.,.,.,"1,680",.,"2,981",.,"1,045",.,839,"31,520",
FZ61Z,301,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,"2,439",.,.,"1,140",.,.,.,.,.,.,.,.,.,.,.,.,"3,579",
FZ62A,100,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,933,.,.,.,.,.,.,.,.,.,.,.,.,902,"1,835",
FZ62A,171,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"12,452",.,.,.,.,"12,452",
FZ62A,420,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,"4,130",.,.,.,.,.,.,.,.,"16,452",.,.,.,"1,043","21,625",
FZ62B,171,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,167",.,.,.,.,"6,167",
FZ63Z,100,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,"5,119","2,192","2,881","1,026","2,836",.,.,.,.,.,.,.,.,.,.,672,"14,727",
FZ63Z,300,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,846,.,.,.,.,.,.,.,.,.,.,.,.,"1,045",.,.,"1,891",
FZ63Z,301,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,"1,139",.,.,.,755,.,.,.,.,.,.,.,.,.,.,.,"1,894",
FZ63Z,420,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,014",.,.,.,.,"2,014",
FZ64A,100,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",.,"3,992","1,647","5,017","1,430","1,233",.,.,.,.,"1,753",.,"2,441",.,"4,984",.,"1,360","23,856",
FZ64A,300,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over","1,494",.,"5,621",725,.,.,.,.,"2,230",.,.,.,"1,514",.,"2,089",.,.,"13,673",
FZ64A,301,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",.,"5,969",.,.,.,"1,996",.,.,.,.,.,.,.,.,.,.,.,"7,965",
FZ64B,100,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,055","2,055",
FZ64B,171,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,726",.,.,.,.,"3,726",
FZ64B,350,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,114",.,.,.,.,"6,114",
FZ64B,420,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"42,196",.,.,.,.,"42,196",
FZ65Z,100,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,.,.,.,"2,142",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,142",
FZ65Z,300,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,.,.,"1,157",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,157",
FZ65Z,301,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373,
FZ66C,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,.,"14,615",.,.,.,.,.,.,.,"8,323",.,.,.,.,.,.,"22,937",
FZ66D,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,.,"13,410",.,.,.,.,.,.,.,"32,365",.,.,.,.,.,"9,318","55,093",
FZ66D,502,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7","20,190",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"20,190",
FZ66E,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","56,918","23,553","47,941",.,"5,346",.,.,.,.,.,"27,313",.,.,.,.,.,"27,356","188,427",
FZ66E,101,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",.,.,"12,898",.,"10,056",.,.,.,.,.,.,.,.,.,.,.,.,"22,954",
FZ66E,340,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",.,"9,929",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,929",
FZ66E,502,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",.,.,"2,467",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,467",
FZ66F,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,"37,843","13,610","13,623","26,554",.,.,.,.,.,"9,612",.,.,.,.,.,"41,912","143,155",
FZ66F,300,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,"9,434",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,434",
FZ66F,502,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,"12,296","9,958",.,.,.,.,.,.,.,.,.,.,.,.,"10,180","32,433",
FZ67C,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,"17,402",.,.,.,.,.,.,.,.,.,.,.,.,"17,402",
FZ67D,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6","8,767","10,509","39,979",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"59,255",
FZ67E,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3","76,961","5,443","90,616","15,363","18,585","9,055",.,.,.,.,.,.,.,.,.,.,"31,109","247,131",
FZ67F,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","85,463","21,592","145,415","14,848","58,315","51,407",.,.,.,.,.,.,.,.,"23,496",.,"38,121","438,656",
FZ67F,300,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,"1,722",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,722",
FZ67F,361,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,"5,292",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,292",
FZ67F,502,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,"9,868","42,315",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,706","57,889",
FZ68G,171,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"39,780",.,.,.,.,"39,780",
FZ68H,171,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"15,819",.,.,.,.,"15,819",
FZ68J,171,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"45,250",.,.,.,.,"45,250",
FZ68K,171,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"5,259",.,.,.,.,"5,259",
FZ68L,171,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"12,121",.,.,.,.,"12,121",
FZ68L,320,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"7,108",.,.,.,.,"7,108",
FZ69B,171,"Complex Small Intestine Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"8,087",.,.,.,.,"8,087",
FZ69C,100,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,"16,165",.,"46,554",.,.,.,.,.,.,.,.,"6,601",.,.,.,.,"69,319",
FZ69D,100,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6","16,051",.,"32,652",.,"7,694",.,.,.,.,.,"21,329",.,.,.,.,.,"50,302","128,028",
FZ69D,300,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,"28,241",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"28,241",
FZ69E,100,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2","8,392",.,"33,964",.,"5,089","5,421",.,.,.,.,.,.,.,.,.,.,"15,757","68,624",
FZ70Z,100,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"10,140",.,696,.,.,.,.,.,.,.,.,.,.,.,902,"11,738",
FZ70Z,120,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,215",.,.,.,.,"1,215",
FZ70Z,172,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"1,154",.,.,.,.,.,.,.,.,.,"2,458",.,.,.,.,"3,612",
FZ70Z,300,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","2,356",.,"5,983",937,.,.,.,.,.,.,662,.,.,.,.,.,"1,678","11,615",
FZ70Z,301,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,"3,400",.,.,.,"2,442",.,.,.,.,.,.,.,.,.,.,.,"5,842",
FZ71D,172,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,"9,351",.,.,.,.,"9,351",
FZ71D,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,"1,538","2,746",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,284",
FZ71E,100,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,"4,176",.,898,.,.,.,.,.,.,.,.,.,.,.,.,"5,073",
FZ71E,172,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,"10,626",.,.,.,.,"10,626",
FZ71E,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,"1,610",.,"7,023",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,948","14,581",
FZ71E,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,"2,286",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,286",
FZ71F,100,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,.,"8,840",.,"10,923","1,284",.,.,.,.,.,.,.,.,.,.,.,"21,048",
FZ71F,172,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,"8,530",.,.,.,.,"8,530",
FZ71F,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"3,404",.,"7,214",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,151","17,769",
FZ71F,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,"8,326",.,.,349,"1,206",.,.,.,.,.,.,.,.,.,.,.,"9,881",
FZ71G,100,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,.,.,.,"7,155",.,.,.,.,.,.,.,.,.,.,.,.,"7,155",
FZ71G,172,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"4,494",.,.,.,.,"4,494",
FZ71G,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"7,099",.,"5,004",.,.,.,.,.,.,.,"2,259",.,653,.,.,.,992,"16,007",
FZ71G,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,"5,849",.,.,"2,130","1,039",.,.,.,.,.,.,.,.,.,.,.,"9,017",
FZ73D,100,Very Complex Large Intestine Procedures with CC Score 6-8,"22,060",.,"22,941",.,"19,992",.,.,.,.,.,"17,822",.,.,.,.,.,.,"82,815",
FZ73E,100,Very Complex Large Intestine Procedures with CC Score 3-5,"12,616","33,500","55,623",.,"5,664",.,.,.,.,.,"11,855",.,.,.,"11,541",.,"49,242","180,040",
FZ73E,101,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,924","4,924",
FZ73E,361,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,"21,255",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"21,255",
FZ73E,502,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,"14,549",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,549",
FZ73F,100,Very Complex Large Intestine Procedures with CC Score 0-2,"24,722","45,147","34,839","28,026","46,659","21,106",.,.,.,.,.,.,.,.,.,.,"46,250","246,749",
FZ73F,502,Very Complex Large Intestine Procedures with CC Score 0-2,.,.,"85,930",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,168","93,099",
FZ74C,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,"15,268","3,072",.,"17,245",.,.,.,.,.,.,.,.,.,.,.,.,"35,585",
FZ74C,502,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,"11,130",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,130",
FZ74D,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8","38,484","29,330","42,026","3,701","16,151","25,501",.,.,.,.,.,.,.,.,.,.,"6,019","161,212",
FZ74E,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5","83,015","93,671","317,482","92,281","81,241","37,599",.,.,.,.,.,.,.,.,"18,525",.,"54,605","778,419",
FZ74E,300,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",.,.,"2,879",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,879",
FZ74E,502,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",.,"9,100",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,100",
FZ74F,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2","472,567","365,105","875,529","86,570","273,840","143,113",.,.,.,.,"10,067",.,"10,014",.,"54,649",.,"392,406","2,683,861",
FZ74F,101,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,"3,439",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,439",
FZ74F,502,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,"45,392",.,"16,948",.,.,.,.,.,.,.,.,.,.,.,"16,241","78,581",
FZ75C,100,"Proximal Colon Procedures, 19 years and over, with CC Score 6+","15,572","6,786","45,818","22,897","9,023","6,687",.,.,.,.,"13,014",.,.,.,.,.,"20,159","139,956",
FZ75D,100,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5","99,540","64,232","163,555","15,458","36,281","5,742",.,.,.,.,"14,074",.,.,.,"32,421",.,"21,442","452,744",
FZ75E,100,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2","174,349","120,164","459,137","113,365","239,998","62,306",.,.,.,.,"9,528",.,.,.,"149,531",.,"253,560","1,581,938",
FZ76C,100,"Distal Colon Procedures, 19 years and over, with CC Score 3+","10,361","19,458","48,901","20,081","24,073",.,.,.,.,.,.,.,.,.,"34,649",.,.,"157,524",
FZ76D,100,"Distal Colon Procedures, 19 years and over, with CC Score 0-2","81,981","50,061","240,284","55,114","154,839","59,547",.,.,.,.,.,.,.,.,"82,801",.,"157,348","881,976",
FZ76D,502,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,"8,369",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,369",
FZ77C,100,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+","8,018","9,744","13,157",.,"15,439",.,.,.,.,.,.,.,.,.,.,.,"4,613","50,971",
FZ77C,502,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",.,"15,240",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,240",
FZ77D,100,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2","14,251","3,684","50,294","1,466","28,436",.,.,.,.,.,.,.,.,.,.,.,"1,513","99,644",
FZ77D,502,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",.,.,"15,813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,813",
FZ77E,100,"Major Large Intestine Procedures, 19 years and over, with CC Score 0","3,404","14,646","53,246","15,731","4,854","11,990",.,.,.,.,.,.,.,.,.,.,"35,667","139,537",
FZ77E,502,"Major Large Intestine Procedures, 19 years and over, with CC Score 0","13,981",.,"10,453",.,"5,025",.,.,.,.,.,.,.,.,.,.,.,.,"29,459",
FZ78A,100,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+","12,616",.,.,.,.,"5,149",.,.,.,.,.,.,.,.,.,.,.,"17,765",
FZ78A,171,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"5,003",.,.,.,.,"5,003",
FZ78A,361,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"8,947",.,.,.,.,"8,947",
FZ78B,100,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0","16,004",.,"5,835",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,465","39,305",
FZ78B,171,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"47,042",.,.,.,.,"47,042",
FZ78C,171,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"8,910",.,.,.,.,"8,910",
FZ78D,171,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,759",.,.,.,.,"3,759",
FZ79D,502,Complex General Abdominal Procedures with CC Score 3-5,.,.,"2,768",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,768",
FZ79E,101,Complex General Abdominal Procedures with CC Score 0-2,.,.,"12,810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,810",
FZ79E,502,Complex General Abdominal Procedures with CC Score 0-2,"6,730",.,"19,086",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"25,816",
FZ80D,100,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,"18,529",.,.,.,.,.,.,"18,529",
FZ80E,100,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,"33,558",.,"32,025",.,.,.,.,.,"14,582",.,.,.,.,.,"18,538","98,703",
FZ81C,100,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",.,.,"351,566",.,"11,404",.,.,.,.,.,.,.,.,.,.,.,"14,983","377,953",
FZ81D,100,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"321,460","12,823","10,772",.,.,.,.,.,"11,330",.,.,.,.,.,"9,669","366,055",
FZ81D,172,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"5,398",.,.,.,.,.,.,.,.,.,"9,567",.,.,.,.,"14,965",
FZ81E,100,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"532,295",.,"95,850",.,.,.,.,.,"19,133",.,.,.,.,.,"20,146","667,424",
FZ81E,172,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"14,722",.,.,.,.,"14,722",
FZ81E,800,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"12,001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,001",
FZ82D,100,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,"5,759",.,.,.,.,.,.,.,.,.,.,.,"3,384","9,142",
FZ82D,171,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"27,874",.,.,.,.,"27,874",
FZ82D,420,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"13,663",.,.,.,.,"13,663",
FZ83D,100,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0","6,017",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,017",
