HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total FCEs,
CD04A,140,"Major Surgical Removal of Tooth, 19 years and over",16,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,16,33,
CD04B,140,"Major Surgical Removal of Tooth, 18 years and under",6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,
CD05A,140,"Surgical Removal of Tooth, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,3,6,
CD05B,140,"Surgical Removal of Tooth, 18 years and under",12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,13,
CD06A,120,"Extraction of Multiple Teeth, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
CD06A,140,"Extraction of Multiple Teeth, 19 years and over",4,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,5,33,
CD06A,160,"Extraction of Multiple Teeth, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
CD06B,120,"Extraction of Multiple Teeth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
CD06B,140,"Extraction of Multiple Teeth, 18 years and under",6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,9,
CD06B,142,"Extraction of Multiple Teeth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9,
CD07A,140,"Minor Extraction of Tooth, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
CD07B,140,"Minor Extraction of Tooth, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ02H,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,26,
DZ02J,100,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
DZ02J,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,107,.,.,.,.,108,
DZ02K,100,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
DZ02K,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,4,.,.,.,.,.,.,.,.,.,122,.,.,.,.,126,
DZ02L,110,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ02L,120,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ02L,171,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
DZ02L,172,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
DZ02L,421,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ02M,420,"Complex Thoracic Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ09J,300,"Pulmonary Embolus with Interventions, with CC Score 9+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,
DZ09N,361,"Pulmonary Embolus without Interventions, with CC Score 6-8",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ09N,430,"Pulmonary Embolus without Interventions, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ09P,300,"Pulmonary Embolus without Interventions, with CC Score 3-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2,
DZ09P,340,"Pulmonary Embolus without Interventions, with CC Score 3-5",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ09Q,100,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ09Q,300,"Pulmonary Embolus without Interventions, with CC Score 0-2",1,1,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,6,
DZ09Q,301,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ09Q,303,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ09Q,320,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ09Q,340,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2,
DZ09Q,502,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ10J,172,"Lung Abscess-Empyema with Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ10J,300,"Lung Abscess-Empyema with Interventions, with CC Score 5-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ10J,340,"Lung Abscess-Empyema with Interventions, with CC Score 5-8",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2,
DZ10K,172,"Lung Abscess-Empyema with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
DZ10K,300,"Lung Abscess-Empyema with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
DZ10M,300,"Lung Abscess-Empyema without Interventions, with CC Score 5-8",.,2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3,
DZ10M,340,"Lung Abscess-Empyema without Interventions, with CC Score 5-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ10N,100,"Lung Abscess-Empyema without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,
DZ10N,172,"Lung Abscess-Empyema without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ11P,300,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2,
DZ11P,361,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11Q,300,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11Q,340,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2,
DZ11Q,361,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11R,301,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11R,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,
DZ11S,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ11S,320,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11S,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ11S,430,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11T,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,16,.,.,.,.,.,.,.,.,.,.,.,.,4,.,3,23,
DZ11T,301,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ11T,303,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ11T,340,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,
DZ11T,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ11T,430,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11T,800,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11T,823,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ11U,100,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2,
DZ11U,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",1,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,6,
DZ11U,340,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,4,2,.,.,.,.,.,.,.,.,.,1,.,.,.,.,7,
DZ11U,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",3,1,14,.,.,.,.,.,.,.,.,.,.,.,.,.,1,19,
DZ11U,410,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,
DZ11V,172,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ11V,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",1,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,3,7,
DZ11V,303,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,
DZ11V,340,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,4,.,.,.,.,.,.,.,.,3,.,6,.,.,.,.,13,
DZ11V,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,
DZ11V,430,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ12C,300,Bronchiectasis with CC Score 8+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ12C,340,Bronchiectasis with CC Score 8+,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,
DZ12D,300,Bronchiectasis with CC Score 5-7,3,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,3,8,
DZ12D,340,Bronchiectasis with CC Score 5-7,.,1,15,.,.,.,.,.,.,.,.,.,1,.,.,.,.,17,
DZ12E,100,Bronchiectasis with CC Score 2-4,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ12E,300,Bronchiectasis with CC Score 2-4,1,.,.,.,.,.,.,.,3,.,.,.,.,.,1,.,5,10,
DZ12E,340,Bronchiectasis with CC Score 2-4,.,2,55,.,.,.,.,.,.,.,3,.,.,.,.,.,.,60,
DZ12E,361,Bronchiectasis with CC Score 2-4,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ12F,300,Bronchiectasis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,
DZ12F,340,Bronchiectasis with CC Score 0-1,.,.,16,.,.,.,.,.,.,.,3,.,.,.,.,.,.,19,
DZ14H,361,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ14J,340,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ15M,101,Asthma with Interventions,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ15R,340,"Asthma without Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ16J,172,"Pleural Effusion with Multiple Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ16J,300,"Pleural Effusion with Multiple Interventions, with CC Score 6-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ16K,172,"Pleural Effusion with Multiple Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
DZ16K,300,"Pleural Effusion with Multiple Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,
DZ16K,320,"Pleural Effusion with Multiple Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ16K,340,"Pleural Effusion with Multiple Interventions, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ16L,340,"Pleural Effusion with Single Intervention, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ16L,361,"Pleural Effusion with Single Intervention, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ16M,172,"Pleural Effusion with Single Intervention, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
DZ16M,300,"Pleural Effusion with Single Intervention, with CC Score 6-10",1,1,.,.,.,1,.,.,.,.,.,.,.,.,1,.,2,6,
DZ16M,340,"Pleural Effusion with Single Intervention, with CC Score 6-10",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ16N,172,"Pleural Effusion with Single Intervention, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5,
DZ16N,300,"Pleural Effusion with Single Intervention, with CC Score 0-5",2,1,.,.,.,.,.,.,1,.,.,.,.,.,1,.,2,7,
DZ16N,340,"Pleural Effusion with Single Intervention, with CC Score 0-5",.,2,3,.,1,1,.,.,.,.,1,.,.,.,.,.,.,8,
DZ16Q,300,"Pleural Effusion without Interventions, with CC Score 6-10",.,1,.,.,.,.,.,.,1,.,.,.,.,.,3,.,.,5,
DZ16Q,361,"Pleural Effusion without Interventions, with CC Score 6-10",.,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,
DZ16R,300,"Pleural Effusion without Interventions, with CC Score 0-5",2,1,1,.,1,2,.,.,.,.,.,.,2,.,3,.,2,14,
DZ16R,303,"Pleural Effusion without Interventions, with CC Score 0-5",1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ16R,340,"Pleural Effusion without Interventions, with CC Score 0-5",.,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,
DZ16R,370,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ16R,410,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,
DZ16R,800,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17M,172,"Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ17M,340,"Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,
DZ17N,172,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12,
DZ17N,300,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
DZ17N,340,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17Q,172,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5,
DZ17Q,300,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17Q,340,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ17R,172,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16,
DZ17R,300,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",1,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,8,11,
DZ17R,340,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",.,2,1,.,2,.,.,.,.,.,2,.,.,.,.,.,.,7,
DZ17R,800,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17T,172,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
DZ17T,300,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2,3,
DZ17T,340,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ17T,370,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17T,502,"Respiratory Neoplasms without Interventions, with CC Score 8-12",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17T,800,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17U,101,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17U,172,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8,
DZ17U,300,"Respiratory Neoplasms without Interventions, with CC Score 4-7",3,3,2,.,2,.,.,.,.,.,.,.,.,.,.,.,7,17,
DZ17U,340,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ17U,370,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ17U,800,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,
DZ17V,170,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ17V,172,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6,
DZ17V,300,"Respiratory Neoplasms without Interventions, with CC Score 0-3",1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,3,6,
DZ17V,301,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ17V,302,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
DZ17V,303,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ17V,340,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,3,4,.,.,.,.,.,.,.,.,.,1,.,.,.,.,8,
DZ17V,370,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,
DZ17V,410,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,
DZ17V,800,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,
DZ18D,300,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ18D,340,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",.,2,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,
DZ18E,340,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 0-3",.,2,19,.,.,.,.,.,.,.,1,.,.,.,.,.,.,22,
DZ18F,300,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ18F,340,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ18G,340,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,
DZ19H,172,Other Respiratory Disorders with Multiple Interventions,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
DZ19H,300,Other Respiratory Disorders with Multiple Interventions,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ19H,340,Other Respiratory Disorders with Multiple Interventions,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19J,100,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19J,320,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ19J,361,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19J,502,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19K,101,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19K,120,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ19K,172,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4,
DZ19K,300,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
DZ19K,340,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",.,1,2,.,2,.,.,.,.,.,.,.,.,.,.,.,.,5,
DZ19L,300,"Other Respiratory Disorders without Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
DZ19M,100,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,
DZ19M,300,"Other Respiratory Disorders without Interventions, with CC Score 5-10",1,7,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,10,
DZ19M,320,"Other Respiratory Disorders without Interventions, with CC Score 5-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19M,340,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,.,2,.,.,.,.,.,.,.,4,.,.,.,.,.,.,6,
DZ19M,361,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ19M,370,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19M,430,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19N,100,"Other Respiratory Disorders without Interventions, with CC Score 0-4",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3,
DZ19N,300,"Other Respiratory Disorders without Interventions, with CC Score 0-4",9,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,5,17,
DZ19N,301,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19N,302,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
DZ19N,303,"Other Respiratory Disorders without Interventions, with CC Score 0-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19N,340,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,1,4,.,.,.,.,.,.,.,1,.,2,.,.,.,.,8,
DZ19N,361,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19N,430,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ19N,502,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ20E,303,"Pulmonary Oedema without Interventions, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ20E,361,"Pulmonary Oedema without Interventions, with CC Score 6+",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
DZ20F,100,"Pulmonary Oedema without Interventions, with CC Score 0-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ22L,120,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2,
DZ22L,300,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ22L,340,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
DZ22N,361,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,
DZ22P,300,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,12,
