HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
CB02E,501,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CB02E,823,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CB02F,100,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",22,7,1,14,19,27,.,.,.,.,20,.,27,.,32,.,4,173
CB02F,110,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",3,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,1,6
CB02F,120,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",31,47,.,.,43,.,.,.,.,.,.,.,41,.,.,.,.,162
CB02F,130,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
CB02F,140,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,24
CB02F,160,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
CB02F,180,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,86,.,.,80,.,.,.,.,.,40,.,327,.,.,.,.,533
CB02F,300,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",24,30,3,7,9,14,3,.,5,.,27,.,63,.,11,.,24,220
CB02F,303,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CB02F,320,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,1,.,2,.,.,.,.,.,.,1,.,.,.,.,8,.,12
CB02F,340,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
CB02F,430,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,3,1,.,.,.,.,.,.,.,3,.,3,.,1,.,.,11
CB02F,501,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
CB02F,502,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
CD02A,140,"Intermediate Dental Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CD02B,140,"Intermediate Dental Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,4
CD03A,120,"Minor Dental Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
CD03A,140,"Minor Dental Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CD03B,140,"Minor Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CD04A,140,"Major Surgical Removal of Tooth, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CD05A,140,"Surgical Removal of Tooth, 19 years and over",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,6
CD05B,140,"Surgical Removal of Tooth, 18 years and under",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4
CD06A,140,"Extraction of Multiple Teeth, 19 years and over",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,7
CD06B,140,"Extraction of Multiple Teeth, 18 years and under",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,10
CD07A,140,"Minor Extraction of Tooth, 19 years and over",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,5
CD07B,140,"Minor Extraction of Tooth, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
DZ02J,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ06A,100,"Minor Thoracic Procedures, 19 years and over",1,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ06A,170,"Minor Thoracic Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ06A,172,"Minor Thoracic Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
DZ06A,180,"Minor Thoracic Procedures, 19 years and over",.,.,.,.,3,.,.,.,.,.,1,.,2,.,.,.,.,6
DZ06A,300,"Minor Thoracic Procedures, 19 years and over",13,19,6,2,11,4,.,.,3,.,4,.,28,.,10,.,26,126
DZ06A,303,"Minor Thoracic Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ06A,340,"Minor Thoracic Procedures, 19 years and over",.,.,3,.,.,.,.,.,.,.,.,.,3,.,.,.,.,6
DZ06A,361,"Minor Thoracic Procedures, 19 years and over",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ06A,370,"Minor Thoracic Procedures, 19 years and over",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ06B,120,"Minor Thoracic Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ06B,180,"Minor Thoracic Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ06B,300,"Minor Thoracic Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
DZ06B,420,"Minor Thoracic Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
DZ07A,300,"Fibreoptic Bronchoscopy, 19 years and over",23,46,.,2,1,3,.,.,.,.,.,.,.,.,2,.,5,82
DZ07A,340,"Fibreoptic Bronchoscopy, 19 years and over",.,.,12,.,.,1,.,.,.,.,.,.,.,.,.,.,.,13
DZ07B,420,"Fibreoptic Bronchoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ08Z,120,Rigid Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ08Z,172,Rigid Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ08Z,420,Rigid Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ09E,180,Pulmonary Embolus with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ09E,300,Pulmonary Embolus with CC Score 9-11,.,4,1,1,.,1,.,.,.,.,.,.,11,.,.,.,2,20
DZ09E,430,Pulmonary Embolus with CC Score 9-11,.,1,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
DZ09F,100,Pulmonary Embolus with CC Score 6-8,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ09F,300,Pulmonary Embolus with CC Score 6-8,3,11,1,2,3,3,.,.,.,.,5,.,14,.,2,.,10,54
DZ09F,320,Pulmonary Embolus with CC Score 6-8,.,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,3
DZ09F,340,Pulmonary Embolus with CC Score 6-8,.,.,2,.,.,.,.,.,.,.,.,.,3,.,.,.,.,5
DZ09F,430,Pulmonary Embolus with CC Score 6-8,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ09G,110,Pulmonary Embolus with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ09G,180,Pulmonary Embolus with CC Score 3-5,.,3,.,.,.,.,.,.,.,.,2,.,2,.,.,.,.,7
DZ09G,300,Pulmonary Embolus with CC Score 3-5,7,21,7,4,3,.,.,.,6,.,9,.,19,.,8,.,29,113
DZ09G,301,Pulmonary Embolus with CC Score 3-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ09G,320,Pulmonary Embolus with CC Score 3-5,1,3,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,5
DZ09G,340,Pulmonary Embolus with CC Score 3-5,.,.,2,.,.,.,.,.,.,.,.,.,3,.,.,.,.,5
DZ09G,370,Pulmonary Embolus with CC Score 3-5,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ09G,430,Pulmonary Embolus with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
DZ09H,100,Pulmonary Embolus with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ09H,180,Pulmonary Embolus with CC Score 0-2,.,9,.,.,2,.,.,.,.,.,.,.,11,.,.,.,.,22
DZ09H,300,Pulmonary Embolus with CC Score 0-2,10,24,13,2,2,2,.,.,3,.,21,.,51,.,16,.,48,192
DZ09H,320,Pulmonary Embolus with CC Score 0-2,1,.,.,1,.,1,.,.,.,.,1,.,.,.,.,2,.,6
DZ09H,340,Pulmonary Embolus with CC Score 0-2,.,.,4,.,.,.,.,.,.,.,.,.,13,.,.,.,.,17
DZ09H,370,Pulmonary Embolus with CC Score 0-2,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
DZ09H,430,Pulmonary Embolus with CC Score 0-2,.,1,1,.,.,.,.,.,.,.,4,.,2,.,.,.,.,8
DZ10D,300,Lung Abscess-Empyema with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ10E,300,Lung Abscess-Empyema with CC Score 7-9,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ10F,172,Lung Abscess-Empyema with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ10F,300,Lung Abscess-Empyema with CC Score 3-6,.,2,.,.,1,1,.,.,.,.,.,.,1,.,1,.,3,9
DZ10F,361,Lung Abscess-Empyema with CC Score 3-6,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ10G,100,Lung Abscess-Empyema with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ10G,172,Lung Abscess-Empyema with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ10G,300,Lung Abscess-Empyema with CC Score 0-2,1,.,.,.,.,.,1,.,.,.,2,.,.,.,.,.,1,5
DZ11D,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,8,.,.,.,.,.,.,2,.,2,.,2,.,.,.,12,26
DZ11D,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ11E,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ11E,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",8,38,1,2,2,.,1,.,3,.,11,.,12,.,6,.,38,122
DZ11E,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ11E,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ11E,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
DZ11E,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,1,.,.,.,.,.,.,.,.,1,.,.,1,1,.,.,4
DZ11F,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,.,.,.,4,1,.,.,.,.,.,.,.,.,.,.,1,6
DZ11F,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",17,86,9,8,9,3,4,.,7,.,20,.,45,.,17,.,151,376
DZ11F,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ11F,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,4,.,1,1,.,.,.,.,.,.,.,.,.,1,.,.,7
DZ11F,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,.,4,.,.,.,.,.,.,.,.,.,5,.,.,.,.,9
DZ11F,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,.,10,.,.,5,.,.,.,.,.,.,.,.,.,.,.,15
DZ11F,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",1,5,2,.,.,.,.,.,.,.,3,.,2,.,1,.,5,19
DZ11G,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,1,.,.,1,2,.,.,.,.,1,.,2,.,.,.,.,7
DZ11G,180,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,2,.,.,.,.,.,.,.,.,2,.,3,.,.,.,.,7
DZ11G,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",84,199,30,15,39,9,5,.,38,.,70,.,168,.,45,.,387,"1,089"
DZ11G,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ11G,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",1,5,1,.,1,.,.,.,1,.,1,.,.,.,2,1,.,13
DZ11G,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,10,.,.,.,.,.,.,.,.,.,24,.,.,.,.,34
DZ11G,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",2,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,12
DZ11G,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",7,20,11,.,3,.,.,.,.,.,10,.,13,.,2,.,4,70
DZ11H,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",1,.,.,1,2,.,.,.,.,.,.,.,.,.,2,.,1,7
DZ11H,180,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,3,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,8
DZ11H,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",101,251,55,27,44,23,11,.,50,.,151,.,264,.,48,.,427,"1,452"
DZ11H,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
DZ11H,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ11H,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",5,14,.,1,1,1,.,.,.,.,6,.,.,.,1,.,1,30
DZ11H,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,11,.,.,.,.,.,.,.,.,.,45,.,.,.,.,56
DZ11H,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",2,.,6,.,.,6,.,.,.,.,.,.,.,.,.,.,.,14
DZ11H,370,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ11H,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",6,23,9,.,11,.,.,.,.,.,23,.,25,.,4,.,3,104
DZ11J,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,1,.,.,2,.,.,.,.,.,3,.,2,.,1,.,.,9
DZ11J,101,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ11J,120,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ11J,180,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,9,.,.,.,.,.,.,.,.,3,.,13,.,.,.,.,25
DZ11J,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",76,175,35,20,27,20,13,.,23,.,163,.,209,.,34,.,222,"1,017"
DZ11J,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ11J,302,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ11J,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ11J,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,3,1,3,1,2,1,.,.,.,1,.,2,.,.,5,1,20
DZ11J,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,7,.,.,1,.,.,.,.,.,.,56,.,.,.,.,64
DZ11J,410,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
DZ11J,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",2,6,4,.,3,.,.,.,.,.,17,.,33,.,1,.,1,67
DZ11J,501,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ12C,300,Bronchiectasis with CC Score 8+,2,2,3,3,.,.,.,.,.,.,.,.,1,.,.,.,2,13
DZ12C,320,Bronchiectasis with CC Score 8+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ12C,430,Bronchiectasis with CC Score 8+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ12D,300,Bronchiectasis with CC Score 5-7,3,15,4,4,.,.,.,.,6,.,4,.,7,.,2,.,13,58
DZ12D,320,Bronchiectasis with CC Score 5-7,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ12D,340,Bronchiectasis with CC Score 5-7,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ12D,361,Bronchiectasis with CC Score 5-7,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ12D,430,Bronchiectasis with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
DZ12E,300,Bronchiectasis with CC Score 2-4,20,22,15,10,2,.,.,.,5,.,17,.,14,.,5,.,6,116
DZ12E,320,Bronchiectasis with CC Score 2-4,.,2,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,4
DZ12E,340,Bronchiectasis with CC Score 2-4,.,.,8,.,.,.,.,.,.,.,.,.,4,.,.,.,.,12
DZ12E,430,Bronchiectasis with CC Score 2-4,.,.,2,.,.,.,.,.,.,.,1,.,1,.,.,.,.,4
DZ12F,120,Bronchiectasis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ12F,300,Bronchiectasis with CC Score 0-1,6,1,11,.,.,.,.,.,3,.,11,.,23,.,4,.,3,62
DZ12F,320,Bronchiectasis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,.,2
DZ12F,340,Bronchiectasis with CC Score 0-1,.,.,6,.,.,.,.,.,.,.,.,.,8,.,.,.,.,14
DZ12F,430,Bronchiectasis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,2,.,1,.,.,.,.,3
DZ13A,320,Cystic Fibrosis with CC Score 1+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ14C,300,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,4
DZ14D,300,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ14D,350,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ14D,400,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ14D,430,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
DZ14E,180,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ14E,300,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,1,.,1,.,.,.,.,.,.,.,3,.,.,.,.,5
DZ14E,340,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ14E,350,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ15G,300,Asthma with Intubation,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ15H,300,"Asthma without Intubation, with CC Score 9+",.,1,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,4
DZ15J,300,"Asthma without Intubation, with CC Score 6-8",5,3,2,2,.,.,.,.,3,.,.,.,3,.,1,.,7,26
DZ15J,320,"Asthma without Intubation, with CC Score 6-8",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ15J,340,"Asthma without Intubation, with CC Score 6-8",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ15J,361,"Asthma without Intubation, with CC Score 6-8",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,3
DZ15J,430,"Asthma without Intubation, with CC Score 6-8",.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
DZ15K,180,"Asthma without Intubation, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ15K,300,"Asthma without Intubation, with CC Score 3-5",35,18,1,10,3,4,1,.,8,.,9,.,28,.,3,.,38,158
DZ15K,320,"Asthma without Intubation, with CC Score 3-5",.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,2
DZ15K,340,"Asthma without Intubation, with CC Score 3-5",.,.,2,.,.,.,.,.,.,.,.,.,4,.,.,.,.,6
DZ15K,370,"Asthma without Intubation, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ15K,430,"Asthma without Intubation, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,4
DZ15L,100,"Asthma without Intubation, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ15L,180,"Asthma without Intubation, with CC Score 0-2",.,1,.,.,2,.,.,.,.,.,4,.,21,.,.,.,.,28
DZ15L,300,"Asthma without Intubation, with CC Score 0-2",76,62,12,34,8,27,8,.,15,.,60,.,93,.,23,.,100,518
DZ15L,320,"Asthma without Intubation, with CC Score 0-2",.,1,.,3,.,1,.,.,1,.,1,.,.,.,.,.,1,8
DZ15L,340,"Asthma without Intubation, with CC Score 0-2",.,.,7,.,.,.,.,.,.,.,.,.,40,.,.,.,.,47
DZ15L,430,"Asthma without Intubation, with CC Score 0-2",.,4,.,.,.,.,.,.,.,.,4,.,3,.,1,.,.,12
DZ15L,501,"Asthma without Intubation, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16D,430,Pleural Effusion with CC Score 12+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ16E,300,Pleural Effusion with CC Score 8-11,1,1,2,.,2,.,.,.,1,.,1,.,7,.,.,.,7,22
DZ16E,320,Pleural Effusion with CC Score 8-11,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ16E,340,Pleural Effusion with CC Score 8-11,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ16F,100,Pleural Effusion with CC Score 4-7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16F,180,Pleural Effusion with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ16F,300,Pleural Effusion with CC Score 4-7,7,19,4,3,2,1,.,.,1,.,6,.,9,.,3,.,27,82
DZ16F,301,Pleural Effusion with CC Score 4-7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16F,320,Pleural Effusion with CC Score 4-7,.,1,.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,3
DZ16F,340,Pleural Effusion with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
DZ16F,361,Pleural Effusion with CC Score 4-7,1,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,5
DZ16F,370,Pleural Effusion with CC Score 4-7,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16G,100,Pleural Effusion with CC Score 0-3,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ16G,172,Pleural Effusion with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ16G,180,Pleural Effusion with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,1,.,3,.,.,.,.,4
DZ16G,300,Pleural Effusion with CC Score 0-3,17,2,12,2,2,.,2,.,2,.,8,.,52,.,3,.,24,126
DZ16G,303,Pleural Effusion with CC Score 0-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16G,320,Pleural Effusion with CC Score 0-3,.,2,1,.,1,.,.,.,.,.,.,.,.,.,1,.,.,5
DZ16G,340,Pleural Effusion with CC Score 0-3,.,.,5,.,.,.,.,.,.,.,.,.,16,.,.,.,.,21
DZ16G,370,Pleural Effusion with CC Score 0-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16G,430,Pleural Effusion with CC Score 0-3,.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ16G,502,Pleural Effusion with CC Score 0-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17E,300,Respiratory Neoplasms with CC Score 11+,3,10,.,.,.,.,.,.,.,.,.,.,4,.,1,.,8,26
DZ17E,340,Respiratory Neoplasms with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ17F,300,Respiratory Neoplasms with CC Score 8-10,5,14,4,.,1,.,.,.,.,.,5,.,6,.,6,.,16,57
DZ17F,340,Respiratory Neoplasms with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ17F,370,Respiratory Neoplasms with CC Score 8-10,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17F,430,Respiratory Neoplasms with CC Score 8-10,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
