HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,184",.,.,.,.,.,"1,184"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","1,186",.,.,.,.,966,.,.,.,.,.,.,.,.,.,.,.,.,"2,152"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",529,.,.,.,.,.,.,.,.,.,.,.,"3,985",.,.,.,.,.,"4,514"
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,390",.,.,.,.,.,"1,390"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"14,437",.,.,.,.,.,"14,437"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","1,409",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,330",.,"2,739"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","2,808","2,041",.,.,.,"1,772",597,.,.,.,.,.,"6,665",.,.,.,"1,147",.,"15,031"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under","1,193",.,.,.,.,.,"1,234",.,.,.,.,.,"1,263",935,.,.,995,.,"5,620"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+","2,910",331,.,"2,610",.,.,743,"2,769",.,749,.,.,.,.,.,.,.,.,"10,112"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","13,361",.,.,"2,610","1,531","3,949",908,"1,831",.,749,.,.,"7,513",602,.,"1,239","2,098",.,"36,391"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under",637,.,.,.,.,767,"2,103",.,.,.,.,.,"9,439","1,958",.,.,.,.,"14,904"
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over","23,421","1,851",.,"18,267",.,"2,207","2,191",.,.,.,.,"3,229","6,520",.,.,.,"2,825",.,"60,511"
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years","4,402",.,.,.,.,"1,681",.,"5,851",.,.,.,.,"17,557",.,.,.,"2,673",.,"32,163"
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under",.,"1,329",.,.,.,740,.,.,.,.,.,.,.,.,.,.,.,.,"2,069"
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over","1,684",.,.,.,.,.,"2,025",.,.,.,.,.,791,.,.,.,920,.,"5,420"
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years",421,.,.,.,.,"3,244","1,773",.,.,.,.,544,920,.,.,.,"14,843",.,"21,745"
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,504",.,.,.,.,.,"2,504"
CA92B,Very Major Maxillofacial Procedures with CC Score 0,637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,637
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0","1,802",.,.,.,.,.,.,.,.,.,.,.,"1,658",.,.,.,.,.,"3,461"
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,573",.,.,.,.,.,"1,573"
CA94Z,Intermediate Maxillofacial Procedures,"3,605",.,.,"1,334",.,743,.,"1,440",.,.,.,.,"6,147",.,.,"1,853","7,921",.,"23,042"
CA95Z,Minor Maxillofacial Procedures,"14,204",.,.,.,.,.,"1,669","2,475",.,.,.,.,"3,256",.,.,.,"37,535",.,"59,139"
CA96Z,"Reduction or Fixation, of Jaw","2,136",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,136"
CA97Z,"Reduction or Fixation, of Cheekbone","3,204",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,330",.,"4,534"
CA98Z,Reduction of Fracture of Nasal Bone,"26,474","100,917",.,.,"39,159","67,286","12,780",836,.,.,.,"68,308","90,063","7,682",.,"115,776","24,883",.,"554,165"
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",.,"1,166",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",.,"1,166",.,"1,765",181,.,.,.,.,.,.,.,.,.,.,.,"2,542",.,"5,654"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4",.,.,.,.,.,.,811,.,.,.,.,.,.,.,.,.,.,.,811
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",.,.,.,232,.,.,688,.,.,.,.,.,.,.,.,.,619,.,"1,539"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",.,309,.,367,.,958,.,.,.,.,.,.,289,.,.,.,"1,631",369,"3,923"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","3,124",992,.,457,.,549,464,"1,076",.,.,.,"1,706","3,781",.,.,871,.,318,"13,338"
CD01A,"Major Dental Procedures, 19 years and over","20,099",.,.,.,.,"3,932","5,842","14,336",.,.,.,.,"37,433",.,.,.,"8,707",.,"90,349"
CD01B,"Major Dental Procedures, 18 years and under","3,174",.,.,.,.,938,.,"1,103",.,.,.,.,.,.,.,.,"1,451",.,"6,665"
CD02A,"Intermediate Dental Procedures, 19 years and over","10,501",331,.,.,.,"7,807","1,333","3,915",.,.,.,.,"28,010",.,.,.,"4,580",.,"56,478"
CD02B,"Intermediate Dental Procedures, 18 years and under",.,.,.,.,.,"2,071","1,657",.,.,.,.,.,"5,016",.,.,.,"2,661",.,"11,405"
CD03A,"Minor Dental Procedures, 19 years and over","15,770",.,.,.,.,"2,116",.,"2,152",.,.,.,.,"7,294",.,.,.,"1,451",.,"28,783"
CD03B,"Minor Dental Procedures, 18 years and under","4,339",.,.,.,.,.,.,.,.,.,.,.,"4,741",.,.,.,"1,330",.,"10,410"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","70,875",.,.,.,.,"8,766",869,"26,534",.,.,.,.,"14,321",.,.,.,"14,588",.,"135,953"
CD04B,"Major Surgical Removal of Tooth, 18 years and under","12,694",.,.,.,.,"9,356","6,839","9,362",.,.,.,.,"6,376",.,.,.,"6,107",.,"50,734"
CD05A,"Surgical Removal of Tooth, 19 years and over","41,471",.,.,.,.,"4,293","2,063","46,470",.,.,.,.,"15,992",.,.,.,"9,539",.,"119,828"
CD05B,"Surgical Removal of Tooth, 18 years and under","31,031",.,.,.,.,"67,213","12,043","58,226",.,.,.,.,"73,313",.,.,.,"49,961",.,"291,787"
CD06A,"Extraction of Multiple Teeth, 19 years and over","16,104",.,.,.,.,"1,765",.,"17,668",.,.,.,.,"182,747",.,.,.,"6,833",.,"225,116"
CD06B,"Extraction of Multiple Teeth, 18 years and under","8,992",.,.,.,.,"12,176",997,"10,354",.,.,.,431,"340,888",428,.,.,"39,893",.,"414,157"
CD07A,"Minor Extraction of Tooth, 19 years and over","11,107",.,.,.,.,"1,494",.,"6,304",.,.,.,.,"7,252",.,.,.,"2,449",.,"28,606"
CD07B,"Minor Extraction of Tooth, 18 years and under","3,702",.,.,.,.,"1,575",.,"2,702",.,.,.,.,"22,699",.,.,.,"4,898",.,"35,576"
CD08Z,Minor Dental Biopsy,"7,580",.,.,.,.,.,.,"1,076",.,.,.,.,.,.,.,.,.,.,"8,656"
CD09A,"Minor Dental Restoration Procedures, 19 years and over","1,058",.,.,.,.,"1,675",.,.,.,.,.,.,"52,190",.,.,.,.,.,"54,923"
CD09B,"Minor Dental Restoration Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"40,154",.,.,.,.,.,"40,154"
CD11A,"Dental Fitting or Insertion Procedures, 19 years and over",637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,637
CD11B,"Dental Fitting or Insertion Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,330",.,"1,330"
CD12A,"Adjustment of Dental Device, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,865,.,.,.,.,.,865
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,751,.,.,.,.,.,.,.,.,.,.,.,.,751
DZ06A,"Minor Thoracic Procedures, 19 years and over","5,191","5,632",.,"27,610","5,446","44,892","16,438",.,.,"3,291","5,425",.,"23,922",.,"21,319","2,372","39,228",.,"200,764"
DZ07A,"Fibreoptic Bronchoscopy, 19 years and over","55,868","98,938",.,"172,376","65,688","314,334","55,433",.,.,.,"16,254",.,"35,165",.,"87,227",.,"321,783",.,"1,223,064"
DZ07B,"Fibreoptic Bronchoscopy, 18 years and under",.,.,.,.,.,780,.,.,.,.,.,.,"19,982",.,.,.,"4,377",.,"25,138"
DZ08Z,Rigid Bronchoscopy,.,.,.,569,.,.,.,.,.,.,.,.,"12,026",.,.,.,.,.,"12,595"
DZ09G,Pulmonary Embolus with CC Score 3-5,.,233,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,349
DZ09H,Pulmonary Embolus with CC Score 0-2,.,.,.,348,.,.,376,.,.,.,.,.,.,.,.,.,636,.,"1,359"
DZ10G,Lung Abscess-Empyema with CC Score 0-2,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,309
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",329,309,.,116,.,.,.,.,.,552,.,.,.,.,.,.,.,.,"1,307"
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,236,.,.,"1,127",.,.,.,.,.,.,.,.,.,.,.,"1,363"
DZ12C,Bronchiectasis with CC Score 8+,.,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,309
DZ12D,Bronchiectasis with CC Score 5-7,.,.,.,.,.,.,.,.,.,"1,656",.,.,.,.,.,.,.,.,"1,656"
DZ12E,Bronchiectasis with CC Score 2-4,.,.,.,.,.,.,.,.,.,"1,649",.,.,.,.,.,.,696,.,"2,345"
DZ12F,Bronchiectasis with CC Score 0-1,.,.,.,472,.,.,.,.,.,.,.,.,.,.,.,.,267,.,739
DZ13B,Cystic Fibrosis with CC Score 0,.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,.,.,.,583,.,.,.,.,.,.,.,.,.,.,.,.,583
DZ15L,"Asthma without Intubation, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,043",.,.,.,267,.,"1,310"
DZ16F,Pleural Effusion with CC Score 4-7,"1,676",933,.,.,.,"4,701",.,.,.,.,.,.,.,.,.,.,619,.,"7,929"
DZ16G,Pleural Effusion with CC Score 0-3,.,.,.,959,.,"1,198",.,.,.,.,.,.,"1,237",.,.,.,"5,884",.,"9,277"
DZ17F,Respiratory Neoplasms with CC Score 8-10,.,233,.,"1,703",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,937"
DZ17G,Respiratory Neoplasms with CC Score 5-7,.,"1,632",.,"2,356",.,"10,077",.,.,.,.,.,.,.,.,.,.,"3,178",.,"17,243"
DZ17H,Respiratory Neoplasms with CC Score 3-4,"3,353",233,.,"2,881",.,"1,009",.,.,.,.,60,.,162,.,.,.,"17,159",.,"24,856"
DZ17J,Respiratory Neoplasms with CC Score 1-2,335,"1,632",.,"5,940",.,"34,415",.,.,.,.,.,.,.,.,.,.,"1,271",.,"43,594"
DZ17K,Respiratory Neoplasms with CC Score 0,.,233,.,"2,867",.,.,202,.,.,.,.,.,.,.,.,.,"1,907",.,"5,209"
DZ19F,Other Respiratory Disorders with CC Score 6-8,.,.,.,182,.,.,.,.,.,.,.,.,.,.,.,.,.,.,182
DZ19G,Other Respiratory Disorders with CC Score 0-5,703,852,.,"3,206",.,"1,167","2,479",.,.,.,.,.,366,.,"1,050",.,800,.,"10,623"
DZ20B,Pulmonary Oedema with CC Score 4-8,.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
DZ21A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,758,.,"1,167",376,.,.,948,.,.,.,191,.,.,.,.,"3,440"
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,533,.,533
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,619,.,348,.,.,.,.,.,.,.,.,.,.,.,.,636,.,"1,602"
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,460,.,116,.,"2,350",376,.,.,.,.,.,.,.,.,.,.,.,"3,302"
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,440,.,394,.,"1,229",751,.,.,.,.,.,.,.,.,.,.,.,"2,814"
DZ23F,Bronchopneumonia with CC Score 5-8,.,.,.,.,.,"1,009",.,.,.,.,.,.,.,.,.,.,.,.,"1,009"
DZ24F,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
DZ25F,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,.,.,.,.,"3,178",.,.,.,.,.,.,.,.,.,.,"2,108",.,"5,286"
DZ26D,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
DZ26F,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1",.,.,.,.,.,.,751,.,.,.,.,.,.,.,.,.,.,.,751
DZ27L,"Respiratory Failure without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,745",.,.,.,.,.,"1,745"
DZ29E,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",.,87,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,316
DZ29F,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1","2,692",174,.,529,.,"2,677",.,.,.,.,.,.,"3,415","2,381",.,.,.,.,"11,866"
DZ32Z,Field Exercise Testing,.,.,.,.,.,.,.,.,.,.,.,.,548,.,.,.,.,.,548
DZ38Z,Oxygen Assessment and Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,735,.,.,.,.,.,735
DZ42Z,TB Nurse Support,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,665,.,"1,041"
DZ57Z,Oximetry or Blood Gas Studies,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
DZ59Z,Airflow Studies,.,.,.,.,.,.,.,.,.,.,.,.,"3,080",.,.,.,.,.,"3,080"
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,368,.,.,.,.,.,.,.,.,.,.,.,.,.,.,368
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,"1,138",.,514,.,.,.,.,.,.,.,.,.,.,.,.,"1,652"
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,459",.,.,.,"5,459"
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,858,.,.,.,.,.,.,.,.,.,.,"12,284",.,.,.,"13,141"
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,"5,684",340,"4,863",.,.,.,.,.,.,837,.,"60,053",.,.,.,"71,778"
EA03B,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,.,.,.,.,.,.,.,.,.,.,"3,361",.,.,.,.,.,"3,361"
EA03C,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,.,"14,140",.,"2,803",.,.,.,.,.,.,"14,389",.,.,.,.,.,"31,332"
EA03D,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,.,.,"152,069",.,"81,273",.,.,.,.,.,.,"118,130",.,.,.,.,.,"351,471"
EA03E,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,.,"233,982",.,"193,373",.,.,.,.,.,.,"149,722",.,.,.,"9,091",.,"586,167"
EA05B,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,"10,028",.,.,.,.,.,"10,028"
EA05C,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,.,"32,816",.,"11,490",.,.,.,.,.,.,"83,897",.,.,.,.,.,"128,203"
EA05D,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,.,"45,871",.,"28,785",.,.,.,.,.,.,"134,289",.,.,.,.,.,"208,945"
EA07B,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 4-7",.,.,.,"7,876",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,876"
EA07C,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"28,216",.,.,.,.,.,"28,216"
EA11B,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,"5,136",.,"8,072",.,.,.,.,.,.,.,.,"1,219",.,.,.,"14,427"
EA12B,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,.,"15,408",.,.,.,.,.,.,.,.,"14,121",.,.,.,.,.,"29,529"
EA12C,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,.,"134,605",.,.,.,.,.,.,.,.,"41,300",.,.,.,.,.,"175,904"
EA12D,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,"165,858",.,.,.,.,.,.,.,.,"55,421",.,.,.,.,.,"221,279"
EA17D,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,404,.,.,.,.,.,.,.,.,"7,799",.,.,.,.,.,"8,203"
EA29C,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,"25,154",.,.,.,.,.,.,.,.,.,.,.,.,"25,154"
EA31B,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10",.,.,.,"1,574",.,"2,490",.,.,.,.,.,.,.,.,.,.,.,.,"4,064"
EA31C,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6",.,.,.,"80,194",.,"132,993",.,.,.,.,.,.,"34,963",.,.,.,.,.,"248,150"
EA31D,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2","8,926",.,.,"307,977",.,"844,586",.,.,.,.,.,.,"182,978",.,.,.,.,.,"1,344,467"
EA35A,Other Percutaneous Interventions with CC Score 8+,.,.,.,"1,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,490"
EA35B,Other Percutaneous Interventions with CC Score 5-7,.,.,.,"7,590",.,"1,973",.,.,.,.,.,.,"3,766",.,.,.,.,.,"13,329"
EA35C,Other Percutaneous Interventions with CC Score 2-4,"1,317",.,.,"43,848",.,"15,588",.,.,.,.,.,.,"43,208",.,.,.,"2,108",.,"106,069"
EA35D,Other Percutaneous Interventions with CC Score 0-1,"10,533",.,.,"46,003",.,"64,700",.,.,.,.,.,.,"89,682","1,618",.,.,696,.,"213,231"
EA36D,Catheter with CC Score 10-12,.,.,.,"1,485",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,485"
EA36E,Catheter with CC Score 7-9,"1,209",.,.,"4,143",.,"4,939",.,.,.,.,.,.,"3,751",.,.,.,"3,481",.,"17,524"
EA36F,Catheter with CC Score 4-6,"13,301",.,.,"27,807",.,"81,492",.,.,.,.,.,.,"54,629",.,.,.,"37,774",.,"215,003"
EA36G,Catheter with CC Score 2-3,"83,431",.,.,"83,614",.,"344,462",.,.,.,.,.,.,"321,084",.,.,.,"142,720",.,"975,311"
EA36H,Catheter with CC Score 0-1,"346,140",.,.,"87,112",.,"977,906",.,.,.,.,.,.,"835,078",.,.,.,"352,614",473,"2,599,322"
EA39A,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 5+",.,.,.,"1,730",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,730"
EA39B,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 2-4",.,.,.,"3,286",.,.,.,.,.,.,.,.,"1,529",.,.,.,.,.,"4,815"
EA39C,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 0-1",.,.,.,"1,730",.,.,.,.,.,.,.,.,"3,188",.,.,.,.,.,"4,918"
EA40Z,Other Non-Complex Cardiac Surgery,.,.,.,"2,279",.,.,.,.,.,.,.,.,"3,258",.,"3,914",.,.,.,"9,451"
EA44A,Minor Cardiac Procedures with CC Score 2+,.,.,.,"9,246",.,"1,396",.,.,.,.,.,.,.,.,.,.,.,.,"10,641"
EA44B,Minor Cardiac Procedures with CC Score 0-1,.,.,.,"5,236",.,"11,165",.,.,.,.,.,.,"6,331",.,.,.,.,.,"22,733"
EA45Z,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography","15,799",.,.,"19,115",.,"6,771",.,.,.,.,"26,411",.,"94,156",.,"5,157","24,762","34,273",.,"226,444"
EA47Z,Electrocardiogram Monitoring and Stress Testing,"1,432",.,.,"49,444",.,232,"3,380",.,.,"2,201",.,.,"7,985",.,.,.,"2,108",.,"66,783"
EA49B,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8",.,.,.,"5,587",.,"2,490",.,.,.,.,.,.,.,.,.,.,.,.,"8,077"
EA49C,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5","2,581",.,.,"34,665",.,"54,040",.,.,.,.,.,.,"2,848",.,.,.,.,.,"94,135"
EA49D,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",.,.,.,"157,192",.,"194,277",.,.,.,.,.,.,"19,116",.,.,.,.,.,"370,585"
EA54A,Percutaneous Standard Ablation with CC Score 3+,.,.,.,.,.,"6,288",.,.,.,.,.,.,.,.,.,.,.,.,"6,288"
EA54B,Percutaneous Standard Ablation with CC Score 0-2,.,.,.,"1,733",.,"150,922",.,.,.,.,.,.,"5,629",.,.,.,.,.,"158,284"
EA55A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,.,"36,390",.,"32,092",.,.,.,.,.,.,"2,089",.,.,.,.,.,"70,572"
EA55B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,.,"41,243",.,"150,834",.,.,.,.,.,.,"6,017",.,.,.,.,.,"198,094"
EA56C,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,.,.,.,"12,628",.,.,.,.,.,.,"29,755",.,.,.,.,.,"42,382"
EB02C,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,425,.,.,.,267,.,692
EB03C,"Heart Failure or Shock, with CC Score 8-10",.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB03D,"Heart Failure or Shock, with CC Score 4-7",.,.,.,"1,035",.,.,.,.,.,.,60,.,.,.,.,.,.,.,"1,096"
EB03E,"Heart Failure or Shock, with CC Score 0-3",.,.,.,.,.,.,.,.,.,396,.,.,.,.,.,.,"1,496",.,"1,892"
EB04Z,Hypertension,.,550,.,"1,035",.,.,.,.,.,.,.,.,720,.,998,.,696,.,"3,999"
EB05A,Cardiac Arrest with CC Score 9+,.,.,.,518,.,.,.,.,.,.,.,246,.,.,.,.,.,.,764
EB06D,Cardiac Valve Disorders with CC Score 0-4,.,.,.,772,.,.,.,.,.,.,"1,217",.,850,.,.,.,"2,133",.,"4,971"
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9","2,096",.,.,"2,861",.,.,853,.,.,.,.,.,"1,249",.,.,.,.,.,"7,059"
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6","9,351",.,.,"10,841",340,"1,780","4,264",.,.,"1,649",.,.,"1,674",.,"1,219",249,"2,089",.,"33,455"
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3","67,390",.,.,"47,502","1,702","29,468","46,422","1,355",.,"18,013","38,372",.,"8,342",.,"26,988","14,428","35,236",.,"335,218"
EB08D,"Syncope or Collapse, with CC Score 4-6",.,.,.,775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,775
EB08E,"Syncope or Collapse, with CC Score 0-3",.,233,.,.,.,.,751,.,.,.,.,.,.,.,.,.,"2,475",.,"3,459"
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
EB12B,Unspecified Chest Pain with CC Score 5-10,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
EB12C,Unspecified Chest Pain with CC Score 0-4,887,.,.,.,.,232,751,.,639,.,.,.,272,106,.,239,"1,496",.,"4,622"
EB13C,Angina with CC Score 4-7,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
EB13D,Angina with CC Score 0-3,.,240,.,257,.,.,.,.,.,.,.,.,.,191,.,.,800,.,"1,488"
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,329,550,.,"1,810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,689"
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,"1,151",.,852,.,.,.,.,.,.,425,.,.,.,.,.,"2,428"
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,.,233,.,"4,599",.,232,376,.,.,.,.,.,.,.,.,.,902,.,"6,342"
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,887,.,.,.,.,"2,087",.,.,.,396,.,.,425,.,.,.,"3,071",.,"6,866"
EB15C,Primary Pulmonary Hypertension with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EC01A,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less","4,479",.,.,889,.,"3,630",.,.,.,.,"2,297",.,"61,379",.,"4,304","9,292","1,393",.,"87,662"
EC01B,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117","1,209",.,.,528,.,.,.,.,.,.,.,.,"2,077",.,.,.,.,.,"3,814"
