HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
FZ18H,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5","4,911","5,735","16,474","3,085","3,678","2,897",.,.,.,.,.,"2,882",.,"5,796",.,"2,591","3,937"
FZ18H,110,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,"6,550",.,.,.,.,.,.,.,.,.,.,.,"6,550"
FZ18H,320,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,.,"6,272",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,272"
FZ18J,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","3,523","2,459",.,"2,112","2,895","3,276",.,.,.,.,.,"2,885",.,"4,708",.,"2,179","3,235"
FZ18K,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","2,651","2,826",.,"1,397","2,061","2,464",.,.,.,.,.,"2,384",.,"3,169",.,"1,351","2,239"
FZ19B,171,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"3,341",.,.,.,.,"3,341"
FZ19B,320,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"4,192",.,.,.,.,"4,192"
FZ20F,100,"Appendicectomy Procedures, 19 years and over, with CC Score 5+","7,730","8,461",.,.,"2,566","5,331",.,.,.,.,"16,037","3,610",.,.,.,"2,689","6,060"
FZ20G,100,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4","2,821","6,467",.,"3,839","4,777","4,551",.,.,.,.,.,"3,750",.,.,.,"4,883","4,713"
FZ20G,300,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,752,.,.,.,.,.,.,"3,105",.,.,.,.,"1,928"
FZ20H,100,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","3,900","3,580",.,"4,610","3,443","3,522",.,.,.,.,.,"3,455",.,"5,437",.,"2,759","3,510"
FZ20H,300,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"3,496",.,.,.,.,"3,496"
FZ20H,501,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,"1,812",.,.,.,.,.,.,.,.,.,.,.,"1,812"
FZ20J,100,"Appendicectomy Procedures, 19 years and over, with CC Score 0","3,400","2,826",.,"3,049","3,042","2,821",.,.,.,.,"5,261","3,027",.,"4,952",.,"2,309","3,060"
FZ20J,101,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,"4,978",.,.,.,.,.,.,.,.,.,.,.,"4,978"
FZ20J,303,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,"2,236",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,236"
FZ20J,501,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,"5,461",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,461"
FZ20J,502,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,"3,900","3,573",.,.,.,.,.,.,.,"5,357",.,"3,723","4,138"
FZ20K,100,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,"3,462","3,717",.,.,.,.,.,"3,302",.,.,.,.,"3,486"
FZ20K,171,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"8,940",.,.,.,.,"8,940"
FZ20K,420,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,.,"4,909",.,.,.,.,.,.,.,.,.,.,"4,909"
FZ20L,100,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","3,863","2,578",.,"4,123","3,308","3,056",.,.,.,.,.,"3,417",.,"5,309",.,"2,467","3,528"
FZ20L,171,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"8,038",.,.,.,.,"8,038"
FZ20L,300,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,"1,504",.,.,.,.,.,.,.,.,.,.,.,"1,504"
FZ20L,420,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,.,"1,636",.,.,.,.,.,"5,797",.,.,.,.,"4,410"
FZ20L,823,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"13,207",.,.,.,.,"13,207"
FZ20M,100,"Appendicectomy Procedures, 18 years and under, with CC Score 0","3,212","2,658",.,"2,681","2,938","2,327",.,.,.,.,.,"2,866",.,"4,562",.,"2,328","2,992"
FZ20M,171,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"6,381",.,.,.,.,"6,381"
FZ20M,350,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"4,927",.,.,.,.,"4,927"
FZ20M,420,"Appendicectomy Procedures, 18 years and under, with CC Score 0","4,098","4,296",.,"2,336",.,"2,455",.,.,.,.,.,"5,527",.,.,.,.,"3,976"
FZ20M,502,"Appendicectomy Procedures, 18 years and under, with CC Score 0","4,337",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,337"
FZ21B,100,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,165",.,.,.,"1,344","1,755"
FZ21B,171,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"5,250",.,.,.,.,"5,250"
FZ21B,420,"Major Anal Procedures, 18 years and under","3,726",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,726"
FZ21C,100,"Major Anal Procedures, 19 years and over, with CC Score 1+","2,178","3,414",.,"3,422","1,905","4,377",.,.,.,.,.,"1,387",.,"2,687",.,"3,061","2,953"
FZ21C,300,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,"1,315",.,.,"1,504",.,.,.,.,.,.,"1,433",.,.,.,.,"1,417"
FZ21D,100,"Major Anal Procedures, 19 years and over, with CC Score 0","2,160","2,217","2,641",.,"2,308","2,095",.,.,.,.,.,"1,559",.,.,.,"1,921","1,986"
FZ21D,501,"Major Anal Procedures, 19 years and over, with CC Score 0",.,"3,728",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,728"
FZ22B,100,"Intermediate Anal Procedures, 18 years and under","1,857","1,236","3,201","1,648","1,776","1,638",.,.,.,.,.,898,.,"1,312",.,"1,574","1,666"
FZ22B,171,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"5,168",.,.,.,.,"5,168"
FZ22B,300,"Intermediate Anal Procedures, 18 years and under",.,911,.,.,.,.,.,.,.,.,.,.,.,.,.,.,911
FZ22C,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+","1,857","3,750",.,"6,863",.,"1,419",.,.,.,.,.,"2,578",.,"3,836",.,"2,673","3,589"
FZ22C,101,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,.,"2,559",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,559"
FZ22C,303,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,.,"9,301",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,301"
FZ22C,502,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,448","3,448"
FZ22D,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","2,349","2,035",.,"2,753","1,937","2,501",.,.,.,.,.,"1,378",.,"2,508",.,"1,876","2,002"
FZ22D,300,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,752,.,.,.,.,.,.,.,.,.,.,.,752
FZ22D,302,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"2,546",.,.,.,.,"2,546"
FZ22D,501,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,"3,625",.,.,.,.,.,.,.,.,.,.,.,"3,625"
FZ22E,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","2,153","1,189",.,"1,403","1,679","1,623",.,.,.,.,.,"1,464",.,"2,851",.,"1,595","1,627"
FZ22E,101,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,"1,964",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,964"
FZ22E,502,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,853","2,853"
FZ24E,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,"1,675",.,.,"1,513",.,.,.,.,.,.,.,.,.,.,.,"1,594"
FZ24F,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"1,990",.,.,.,.,"1,990"
FZ24F,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"3,517",.,.,.,.,"3,517"
FZ24G,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,"1,811",752,.,.,.,.,.,.,"1,583",.,.,.,"1,832","1,562"
FZ24H,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,"1,038",.,.,.,.,.,.,"1,095",.,.,.,"1,381","1,118"
FZ24H,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",747,.,.,.,.,.,.,.,.,.,825,"1,726",.,.,.,.,"1,457"
FZ24H,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
FZ24H,340,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,351,.,.,.,.,.,.,.,.,.,"2,369",.,.,.,.,"1,360"
FZ24J,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,"1,182",.,.,"1,054",.,.,.,.,.,.,.,.,.,.,.,"1,096"
FZ24J,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,.,.,.,"1,382",.,.,.,.,.,.,"1,606",.,.,.,.,"1,531"
FZ24J,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",747,.,.,.,.,291,.,.,770,.,.,835,.,.,.,.,661
FZ27D,171,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"8,485",.,.,.,.,"8,485"
FZ27D,502,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,290","2,290"
FZ27E,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,.,"9,683",.,.,"2,449",.,.,.,.,.,"7,142",.,.,.,.,"6,425"
FZ27F,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2","5,499",.,.,"7,685",.,"8,381",.,.,.,.,.,.,.,.,.,"3,353","5,654"
FZ27F,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,905",.,.,"4,905"
FZ27G,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0","3,388","3,491",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,189","2,606"
FZ27G,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,"4,690",.,.,.,"4,499",.,.,.,.,.,.,.,.,.,"4,675","4,656"
FZ36G,100,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",.,.,.,.,.,"2,451",.,.,.,.,.,.,.,.,.,.,"2,451"
FZ36G,300,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"2,425",.,.,.,.,"2,425"
FZ36G,430,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",.,.,.,.,"8,277",.,.,.,.,.,.,.,.,.,.,.,"8,277"
FZ36H,100,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",.,.,.,.,.,"1,520",.,.,.,.,.,"1,905",.,.,.,"2,910","2,230"
FZ36H,300,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"2,159",.,.,.,.,"2,159"
FZ36J,100,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,.,.,.,.,"3,094",.,.,.,.,.,"1,065",.,.,.,"1,787","1,982"
FZ36J,300,"Gastrointestinal Infections with Single Intervention, with CC Score 5+","2,675","3,020",.,.,"2,631","2,470",.,.,"3,886",.,"4,665","2,884",.,.,.,.,"3,161"
FZ36J,361,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,.,.,.,.,"7,684",.,.,.,.,.,.,.,.,.,.,"7,684"
FZ36J,430,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"3,081",.,.,"5,688","4,384"
FZ36K,100,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,.,.,.,"2,588",.,.,.,.,.,.,"2,677",.,"3,474",.,"3,226","2,956"
FZ36K,300,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,.,.,.,"3,007","2,034",.,.,.,.,"1,659","2,385",.,"6,699",.,"1,322","2,721"
FZ36K,301,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,"5,367",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,367"
FZ36L,100,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,"4,177",.,"9,130","1,753","1,885",.,.,.,.,.,"1,584",.,"4,656",.,"2,091","2,243"
FZ36L,300,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,.,.,"1,807",.,"2,906",.,.,.,.,"3,084","1,549",.,.,.,"2,900","2,169"
FZ36L,302,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,305",.,.,.,.,"2,305"
FZ36L,430,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,.,"4,797",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,797"
FZ36M,100,"Gastrointestinal Infections without Interventions, with CC Score 8+","1,785",.,.,.,"2,414",.,.,.,.,.,.,.,.,.,.,.,"2,325"
FZ36M,300,"Gastrointestinal Infections without Interventions, with CC Score 8+","3,745","1,057","1,663",.,"2,067",.,"4,248",.,"2,219",.,"2,500","1,357",.,"2,673",.,"1,858","2,007"
FZ36M,302,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,824,.,.,.,.,824
FZ36M,320,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,"5,215",.,.,.,.,.,.,.,.,.,.,.,.,"5,215"
FZ36M,340,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,921,.,.,.,.,.,921
FZ36M,361,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,"5,725",.,.,"1,017",.,.,.,.,.,.,.,.,.,.,"2,586"
FZ36M,370,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,"3,545",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,545"
FZ36M,430,"Gastrointestinal Infections without Interventions, with CC Score 8+","3,928",940,"2,141",.,"1,693",.,.,.,.,.,.,.,"4,841","7,220",.,"3,375","2,309"
FZ36N,100,"Gastrointestinal Infections without Interventions, with CC Score 5-7","4,909","4,147",.,.,"3,951","1,848",.,.,.,.,.,.,.,"1,312",.,"1,550","2,850"
FZ36N,300,"Gastrointestinal Infections without Interventions, with CC Score 5-7","2,021","2,291",807,"2,434","2,101","1,679","2,832",.,"2,134",.,"2,440","1,462",.,"3,298",.,"1,854","2,060"
FZ36N,302,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,"2,264","1,173",.,.,.,.,"1,828"
FZ36N,303,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,"1,166",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166"
FZ36N,320,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,"5,399",.,"3,436",.,.,.,.,.,.,.,.,.,.,.,"4,417"
FZ36N,340,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,788,.,.,.,.,.,788
FZ36N,361,"Gastrointestinal Infections without Interventions, with CC Score 5-7","1,639","1,350",.,.,.,"1,356",.,.,.,.,.,.,.,.,.,.,"1,468"
FZ36N,430,"Gastrointestinal Infections without Interventions, with CC Score 5-7","2,908","2,067","3,110",.,"2,472",.,.,.,"3,162","3,966",.,"2,387","4,401","7,220",.,"2,250","3,021"
FZ36N,800,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,"1,001",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,001"
FZ36N,823,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,"7,595",.,.,.,.,.,.,.,.,.,.,.,"7,595"
FZ36P,100,"Gastrointestinal Infections without Interventions, with CC Score 2-4","1,841","1,481",.,"2,196","1,734",972,.,.,.,.,.,"1,050",.,"3,937",.,"1,506","1,653"
FZ36P,300,"Gastrointestinal Infections without Interventions, with CC Score 2-4","1,473","1,756","1,797","2,340","1,309","1,076","1,822",.,"1,418",.,"1,514","1,185",.,"2,056",.,"1,431","1,436"
FZ36P,301,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,"1,680",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,680"
FZ36P,302,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,"1,047",822,.,.,.,.,997
FZ36P,303,"Gastrointestinal Infections without Interventions, with CC Score 2-4","2,634",.,"3,127",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,757"
FZ36P,320,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,.,.,"2,911",.,.,.,.,.,.,.,.,"2,745","2,828"
FZ36P,340,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,"1,405",.,.,.,.,.,.,.,.,"1,067","2,369",.,.,.,.,"1,463"
FZ36P,361,"Gastrointestinal Infections without Interventions, with CC Score 2-4","2,003",.,"2,393",.,.,"2,260",.,.,.,.,.,.,.,.,.,843,"2,122"
FZ36P,370,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,"2,010",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,010"
FZ36P,430,"Gastrointestinal Infections without Interventions, with CC Score 2-4","1,837","1,981","1,912",.,"1,928",818,.,.,"1,997","2,266","1,759",998,"2,640","2,625",.,"1,166","1,827"
FZ36P,800,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,"2,426",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,426"
FZ36P,823,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,"4,143",.,.,.,.,.,.,.,.,.,.,.,"4,143"
FZ36Q,100,"Gastrointestinal Infections without Interventions, with CC Score 0-1","1,401","1,506",.,"1,509","1,285","1,297",.,.,.,.,"4,384","1,020",.,"1,911",.,"1,176","1,341"
FZ36Q,101,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,830,.,.,.,.,.,.,.,.,.,.,.,830
FZ36Q,300,"Gastrointestinal Infections without Interventions, with CC Score 0-1","1,387","1,236","1,155","1,440","1,128",862,"1,373",.,"1,197",.,"1,093",955,.,"1,555",.,"1,051","1,149"
FZ36Q,301,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,996
FZ36Q,302,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,"2,072",.,.,.,.,.,.,.,613,"1,097",.,.,.,.,"1,098"
FZ36Q,303,"Gastrointestinal Infections without Interventions, with CC Score 0-1","1,129",.,"1,657",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,525"
FZ36Q,320,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,"1,056",.,.,.,.,.,.,.,.,.,.,"3,234",.,.,"2,145"
FZ36Q,340,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,"1,054",.,.,.,.,.,.,.,.,841,.,.,.,.,.,884
FZ36Q,350,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,857",.,.,.,.,"1,857"
FZ36Q,361,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,"2,360",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,360"
FZ36Q,370,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,"2,269",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,269"
FZ36Q,430,"Gastrointestinal Infections without Interventions, with CC Score 0-1",714,"1,378","1,327",.,"1,317",.,.,.,.,.,"1,259","1,172","1,760","1,969",.,"1,227","1,306"
FZ36Q,501,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,"2,193",.,.,.,.,.,.,.,"1,692",.,"1,683","1,836"
FZ36Q,502,"Gastrointestinal Infections without Interventions, with CC Score 0-1","1,658",.,"1,571",.,.,968,.,.,.,.,.,.,.,.,.,"1,338","1,307"
FZ36Q,800,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,"1,001",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,001"
FZ36Q,823,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,"2,071",.,.,.,.,.,.,.,.,.,.,.,"2,071"
FZ37K,100,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,"6,842","3,953",.,.,.,.,.,.,.,.,.,.,.,"4,916"
FZ37K,300,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,"3,008",.,.,.,.,.,.,.,.,.,.,.,.,"3,008"
FZ37L,100,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",.,.,"5,567",.,.,.,.,.,.,.,.,.,.,.,.,"2,673","4,120"
FZ37L,300,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,157",.,"10,673","7,915"
FZ37M,100,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,.,.,.,"6,104",.,.,.,.,.,"1,558",.,.,.,.,"3,831"
FZ37M,300,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,.,"1,983",.,.,.,.,.,.,"5,666","2,600",.,.,.,"2,660","3,114"
FZ37M,361,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,"3,107",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,107"
FZ37N,100,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3","3,444","3,267",.,"3,293","2,334","1,995",.,.,.,.,.,"2,669",.,"4,786",.,"2,753","2,832"
FZ37N,300,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3","2,753","2,190","2,206","3,918","4,323","1,647",.,.,"4,811",.,"2,501","1,749",.,"6,570",.,"3,774","2,857"
FZ37N,301,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,"4,205",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,205"
FZ37N,302,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"1,909",.,.,.,.,"1,909"
FZ37P,100,"Inflammatory Bowel Disease without Interventions, with CC Score 5+","4,909","3,554","3,161","1,098","2,634","2,139",.,.,.,.,.,"2,350",.,.,.,"4,871","2,904"
FZ37P,300,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,"2,405","1,215","2,691",940,"1,816","1,030",.,"2,589",.,"2,648","1,611",.,.,.,"2,550","2,134"
FZ37P,301,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,"2,763",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,763"
FZ37P,303,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,"4,108",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,108"
FZ37P,320,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,"1,422",.,.,.,.,.,.,.,.,.,.,.,.,"1,422"
FZ37P,340,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,"1,757",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,757"
FZ37P,361,"Inflammatory Bowel Disease without Interventions, with CC Score 5+","1,639",.,"1,829",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,791"
FZ37P,370,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,"1,232",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,232"
FZ37P,430,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,"2,240",.,.,.,.,.,.,.,.,.,.,880,.,.,"3,375","2,202"
FZ37P,800,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,"2,222",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,222"
FZ37Q,100,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","4,909","2,044",.,"2,196","1,536","2,723",.,.,.,.,.,"1,277",.,.,.,"4,871","2,253"
FZ37Q,300,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","2,304","1,732","2,113","2,860","1,128",581,.,.,"1,110",.,"3,238","2,690",.,"4,883",.,"1,912","2,196"
FZ37Q,301,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"1,742",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,742"
FZ37Q,320,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,.,"1,422",.,.,.,.,.,.,.,.,.,.,.,.,"1,422"
FZ37Q,340,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"1,581",.,.,.,.,.,.,.,.,705,.,.,.,.,.,"1,406"
FZ37Q,361,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,"2,966",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,966"
FZ37Q,370,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,"5,381",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,381"
FZ37Q,430,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"1,780",.,.,.,.,.,.,.,"2,833",.,.,.,.,.,614,"1,885"
FZ37Q,800,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,"1,205",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,205"
FZ37R,100,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2","1,913","2,127","3,917","3,568","2,477",778,.,.,.,.,.,"1,208",.,.,.,"1,771","2,240"
FZ37R,101,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,"1,505",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,505"
