HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,"2,594",.,"3,269",.,.,.,.,.,.,.,.,"3,363",.,.,.,.,"3,064"
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,"1,631",.,"2,229",.,.,.,.,.,.,.,.,"2,329",.,.,.,.,"2,068"
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,"1,631",.,"2,476",.,.,.,.,.,.,.,.,"2,372",.,.,.,802,"2,144"
EY43A,Standard Cardiac Catheterisation with CC Score 13+,.,.,"1,839",.,"5,773",.,.,.,.,.,.,"13,429",.,.,.,"7,207","9,512"
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,"11,579",.,"15,645",.,"3,053",.,.,.,.,.,.,"10,296",.,.,.,"6,684","9,136"
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,"6,861",.,"5,875",.,"6,919",.,.,.,.,.,.,"5,716",.,.,.,"4,919","6,077"
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,"3,533",.,"2,970",.,"3,005",.,.,.,.,.,.,"3,215",.,"1,617",.,"2,552","3,106"
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,"2,974",.,"2,718",.,"2,473",.,.,.,.,.,.,"2,603",.,"2,625",.,"1,834","2,551"
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,"1,524",.,"1,568",.,"1,305",.,.,.,.,.,737,"1,401",.,.,.,802,"1,357"
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,"11,154","2,622",.,.,.,.,.,.,.,"11,343",.,.,.,"4,346","7,366"
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9","9,587","12,879",.,"8,025","4,677","7,916",.,.,"8,360",.,.,"4,964",.,.,.,"8,875","8,150"
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5","6,445","7,137","11,341","5,515","5,479","3,800",.,.,.,.,"5,573","3,603",.,"13,882",.,"6,140","7,215"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","6,754","10,396","6,955","7,121","5,531","2,613",.,.,.,.,"12,224","3,631",.,"9,371",.,"6,258","6,229"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","4,467","6,392","3,250","4,558","4,688","3,022",.,.,.,.,.,"3,618",.,"6,627",.,"3,591","4,464"
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+","5,499","3,912",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,706"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,"4,723",.,.,.,"4,233",.,.,.,.,.,"9,208",.,.,.,.,"7,146"
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"7,119",.,.,.,.,"7,119"
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,949,"5,737","2,322",.,.,.,.,.,.,.,"4,021",.,"7,566",.,"3,061","4,286"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","5,499","5,491",.,"2,592","4,465","3,614",.,.,.,.,"4,150","4,014",.,.,.,"3,574","4,382"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,"2,291","6,193","3,939","2,786",.,.,.,.,.,.,"3,791",.,"6,201",.,"2,910","4,263"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years","2,116","1,246",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,681"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"4,060",.,.,.,.,"4,060"
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+","8,399","4,308",.,.,"4,675",.,.,.,.,.,.,"3,645",.,.,.,"2,208","4,225"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5","4,911","5,735","11,373","3,085","4,037","2,897",.,.,.,.,.,"2,882",.,"5,796",.,"2,591","4,050"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","3,523","2,459",.,"2,112","2,895","3,276",.,.,.,.,.,"2,885",.,"4,708",.,"2,179","3,235"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","2,651","2,826",.,"1,397","2,061","2,464",.,.,.,.,.,"2,384",.,"3,169",.,"1,351","2,239"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"3,447",.,.,.,.,"3,447"
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+","7,730","8,461",.,.,"2,566","5,331",.,.,.,.,"16,037","3,610",.,.,.,"2,689","6,060"
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4","2,821","6,467",.,"3,839","3,972","4,551",.,.,.,.,.,"3,679",.,.,.,"4,883","4,528"
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","3,900","3,580",.,"4,610","3,399","3,522",.,.,.,.,.,"3,456",.,"5,437",.,"2,759","3,500"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0","3,400","2,838",.,"3,049","3,079","2,836",.,.,.,.,"5,261","3,027",.,"4,961",.,"2,327","3,072"
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,"3,462","4,313",.,.,.,.,.,"6,121",.,.,.,.,"4,632"
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","3,863","2,578",.,"4,123","3,201","2,954",.,.,.,.,.,"6,793",.,"5,309",.,"2,467","4,179"
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0","3,261","2,812",.,"2,669","2,938","2,334",.,.,.,.,.,"5,607",.,"4,562",.,"2,328","3,534"
FZ21B,"Major Anal Procedures, 18 years and under","3,726",.,.,.,.,.,.,.,.,.,.,"3,708",.,.,.,"1,344","3,121"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+","2,178","3,152",.,"3,422","1,704","4,377",.,.,.,.,.,"1,398",.,"2,687",.,"3,061","2,775"
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","2,160","2,520","2,641",.,"2,308","2,095",.,.,.,.,.,"1,559",.,.,.,"1,921","2,043"
FZ22B,"Intermediate Anal Procedures, 18 years and under","1,857","1,155","3,201","1,648","1,776","1,638",.,.,.,.,.,"3,745",.,"1,312",.,"1,574","1,995"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+","1,857","3,750","5,930","6,863",.,"1,419",.,.,.,.,.,"2,578",.,"3,836",.,"3,060","3,856"
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","2,349","2,035",.,"2,753","2,021","2,501",.,.,.,.,.,"1,670",.,"2,508",.,"1,876","2,030"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","2,153","1,189","1,964","1,403","1,679","1,623",.,.,.,.,.,"1,464",.,"2,851",.,"1,637","1,636"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,"1,675",.,.,"1,513",.,.,.,.,.,.,.,.,.,.,.,"1,594"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"3,008",.,.,.,.,"3,008"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,"1,811",752,.,.,.,.,.,.,"1,583",.,.,.,"1,832","1,562"
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",747,362,.,.,"1,038",.,.,.,.,.,825,"1,727",.,.,.,"1,381","1,259"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",747,"1,182",.,.,"1,273",291,.,.,770,.,.,"1,520",.,.,.,.,"1,279"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"8,485",.,.,.,"2,290","5,388"
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,.,"9,683",.,.,"2,449",.,.,.,.,.,"7,142",.,.,.,.,"6,425"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2","5,499",.,.,"7,685",.,"8,381",.,.,.,.,.,.,.,"4,905",.,"3,353","5,529"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0","3,388","4,450",.,.,.,"4,499",.,.,.,.,.,.,.,.,.,"2,686","3,631"
FZ36G,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",.,.,.,.,"8,277","2,451",.,.,.,.,.,"2,425",.,.,.,.,"4,384"
FZ36H,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",.,.,.,.,.,"1,520",.,.,.,.,.,"1,990",.,.,.,"2,910","2,218"
FZ36J,"Gastrointestinal Infections with Single Intervention, with CC Score 5+","2,675","3,020",.,.,"2,631","3,929",.,.,"3,886",.,"4,665","2,581","3,081",.,.,"3,738","3,325"
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,"5,367",.,.,"2,658","2,034",.,.,.,.,"1,659","2,409",.,"5,086",.,"2,591","2,897"
FZ36L,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,"4,177","4,797","5,469","1,753","1,958",.,.,.,.,"3,084","1,594",.,"4,656",.,"2,360","2,252"
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+","3,546",998,"2,807","5,215","2,123","1,017","4,248",.,"2,219",.,"2,184","1,329","4,841","3,431",.,"1,995","2,131"
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7","2,355","2,574","2,655","2,434","2,392","1,681","2,832",.,"2,271","3,966","2,121","1,476","4,401","3,437",.,"1,869","2,269"
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4","1,671","1,706","2,019","2,304","1,496","1,202","1,900",.,"1,462","2,266","1,430","1,168","2,640","2,238",.,"1,433","1,531"
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1","1,388","1,291","1,459","1,456","1,238","1,124","1,373",.,"1,197",.,"1,128","1,018","1,760","1,713",.,"1,156","1,247"
FZ37K,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,"4,925","3,953",.,.,.,.,.,.,.,.,.,.,.,"4,439"
FZ37L,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",.,.,"5,567",.,.,.,.,.,.,.,.,.,.,"5,157",.,"6,673","6,017"
FZ37M,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,"3,107","1,983",.,"6,104",.,.,.,.,"5,666","2,079",.,.,.,"2,660","3,292"
FZ37N,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3","3,099","3,055","2,206","3,624","2,523","1,864",.,.,"4,811",.,"2,501","1,891",.,"5,976",.,"3,243","2,876"
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+","3,274","2,450","1,971","2,214","2,069","1,924","1,030",.,"2,589",.,"2,648","1,735",880,.,.,"2,899","2,264"
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","2,676","1,760","2,290","2,643","1,455","2,009",.,.,"1,110","2,833","1,972","1,748",.,"4,883",.,"2,031","2,138"
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2","2,081","1,547","1,964","2,317","2,145","1,202",.,.,740,"3,399","1,081","1,425",.,"2,827",.,"1,660","1,801"
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0","1,851","1,625","1,544","1,693","1,641","1,584","1,030",.,"1,562",.,990,"1,126",.,"1,956",.,"1,466","1,593"
FZ38G,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+","8,089","5,347",.,"4,647","7,148",.,.,.,.,.,.,"1,844",.,.,.,.,"4,895"
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,"2,706",.,"2,669","2,441","1,834","5,453",.,.,.,.,"1,893",.,"5,654",.,"3,025","2,526"
FZ38J,"Gastrointestinal Bleed with Single Intervention, with CC Score 8+",.,"4,005",.,.,"1,117",.,.,.,.,.,"2,331","1,497",.,.,.,"3,388","2,524"
FZ38K,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7","1,193","2,426",.,"4,167","3,182","2,839",.,.,.,.,.,"1,672",.,"6,155",.,"4,156","2,770"
FZ38L,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4","3,743","2,540","2,338","2,578","1,940","1,934",.,.,.,.,"2,290","1,644",.,"2,759",.,"2,274","2,111"
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+","1,488","5,795","3,660","4,616","2,665",754,.,.,.,"6,043","2,507","2,196",.,.,.,"2,477","2,709"
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8","2,170","2,200","2,385","3,430","2,129","1,224",.,.,.,"3,021","2,201","1,802",.,"3,062",.,"2,312","2,237"
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","1,354","1,267","1,352","1,720","1,286","1,093","2,060",.,"1,479","1,511",991,"1,064",.,"1,986",.,"1,147","1,285"
FZ49D,"Nutritional Disorders with Interventions, with CC Score 2+","16,353","4,341","9,324",.,"7,142","2,314",.,.,.,.,"2,337","9,428",.,"30,848",.,"6,915","8,467"
FZ49E,"Nutritional Disorders with Interventions, with CC Score 0-1","3,462",.,.,.,"2,681",.,.,.,.,.,.,"12,123",.,.,.,"2,419","4,298"
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+","6,808","3,048","3,416",.,"1,410",581,.,.,"5,555","2,266","2,664",.,.,"12,337",.,"4,179","4,067"
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5","3,570","2,403","2,740","3,276","2,381","1,809","5,150",.,"2,506","3,210","2,794","1,572","6,161","5,783",.,"2,591","2,712"
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1","2,758","1,964","1,881","3,744","1,970",.,"4,635",.,"3,329",.,"2,387","1,271","3,961","4,626",.,"1,894","2,197"
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,"10,038","11,672","7,060",.,.,.,.,.,.,"12,827",.,.,.,.,"6,175","9,253"
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7","17,171","14,151","35,466","13,334","15,744",.,.,.,.,.,"6,176","4,644",.,"12,125",.,"19,073","15,936"
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","12,632","8,294","10,311","7,513","7,460","4,275",.,.,.,.,"9,326","4,587",.,"18,707",.,"5,806","7,650"
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","10,287","5,973","10,252","7,342","6,415","6,059",.,.,.,.,.,"5,820",.,.,.,"5,675","6,600"
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+","15,908",.,"20,726",.,"17,313","8,076",.,.,.,.,.,.,.,.,.,"14,885","15,810"
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6","25,279","7,918","10,619",.,"6,862",.,.,.,.,.,.,"4,912",.,"18,651",.,"10,813","10,012"
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3","7,500","6,283","13,647","13,313","7,249","5,149",.,.,.,.,.,"5,101",.,"18,362",.,"9,206","8,948"
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","7,125","9,296","7,842","7,191","5,056","3,024",.,.,.,.,.,"4,716",.,.,.,"3,973","5,525"
FZ68G,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"16,689",.,.,.,.,"16,689"
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,"5,778",.,.,.,.,.,.,.,.,.,"9,034",.,"4,063",.,"6,666","7,738"
FZ68J,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"38,145",.,.,.,.,"38,145"
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"7,949",.,.,.,.,"7,949"
FZ69B,"Complex Small Intestine Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"10,205",.,.,.,.,"10,205"
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,"3,762",.,.,.,.,.,.,.,.,.,.,.,"140,718",.,"3,804","49,428"
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6","32,562","17,121",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,952","19,588"
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2","23,191","1,092",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,653","11,312"
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,"2,036",.,.,.,"6,050","5,247"
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,"2,673","8,118","52,160","4,456",825,.,.,.,.,.,"2,805",.,.,.,"4,760","6,794"
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,"4,197","5,195",.,"2,791","1,385",.,.,"4,469",.,"5,667","3,501",.,"6,185",.,"3,661","3,766"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,"3,482",.,.,"1,650",.,.,.,.,.,.,"3,452",.,.,.,"2,147","2,310"
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,"8,510",.,.,.,.,"8,510"
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,.,"19,106","49,544",.,.,.,.,.,.,.,.,.,.,.,.,"7,133","23,722"
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,"14,087","11,753",.,.,.,"15,558",.,.,.,.,"25,650",.,.,.,.,"10,392","13,011"
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,"17,533","11,318","13,872","8,308","5,304","4,794",.,.,.,.,.,"8,105",.,.,.,"4,035","9,619"
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+","35,375","20,816","4,903",.,"5,206","23,228",.,.,.,.,.,.,.,"16,543",.,.,"16,512"
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8","17,777","11,922","8,337","20,010","11,831","13,437",.,.,.,.,"18,056","16,169",.,"33,183",.,"12,894","14,574"
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5","11,144","13,839","9,209","13,263","11,059","7,057",.,.,.,.,.,"5,970",.,"18,239",.,"11,682","10,543"
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2","11,219","8,240","10,253","11,526","7,305","8,104",.,.,.,.,.,"6,213",.,"18,250",.,"7,830","8,701"
FZ75C,"Proximal Colon Procedures, 19 years and over, with CC Score 6+",.,.,"26,390",.,"8,532",.,.,.,.,.,.,.,.,"27,710",.,.,"20,877"
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5","8,432","8,441","8,682","7,821","7,794","6,791",.,.,.,.,.,"5,178",.,.,.,"5,982","6,961"
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2","9,250","8,584","7,559","4,749","5,615","5,434",.,.,.,.,"11,132","5,658",.,"13,713",.,"4,573","6,325"
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",.,.,.,.,"5,678",.,.,.,.,.,.,"7,434",.,.,.,.,"6,556"
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,"8,572","7,585","5,909",.,.,.,.,.,.,"7,055",.,.,.,"5,777","6,526"
FZ77C,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",.,.,"8,561",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,561"
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2","6,598",.,.,.,"4,966",.,.,.,.,.,.,.,.,.,.,.,"5,782"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,.,.,"3,003","3,719","6,688",.,.,.,.,.,"5,720",.,.,.,"3,448","4,399"
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,"10,554",.,.,.,.,.,.,.,.,"19,130",.,.,.,.,"17,414"
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0","7,500",.,.,.,.,.,.,.,.,.,.,"5,546",.,.,.,.,"6,197"
FZ78C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"12,651",.,.,.,.,"12,651"
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"7,598",.,.,.,.,"7,598"
FZ79C,Complex General Abdominal Procedures with CC Score 6+,"34,131",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"28,910","31,521"
FZ79D,Complex General Abdominal Procedures with CC Score 3-5,.,"12,691",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,941","9,878"
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,"6,463","3,736",.,"3,434","6,443",.,.,.,.,.,"12,088","6,360",.,"13,899",.,"3,753","7,534"
FZ80C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",.,.,.,"9,308",.,.,.,.,.,.,.,.,.,.,.,.,"9,308"
FZ80D,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"8,697",.,"15,872",.,.,"12,285"
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,466","8,466"
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+","10,480",.,"12,394",.,"1,692","5,250",.,.,.,.,.,"5,976",.,.,.,.,"8,296"
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3","13,675",.,"13,248",.,"5,705",.,.,.,.,.,"9,976",.,.,.,.,"10,048","9,798"
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"11,810",.,"5,338",.,.,.,.,.,"10,345","8,451",.,.,.,"8,098","9,125"
FZ82C,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"14,101",.,.,.,.,"14,101"
FZ82D,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"7,249",.,.,.,.,"7,249"
FZ83C,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"14,530",.,.,.,.,"14,530"
FZ83D,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,"3,182",.,.,.,.,.,.,.,.,.,.,.,"3,182"
FZ83E,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"17,456",.,.,.,.,"17,456"
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"4,765",.,.,.,.,"4,765"
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,"7,447",.,"15,731",.,.,.,.,.,.,"6,815",.,.,.,.,"10,508"
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6","8,802","1,530",.,"22,670","5,137",.,.,.,.,"10,197","19,390","3,462",.,"13,311",.,"5,578","8,140"
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3","5,571","5,729","9,640","9,464","4,026","3,944",.,.,.,.,.,"3,494",.,"10,855",.,"3,760","5,519"
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"3,150",.,.,.,.,.,.,"3,530",.,.,.,"4,481","3,784"
FZ87D,Complex Hernia Procedures with CC Score 5+,"11,077","3,234",.,"12,261",.,.,.,.,.,.,.,.,.,.,.,"7,373","7,412"
FZ87E,Complex Hernia Procedures with CC Score 3-4,"3,714",.,.,"4,735",.,"5,568",.,.,.,.,.,"4,588",.,.,.,"3,779","4,307"
FZ87F,Complex Hernia Procedures with CC Score 1-2,"6,391","6,882",.,.,"2,419",.,.,.,.,.,.,"3,391",.,.,.,"3,663","5,083"
FZ87G,Complex Hernia Procedures with CC Score 0,"6,161",.,.,"4,768",.,"4,448",.,.,.,.,.,.,.,.,.,.,"4,956"
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,.,.,.,"4,628",.,.,.,.,.,"8,810",.,.,.,"2,378","6,687"
FZ90A,Abdominal Pain with Interventions,"1,912","1,967","3,105","2,143","2,083","1,828",.,.,.,.,"1,680","1,844",.,"4,717",.,"2,161","2,072"
FZ90B,Abdominal Pain without Interventions,"1,367","1,386","1,350","1,703","1,300","1,199",.,.,"1,257","1,511","1,167","1,018",.,"1,882",.,"1,330","1,320"
FZ91A,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 8+",.,"3,817","22,837","7,812",.,"2,772",.,.,.,.,"15,425",.,.,.,.,"6,856","8,058"
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,"1,965","8,020","7,364","2,489","3,414",.,.,.,.,.,"3,749",.,"20,433",.,"5,380","5,278"
FZ91C,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4","3,642","4,082","5,012","3,608","3,420","3,569",.,.,.,.,"2,340","3,032",.,"7,020",.,"3,521","3,631"
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2","3,567","2,952","4,982","3,829","1,970","2,555",.,.,"5,183",.,"1,751","2,271",.,"4,765",.,"3,670","3,147"
FZ91E,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 9+",.,"6,691","4,218",.,"4,279",904,.,.,.,.,"7,682","4,155",.,"7,280",.,"5,959","5,016"
FZ91F,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8","6,714","3,657","5,163","4,543","2,689","2,339",.,.,"4,441",.,"3,141","1,955","8,361","3,036",.,"4,296","3,482"
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4","2,951","2,924","3,572","3,434","2,660","2,659",.,.,"1,483",.,"2,179","1,897",.,"4,647",.,"3,149","2,770"
