HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
DZ09L,"Pulmonary Embolus without Interventions, with CC Score 12+",.,3,.,.,1,.,2,.,.,1,.,.,.,.,.,.,3,10
DZ09M,"Pulmonary Embolus without Interventions, with CC Score 9-11",.,2,.,.,2,1,1,.,.,.,.,.,2,.,2,.,5,15
DZ09N,"Pulmonary Embolus without Interventions, with CC Score 6-8",3,25,5,2,7,1,.,.,4,.,16,.,23,.,3,.,12,101
DZ09P,"Pulmonary Embolus without Interventions, with CC Score 3-5",22,39,7,6,11,6,1,.,1,.,15,.,50,.,7,1,53,219
DZ09Q,"Pulmonary Embolus without Interventions, with CC Score 0-2",8,46,3,6,12,7,.,.,4,.,17,.,126,.,14,1,41,285
DZ10L,"Lung Abscess-Empyema without Interventions, with CC Score 9+",.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,5
DZ10M,"Lung Abscess-Empyema without Interventions, with CC Score 5-8",.,.,.,.,1,.,.,.,.,.,.,.,6,.,.,.,10,17
DZ10N,"Lung Abscess-Empyema without Interventions, with CC Score 0-4",.,.,1,.,2,.,.,.,.,.,3,.,7,.,2,.,.,15
DZ11N,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",.,1,.,.,1,.,.,.,.,.,2,.,1,.,.,.,.,5
DZ11P,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,5,.,1,.,.,.,.,1,.,2,.,5,.,.,.,4,18
DZ11Q,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",5,9,.,1,2,.,.,.,1,.,6,.,9,.,.,.,7,40
DZ11R,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",2,26,2,.,15,2,.,.,.,.,5,.,4,.,.,.,4,60
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",27,116,34,2,39,5,1,.,4,.,31,.,80,.,21,.,100,460
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",108,306,49,11,91,11,3,.,36,.,101,.,302,.,35,.,273,"1,326"
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",222,392,69,21,166,24,8,.,38,1,259,.,496,.,89,1,475,"2,261"
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",146,340,62,27,173,47,12,.,42,.,243,.,498,.,64,.,305,"1,959"
DZ12C,Bronchiectasis with CC Score 8+,6,5,1,1,2,.,.,.,3,.,7,.,4,.,2,.,7,38
DZ12D,Bronchiectasis with CC Score 5-7,21,21,17,2,5,.,.,.,8,.,17,.,11,.,17,.,15,134
DZ12E,Bronchiectasis with CC Score 2-4,15,31,25,6,5,1,.,.,9,.,23,.,38,.,17,.,23,193
DZ12F,Bronchiectasis with CC Score 0-1,6,3,6,1,.,1,2,.,1,.,16,.,22,.,7,.,8,73
DZ14G,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ14H,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",.,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,1,2,.,3,.,.,.,.,.,1,.,10,.,.,.,2,19
DZ15M,Asthma with Interventions,1,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,3
DZ15N,"Asthma without Interventions, with CC Score 9+",3,4,1,.,3,.,.,.,2,.,.,.,.,.,1,.,4,18
DZ15P,"Asthma without Interventions, with CC Score 6-8",9,3,4,1,6,1,.,.,2,.,6,.,11,.,6,.,6,55
DZ15Q,"Asthma without Interventions, with CC Score 3-5",34,33,6,12,13,6,2,.,4,.,29,.,50,.,7,.,62,258
DZ15R,"Asthma without Interventions, with CC Score 0-2",68,59,17,14,72,15,4,.,8,.,79,.,269,.,21,.,80,706
DZ16N,"Pleural Effusion with Single Intervention, with CC Score 0-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16P,"Pleural Effusion without Interventions, with CC Score 11+",2,4,14,.,1,.,.,.,.,.,.,.,.,.,.,.,3,24
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10",2,21,3,6,11,.,.,.,1,.,3,.,16,.,6,.,9,78
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5",22,20,4,5,24,6,.,.,5,.,27,.,74,.,16,1,19,223
DZ17N,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ17R,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,1,3
DZ17S,"Respiratory Neoplasms without Interventions, with CC Score 13+",.,1,1,.,3,.,.,.,.,.,.,.,2,.,.,.,.,7
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12",18,7,7,1,10,2,.,.,1,.,11,.,46,.,2,.,31,136
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7",33,25,24,3,27,4,.,.,2,.,16,.,53,.,7,.,39,233
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3",17,21,20,4,10,2,.,.,2,.,20,.,49,.,9,.,24,178
DZ18D,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,1,.,2,.,.,.,.,4
DZ18F,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",.,.,.,.,1,.,.,.,.,.,1,.,1,.,.,.,5,8
DZ18G,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,3,.,1,.,1,.,2,8
DZ19J,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19K,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ19L,"Other Respiratory Disorders without Interventions, with CC Score 11+",4,2,1,1,1,.,.,.,.,.,2,.,3,.,1,.,1,16
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10",79,67,12,11,34,3,1,.,1,.,31,.,60,.,19,11,40,369
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4",142,164,26,26,74,21,2,.,9,1,114,.,216,.,30,140,94,"1,059"
DZ20E,"Pulmonary Oedema without Interventions, with CC Score 6+",5,.,2,1,9,.,.,.,2,.,1,.,8,.,2,.,.,30
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5",3,2,1,1,1,2,.,.,.,.,.,.,16,.,6,1,3,36
DZ22L,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",2,1,1,1,.,.,.,.,.,.,.,.,1,.,.,.,3,9
DZ22M,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+",.,1,3,.,6,.,.,.,.,1,1,.,10,.,1,.,3,26
DZ22N,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",10,23,11,2,37,4,.,.,4,.,9,.,51,1,20,.,44,216
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",54,108,76,14,75,10,4,.,17,.,26,.,253,.,56,1,251,945
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",175,248,64,47,236,38,13,.,21,.,113,.,696,.,128,8,309,"2,096"
DZ23H,Bronchopneumonia with Multiple Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ23J,"Bronchopneumonia with Single Intervention, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
DZ23K,"Bronchopneumonia with Single Intervention, with CC Score 0-10",1,3,1,1,3,.,.,.,.,.,1,.,.,.,.,.,2,12
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+",6,26,3,.,8,.,.,.,2,.,2,.,2,.,3,.,10,62
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10",27,62,9,5,25,4,.,.,5,.,7,.,8,.,23,.,90,265
DZ23N,"Bronchopneumonia without Interventions, with CC Score 0-5",47,45,9,3,11,1,.,.,7,.,11,.,25,.,32,.,66,257
DZ24M,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",1,1,.,.,1,.,.,.,.,.,2,.,.,.,.,.,.,5
DZ24N,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",.,2,.,.,3,.,.,.,.,.,.,.,.,.,1,.,3,9
DZ24P,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",2,23,5,.,8,.,.,.,3,.,1,.,6,.,5,.,4,57
DZ24Q,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",15,82,17,5,33,3,2,.,4,.,28,.,68,.,15,.,48,320
DZ24R,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",28,150,22,21,81,8,3,.,3,.,87,.,142,.,19,.,77,641
DZ25J,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 10+",.,.,2,.,1,1,.,.,.,.,1,.,2,1,.,.,1,9
DZ25K,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 7-9",1,2,3,.,4,1,.,.,9,.,1,.,1,.,.,.,8,30
DZ25L,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 4-6",8,6,3,4,7,.,.,.,1,.,13,.,18,.,5,.,14,79
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3",6,12,3,3,8,1,.,.,1,.,6,.,19,.,6,.,26,91
DZ26M,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 6+",2,5,1,.,3,.,.,.,1,.,2,.,2,.,.,.,5,21
DZ26N,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 3-5",5,5,.,2,.,.,.,.,2,.,3,.,5,.,.,1,8,31
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2",3,7,.,2,3,5,.,.,.,.,10,.,44,.,6,1,14,95
DZ27N,"Respiratory Failure with Multiple Interventions, with CC Score 0-10",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ27P,"Respiratory Failure with Single Intervention, with CC Score 11+",.,.,.,.,1,.,.,.,.,.,1,.,2,.,.,.,.,4
DZ27Q,"Respiratory Failure with Single Intervention, with CC Score 6-10",1,.,.,.,.,1,.,.,1,.,4,.,10,.,.,.,1,18
DZ27R,"Respiratory Failure with Single Intervention, with CC Score 0-5",4,1,.,2,.,1,.,.,.,.,3,.,6,.,.,.,1,18
DZ27S,"Respiratory Failure without Interventions, with CC Score 11+",3,.,.,.,3,1,.,.,.,.,2,.,3,.,.,.,1,13
DZ27T,"Respiratory Failure without Interventions, with CC Score 6-10",8,4,4,.,2,3,.,.,1,.,10,.,20,.,5,.,27,84
DZ27U,"Respiratory Failure without Interventions, with CC Score 0-5",13,14,11,8,5,11,.,.,3,.,44,.,42,.,11,.,13,175
DZ28A,Pleurisy with CC Score 3+,1,1,.,.,1,.,.,.,.,.,1,.,.,.,.,.,2,6
DZ28B,Pleurisy with CC Score 0-2,8,3,.,.,1,1,.,.,.,.,3,.,3,.,1,.,1,21
DZ29H,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 5+",.,.,5,.,2,.,.,.,1,.,.,.,.,.,.,.,1,9
DZ29J,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4",6,3,.,.,.,1,.,.,.,.,7,.,.,.,2,.,4,23
DZ29K,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 0-1",2,3,.,.,2,.,.,.,.,.,3,.,3,.,.,.,3,16
DZ37A,"Non-Invasive Ventilation Support Assessment, 19 years and over",18,38,7,6,17,4,.,.,5,.,19,.,80,.,.,.,24,218
DZ37B,"Non-Invasive Ventilation Support Assessment, 18 years and under",.,2,.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,5
DZ38Z,Oxygen Assessment and Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,2
DZ42Z,TB Nurse Support,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,64
DZ50Z,Respiratory Sleep Study,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,2,.,.,.,.,.,.,.,.,.,.,3,.,1,.,.,6
DZ65C,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ65D,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 5-8",1,.,1,.,2,.,.,.,.,.,2,.,2,.,.,.,2,10
DZ65E,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 0-4",.,.,.,1,2,1,.,.,.,.,3,.,3,.,.,.,.,10
DZ65F,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 13+",.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ65G,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 9-12",.,3,.,.,2,.,.,.,.,.,9,.,13,1,12,.,9,49
DZ65H,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 5-8",6,24,2,2,28,1,1,.,2,1,22,.,59,.,11,.,55,214
DZ65J,"Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 0-4",12,36,3,5,20,.,1,.,3,1,76,.,404,.,18,.,84,663
DZ65K,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",409,467,152,93,395,58,11,.,94,1,740,.,836,.,208,2,751,"4,217"
DZ67Z,Major Therapeutic Bronchoscopy,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ68Z,Therapeutic Bronchoscopy,.,1,.,.,1,.,.,.,.,.,.,.,2,.,.,.,1,5
DZ69A,"Diagnostic Bronchoscopy, 19 years and over",11,38,15,6,.,13,.,.,.,.,10,.,.,.,3,.,14,110
DZ69B,"Diagnostic Bronchoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
DZ70Z,Endobronchial Ultrasound Examination of Mediastinum,3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ71Z,Minor Thoracic Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,2
EB02A,Endocarditis with CC Score 10+,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,1,4
EB02B,Endocarditis with CC Score 5-9,.,1,1,1,3,1,.,.,.,.,1,.,1,.,1,.,2,12
EB02C,Endocarditis with CC Score 0-4,.,2,.,1,1,.,.,.,.,.,.,.,.,.,.,.,4,8
EB03A,"Heart Failure or Shock, with CC Score 14+",7,5,4,.,10,15,.,.,1,.,.,.,1,.,1,.,6,50
EB03B,"Heart Failure or Shock, with CC Score 11-13",5,13,12,.,19,5,.,.,2,.,8,.,17,.,3,.,42,126
EB03C,"Heart Failure or Shock, with CC Score 8-10",33,57,27,7,63,11,2,.,12,.,25,.,74,.,23,.,110,444
EB03D,"Heart Failure or Shock, with CC Score 4-7",104,130,29,21,120,21,3,.,25,1,86,.,113,.,56,2,216,927
EB03E,"Heart Failure or Shock, with CC Score 0-3",28,38,11,5,28,9,.,.,2,.,21,.,51,.,20,.,54,267
EB04Z,Hypertension,41,30,7,6,16,14,2,.,10,.,29,.,58,.,24,8,29,274
EB05A,Cardiac Arrest with CC Score 9+,1,3,.,.,1,2,.,.,1,.,13,.,2,.,.,.,5,28
EB05B,Cardiac Arrest with CC Score 5-8,1,.,1,1,.,.,.,.,.,.,8,.,4,.,2,.,.,17
EB05C,Cardiac Arrest with CC Score 0-4,3,6,1,1,4,1,.,.,.,.,5,.,7,.,.,.,.,28
EB06A,Cardiac Valve Disorders with CC Score 13+,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
EB06B,Cardiac Valve Disorders with CC Score 9-12,.,2,13,1,1,2,.,.,.,.,1,.,2,.,.,.,2,24
EB06C,Cardiac Valve Disorders with CC Score 5-8,11,11,8,.,9,.,2,.,2,.,2,.,11,.,1,1,10,68
EB06D,Cardiac Valve Disorders with CC Score 0-4,10,12,4,9,8,1,1,.,3,.,3,.,9,.,2,2,15,79
EB07A,"Arrhythmia or Conduction Disorders, with CC Score 13+",.,3,1,.,5,.,.,.,.,1,.,.,6,.,.,.,1,17
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12",10,8,1,1,8,.,1,.,4,.,9,.,7,.,5,.,7,61
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9",26,44,16,7,48,14,1,.,9,.,24,.,39,.,9,5,30,272
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6",99,154,32,42,90,35,9,.,27,.,75,.,106,.,43,35,113,860
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3",221,367,48,125,190,69,28,.,45,.,150,.,196,.,92,436,185,"2,152"
EB08A,"Syncope or Collapse, with CC Score 13+",1,3,.,.,5,1,.,.,.,.,.,.,4,1,.,.,8,23
EB08B,"Syncope or Collapse, with CC Score 10-12",4,7,5,.,14,1,.,.,1,.,6,.,17,.,4,.,13,72
EB08C,"Syncope or Collapse, with CC Score 7-9",14,37,10,3,52,9,2,.,5,.,25,.,75,.,20,.,79,331
EB08D,"Syncope or Collapse, with CC Score 4-6",70,142,28,17,112,22,5,.,19,.,92,.,201,.,59,10,177,954
EB08E,"Syncope or Collapse, with CC Score 0-3",164,297,20,75,120,64,15,.,37,.,133,.,363,.,86,69,197,"1,640"
EB09A,Non-Interventional Congenital Cardiac Conditions with CC Score 3+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,28,2,.,4,13,.,.,.,.,.,.,.,.,.,.,1,48
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",4,35,1,1,20,4,1,.,1,.,1,.,8,.,3,.,8,87
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",22,59,5,8,36,10,3,.,2,.,9,.,9,.,12,.,40,215
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",49,93,10,19,85,19,7,.,13,.,27,.,21,.,28,10,53,434
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",60,81,14,100,100,33,5,.,11,.,59,.,16,.,84,42,45,650
EB12A,Unspecified Chest Pain with CC Score 11+,6,7,1,1,8,1,2,.,1,.,.,.,7,.,1,.,5,40
EB12B,Unspecified Chest Pain with CC Score 5-10,227,219,54,37,139,42,34,.,60,.,119,.,110,.,73,101,170,"1,385"
EB12C,Unspecified Chest Pain with CC Score 0-4,643,702,90,158,436,117,76,.,95,.,395,.,528,.,196,"1,514",361,"5,311"
EB13A,Angina with CC Score 12+,.,4,1,.,2,1,1,.,1,.,1,.,.,.,1,.,.,12
EB13B,Angina with CC Score 8-11,11,16,11,4,22,12,1,.,11,.,6,.,4,.,5,.,17,120
EB13C,Angina with CC Score 4-7,53,94,29,52,85,42,9,.,28,.,39,.,22,.,54,.,63,570
EB13D,Angina with CC Score 0-3,28,100,4,52,85,26,7,.,11,.,26,.,11,.,72,7,19,448
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,.,4,17,.,2,13,.,.,.,.,.,.,4,.,1,.,1,42
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,29,3,21,2,6,15,1,.,1,.,1,.,31,.,5,.,7,122
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,23,14,17,5,15,4,5,1,.,.,6,.,43,.,9,.,25,167
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,49,26,22,6,42,9,9,.,1,.,20,.,61,.,9,3,22,279
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,43,25,18,14,33,20,6,.,3,.,31,.,32,.,15,4,43,287
EB15B,Primary Pulmonary Hypertension with CC Score 4-8,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2
EB15C,Primary Pulmonary Hypertension with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EC10C,Very Complex Procedures for Congenital Heart Disease with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC11B,Complex Procedures for Congenital Heart Disease with CC Score 7-14,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC11C,Complex Procedures for Congenital Heart Disease with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EC12B,Very Major Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC12C,Very Major Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC13C,Major Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC14C,Intermediate Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC15B,Minor Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC20A,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EC20B,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED11Z,Standard Repair of Descending Thoracic Aorta,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED12B,Complex Repair of Aortic Root with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED14A,Complex Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED15A,Standard Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED15B,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED20A,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED20B,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED22C,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED23C,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED25B,"Standard, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
ED26A,Complex Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED26B,Complex Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED27B,Major Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED28A,Standard Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED31A,"Standard, Other Operations on Heart or Pericardium, with CC Score 10+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
ED31B,"Standard, Other Operations on Heart or Pericardium, with CC Score 5-9",.,.,.,.,2,.,.,.,.,.,1,.,1,.,.,.,1,5
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",1,.,1,.,1,.,.,.,.,.,.,.,1,.,.,.,.,4
EY01A,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY01B,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 0-8",.,.,2,.,.,.,.,.,.,.,.,.,6,.,.,.,.,8
EY02A,Implantation of Cardioverter Defibrillator with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8,1,.,5,.,1,.,.,.,.,.,.,.,35,.,.,.,.,42
EY03Z,Implantation of Biventricular Pacemaker with Other Percutaneous Intervention,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY05B,"Implantation of Dual Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EY06B,Implantation of Dual Chamber Pacemaker with CC Score 9-11,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EY06C,Implantation of Dual Chamber Pacemaker with CC Score 6-8,.,.,12,.,2,.,.,.,.,.,.,.,1,.,.,.,.,15
EY06D,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,57,.,7,.,.,.,.,.,.,.,6,.,.,.,.,70
EY06E,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,120,.,7,.,.,.,.,.,.,.,16,.,.,.,.,143
EY07A,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 6+",1,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,3
EY07B,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,.,.,6,.,.,.,.,7
EY08A,Implantation of Single Chamber Pacemaker with CC Score 12+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EY08B,Implantation of Single Chamber Pacemaker with CC Score 9-11,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
EY08C,Implantation of Single Chamber Pacemaker with CC Score 6-8,2,.,4,.,4,.,.,.,.,.,.,.,2,.,.,.,1,13
