"ITEM_TYPE_NAME","CROSSING_TYPE_NAME","SECTION_NAME","EASTING","NORTHING","START_DATE"
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0503_01 - SANDY ROW1: LISBURN RD3 TO DONEGALL RD1 -  BELFAST SOUTH",333454,373161,03/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0024_07 - ORMEAU RD1: DONEGALL PASS1 TO ANNADALE EMBANKMENT1 -  BELFAST SOUTH",334363,372657,10/05/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035C0704_05 - CREGAGH RD3: BELLS BRIDGE RBT1 TO UPPER KNOCKBREDA RD1 -  BELFAST SOUTH",336123,371729,18/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_08 - UPPER NEWTOWNARDS RD1: START OF DUAL C/WAY TO END DUAL C'WAY -  CASTLEREAGH",341514,374067,24/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_10 - UPPER NEWTOWNARDS RD1: END DUAL C/WAY TO START DUAL C/WAY -  CASTLEREAGH",341940,374023,28/04/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0023_02 - SHORT STRAND1: MOUNTPOTTINGER LK TO BRIDGE END -  BELFAST SOUTH",334987,374411,24/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0302_05 - PURDYSBURN RD1: BEECHILL RD1 RBT TO SAINTFIELD RD -  CASTLEREAGH",335627,368478,22/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0023_09 - BALLYGOWAN RD2: UPPER KNOCKBREDA RD1 TO START OF DUAL C/WAY (S/BOUND) -  BELFAST SOUTH",337570,372050,23/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0126_07 - NORTH QUEEN ST1: FREDERICK ST1 TO BROUGHAM ST1 -  BELFAST NORTH",333664,375043,18/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_02 - NEWTOWNARDS RD2: BRYSON ST1 TO ALBERTBRIDGE RD1 -  BELFAST SOUTH",335626,374370,30/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_62 - MIDDLEPATH ST1: QUEEN'S QUAY1 TO BRIDGE END1 -  BELFAST SOUTH",334745,374487,15/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_54 - NELSON ST3: START OF DUAL C/WAY TO GT. GEORGE'S ST1 -  BELFAST NORTH",334134,375065,26/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_15 - YORK ST1: HENRY ST TO WESTLINK -  BELFAST NORTH",334075,375251,01/06/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035A0020_02 - NEWTOWNARDS RD2: BRYSON ST1 TO ALBERTBRIDGE RD1 -  BELFAST SOUTH",335753,374347,30/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0039_02 - PETER'S HILL1: MILLFIELD TO NORTH BOUNDARY ST -  BELFAST NORTH",333492,374710,02/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_36 - DOCK ST1: YORK RD TO GARMOYLE ST -  BELFAST NORTH",334382,375413,01/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_37 - YORK LK1: YORK ST1 TO NELSON ST1 -  BELFAST NORTH",334133,375188,01/06/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0039_05 - SHANKILL RD1: NORTH BOUNDARY ST1 TO AGNES ST2 -  BELFAST NORTH",332718,374797,02/06/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0059_01 - DOAGH RD2: SHORE RD TO DOAGH RD RBT -  NEWTOWNABBEY",334727,381908,01/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_26 - GREAT PATRICK ST1: NELSON ST TO YORK ST -  BELFAST NORTH",333923,374922,22/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0102_06 - STEWARTSTOWN RD1: CREIGHTONS RD RBT TO COLIN RD RBT C3 -  BELFAST NORTH",327663,368768,06/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065C0003_06 - PANTRIDGE RD1: BRIANS WELL RD TO STEWARTSTOWN RD RBT -  BELFAST NORTH",327616,370171,09/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0102_06 - STEWARTSTOWN RD1: CREIGHTONS RD RBT TO COLIN RD RBT C3 -  BELFAST NORTH",327710,369189,06/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0102_06 - STEWARTSTOWN RD1: CREIGHTONS RD RBT TO COLIN RD RBT C3 -  BELFAST NORTH",327716,369217,06/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_32 - GARMOYLE ST1: WHITLA ST TO DOCK ST -  BELFAST NORTH",334408,375400,19/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_33 - GARMOYLE ST1: DOCK ST TO PILOT ST -  BELFAST NORTH",334396,375375,19/05/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0102_06 - STEWARTSTOWN RD1: CREIGHTONS RD RBT TO COLIN RD RBT C3 -  BELFAST NORTH",327846,369549,06/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0055_23 - KNOCK RD1: GLEN RD TO END OF DUAL CARRIAGEWAY -  BELFAST SOUTH",337973,372452,10/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0039_03 - SHANKILL RD1: AGNES ST2 TO AINSWORTH AV1 -  BELFAST NORTH",332178,374835,19/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0505_02 - BEERSBRIDGE RD1: CASTLEREAGH RD1 TO UPPER NEWTOWNARDS RD1 -  BELFAST SOUTH",336627,373765,05/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0055_24 - KNOCK RD1: START OF DUAL CARRIAGEWAY TO GLEN RD -  BELFAST SOUTH",337979,372440,10/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0039_03 - SHANKILL RD1: AGNES ST2 TO AINSWORTH AV1 -  BELFAST NORTH",331861,375007,19/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0519_01 - PRINCE WILLIAM RD1: NETTLE HILL RD TO BALLYMACASH RD LHS -  LISBURN",324824,366039,17/07/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035C0701_06 - GRAND PDE1: CASTLEREAGH RD1 TO BLOOMFIELD RD2 -  BELFAST SOUTH",337027,373466,05/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_26 - ALBERTBRIDGE RD1: MOUNTPOTTINGER RD TO NEWTOWNARDS RD -  BELFAST SOUTH",335778,373986,25/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0519_02 - PRINCE WILLIAM RD1: BALLYMACASH RD A30 LHS TO KNOCKMORE RD -  LISBURN",324919,365138,17/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0052_05 - CRUMLIN RD1: BALLYSILLAN RD TO SQUIRES HILL RD -  BELFAST NORTH",330833,376589,29/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0505_02 - BEERSBRIDGE RD1: CASTLEREAGH RD1 TO UPPER NEWTOWNARDS RD1 -  BELFAST SOUTH",335808,373621,05/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0052_04 - CRUMLIN RD1: CRUMLIN RD RBT TO BALLYSILLAN RD -  BELFAST NORTH",331420,375967,28/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0512_01 - OLD GOLF COURSE RD1: BLACKS RD TO GOLF COURSE RBT -  BELFAST NORTH",329635,369644,20/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0052_04 - CRUMLIN RD1: CRUMLIN RD RBT TO BALLYSILLAN RD -  BELFAST NORTH",331001,376411,28/06/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_26 - ALBERTBRIDGE RD1: MOUNTPOTTINGER RD TO NEWTOWNARDS RD -  BELFAST SOUTH",335931,374065,25/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_26 - ALBERTBRIDGE RD1: MOUNTPOTTINGER RD TO NEWTOWNARDS RD -  BELFAST SOUTH",336252,374252,25/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0006_11 - ANTRIM RD1: NORTH CIRCULAR RD3 TO GRAY'S LN1 -  BELFAST NORTH",333284,378665,01/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0006_11 - ANTRIM RD1: NORTH CIRCULAR RD3 TO GRAY'S LN1 -  BELFAST NORTH",333284,378693,01/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0052_09 - CRUMLIN RD1: TENNENT ST1 TO CRUMLIN RD RBT1 -  BELFAST NORTH",331599,375822,27/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0055_34 - NORTH CIRCULAR RD3: ANTRIM RD1 TO CAVEHILL RD1 -  BELFAST NORTH",333242,378178,09/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_09 - SHORE RD2: GRAY'S LN TO DONEGALL PK AV -  BELFAST NORTH",334128,378626,23/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0503_02 - SANDY ROW3: DONEGALL RD TO DURHAM ST AT BOYNE BRIDGE -  BELFAST NORTH",333445,373195,14/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0505_04 - HOLYWOOD RD1: BELMONT RD1 TO PARKWAY1 -  BELFAST SOUTH",337311,374798,21/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0505_04 - HOLYWOOD RD1: BELMONT RD1 TO PARKWAY1 -  BELFAST SOUTH",337634,375239,21/07/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0503_02 - SANDY ROW3: DONEGALL RD TO DURHAM ST AT BOYNE BRIDGE -  BELFAST NORTH",333424,373483,14/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0505_01 - BEERSBRIDGE RD1: WOODSTOCK RD1 TO CASTLEREAGH RD1 -  BELFAST SOUTH",335775,373628,21/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0055_26 - KNOCK RD1: END OF DUAL CARRIAGEWAY TO UPPER NEWTOWNARDS RD -  BELFAST SOUTH",338414,373021,11/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0055_26 - KNOCK RD1: END OF DUAL CARRIAGEWAY TO UPPER NEWTOWNARDS RD -  BELFAST SOUTH",338647,373467,11/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0520_01 - KNOCKMORE RD2: MOIRA RD A3 TO BALLINDERRY RD B104 (LHS) -  LISBURN",324123,363681,21/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_20 - WELLINGTON PL1: COLLEGE SQUARE E1 TO FOUNTAIN ST1 -  BELFAST NORTH",333544,374059,15/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_20 - WELLINGTON PL1: COLLEGE SQUARE E1 TO FOUNTAIN ST1 -  BELFAST NORTH",333634,374068,15/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0501_14 - DIVIS ST1: ARDMOULIN ST(END OF D/CW) TO NORTHUMBERLAND ST -  BELFAST NORTH",332775,374312,14/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_05 - DONEGALL SQUARE WEST1: WELLINGTON PL1 TO HOWARD ST1 -  BELFAST NORTH",333733,374071,20/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_06 - BEDFORD ST1: DONEGALL SQUARE STH1 TO BRUCE ST1 -  BELFAST NORTH",333766,373653,23/08/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035A0501_06 - FALLS RD3: GROSVENOR RD TO DONEGALL RD -  BELFAST NORTH",332012,373602,31/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_08 - SHAFTESBURY SQUARE1: DUBLIN RD1 TO DONEGALL RD1 -  BELFAST NORTH",333601,373246,29/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0501_06 - FALLS RD3: GROSVENOR RD TO DONEGALL RD -  BELFAST NORTH",331673,373400,31/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0501_06 - FALLS RD3: GROSVENOR RD TO DONEGALL RD -  BELFAST NORTH",331653,373393,31/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0001_06 - QUEENSWAY2: ROUNDABOUT TO MOSS RD LAMBEG -  LISBURN",327542,366125,31/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_13 - CHICHESTER ST1: CALLENDER ST TO OXFORD ST -  BELFAST NORTH",334045,374109,08/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_13 - CHICHESTER ST1: CALLENDER ST TO OXFORD ST -  BELFAST NORTH",334218,374126,08/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0024_05 - CROMAC ST1: EAST BRIDGE ST1 TO ORMEAU AV1 -  BELFAST NORTH",334128,373534,13/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0501_02 - CASTLE PL1: LOMBARD ST TO DONEGALL PL -  BELFAST NORTH",333816,374302,12/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_15 - GREAT VICTORIA ST1: SHAFTESBURY SQ1 TO BRUCE ST1 -  BELFAST NORTH",333577,373607,25/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065C0005_02 - DERRIAGHY RD1: STEWARTSTOWN RD B102 TO BELSIZE RD C4 -  LISBURN",327537,367877,25/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035C0704_03 - WOODSTOCK RD1: CHERRYVILLE ST TO RAVENHILL AV -  BELFAST SOUTH",335759,373110,24/07/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0003_03 - MOIRA RD1: BALLINDERRY RD B104 TO KNOCKMORE LN A520 -  LISBURN",324799,363786,31/08/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035A0501_05 - FALLS RD3: NORTHUMBERLAND ST TO GROSVENOR RD -  BELFAST NORTH",332444,374175,30/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0003_10 - MAIN ST, MOIRA: MEETING ST  MOIRA TO LURGAN RD RBT1 -  LISBURN",315056,360625,01/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0030_18 - BACHELORS WK1: ANTRIM ST TO RAILWAY ST -  LISBURN",326648,364533,11/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0030_19 - RAILWAY ST4: BACHELORS WK1 TO CASTLE ST1 -  LISBURN",326725,364492,12/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_17 - GREAT VICTORIA ST1: BRUCE ST1 TO HOWARD ST1 -  BELFAST NORTH",333542,373905,21/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0001_06 - BEDFORD ST1: DONEGALL SQUARE STH1 TO BRUCE ST1 -  BELFAST NORTH",333748,373932,23/08/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0030_19 - RAILWAY ST4: BACHELORS WK1 TO CASTLE ST1 -  LISBURN",326800,364340,12/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0501_13 - DIVIS ST1: ARDMOULIN ST(START OF DUAL C/WAY) TO MILLFIELD -  BELFAST NORTH",333432,374322,14/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_49 - DONEGALL QUAY1: START OF SLIP TO ANN ST -  BELFAST NORTH",334351,374374,08/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_50 - ANN ST1: VICTORIA ST2 TO DONEGALL QUAY1 -  BELFAST NORTH",334209,374343,11/09/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065C0252_07 - CASTLE ST1: BLOOMFIELD RD TO PARK DRIVE -  NORTH DOWN",350952,381319,19/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065C0252_04 - GRANSHA RD1: GRANSHA RD RBT (A2) TO 30 MPH SIGNS -  NORTH DOWN",352103,379604,20/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0109_01 - CLANDEBOYE RD1: WEST CIRCULAR RD A2 TO CHURCH ST1 / BEECHWOOD AV -  NORTH DOWN",349372,380270,03/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065C0263_12 - WHINNEY HILL2: BALLYMENOCH RD TO BANGOR RD A2 -  NORTH DOWN",341180,379850,18/10/2006 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035B0059_02 - DOAGH RD2: DOAGH RD RBT TO MONKSTOWN RD -  NEWTOWNABBEY",334638,382610,20/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0021_05 - DONAGHADEE RD1: GROOMSPORT RD B511 TO HAMILTON RD RBT -  NORTH DOWN",351098,381939,13/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0002_80 - BELFAST RD3: START DUAL C/WAY TO BALLYSALLAGH RD B170 -  NORTH DOWN",347587,380008,17/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0021_44 - NEWTOWNARDS RD1: CHURCH ST B109 TO BELFAST RD A2 -  NORTH DOWN",350077,381184,06/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065C0379_03 - SPRINGHILL RD1: U8005_14 SPRINGHILL AVE SB TO C0379_05 BELFAST RD -  NORTH DOWN",348845,380917,18/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0002_92 - BELFAST RD3: END OF DUAL C/W TO NEWTOWNARDS RD A21 -  NORTH DOWN",350082,381197,20/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0020_03 - QUEENS PDE1: MAIN ST A2 TO SOUTHWELL RD -  NORTH DOWN",350520,381932,09/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0002_95 - ABBEY ST1: ABBEY ST RBT TO DUFFERIN AV RBT LHS -  NORTH DOWN",350367,381442,23/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065C0303_04 - CHURCH RD, HOLYWOOD: HIGH ST B198 TO CAR PARK -  NORTH DOWN",339869,379236,24/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0197_01 - HAMILTON RD1: MAIN ST A2 TO DONAGHADEE RD B21 -  NORTH DOWN",350808,381699,18/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065B0197_01 - HAMILTON RD1: MAIN ST A2 TO DONAGHADEE RD B21 -  NORTH DOWN",350835,381706,18/10/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0002_99 - MAIN ST2, BANGOR: DUFFERIN AV RBT TO BRIDGE ST B20 -  NORTH DOWN",350525,381681,12/11/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0302_02 - ANNADALE AV1: ANNADALE EMBANKMENT TO ORMEAU RD -  BELFAST SOUTH",334984,370864,08/11/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0001_11 - CASTLE ST3: ENTRANCE ST. JOSEPHS PS TO RAILWAY ST -  LISBURN",326901,364379,16/11/2006 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065U7004_08 - TONAGH DR1: LONGSTONE ST A3 TO DONARD DR -  LISBURN",325848,364072,31/12/2007 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0001_38 - SMITHFIELD ST1: MARKET ST TO MARKET PL -  LISBURN",326543,364126,28/07/2008 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0049_16 - SAINTFIELD RD RBT1: M1 N BOUND OFF TO N BOUND OFF -  LISBURN",327776,363753,11/08/2008 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065A0049_13 - SLOAN ST1: MERCER ST B23 TO YOUNG ST C297 -  LISBURN",327195,364127,28/08/2008 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0848_45 - RIDGEWAY ST2: STRANMILLIS RD1 TO STRANMILLIS EMBANKMENT1 -  BELFAST SOUTH",333912,371869,29/08/2008 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0814_42 - BOTANIC AV1: BOTANIC RAILWAY STATION TO UNIVERSITY ST -  BELFAST SOUTH",333720,372895,20/01/2009 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7065U8109_04 - THE ESPLANADE1: HOLYWOOD THROUGH PASS TO KINNEGAR AV1 -  NORTH DOWN",339726,379329,29/01/2009 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0814_30 - UNIVERSITY ST1: UNIVERSITY RD TO ORMEAU RD -  BELFAST SOUTH",333711,372844,05/02/2009 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0501_09 - GLEN RD3: FALLS RD RBT TO MONAGH RBT -  BELFAST NORTH",330304,372387,29/11/2010 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0012_19 - WESTLINK/GROSVENOR RD OFF-SLIP1: WESTLINK TO GROSVENOR RD -  BELFAST NORTH",332998,373836,22/12/2010 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_06 - UPPER NEWTOWNARDS RD1: KNOCK RD TO GALWAY PK -  BELFAST SOUTH",338758,373936,09/06/2011 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0401_57 - MAYFIELD LK1: MALLUSK RD TO LIMIT OF ADOPTION (692m) -  NEWTOWNABBEY",330219,382504,26/07/2013 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0002_07 - SHORE RD1: DOAGH RD TO MOUNT ST -  NEWTOWNABBEY",334789,380507,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0012_01 - WESTLINK1: END OF M/WAY (M0001_22R) TO FOOTBRIDGE -  BELFAST NORTH",332169,373270,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0012_10 - WESTLINK1: YORK ST TO WESTLINK AT PETER'S HILL -  BELFAST NORTH",333998,375114,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0012_07 - WESTLINK1: WESTLINK AT PETER'S HILL TO YORK ST -  BELFAST NORTH",334058,375221,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_05 - UPPER NEWTOWNARDS RD1: BEERSBRIDGE RD TO KNOCK RD -  BELFAST SOUTH",337218,374060,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0020_05 - UPPER NEWTOWNARDS RD1: BEERSBRIDGE RD TO KNOCK RD -  BELFAST SOUTH",337414,374031,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0024_11 - SAINTFIELD RD1: BREDA PK TO KNOCKBRACKEN RD -  CASTLEREAGH",335285,369979,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0024_11 - SAINTFIELD RD1: BREDA PK TO KNOCKBRACKEN RD -  CASTLEREAGH",335361,369647,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0024_11 - SAINTFIELD RD1: BREDA PK TO KNOCKBRACKEN RD -  CASTLEREAGH",335371,369623,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0055_21 - UPPER KNOCKBREDA RD1: BALLYGOWAN RD2 TO ROCKY RD1 -  BELFAST SOUTH",337146,371707,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","UNCONTROLLED","7035A0055_25 - KNOCK RD1: GLEN RD TO BALLYGOWAN RD2 -  BELFAST SOUTH",337591,372082,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035A0055_27 - HAWTHORNDEN WAY1: UPPER NEWTOWNARDS RD TO BELMONT RBT -  BELFAST SOUTH",338756,373957,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0305_01 - BLACK'S RD1: UPPER LISBURN RD1 TO M1 SLIP RD -  BELFAST SOUTH",329652,369671,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0834_16 - SHANDON PK1: KNOCK RD1 TO KENSINGTON RD1 -  BELFAST SOUTH",338386,372997,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0621_28 - WINETAVERN ST1: NORTH ST1 TO SMITHFIELD SQ N1 -  BELFAST NORTH",333586,374524,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0621_31 - KING ST1: CASTLE ST2 TO END AT CASTLE CRT1 -  BELFAST NORTH",333509,374311,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035U0624_07 - KING ST1: CASTLE ST2 TO COLLEGE AV1 -  BELFAST NORTH",333525,374297,01/01/1986 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7035B0126_03 - COLLEGE AV2: CASTLE ST1 TO COLLEGE SQUARE E1 -  BELFAST NORTH",333460,374305,13/09/2007 00:00:00
"PEDESTRIAN CROSSING","SIGNAL CONTROLLED","7020U3100_10 - MINORCA PL1: ENTRANCE TO TESCO STORE -  CARRICKFERGUS",340881,387416,12/09/2007 00:00:00
