HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",74,12,.,.,14,.,.,.,.,.,.,71,.,.,.,1,172
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",1,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,3
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,15,4,.,.,2,.,.,.,.,.,.,20,.,.,.,.,41
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over",3,1,.,.,.,.,.,.,.,.,.,10,.,.,.,.,14
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under",5,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,6
CA80A,"Very Complex, Mouth or Throat Procedures, with CC Score 5+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CA80B,"Very Complex, Mouth or Throat Procedures, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,20,.,.,.,1,22
CA81A,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,1,7
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,1,5
CA81D,"Complex, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,18
CA82A,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,7
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,7
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,51,.,.,.,.,51
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",3,.,.,.,1,.,.,.,.,.,.,1,.,.,.,2,7
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",13,9,.,.,7,.,.,.,.,.,.,51,.,.,.,6,86
CA83C,"Major, Mouth or Throat Procedures, 18 years and under",2,1,.,.,2,1,.,.,.,.,.,4,.,.,.,2,12
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,13
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",6,.,.,.,1,.,.,.,.,.,.,5,.,.,.,6,18
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,4
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over",8,2,1,.,2,1,.,.,.,.,.,8,.,.,.,4,26
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,1,4
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,6
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years",3,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3,7
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
CA90Z,Very Complex Maxillofacial Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
CA91A,Complex Maxillofacial Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
CA91B,Complex Maxillofacial Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14
CA92A,Very Major Maxillofacial Procedures with CC Score 1+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,10,11
CA92B,Very Major Maxillofacial Procedures with CC Score 0,39,.,.,.,.,.,.,.,.,.,.,3,.,.,.,4,46
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,12,14
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",8,.,.,.,.,.,.,.,.,.,.,1,.,.,.,21,30
CA93C,"Major Maxillofacial Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,5
CA94Z,Intermediate Maxillofacial Procedures,8,.,.,.,.,.,.,.,.,.,.,5,.,.,.,21,34
CA95Z,Minor Maxillofacial Procedures,7,.,.,.,.,.,.,.,.,.,.,1,.,.,.,13,21
CA96Z,"Reduction or Fixation, of Jaw",8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,14
CA97Z,"Reduction or Fixation, of Cheekbone",25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,42
CA98Z,Reduction of Fracture of Nasal Bone,1,3,.,.,2,.,.,.,.,.,.,7,.,.,.,2,15
CB01A,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4",6,2,6,.,1,.,.,.,.,.,.,24,.,.,.,26,65
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",1,.,9,.,.,.,.,.,.,.,.,.,.,.,.,3,13
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",1,.,69,.,.,.,.,.,.,.,.,3,.,.,.,9,82
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+",2,1,.,.,1,.,.,.,.,.,.,.,.,.,.,4,8
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4",15,5,2,.,2,1,.,.,.,.,.,16,.,1,.,28,70
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0",14,3,.,.,5,.,.,.,.,.,.,47,.,.,.,6,75
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3,5
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",1,4,2,.,3,.,.,.,.,.,.,4,.,.,.,4,18
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",7,1,1,.,2,.,.,.,.,.,.,21,.,.,.,3,35
CD01A,"Major Dental Procedures, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,6,.,.,.,4,12
CD02A,"Intermediate Dental Procedures, 19 years and over",9,.,.,.,.,.,.,.,.,.,.,9,.,.,.,8,26
CD02B,"Intermediate Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
CD03A,"Minor Dental Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
CD04A,"Major Surgical Removal of Tooth, 19 years and over",14,.,.,.,.,.,.,.,.,.,.,2,.,.,.,16,32
CD04B,"Major Surgical Removal of Tooth, 18 years and under",8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
CD05A,"Surgical Removal of Tooth, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,3,6
CD05B,"Surgical Removal of Tooth, 18 years and under",5,.,.,.,.,.,.,.,.,.,.,4,.,.,.,5,14
CD06A,"Extraction of Multiple Teeth, 19 years and over",6,.,.,.,.,.,.,.,.,.,.,41,.,.,.,13,60
CD06B,"Extraction of Multiple Teeth, 18 years and under",4,1,.,.,.,.,.,.,.,.,.,15,.,.,.,1,21
CD07A,"Minor Extraction of Tooth, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
CD07B,"Minor Extraction of Tooth, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,3
CD09A,"Minor Dental Restoration Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ02H,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,24,.,.,.,.,25
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,97,.,.,.,.,98
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",1,.,1,.,.,.,.,.,.,.,.,114,.,.,.,.,116
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
DZ06A,"Minor Thoracic Procedures, 19 years and over",20,46,14,9,11,1,.,.,10,4,.,39,.,9,.,28,191
DZ07A,"Fibreoptic Bronchoscopy, 19 years and over",14,5,3,.,.,1,.,.,.,.,.,8,.,2,.,.,33
DZ07B,"Fibreoptic Bronchoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ08Z,Rigid Bronchoscopy,.,.,1,.,.,.,.,.,.,.,.,16,.,.,.,.,17
DZ09F,Pulmonary Embolus with CC Score 6-8,1,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,6
DZ09G,Pulmonary Embolus with CC Score 3-5,.,4,9,.,.,1,.,.,.,.,.,1,.,.,.,.,15
DZ09H,Pulmonary Embolus with CC Score 0-2,1,3,2,.,3,.,.,.,.,.,.,.,.,.,.,.,9
DZ10F,Lung Abscess-Empyema with CC Score 3-6,.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,2,5
DZ10G,Lung Abscess-Empyema with CC Score 0-2,.,1,3,.,.,.,.,.,.,1,.,4,.,.,.,1,10
DZ11D,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
DZ11E,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,5,.,.,.,.,.,1,.,2,.,.,.,.,.,.,8
DZ11F,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",1,5,.,1,.,.,.,.,.,.,.,.,.,.,.,3,10
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",10,10,.,1,1,.,.,.,2,.,.,.,.,.,.,5,29
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",8,14,5,1,3,.,.,.,1,2,.,4,.,.,.,2,40
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",3,5,.,.,2,3,1,.,2,1,.,.,.,1,.,1,19
DZ12C,Bronchiectasis with CC Score 8+,.,4,1,.,.,.,.,.,.,.,.,.,.,.,.,.,5
DZ12D,Bronchiectasis with CC Score 5-7,.,1,13,.,.,.,.,.,6,1,.,.,.,.,.,1,22
DZ12E,Bronchiectasis with CC Score 2-4,.,3,39,.,.,.,.,.,1,2,.,1,.,2,.,7,55
DZ12F,Bronchiectasis with CC Score 0-1,.,.,46,.,.,.,.,.,1,1,.,1,.,.,.,.,49
DZ14C,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+",1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ14D,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,1,.,1,.,.,.,.,.,.,2,.,.,.,.,4
DZ15K,"Asthma without Intubation, with CC Score 3-5",.,6,.,.,.,.,.,.,1,.,.,.,.,.,.,.,7
DZ15L,"Asthma without Intubation, with CC Score 0-2",.,2,.,.,.,1,.,.,.,1,.,.,.,.,.,.,4
DZ16D,Pleural Effusion with CC Score 12+,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ16E,Pleural Effusion with CC Score 8-11,.,1,.,1,.,.,.,.,.,.,.,.,.,1,.,.,3
DZ16F,Pleural Effusion with CC Score 4-7,3,8,8,.,1,1,.,.,.,.,.,10,.,3,.,9,43
DZ16G,Pleural Effusion with CC Score 0-3,1,2,21,.,.,.,.,.,.,.,.,13,.,.,.,3,40
DZ17E,Respiratory Neoplasms with CC Score 11+,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ17F,Respiratory Neoplasms with CC Score 8-10,1,1,3,.,1,.,.,.,1,.,.,3,.,.,.,.,10
DZ17G,Respiratory Neoplasms with CC Score 5-7,6,3,19,.,1,.,.,.,1,.,.,18,.,1,.,1,50
DZ17H,Respiratory Neoplasms with CC Score 3-4,3,3,39,2,.,1,.,.,.,1,.,22,.,2,.,2,75
DZ17J,Respiratory Neoplasms with CC Score 1-2,3,1,33,1,1,.,.,.,.,.,.,34,.,1,.,1,75
DZ17K,Respiratory Neoplasms with CC Score 0,1,1,2,.,.,.,.,.,.,2,.,13,.,1,.,.,20
DZ18A,Sleeping Disorders Affecting Breathing with CC Score 5+,.,.,3,.,1,.,.,.,.,.,.,.,.,.,.,.,4
DZ18B,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,4,25,.,.,.,.,.,.,.,.,.,.,.,.,1,30
DZ18C,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,15
DZ19E,Other Respiratory Disorders with CC Score 9-11,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ19F,Other Respiratory Disorders with CC Score 6-8,5,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,8
DZ19G,Other Respiratory Disorders with CC Score 0-5,5,9,8,4,5,1,.,.,3,1,.,16,.,2,.,6,60
DZ20A,Pulmonary Oedema with CC Score 9+,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
DZ20B,Pulmonary Oedema with CC Score 4-8,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,13
DZ20C,Pulmonary Oedema with CC Score 0-3,.,.,3,.,1,.,.,1,.,.,.,.,.,.,.,.,5
DZ21A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",1,6,7,.,2,.,1,.,.,1,.,1,.,.,.,.,19
DZ21P,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ21S,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,.,1,1,.,.,.,.,.,.,.,1,.,.,.,.,3
DZ21T,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,1,24,.,2,.,.,.,2,1,.,3,.,3,.,1,37
DZ21U,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",1,2,16,1,2,1,.,.,.,5,.,2,.,.,.,1,31
DZ22D,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
DZ22E,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,1,.,.,.,.,.,.,2,.,1,.,.,4
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,2,5,12,1,1,5,.,.,1,.,.,.,.,1,.,.,28
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,1,4,20,1,4,.,.,2,.,1,.,3,.,.,.,3,39
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,2,.,3,.,.,.,.,.,1,.,.,2,.,2,.,.,10
DZ23F,Bronchopneumonia with CC Score 5-8,2,1,2,.,2,.,.,.,.,.,.,.,.,.,.,4,11
DZ23G,Bronchopneumonia with CC Score 0-4,.,2,7,.,1,.,.,.,.,.,.,.,.,.,.,.,10
DZ24F,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",.,.,7,.,1,.,.,.,.,.,.,.,.,.,.,.,8
DZ24G,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
DZ24H,"Inhalation Lung Injury or Foreign Body, with CC Score 0-3",.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ25E,"Fibrosis or Pneumoconiosis, with CC Score 2-4",.,3,.,.,.,.,.,.,.,.,.,4,.,.,.,.,7
DZ25F,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,4
DZ26D,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7",.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,1,4
DZ26E,"Pneumothorax or Intrathoracic Injuries, with CC Score 2-4",1,.,.,.,.,2,.,.,.,.,.,1,.,1,.,.,5
DZ26F,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1",.,2,1,.,.,.,.,.,.,1,.,2,.,.,.,2,8
DZ27K,"Respiratory Failure without Intubation, with CC Score 4-7",1,4,2,.,.,.,.,.,.,4,.,1,.,.,.,.,12
DZ27L,"Respiratory Failure without Intubation, with CC Score 0-3",.,3,13,.,2,.,.,.,.,.,.,3,.,.,.,.,21
DZ29C,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
DZ29D,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ29E,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",1,6,3,.,.,.,.,2,.,.,.,1,.,.,.,.,13
DZ29F,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",3,3,.,.,.,.,.,1,.,.,.,2,.,.,.,1,10
DZ37A,"Non-Invasive Ventilation Support Assessment, 19 years and over",.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,.,2
DZ50Z,Respiratory Sleep Study,.,.,1,.,.,.,.,.,.,.,.,18,.,.,.,.,19
DZ51Z,Complex Tuberculosis,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ54Z,Complex Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ62A,Very Complex Thoracic Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ62B,Very Complex Thoracic Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ62C,Very Complex Thoracic Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ63A,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63B,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,3,11
DZ63C,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,4,.,1,.,.,.,.,.,.,19,.,.,.,1,25
DZ63D,"Major Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,1,.,1,.,.,.,.,.,.,12,.,1,.,.,15
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,5,4,.,1,.,.,.,.,.,.,37,.,1,.,.,48
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,15,.,1,.,.,.,.,.,.,45,.,2,.,.,63
DZ64D,"Intermediate Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA03A,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA03B,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
EA03C,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,13,.,.,.,.,.,.,.,.,1,.,.,.,.,14
EA03D,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,.,31,.,4,.,.,.,.,.,.,14,.,.,.,.,49
EA03E,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,37,.,6,.,.,.,.,.,.,23,.,.,.,.,66
EA05A,"Pace 2: Dual Chamber, with CC Score 9+",.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EA05B,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,7,.,.,.,.,.,.,.,.,4,.,.,.,.,11
EA05C,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,33,.,2,.,.,.,.,.,.,21,.,.,.,.,56
EA05D,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,21,.,4,.,.,.,.,.,.,26,.,.,.,.,51
EA07B,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 4-7",.,.,3,.,.,.,.,.,.,.,.,4,.,.,.,.,7
EA07C,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 0-3",.,.,6,.,1,.,.,.,.,.,.,11,.,.,.,.,18
EA11A,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 3+",1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
EA11B,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,6,.,.,.,.,7
EA12A,"Implantation of Cardioverter; Defibrillator only, with CC Score 9+",.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,3
EA12B,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,3,.,.,.,.,.,.,.,.,15,.,.,.,.,18
EA12C,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,18,.,.,.,.,.,.,.,.,65,.,.,.,.,83
EA12D,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,17,.,1,.,.,.,.,.,.,101,.,.,.,.,119
EA14A,Coronary Artery Bypass Graft (First Time) with CC Score 12+,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
EA14B,Coronary Artery Bypass Graft (First Time) with CC Score 7-11,.,.,.,.,.,.,.,.,.,.,.,52,.,.,.,.,52
EA14C,Coronary Artery Bypass Graft (First Time) with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,159,.,.,.,.,159
EA14D,Coronary Artery Bypass Graft (First Time) with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,121,.,.,.,.,122
EA16A,"Coronary Artery Bypass Graft (First Time) with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA16C,"Coronary Artery Bypass Graft (First Time) with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA17A,Single Cardiac Valve Procedures with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA17B,Single Cardiac Valve Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
EA17C,Single Cardiac Valve Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,47,.,.,.,.,47
EA17D,Single Cardiac Valve Procedures with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,76,.,.,.,.,77
EA19B,"Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA20A,"Other Complex Cardiac Surgery and Re-do's, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA20B,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
EA20C,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",1,.,.,.,.,.,.,.,.,.,.,27,.,.,.,.,28
EA22Z,"Other Complex Cardiac Surgery with Percutaneous Coronary Intervention, Pacing, EP or RFA",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA29B,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA29C,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
EA31B,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10",1,.,6,.,.,.,.,.,.,.,.,2,.,.,.,.,9
EA31C,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6",24,.,44,.,8,.,.,.,.,.,.,42,.,.,.,.,118
EA31D,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2",109,.,78,.,38,.,.,.,.,.,.,257,.,.,.,.,482
EA35A,Other Percutaneous Interventions with CC Score 8+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA35C,Other Percutaneous Interventions with CC Score 2-4,8,.,9,.,.,.,.,.,.,.,.,31,.,.,.,.,48
EA35D,Other Percutaneous Interventions with CC Score 0-1,14,.,3,.,1,.,.,.,.,.,.,51,.,.,.,.,69
EA36D,Catheter with CC Score 10-12,.,.,2,.,.,.,.,.,.,.,.,2,.,.,.,.,4
EA36E,Catheter with CC Score 7-9,3,.,2,.,.,.,.,.,.,.,.,3,.,.,.,1,9
EA36F,Catheter with CC Score 4-6,13,.,9,.,6,.,.,.,.,.,.,20,.,.,.,9,57
EA36G,Catheter with CC Score 2-3,43,.,36,.,10,.,.,.,.,.,.,92,.,.,.,13,194
EA36H,Catheter with CC Score 0-1,75,.,36,.,20,.,.,.,.,.,.,217,.,.,.,18,366
