HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Average
CA51A,"Very Major Ear Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,224",.,.,.,"1,346",.,"1,305"
CA51B,"Very Major Ear Procedures, 18 years and under",.,371,.,.,.,"3,221",.,.,.,.,.,.,.,.,.,.,"1,283",.,"1,539"
CA52A,"Major Ear Procedures, 19 years and over",510,.,.,.,"1,196","2,180","1,150",.,.,.,.,"1,255","1,265",.,.,.,"1,648",.,"1,415"
CA52B,"Major Ear Procedures, 18 years and under","1,219","1,379",.,.,"1,108","1,004",.,.,.,.,.,.,"1,069",.,.,.,"1,552",.,"1,292"
CA53A,"Intermediate Ear Procedures, 19 years and over",550,"1,922",.,.,204,515,911,.,.,942,.,.,"1,191",.,.,.,"1,058",.,905
CA53B,"Intermediate Ear Procedures, 18 years and under",975,"1,056",.,.,.,885,"1,001",.,.,.,.,.,"1,183",.,.,.,"1,125",.,"1,155"
CA54A,"Minor Ear Procedures, 19 years and over",633,"1,429",.,.,"1,796","1,033",.,.,.,"1,339",.,"1,082",878,.,.,"1,496","1,140",.,"1,117"
CA54B,"Minor Ear Procedures, 18 years and under",574,904,.,.,"1,080",811,554,.,.,.,.,.,"1,054",659,.,.,"1,098",.,912
CA55A,"Minimal Ear Procedures, 19 years and over",567,"1,406",.,.,"1,044",834,897,.,.,942,.,"1,337",275,.,.,.,960,.,"1,051"
CA55B,"Minimal Ear Procedures, 18 years and under",567,"1,212",.,.,"1,049",685,628,.,.,.,.,.,"1,953",.,.,.,"1,027",.,940
CA60A,"Tonsillectomy, 19 years and over",526,"2,718",.,.,.,"1,026","1,041",.,.,.,.,"1,630",868,942,.,"1,228","1,143",.,"1,278"
CA60B,"Tonsillectomy, 18 years and under",730,"2,924",.,.,.,983,928,.,.,.,.,.,948,874,.,.,"1,143",.,"1,086"
CA61Z,Adenotonsillectomy,.,"3,943",.,.,.,"1,011","1,037",.,.,.,.,.,"1,084",.,.,.,"1,143",.,"1,140"
CA62Z,Adenoidectomy,.,"1,422",.,.,"1,781",904,978,"1,107",.,.,.,903,935,957,.,.,"1,064",.,"1,013"
CA63Z,Tracheostomy,.,899,.,.,.,.,.,.,.,.,.,.,644,.,.,.,.,.,772
CA64Z,Uvulopalatoplasty or Uvulopalatopharyngoplasty,.,.,.,.,.,822,.,.,.,797,.,.,883,"1,282",.,.,.,.,882
CA65Z,Frenotomy or Frenectomy,447,629,.,.,763,667,666,928,.,.,.,420,643,501,"1,049",.,"1,060",.,696
CA66A,"Excision or Biopsy, of Lesion of Mouth, 19 years and over",346,956,.,.,494,572,"1,127","1,046",.,801,393,"1,183",603,522,.,.,855,143,492
CA66B,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",382,"1,027",.,.,.,602,940,"1,023",.,780,.,.,"1,161",578,.,.,"1,461",.,905
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",730,.,.,.,.,.,.,.,.,.,.,.,796,.,.,.,.,.,785
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1",730,"1,293",.,.,.,"1,163",.,.,.,.,.,"1,362",770,.,.,.,.,.,865
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over",940,542,.,.,.,"1,073","1,493","1,069",.,.,.,"2,314",812,.,.,.,.,.,937
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",721,"1,157",.,185,.,"1,041",976,"1,045",.,.,601,814,590,"1,064",.,"1,358",927,490,765
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",730,724,.,.,.,609,494,.,.,.,.,714,879,.,.,.,999,.,801
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,754,.,.,.,906,.,801
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,710,"1,262",.,.,.,875,952,.,.,.,.,"2,241",578,.,.,"1,228",.,.,827
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over",730,.,.,.,.,763,956,.,.,.,.,"1,624",664,708,.,"1,228",.,.,833
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under",.,733,.,.,.,706,986,.,.,942,.,"1,308",891,"1,004",.,.,.,.,870
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",.,.,.,.,.,.,.,"11,397",.,.,.,.,.,.,.,.,749,.,"6,073"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,838,.,.,.,.,.,.,"2,277",.,.,.,.,.,"1,917"
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,"1,202"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1","1,743",.,.,.,.,.,"1,776",.,.,.,.,.,406,"1,356",.,.,"1,585",.,"1,345"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,421",.,.,.,.,.,"2,421"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",688,"1,570",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,297",.,"1,186"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",785,.,.,.,.,"1,139","1,642",.,.,.,.,"1,925",909,.,.,.,.,.,979
CA83C,"Major, Mouth or Throat Procedures, 18 years and under",851,.,.,.,.,.,"1,139",.,.,.,.,.,.,.,.,.,398,.,882
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",477,.,.,.,.,.,"1,272","1,118",.,.,.,.,893,.,.,.,"1,031",.,835
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",412,.,.,.,.,782,.,890,.,.,.,.,815,.,.,.,.,.,579
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under",.,"2,128",.,.,.,"1,027",703,.,.,.,.,.,"1,056",.,.,.,"1,055",.,"1,076"
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over",470,"1,384",.,"1,770",577,812,.,"1,045",.,"1,215",.,"1,612",623,559,.,.,"1,338",.,863
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years",419,738,.,.,.,759,882,"1,161",.,.,.,.,"1,241",.,.,.,950,.,"1,051"
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under",.,689,.,.,.,.,.,.,.,.,.,.,836,.,.,.,.,.,726
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over",390,"2,054",.,.,627,.,837,.,.,873,.,"1,299",569,.,.,.,"1,064",.,690
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years",321,.,.,.,.,667,.,.,.,.,.,.,"1,019",671,.,.,921,.,903
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,500,.,.,.,906,.,703
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",368,"2,563",.,.,.,.,.,.,.,.,.,"2,211","1,510",.,.,.,.,.,"1,598"
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,595",.,.,.,.,.,"1,595"
CA94Z,Intermediate Maxillofacial Procedures,352,.,.,.,.,279,.,.,.,.,.,.,"1,604",.,.,.,"1,773",.,"1,195"
CA95Z,Minor Maxillofacial Procedures,396,.,.,.,.,558,.,"1,307",.,.,.,.,942,.,.,.,"1,683",.,"1,075"
CA97Z,"Reduction or Fixation, of Cheekbone",605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,301",.,953
CA98Z,Reduction of Fracture of Nasal Bone,479,"1,107",.,.,"1,180",670,605,956,.,.,.,"1,350",343,546,.,"1,423",906,.,752
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",321,761,.,103,.,.,.,.,.,.,.,.,305,.,.,.,597,.,319
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",265,566,.,599,.,.,.,.,.,.,.,.,92,.,.,.,704,.,496
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",226,371,.,258,204,349,454,.,.,.,.,.,151,.,.,"1,032",873,.,268
CD01A,"Major Dental Procedures, 19 years and over",368,.,.,.,.,612,"1,006","1,156",.,.,.,.,"1,120",.,.,.,"1,537",.,"1,033"
CD01B,"Major Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,886,.,.,.,"1,537",.,"1,211"
CD02A,"Intermediate Dental Procedures, 19 years and over",409,.,.,.,.,753,694,"1,318",.,.,.,.,"1,192",304,.,.,"1,726",.,"1,062"
CD02B,"Intermediate Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,074",.,.,.,"1,661",.,"1,466"
CD03A,"Minor Dental Procedures, 19 years and over",372,.,.,.,.,.,737,"1,065",.,.,.,.,"1,358",.,.,.,.,.,714
CD03B,"Minor Dental Procedures, 18 years and under",435,.,.,.,.,.,.,.,.,.,.,.,"1,029",.,.,.,"1,300",.,921
CD04A,"Major Surgical Removal of Tooth, 19 years and over",368,.,.,.,.,636,"1,000","1,160",.,.,.,.,729,.,.,.,"1,556",.,610
CD04B,"Major Surgical Removal of Tooth, 18 years and under",368,.,.,.,.,639,627,"1,232",.,.,.,.,"1,413",.,.,.,"1,576",.,802
CD05A,"Surgical Removal of Tooth, 19 years and over",369,.,.,.,.,657,975,"1,226",.,.,.,.,982,.,.,.,"1,563",.,793
CD05B,"Surgical Removal of Tooth, 18 years and under",396,.,.,.,.,664,893,"1,107",.,.,.,.,929,.,.,.,"1,506",.,"1,042"
CD06A,"Extraction of Multiple Teeth, 19 years and over",368,.,.,.,.,654,820,"1,333",.,.,668,.,"1,389",.,.,.,"2,168",.,"1,244"
CD06B,"Extraction of Multiple Teeth, 18 years and under",368,.,.,.,.,742,964,"1,080",.,.,.,.,905,"1,347",.,.,"1,458",.,922
CD07A,"Minor Extraction of Tooth, 19 years and over",368,.,.,.,.,.,913,928,.,.,.,.,821,.,.,.,"1,300",.,515
CD07B,"Minor Extraction of Tooth, 18 years and under",368,.,.,.,.,.,727,928,.,.,.,.,"1,088",.,.,.,.,.,949
CD08Z,Minor Dental Biopsy,321,.,.,.,.,.,.,928,.,.,.,.,214,.,.,.,"1,553",.,396
CD09A,"Minor Dental Restoration Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,651",.,.,.,.,.,"1,651"
CD09B,"Minor Dental Restoration Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,747,.,.,.,.,.,747
CD11A,"Dental Fitting or Insertion Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,852",.,.,.,.,.,"1,852"
CD11B,"Dental Fitting or Insertion Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,600",.,.,.,.,.,"2,600"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,"2,510",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,510"
DZ09L,"Pulmonary Embolus without Interventions, with CC Score 12+",.,.,.,.,.,.,137,.,.,.,.,.,.,.,.,.,.,.,137
DZ09P,"Pulmonary Embolus without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,652
DZ09Q,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,.,.,135,.,.,454,.,.,.,.,.,.,.,.,.,.,.,241
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,276,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,365
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,276,.,.,.,340,454,.,.,.,.,.,.,.,.,.,.,.,316
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,202,.,291,.,.,454,.,.,.,.,.,.,.,.,.,652,.,341
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,.,301,454,.,.,.,.,.,.,.,.,.,444,.,374
DZ12D,Bronchiectasis with CC Score 5-7,.,.,.,.,.,.,.,.,.,419,.,.,.,.,.,.,.,.,419
DZ12E,Bronchiectasis with CC Score 2-4,.,.,.,149,.,.,.,.,.,419,.,.,.,.,.,.,.,.,284
DZ12F,Bronchiectasis with CC Score 0-1,.,.,.,.,.,537,.,.,.,.,.,.,.,.,.,.,628,.,598
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,.,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,185
DZ15R,"Asthma without Interventions, with CC Score 0-2",.,.,.,241,.,.,.,.,.,.,.,.,"1,259",.,.,.,.,.,"1,055"
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10",.,.,.,.,.,828,.,.,.,.,.,.,.,.,.,.,.,.,828
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,.,136,.,258,412,.,.,.,.,.,.,.,.,.,363,.,252
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12",100,480,.,79,.,294,.,.,.,.,.,.,.,.,.,.,652,.,190
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7",611,761,.,83,.,635,454,.,.,.,.,.,.,.,.,.,652,.,430
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3",323,761,.,117,313,294,.,.,.,.,.,.,315,.,.,.,625,.,352
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10",259,378,.,502,.,.,399,.,.,.,.,.,.,.,.,.,.,.,383
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4",276,.,.,162,782,269,539,.,.,.,.,.,110,.,621,.,353,.,328
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,521,.,.,.,.,.,521
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,451
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,524,.,129,.,340,.,.,.,.,.,.,.,.,.,.,652,.,403
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10",.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
DZ25L,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 4-6",.,.,.,.,.,222,.,.,.,.,.,.,.,.,.,.,.,.,222
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,521,.,.,.,266,.,351
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2",.,.,.,.,.,.,328,.,.,.,.,.,.,.,.,.,.,.,328
DZ29J,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4",.,81,.,502,.,340,.,.,.,.,.,.,.,.,.,.,.,.,166
DZ29K,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 0-1",100,81,.,.,.,383,920,.,.,.,.,.,876,.,.,.,266,.,329
DZ37B,"Non-Invasive Ventilation Support Assessment, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,670,.,.,.,.,.,670
DZ50Z,Respiratory Sleep Study,.,.,.,.,.,.,.,.,.,.,.,.,"1,886",.,.,.,.,.,"1,886"
DZ59Z,Airflow Studies,.,.,.,175,.,.,.,.,.,.,.,.,954,.,.,.,.,.,868
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,749
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",592,.,.,479,.,423,.,.,.,.,.,.,"1,325",.,"1,022",.,749,.,861
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",592,.,.,635,.,632,328,.,.,"1,011",.,"1,603","1,427",.,"1,022",.,749,.,931
DZ65K,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",259,.,.,.,.,537,454,.,.,.,.,.,.,.,.,.,.,.,417
DZ67Z,Major Therapeutic Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,.,851
DZ68Z,Therapeutic Bronchoscopy,.,.,.,636,760,.,.,.,.,.,651,.,.,.,.,.,.,.,654
DZ69A,"Diagnostic Bronchoscopy, 19 years and over",515,"1,256",.,454,748,579,685,.,.,.,666,.,520,.,"1,168",.,809,.,755
DZ69B,"Diagnostic Bronchoscopy, 18 years and under",.,.,.,314,.,.,897,.,.,.,.,.,"1,289",.,.,.,"1,065",.,"1,159"
DZ70Z,Endobronchial Ultrasound Examination of Mediastinum,251,.,.,604,.,522,.,.,.,.,.,.,728,.,655,.,749,.,421
DZ71Z,Minor Thoracic Procedures,.,526,.,.,614,700,"1,531",.,.,.,"1,490",.,847,.,"1,224","1,055","1,181",.,"1,025"
EB02C,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266,.,266
EB03C,"Heart Failure or Shock, with CC Score 8-10",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
EB03D,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,459,.,459
EB03E,"Heart Failure or Shock, with CC Score 0-3",259,.,.,.,.,.,454,.,.,419,.,.,432,.,.,.,266,.,326
EB04Z,Hypertension,829,.,.,.,.,.,687,.,.,.,.,.,531,416,.,.,749,.,634
EB06C,Cardiac Valve Disorders with CC Score 5-8,.,.,.,241,.,340,.,.,.,.,.,.,432,.,.,.,.,.,361
EB06D,Cardiac Valve Disorders with CC Score 0-4,259,.,.,241,.,516,.,.,.,.,542,.,432,.,.,.,508,.,415
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9",829,.,.,241,.,.,454,.,.,.,.,.,.,.,.,.,508,.,455
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6",456,.,.,241,313,363,"1,180",310,.,581,.,.,432,.,337,979,387,.,468
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3",432,.,.,242,313,364,"1,672",310,.,419,751,.,426,328,341,991,742,.,514
EB08B,"Syncope or Collapse, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,652,.,652
EB08C,"Syncope or Collapse, with CC Score 7-9",.,249,.,241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,245
EB08E,"Syncope or Collapse, with CC Score 0-3",259,.,.,161,215,450,"1,725",.,.,581,542,.,.,.,.,.,587,.,559
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,259,.,.,.,.,.,.,.,.,.,542,.,432,.,.,.,.,.,349
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,259
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266,.,263
EB12A,Unspecified Chest Pain with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270,270
EB12B,Unspecified Chest Pain with CC Score 5-10,259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,259
EB12C,Unspecified Chest Pain with CC Score 0-4,266,.,.,"2,072",.,537,454,.,.,.,144,.,"1,557",.,.,555,266,.,841
EB13C,Angina with CC Score 4-7,.,.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,266,.,315
EB13D,Angina with CC Score 0-3,259,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,266,.,276
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,507,.,.,.,.,.,.,.,.,.,.,.,.,.,.,507
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,.,249,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,418
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,259,276,.,374,.,.,454,.,.,.,.,.,432,.,.,.,459,.,373
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,259,761,.,337,.,477,.,.,.,.,.,.,432,.,.,.,652,.,386
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,259,.,.,195,.,351,609,.,.,.,542,.,432,.,.,.,.,.,359
EC14B,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
EC15B,Minor Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,"2,049",.,.,.,.,.,.,.,.,"3,267",.,.,.,.,.,"2,734"
EC20A,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,"1,151",.,.,775,.,"1,356",.,.,.,.,.,.,"1,340",.,.,.,749,.,"1,220"
EC20B,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,"1,151",.,.,653,.,.,.,.,.,.,.,.,"1,527",.,.,.,.,.,"1,370"
EC21Z,Complex Echocardiogram for Congenital Heart Disease,"1,398",.,.,430,.,.,.,.,.,.,731,.,944,.,.,.,749,.,936
EC22Z,"Electrocardiogram Monitoring or Stress Testing, for Congenital Heart Disease",.,.,.,549,.,363,.,.,.,.,.,.,291,.,.,.,.,.,380
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,267,.,"1,163",.,.,.,.,.,.,.,.,.,"1,212",927,.,892
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,"2,097",.,.,"1,022",.,.,.,.,.,.,.,.,.,.,.,"1,559"
ED30C,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,400",350,.,.,875
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,"1,584",.,664,.,.,.,"1,277"
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8,.,.,.,"13,632",.,"11,542",.,.,.,.,.,.,"14,249",.,.,.,.,.,"13,934"
EY04B,Implantation of Biventricular Pacemaker with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,.,"6,825",.,.,.,.,.,"6,825"
EY06D,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,.,"3,028",.,.,.,.,.,.,.,.,"3,636",.,.,.,.,.,"3,314"
EY06E,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,.,"3,010",.,"3,017",.,.,.,.,.,.,"3,850",.,.,.,.,.,"3,548"
EY07B,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,.,"4,847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,847"
EY08C,Implantation of Single Chamber Pacemaker with CC Score 6-8,.,.,.,"2,942",.,.,.,.,.,.,.,.,"3,319",.,.,.,.,.,"3,225"
EY08D,Implantation of Single Chamber Pacemaker with CC Score 3-5,.,.,.,"2,777",.,"2,152",.,.,.,.,.,.,"3,280",.,.,.,.,.,"2,964"
EY08E,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,.,"2,815",.,"2,071",.,.,.,.,.,.,"3,228",.,.,.,749,.,"2,728"
EY09A,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"2,798",.,.,.,.,.,"2,798"
EY09B,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,908,.,.,.,.,.,.,.,.,"1,650",.,.,.,.,.,"1,031"
EY10A,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"1,334",.,.,.,.,.,"1,334"
EY10B,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,"1,894",.,"1,898",.,.,.,.,.,.,"1,943",.,.,.,.,.,"1,915"
EY11Z,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,.,.,.,272,.,.,.,.,.,.,.,.,.,.,.,.,.,.,272
EY12A,Implantation of Electrocardiography Loop Recorder with CC Score 3+,.,.,.,"2,151",.,"1,898",.,.,.,.,.,.,"2,393",.,.,.,749,.,"1,973"
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,.,"2,153",.,"1,898",.,.,.,.,.,.,"2,815",.,.,.,749,.,"2,016"
EY13Z,Removal of Electrocardiography Loop Recorder,.,.,.,"1,383",.,"1,514",.,.,.,.,.,.,"1,093",.,.,.,749,.,"1,285"
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,749
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,"2,059",.,"4,967",.,.,.,.,.,.,.,564,411,.,749,.,"1,750"
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,"6,369",.,.,.,.,.,.,.,.,.,.,.,.,"6,369"
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,"6,369",.,.,.,.,.,.,"3,732",.,.,.,.,.,"4,611"
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,"6,369",.,.,.,.,.,.,"3,958",.,.,.,.,.,"4,682"
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,"2,089",.,"3,315",.,.,.,.,.,.,"3,309",.,.,.,.,.,"2,927"
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,.,"2,059",.,"3,315",.,.,.,.,.,.,"2,489",.,.,.,.,.,"2,833"
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,"2,838",.,"2,939",.,.,.,.,.,.,.,.,.,.,.,.,"2,905"
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"2,678",.,.,"2,846",.,"3,077",.,.,.,.,.,.,"4,624",.,.,.,.,.,"3,072"
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"3,492",.,.,"2,597",.,"3,014",.,.,.,.,.,.,"3,376",.,.,.,.,.,"2,983"
