X,Y,FID,BRIDGE_COD,BRBIDGE_NA,FACILITYID,SHAPE_Leng,ET_ID,ET_X,ET_Y,ET_ANGLE,ET_IDP
-80.17460738935803,40.545984602052805,251,BB01,Blackburn Rd Bridge No.1,37,77.601645,305,1294767.60627,451001.562686,38.011507,305
-80.132226897023912,40.643570652462913,252,SB19,Big Sewickley Creek Br #19,103,5,82,1307500.02212,486219.709598,249.125182,82
-79.96518395931848,40.408126886727601,253,BC03,Beck's Run Rd Bridge No.2,44,120.532014,306,1351688.33506,399266.860006,231.179946,306
-80.123593304687532,40.648157274082671,254,SB20,Big Sewickley Creek Br #20,104,5,83,1309939.92863,487825.573044,45.689655,83
-79.959888447530105,40.410062188266359,255,BC01,Beck's Run Rd Bridge No.2,40,80.892343,307,1353180.18943,399934.721768,79.205982,307
-80.136506968197239,40.640955348856409,256,SB18,Big Sewickley Crk Br #18,105,11,84,1306286.96717,485299.33073,235.079485,84
-79.962751785691964,40.409712470827387,257,BC02,Bajo Street Bridge No.2,41,22.274929,308,1352379.8974,399827.324277,106.681542,308
-79.806281542235112,40.318253270751939,258,YR11,Boston Greenock Rd Br #11,106,22.679399,85,1395163.73106,365465.195242,13.268576,85
-79.976876313485803,40.403702961054279,259,BC06,Beck's Run Rd Bridge No.6,47,24,309,1348392.68204,397737.630379,42.273657,309
-80.031444642371909,40.619947119901347,260,PN08,Brown Rd Br #8,107,6,86,1335235.58054,476877.828866,133.877722,86
-79.799629836523422,40.651325973926632,261,BF06,Thompson's Run No. 6,241,83.796723,310,1399833.96934,486728.61589,166.561767,310
-79.879889428626825,40.365532064515683,262,BR02,Bull Run #2,108,6,87,1375059.47952,383169.9765,165.963821,87
-79.808260015718531,40.658066377013732,263,BF07,Thompson's Run No.7,242,65.893758,311,1397497.19945,489239.268423,148.495832,311
-79.879635072015475,40.364298495174523,264,BR01,Bull Run Br #1,109,21.000269,88,1375119.50007,382719.015168,90,88
-79.808794701420311,40.659200869494413,265,BF08,Thompson's Run No.8,243,79.462481,312,1397358.52822,489655.926681,134.076008,312
-80.017037337745364,40.324717709301254,266,CT10,Catfish Run # 10,110,12.5,89,1336473.08685,369257.746782,229.634025,89
-80.247920907682868,40.541806344449931,267,BG01,Boggs Run #1,8,45.492767,313,1274358.05721,450047.774773,91.116047,313
-80.008529024456749,40.319995131317754,268,CT04,Catfish Run #4,111,13,90,1338800.60867,367477.131179,252.67802,90
-80.116840054045099,40.674086523965009,269,BH06,Brush Creek #6,52,45.327941,314,1312066.33409,497218.319551,130.236324,314
-80.009101484067102,40.320865496991104,270,CT17,Catfish Run Bridge #17,112,38.712649,91,1338649.14615,367798.17753,239.276726,91
-80.003310014778634,40.445552614260471,271,AL02,Sixth St Br,238,894.810826,315,1341422.3599,413165.134027,165.749955,315
-80.006347240458254,40.325015491934394,272,CT18,Catfish Run Bridge #18,113,2.6,92,1339455.5018,369289.864668,262.875628,92
-80.001420138237648,40.446113662403711,273,AL03,Seventh St Br,239,924.908151,316,1341953.39375,413356.043118,165.343252,316
-80.007836280200692,40.328651492006436,274,CT19,Catfish Run Bridge #19,114,2,93,1339074.3253,370624.610358,244.42468,93
-79.99974555761122,40.446623925083571,275,AL04,Ninth St Br,240,897.454193,317,1342424.04672,413529.994919,159.341081,317
-79.976140747760908,40.404556085153999,276,BC05,Beck's Run #5,125,22.675346,94,1348605.30176,398043.157944,134.492955,94
-79.990181271260511,40.451057790624752,277,AL05,Sixteenth St Bridge, ,1872.624307,318,1345126.06814,415077.069599,139.383084,318
-80.01000536575728,40.330809165520286,278,CT21,Catfish Run Bridge #21,126,3,95,1338489.88549,371425.84547,168.126324,95
-80.100586773173021,40.662775858236607,279,BH08,Brush Creek #8,56,63.111867,319,1316463.38664,492978.721867,156.370686,319
-80.001971696073639,40.312119267491973,280,CT24,Catfish Run Bridge #24,127,4,96,1340555.30384,364562.258961,44.502337,96
-80.10831180313663,40.661336380326411,281,BH07,Brush Creek #7,58,60.432002,320,1314307.01977,492511.615332,90,320
-80.001172675848778,40.316079492885237,282,CT25,Catfish Run Bridge #25,128,3,97,1340814.82816,365998.788797,256.259989,97
-80.075040987961586,40.463389873177789,283,CC02,Windgap Avenue Bridge,73,790.775172,322,1321635.79952,420178.446252,24.032589,322
-79.86111708961738,40.240901460854801,284,DG04,Douglas Run #4,130,5,98,1379203.68097,337655.461286,79.380354,98
-80.080707109110207,40.439904331585595,285,CC03,Chartiers Creek Br #3,75,310.015316,323,1319833.97876,411667.201135,17.979917,323
-79.844498783911163,40.255104879422056,286,DG16,Douglas Run Br #16,131,3,99,1383964.34524,342717.701469,121.184992,99
-80.066054989860007,40.430146197016064,287,OK03,Oakwood Run Br #3,355,385,325,1323817.70054,408006.262138,198.039821,325
-79.836918765384709,40.240908026659923,288,DG18,Douglas Run Br #18,132,2.6,100,1385957.19097,337497.303379,75.094264,100
-80.079510260340697,40.420097966231197,289,CC15,Chartiers Creek No. 15,81,125,326,1319976.69095,404445.493825,173.855841,326
-80.007696692145146,40.31975687128385,290,CT06,East Dr Br #6,133,24.101797,101,1339030.4018,367384.429397,154.43907,101
-80.084132545496487,40.411899508859506,291,CC04,Chestnut Street Bridge #4,75,147.892634,327,1318611.23816,401493.836367,162.895839,327
-80.002099065389018,40.310061290975547,292,CT14,Edgebrook Br #14,134,6,102,1340500.67882,363813.704001,216.654423,102
-80.088632643423949,40.402187967324458,293,CC06,Chartiers Creek No. 6,80,146,328,1317264.89605,397990.338893,157.983635,328
-79.883535644165107,40.237465057592573,294,FT07,Fallen Timber Run Br #7,135,2,103,1372916.73802,336554.375325,24.342799,103
-80.099361952310261,40.416401473967397,295,CM01,Campbell's Run #1,180,40,329,1314415.5569,403245.750681,145.491441,329
-80.073975885719477,40.591380902807927,296,FH02,Fish Run #2,136,7,104,1323158.96277,466782.274717,140.014212,104
-80.130697909613488,40.429577948226026,297,CM08,Campbells Run #8,180,9,330,1305822.80917,408277.810436,134.999956,330
-79.996989910240842,40.596122982328225,298,PI42,Gatehouse Box Culvert,137,5,105,1344576.35505,467956.037047,0.009494,105
-80.136549941324503,40.43168162723849,299,CM09,Campbells Run #9,245,4,331,1304214.97405,409087.864706,130.601351,331
-80.03114881735695,40.545067025817346,300,GI01,Girty's Run Br #1,138,12,106,1334613.10262,449605.309936,53.673143,106
-80.143305799654755,40.435102713867074,301,CM10,Campbell's Run Br #10,246,14.7,332,1302368.74161,410384.59451,137.121201,332
-79.983505807504159,40.483290268169,302,GI17,Girty's Run Br #17,139,5,107,1347280.19773,426768.581413,154.23062,107
-80.159149646382886,40.443784803768658,303,CM11,Campbells Run Br #11,247,4,333,1298046.26635,413666.200456,90,333
-79.986271528493603,40.488129382600057,304,GI22,Girty's Run Br #22,140,2,108,1346555.74925,428550.382816,164.388897,108
-80.195248488409646,40.454603272290065,305,MT13,Montour Run Br #13,352,9,334,1288111.79808,417881.967428,53.912079,334
-79.987392392910664,40.491274462992365,306,GI23,Girty's Run Br #23,141,2,109,1346273.10969,429703.67096,209.054561,109
-80.158324321203153,40.589877539771379,307,SL07,Little Sewickley Creek Br #7,397,3,335,1299727.12897,466862.354922,126.25709,335
-80.030745182917357,40.545130510363961,308,GI24,Girty's Run Br #24,142,6,110,1334725.83716,449625.533025,105.484184,110
-80.191020233342442,40.558301994707719,309,SL04,Little Sewickley Creek Br #4,396,31,336,1290332.09471,455612.796182,121.607464,336
-79.923884485136,40.577851466784352,310,GH05,Gourdhead Run Br #5,143,5,111,1364707.61603,460793.474768,26.294766,111
-80.201016725666122,40.591526624826074,311,SB08,Big Sewickley Creek Br #8, ,47.016778,337,1287891.45814,467789.07203,180,337
-80.05137270285644,40.336502140919123,312,GS04,Graeser's Run Br #4,144,8,112,1327014.73829,373796.867126,178.122184,112
-80.078638494083108,40.470089014704129,313,PH01,Pine Hollow Br #1,371,6,338,1320699.49048,422644.471819,130.601299,338
-80.042988733707915,40.501058195173769,314,JA05,Jack's Run #5,146,11,113,1330907.51592,433663.29925,87.896547,113
-80.045392397148504,40.490081147239792,315,JA03,Jacks Run Br #3,276,10,340,1330135.36894,429683.04494,135.437828,340
-79.944437358881217,40.513608687178191,316,PL16,Kay St Br #16 (under Saxonbur,147,4,114,1358418.75108,437537.838007,122.591486,114
-79.982612354924044,40.481619660519165,317,GI16,Girty's Run Br #16,272,16,341,1347513.26238,426153.886772,336.037595,341
-80.151605155862768,40.565138699948285,318,SS02,L.Sewickley Crk.S.Br. #2,148,14,115,1301347.46547,457802.300859,345.203661,115
-80.062054268733775,40.494430180681213,319,DH01,Jackman Ave Br #3,256,234,342,1325544.11097,431387.744379,129.281632,342
-80.075494963593187,40.592477215987152,320,FH01,Brandt School Rd Br#1,266,19.42,343,1322747.74563,467192.638332,134.016296,343
-80.150752322982939,40.561475863099197,321,SS03,L.Sewickley Crk.S.Br. #3,149,13,116,1301548.04817,456461.953089,356.625041,116
-79.959338193099512,40.562813155098929,322,GH02,Gourdhead Run Br #2,270,42,344,1354725.39373,455560.987086,0.350453,344
-80.149976027406112,40.554266615188617,323,SS04,L.Sewickley Crk.S.Br. #4,150,13,117,1301692.29108,453830.680268,179.28543,117
-80.074113294579902,40.359259197934087,324,PA02,Painter's Run Br #2,356,39,345,1320895.62053,382250.253925,98.979855,345
-80.144908400454739,40.552524835454363,325,SS07,L.Sewickley Crk.S.Br. #7,151,8,118,1303082.72705,453158.147763,54.544868,118
-80.072796052921746,40.359956609561834,326,PA03,Painter's Run Br #3,357,34,346,1321269.26177,382494.57232,45.540378,346
-79.955173027595009,40.34158075156256,327,LW03,Lewis Run Br #3,152,3,119,1353869.9909,374962.209588,190.451543,119
-80.094536540177074,40.362004923057931,328,PA06,Painter's Run Br #6,358,22,347,1315232.64611,383400.579899,105.150507,347
-80.002877233237612,40.334301304348664,329,LC16,Lick's Run Br #16,154,2,120,1340508.9792,372646.821658,131.069853,120
-79.999671872267413,40.307599901032127,330,CT03,Corrigan Dr Br #3,247,25,349,1341154.51798,362900.079516,125.537704,349
-79.971681107744729,40.29990312765279,331,LC08,Lick?s Run Br #8,156,3,121,1348887.86861,359899.492152,353.256899,121
-80.049582775318555,40.567990387624455,332,LE10,Lowrie's Run East Br #10,157,5,122,1329709.2466,458086.472871,118.43177,122
-80.065167945350424,40.326465151389471,333,ML07,McLaughlin's Run  Br #7,159,21,123,1323074.47728,370242.226292,227.619623,123
-79.909209347993624,40.317908651435609,334,MR02,McRobert's Run Br #2,160,5,124,1366467.68449,366024.64272,82.929638,124
-79.994176127115281,40.585200265625694,335,NP01,North Park Bridge #1,168,3,125,1345256.38296,463958.203178,135.860248,125
-80.02231897355199,40.603203286963918,336,NP10,North Park Bridge #10,169,4,126,1337611.11073,470714.571641,173.811458,126
-79.998900514178999,40.593789267363213,337,NP02,North Park Bridge #2,170,4,127,1344024.3016,467119.621219,85.135545,127
-79.998617118317327,40.591979254565459,338,NP03,North Park Bridge #3,171,3,128,1344086.18991,466458.425653,256.218382,128
-80.003082235998889,40.592054225611435,339,NP04,North Park Bridge #4,172,3,129,1342847.24481,466517.33189,313.347673,129
-80.005809163045541,40.589266473845484,340,NP05,North Park Bridge #5,173,2,130,1342064.23536,465521.389184,69.443995,130
-80.012013236263599,40.58825987357708,341,NP06,North Park Bridge #6,174,4,131,1340332.35313,465198.864542,103.512492,131
-80.014362811153774,40.591584826049029,342,NP07,North Park Bridge #7,175,2,132,1339711.06704,466426.500023,169.380367,132
-80.014440459808014,40.591876073737751,343,NP08,North Park Bridge #8,176,5,133,1339692.22992,466533.12248,170.28677,133
-80.014384047712781,40.593099931266238,344,NP09,North Park Bridge #9,177,4,134,1339719.32258,466978.437564,77.175496,134
-80.059060606407428,40.371902897309226,345,PA11,Painter's Run Br #11,178,5,135,1325209.4539,386744.686004,213.439937,135
-80.065369488396996,40.362331083054109,346,PA01,Painter's Run Br #1,179,15,136,1323360.82541,383304.940636,299.744904,136
-79.898471106820551,40.233499840214513,347,PG11,Pangburn Hollow Br #11,181,2,137,1368713.13227,335211.398253,13.109376,137
-79.897679542763271,40.218793114672479,348,PG13,Pangburn Hollow Br #13,182,6,138,1368803.79098,329850.11859,198.408928,138
-79.836329536234473,40.256897246547005,349,PC02,Pierce Run Bridge #2,183,7,139,1386259.23226,343316.492664,339.228127,139
-79.837395808356831,40.25942715419454,350,PC03,Pierce Run Bridge #3,184,5,140,1385983.50038,344244.886119,14.381403,140
-79.965422125745377,40.56082283230117,351,PI29,Pine Creek Bridge #29,185,3,141,1353017.38487,454878.46815,176.583622,141
-79.995599918427217,40.571130926326049,352,PI30,Pine Creek Bridge #30,186,3,142,1344730.73757,458844.328643,214.003271,142
-79.993348788816789,40.571841955103409,353,PI36,Pine Creek Bridge #36,187,21.806536,143,1345362.48841,459087.386264,204.801197,143
-80.023087756460072,40.616850091436717,354,PN11,Pine Creek N Br #11,189,5,144,1337525.66652,475690.102117,334.094523,144
-80.018633232641562,40.612362390452994,355,PN12,Pine Creek N Br #12,190,4,145,1338719.90827,474023.924038,150.927273,145
-79.907287253442163,40.32417918158589,356,PR02,Pine Run Br #2,191,15,146,1367059.29433,368295.170774,13.264917,146
-79.957974934481882,40.371144444297649,357,SZ14,Street's Run Br #14,214,22.954946,147,1353358.44245,385748.241127,294.717605,147
-80.006653336526639,40.317157975136119,358,CT13,Tennis Court's S Park Br #13,215,1.757387,148,1339297.0471,366430.545273,140.925781,148
-79.993783858728492,40.510941192165092,359,TN01,Thompson Run  North Side Br #,216,9,149,1344678.01734,436911.106242,126.896765,149
-79.988280148269325,40.525755416924987,360,TN08,Thompson Run  North Side Br #,217,3,150,1346344.61677,442267.428431,179.620237,150
-79.814666487250932,40.462224220866688,361,TE11,Thompson Run E. Side #11,218,4,151,1394052.34147,417953.484336,133.554481,151
-79.990288643681339,40.53448444303293,362,PS07,Thompson Run Road Bridge #7,219,4,152,1345867.11437,445460.590519,351.133946,152
-79.996898146298378,40.547170681272334,363,PS09,Thompson Run Road Bridge #9,220,6,153,1344148.13628,450127.434833,156.747129,153
-79.879984384928804,40.365779279051004,364,TS03,Thompson Run South Side Br #3,221,6,154,1375035.19934,383260.647405,251.409893,154
-79.911059305299375,40.317796608972927,365,MR03,McRobert's Run Br #3,161,8,155,1365950.98167,365996.455564,268.518542,155
-79.851200509194044,40.231726201004534,366,MH01,Mustard Hollow Run  Br #1,163,9,156,1381891.75111,334247.945917,283.421853,156
-79.841719030230337,40.226390256285896,367,MH02,Mustard Hollow Run  Br #2,164,10,157,1384492.23879,332241.829173,342.738245,157
-79.839682483550888,40.225457861062523,368,MH03,Mustard Hollow Run  Br #3,165,12,158,1385052.70043,331888.802288,105.802452,158
-79.720048771455197,40.618723492348465,369,AL12,Natrona Rd Br #12,166,21.96404,159,1421644.93929,474351.550218,49.184871,159
-79.716435209163834,40.621380846727675,370,AL20,Natrona Rd Br #20,167,52.568281,160,1422669.39878,475297.060464,32.399839,160
-80.010167018905079,40.334312324862722,371,CT22,Catfish Run Bridge #22,116,4,161,1338477.48998,372702.757424,211.602866,161
-80.002492582292703,40.311813917477537,372,CT23,Catfish Run Bridge #23,117,3,162,1340407.2532,364454.76276,217.013269,162
-79.803634011183419,40.610956946144206,373,BY02,Creighton-Russellton Rd Br #2,118,22.837934,163,1398381.24479,472051.441031,226.507471,163
-79.830901964606909,40.618169181007829,374,DP01,Deer Lakes Park Br #1,119,5,164,1390874.5522,474855.417306,180.824343,164
-79.822452121972177,40.622892022288887,375,DP02,Deer Lakes Park Br #2,120,4,165,1393260.04063,476520.37522,282.061357,165
-79.826849956626546,40.240425947098544,376,DG06,Douglas Run #6,121,4.5,166,1388763.15412,337255.477145,115.052956,166
-79.854233063835139,40.241452943091076,377,DG13,Douglas Run Br #13,122,8,167,1381129.70955,337810.441181,34.060943,167
-79.854074203565901,40.241897714063356,378,DG14,Douglas Run Br #14,123,1.4,168,1381177.90503,337971.363794,130.236365,168
-79.855228521990867,40.243638279269078,379,DG15,Douglas Run Br #15,124,2.6,169,1380870.8682,338612.931394,184.315923,169
-79.931294453602277,40.341465558302652,380,PR06,Pine Run Br #6,194,3,170,1360523.08285,374754.967166,100.734661,170
-80.001727517820484,40.287205493322652,381,PF07,Piney Fork Creek Br #7,195,10,171,1340391.98814,355487.597354,272.568025,171
-79.899542847073548,40.318510210070542,382,RE01,Reed's Run Br #1,196,5,172,1369167.70856,366177.970236,258.804887,172
-79.853554395380087,40.241112436871447,383,DG10,Round Hill Rd Br #10,197,9,173,1381316.16135,337681.920559,268.754659,173
-79.835280787447971,40.25425477920782,384,DG11,Round Hill Rd Br #11,198,22.021166,174,1386529.12879,342347.225073,262.821665,174
-79.996011804191326,40.302437300596488,385,CT15,Scnmker Rd. Br. #15, ,0,350,1342127.12247,360994.015901,116.565051,350
-79.838370112248995,40.244692556182891,386,DG12,Round Hill Rd Br #12,199,3,175,1385584.73608,338885.15754,173.352689,175
-79.996670579624492,40.302584862047993,387,CT16,Fair Gands Hil Fame SP Br#16, ,0,351,1341944.80845,361052.427144,83.65987,351
-79.835448698726807,40.240754247450631,388,DG07,Round Hill Rd Br #7,201,5,176,1386366.14704,337431.605071,295.201166,176
-79.997474490142608,40.303278819413848,389,CT08,Catfish Run #8,248,37,352,1341727.09369,361310.852795,167.471195,352
-79.905129822108876,40.564042292568473,390,PL17,Little Pine Creek Br #17,202,3,177,1369792.89826,455636.503326,174.292481,177
-79.999420347937203,40.306429320110347,391,CT09,Catfish Run #9,249,32,353,1341213.78251,362471.998122,169.695158,353
-79.994240394860896,40.477517328911141,392,SG01,Spring Garden Run Br #1,203,6,178,1344241.71358,424741.862277,291.046716,178
-79.806394859175327,40.242727414359877,393,DG01,Douglas Run #1, ,0,354,1394491.52975,337960.028401,172.405367,354
-79.996619184084565,40.484469254413902,394,SG03,Spring Garden Run Br #3,205,7,179,1343644.59293,427290.465397,182.565542,179
-79.839581462066064,40.241426801737525,395,DG08,Douglas Run #8, ,0,355,1385218.53436,337703.810086,81.904375,355
-79.997338762963466,40.487463000750523,396,SG05,Spring Garden Run Br #5,206,6,180,1343472.24962,428385.832529,190.710959,180
-79.912867407514526,40.3179396460608,397,MR04,McRobert's Run Br #4,349,5,356,1365448.22069,366060.889138,107.102721,356
-79.99581055294108,40.490471126042564,398,SG06,Spring Garden Run Br #6,207,6,181,1343925.04832,429470.53265,177.538487,181
-79.9147769191637,40.318852106725259,399,MR05,McRobert's Run Br #5,350,5,357,1364924.06305,366406.237057,151.417281,357
-79.760026654087383,40.433337610565438,400,DT03,Dirty Camp Run Br #3,263,10,358,1409012.52257,407082.11024,68.198587,358
-79.883616086092431,40.499004759562688,401,SQ04,Squaw Run Br #4,208,6,182,1375195.98877,431804.778678,174.637556,182
-79.777171234187193,40.41314727732248,402,DT05,Pitcairn Rd. Br # 5, ,0,359,1404072.36161,399837.829924,179.211555,359
-79.882500879255019,40.506268005817333,403,SQ05,Squaw Run Br #5,209,4,183,1375569.92817,434442.540663,218.184502,183
-79.764275790265245,40.434015079191404,404,DT07,Dirty Camp Run Br#6,264,13,360,1407835.61494,407355.795535,111.57871,360
-79.875300399077517,40.530002481778851,405,SQ06,Squaw Run Br #6,210,9,184,1377779.66557,443038.344663,65.822953,184
-79.883383961614982,40.235776119126093,406,FT05,Fallen Timber Run Br#5,267,5,361,1372944.21072,335938.270615,164.642556,361
-79.878994719816362,40.512488360595235,407,SQ08,Squaw Run Br #8,211,3,185,1376599.23402,436684.458727,180.007171,185
-79.989206412693079,40.432491461164503,408,MA11,S Tenth St Bridge,295,1275,362,1345225.80265,408308.664984,168.740307,362
-79.982899368918126,40.567361293285195,409,SK01,Stillhouse Run Br #1,212,6,186,1348223.1505,457382.005716,131.396342,186
-79.894417008627997,40.386228799033717,410,HV07,Homeville Creek Br #7,275,12,363,1371195.58516,390805.434144,184.085619,363
-79.956532651463149,40.370278335185155,411,SZ13,Street's Run Br #13,213,9.679906,187,1353752.29643,385422.777225,54.329262,187
-79.884968051582462,40.391898809564346,412,HV09,Homeville Creek #9, ,0,364,1373876.9115,392806.624581,116.564985,364
-79.897358849109978,40.398992290902015,413,HV03,HOMEVILLE CREEK NO. 3,300,24,188,1370489.37725,395473.663267,321.124223,188
-79.976027107023526,40.310690498283925,414,LC09,Lick's Run Br #9,286,15,365,1347775.0984,363858.516109,154.540424,365
-80.004844904826456,40.288341508661283,415,PF06,PINEY FORK NO. 6,301,35,189,1339533.16198,355923.490154,96.369464,189
-79.917886937248909,40.294403492336841,416,LW02,Lewis Run Br #2, ,0,366,1363838.49579,357523.761895,148.207938,366
-79.787923399495355,40.323326556895175,417,LG03,LONG RUN NO. 3,302,32,190,1400324.12202,367194.209757,159.949694,190
-79.935448579231448,40.397549164825278,418,MA08,Glenwood Bridge,294,2280,368,1359871.02338,395208.315158,175.88087,368
-79.838843739297062,40.323515278905091,419,LG01,LONG RUN NO. 1,303,32,191,1386131.68367,367594.643877,155.400281,191
-79.860991281191829,40.33045898943265,420,HH01,HEATHS RUN NO. 1,304,20,192,1380018.58562,370270.291065,147.975199,192
-80.244340080870572,40.449639745645726,421,MT09,Montour Run #9, ,0,370,1274404.62274,416456.49557,192.12709,370
-80.053191736608014,40.330857667353094,422,GS02,GRAESERS RUN NO. 2,305,18,193,1326454.19313,371754.542076,224.702977,193
-79.960754156219636,40.53037680244389,423,PI16,Pine Creek Br #16,375,61,371,1354036.3216,443757.765167,183.17984,371
-80.173272885563463,40.337662801462777,424,MS06,MILLERS RUN NO. 6,306,53,194,1293056.12394,375128.447507,166.612679,194
-79.741149717307508,40.460813489311143,425,PJ06,Pierson's Run Br #6,382,5,372,1414491.66133,416969.984185,180,372
-80.149102790191591,40.352405946624856,426,MS05,MILLERS RUN NO. 5,307,57,195,1299937.33482,380313.35846,103.255486,195
-79.89324270253266,40.571836382878431,427,PL15,Little Pine Creek #15, ,0,373,1373163.46467,458394.749368,51.340174,373
-79.826588697033614,40.355992679160266,428,HT04,HARTMANS RUN NO. 4,308,310,196,1389825.9351,379342.097576,40.869184,196
-79.738913871370912,40.549437080745577,429,PO06,Pucketa Creek Br #6,388,62,374,1415840.71771,449233.653373,7.430534,374
-80.105583487627271,40.357585000520892,430,ML06,MCLAUGHLIN RUN NO.  6,309,35,197,1312112.37345,381872.909826,86.700887,197
-79.717739211734781,40.53609651418018,431,PO05,Pucketa Creek Br #5,387,45,375,1421615.26487,444243.00302,235.82042,375
-79.932364877355738,40.386665136245995,432,SZ02,STREETS RUN NO. 2,310,63.704504,198,1360631.66023,391223.277546,274.756754,198
-79.760166314244003,40.47633395473126,433,PU06,Plum Creek Upper Branch #6, ,3,376,1409330.16304,422742.506776,132.155168,376
-79.894857798694929,40.387697508761804,434,HV06,HOMEVILLE CREEK NO. 6,311,18,199,1371085.82547,391343.302964,178.253517,199
-79.783391979470125,40.489641840667012,435,PU10,Plum Creek Upper Branch #10,388,8,377,1402982.20369,427737.219262,115.82695,377
-80.077682169260996,40.392016436136565,436,GR01,GEORGE'S RUN NO. 1,312,21,200,1320215.89586,394205.609133,317.702869,200
-80.130559779779759,40.397607577921043,437,RB02,Robinson Run Br #2, ,0,378,1305547.33226,396634.279553,183.814045,378
-79.804938988339842,40.39393736772886,438,TL13,PATTON ST. BRIDGE,313,424,201,1396179.50333,393020.302746,188.460354,201
-80.185019700198012,40.397459080409362,439,RS01,Robinson run S Branch #1, ,0,380,1290383.29732,396993.70932,338.198658,380
-79.892969307961565,40.394972825032667,440,HV08,HOMEVILLE CREEK NO. 8,314,15,202,1371676.03806,393980.122983,87.805777,202
-79.895290365932453,40.396451665932645,441,HV04,HOMEVILLE CREEK NO. 4,315,33,203,1371042.82802,394534.395154,339.814238,203
-80.184847514905215,40.397741579025215,442,RN01,Robinson's Run Br #1, ,0,381,1290434.07336,397095.261405,82.568663,381
-79.824410271022742,40.403110483898899,443,TL06,TURTLE CREEK BR #6,316,824,204,1390836.03689,396487.901788,154.877207,204
-79.916612689751389,40.409301247267152,444,MA12,HOMESTEAD HIGH LEV,317,3103,205,1365220.63362,399359.018624,135.728869,205
-80.18859036457313,40.401756896050365,445,RN02,Robinson's Run Br #2, ,0,382,1289432.40056,398586.230592,152.102725,382
-80.215111411961175,40.379589649198536,446,RS04,Robinson Run South Branch # 4,391,36,383,1281823.6691,390718.975491,120.068495,383
-80.090130639086055,40.408041881031473,447,CM03,CAMPBELLS RUN NO. 3,318,56,206,1316904.35237,400133.203597,171.811052,206
-79.722291694862619,40.41507978883805,448,AB04,ABERS CREEK NO. 4,320,53,207,1419365.70085,400195.655968,291.864624,207
-80.190503509432446,40.397573309990712,449,RS05,Robinson Run S Branch #5, ,0,384,1288857.67468,397077.462976,197.354026,384
-79.721954160234162,40.41815124503664,450,AB03,ABERS CREEK NO. 3,321,46,208,1419484.64629,401312.202658,186.910982,208
-80.135014588200875,40.608110237756712,451,SE01,Big Sewickley Creek East Bran,395,26,385,1306377.85337,473326.624785,3.814129,385
-80.083798182332259,40.479795803841604,452,SH02,Sham Hollow Run #2, ,0,386,1319357.89661,426217.323668,83.290117,386
-79.724056227558592,40.419525406379243,453,AB02,ABERS CREEK NO. 2,322,63,209,1418910.6918,401825.756678,177.371027,209
-79.883563433277686,40.504472284451445,454,SQ02,Squaw Run Br #2,399,43,387,1375258.74464,433795.680031,24.55015,387
-80.204539426916682,40.45186052746822,455,MT05,MONTOUR RUN NO. 5,324,58,210,1285499.49659,416954.889038,79.072275,210
-79.879632261247735,40.526539168580634,456,SQ03,Squaw Run Br #2,434,19,388,1376545.44715,441806.014937,0,388
-80.198633367052466,40.451863691739682,457,MT04,MONTOUR RUN NO. 4,325,48,211,1287142.52968,416910.418691,116.424192,211
-79.875236233920276,40.488448950104249,458,SQ07,Squaw Run Br #7,448,20,389,1377433.22889,427904.195374,83.13546,389
-80.205548661273582,40.451844894348902,459,MT14,MONTOUR RUN NO. 14,326,20,212,1285218.58062,416957.003189,111.458006,212
-79.749384994094626,40.446572752175996,460,TC06,Thompson Creek Br #6,483,2,391,1412083.25842,411835.183708,126.869918,391
-80.255684129576551,40.454544238026529,461,MN01,"MONTOUR RUN, N. FORK, NO. 1",327,23,213,1271299.46528,418331.845292,72.323283,213
-79.792732124004857,40.467673308087512,462,TE12,Thompson Run East Branch Br #,485,24,392,1400199.9185,419796.138157,81.869895,392
-79.80030582409151,40.415744704031638,463,TL11,Turtle Creek Br #11,490,21,393,1397654.08005,400932.515925,59.710337,393
-80.175882203611053,40.456568675361048,464,MT06,MONTOUR RUN NO. 6,328,48,214,1293518.76008,418449.078034,158.431729,214
-79.904401216377124,40.396135239576139,465,WR01,West Run Br #1, ,0,394,1368503.1698,394480.925549,96.009059,394
-80.190464348195164,40.458531826645263,466,MC01,MCCLARENS RUN NO.  1,329,56,215,1289482.18816,419275.770744,45.810551,215
-79.817797070953162,40.662751227709158,467,BF09,Thompson's Run No.9,244,88.024,396,1394891.86715,491007.371684,142.862559,396
-79.795327752817798,40.469517883036914,468,BI01,B & LE RR NO. 1,330,99.755934,216,1399493.48941,420484.652279,66.474218,216
-80.096884493149219,40.400396530964414,469,CC16,Chartiers Creek #16,180,144,397,1314950.21349,397398.913995,167.905247,397
-80.212200741485404,40.475227032441921,470,MC07,MCCLARENS RUN NO.  7,331,20,217,1283605.51116,425523.357205,316.114611,217
-80.07409873248389,40.463354888760001,471,CC20,Chartiers Creek Foot Br. 20,129,140,398,1321897.55466,420158.805307,38.051626,398
-80.046075702952763,40.488282322816168,472,JA01,JACKS RUN NO. 1,333,770,219,1329928.34327,429032.890624,323.597728,219
-80.115304299906583,40.374655775508373,473,CC23,Chartiers Creek No. 23,145,5,399,1309570.83741,388161.874648,242.020499,399
