HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
ED23C,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"10,951",.,.,.,.,"10,951"
ED25B,"Standard, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,"24,707",.,.,.,.,"24,707"
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"28,162",.,.,.,.,"28,162"
ED26A,Complex Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,"10,256",.,.,.,.,"10,256"
ED26B,Complex Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"12,982",.,.,.,.,"12,982"
ED27B,Major Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"9,332",.,.,.,.,"9,332"
ED28A,Standard Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,"8,661",.,.,.,.,"8,661"
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"6,088",.,.,.,.,"6,088"
ED31A,"Standard, Other Operations on Heart or Pericardium, with CC Score 10+",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
ED31B,"Standard, Other Operations on Heart or Pericardium, with CC Score 5-9",.,.,.,.,"1,840",.,.,.,.,.,"1,271",.,"1,451",.,.,.,802,"5,365"
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4","2,075",.,"2,555",.,"1,464",.,.,.,.,.,.,.,"1,671",.,.,.,.,"7,765"
EY01A,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,"15,601",.,.,.,.,"15,601"
EY01B,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 0-8",.,.,"32,335",.,.,.,.,.,.,.,.,.,"96,818",.,.,.,.,"129,153"
EY02A,Implantation of Cardioverter Defibrillator with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,.,"15,319",.,.,.,.,"15,319"
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8,580,.,"72,366",.,"1,809",.,.,.,.,.,.,.,"521,627",.,.,.,.,"596,382"
EY03Z,Implantation of Biventricular Pacemaker with Other Percutaneous Intervention,.,.,.,.,.,.,.,.,.,.,.,.,"10,123",.,.,.,.,"10,123"
EY05B,"Implantation of Dual Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,.,.,"2,928",.,.,.,.,.,.,.,.,.,.,.,.,"2,928"
EY06B,Implantation of Dual Chamber Pacemaker with CC Score 9-11,.,.,"4,039",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,039"
EY06C,Implantation of Dual Chamber Pacemaker with CC Score 6-8,.,.,"47,816",.,"5,856",.,.,.,.,.,.,.,"3,566",.,.,.,.,"57,238"
EY06D,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,"229,729",.,"18,258",.,.,.,.,.,.,.,"26,241",.,.,.,.,"274,229"
EY06E,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,"488,602",.,"18,258",.,.,.,.,.,.,.,"72,355",.,.,.,.,"579,215"
EY07A,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 6+","3,094",.,.,.,"2,828",.,.,.,.,.,.,.,"6,494",.,.,.,.,"12,416"
EY07B,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,"5,497",.,.,.,.,.,.,.,.,.,"34,040",.,.,.,.,"39,537"
EY08A,Implantation of Single Chamber Pacemaker with CC Score 12+,.,.,.,.,"2,828",.,.,.,.,.,.,.,.,.,.,.,.,"2,828"
EY08B,Implantation of Single Chamber Pacemaker with CC Score 9-11,.,.,.,.,"2,828",.,.,.,.,.,.,.,.,.,.,.,802,"3,630"
EY08C,Implantation of Single Chamber Pacemaker with CC Score 6-8,"3,674",.,"14,522",.,"10,293",.,.,.,.,.,.,.,"5,910",.,.,.,802,"35,202"
EY08D,Implantation of Single Chamber Pacemaker with CC Score 3-5,"3,094",.,"68,039",.,"5,656",.,.,.,.,.,.,.,"17,752",.,.,.,.,"94,541"
EY08E,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,"56,073",474,"30,090",.,.,.,.,.,.,.,"17,989",.,.,.,.,"104,626"
EY09A,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"5,812",.,.,.,.,"5,812"
EY09B,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"4,437",.,.,.,.,"4,437"
EY10A,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,"3,302",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,302"
EY10B,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,"9,642",.,.,.,.,.,.,.,.,.,"3,109",.,.,.,.,"12,751"
EY11Z,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,580,.,617,.,.,.,.,.,.,.,.,.,397,.,.,.,.,"1,594"
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,"3,027",.,.,.,.,.,.,.,.,.,.,.,.,.,802,"3,829"
EY20B,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,"48,087",.,.,.,.,"48,087"
EY22B,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"15,244",.,.,.,.,"15,244"
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"29,120",.,.,.,921,"30,042"
EY23B,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"16,928",.,.,.,.,"16,928"
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,"4,435",.,"2,239",.,.,.,.,.,.,.,"16,316",.,.,.,.,"22,989"
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"7,595",.,.,.,.,"7,595"
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"31,057",.,.,.,.,"31,057"
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"27,720",.,.,.,.,"27,720"
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,.,"3,149",.,.,.,.,.,.,.,"6,329",.,.,.,.,"9,477"
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,"6,518",.,"3,149",.,.,.,.,.,.,.,"13,066",.,.,.,.,"22,733"
EY40A,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,"3,134",.,.,.,.,.,.,.,.,.,"9,269",.,.,.,.,"12,403"
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"4,021",.,"7,099",.,"3,185",.,.,.,.,.,.,.,"25,570",.,.,.,.,"39,875"
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"12,533",.,"81,950",.,"15,295",.,.,.,.,.,.,.,"117,289",.,.,.,.,"227,067"
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"139,123",.,"174,251",.,"34,071",.,.,.,.,.,.,.,"336,569",.,.,.,.,"684,014"
EY41A,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,"2,971",.,.,.,"2,530",.,.,.,.,.,.,.,.,.,.,.,.,"5,501"
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"5,942",.,"19,752",.,"17,605",.,.,.,.,.,.,.,"35,511",.,.,.,.,"78,810"
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"97,862",.,"142,465",.,"98,921",.,.,.,.,.,.,.,"229,630",.,.,.,.,"568,878"
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"361,062",.,"526,846",.,"275,569",291,.,.,.,.,.,.,"1,249,194",.,.,.,.,"2,412,961"
EY42A,Complex Cardiac Catheterisation with CC Score 7+,"1,631",.,"3,835",.,"1,335",.,.,.,.,.,.,.,.,.,.,.,.,"6,802"
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,"11,196",.,"17,814",.,"1,809",.,.,.,.,.,.,.,"15,053",.,.,.,.,"45,871"
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,"29,360",.,"28,212",.,.,.,.,.,.,.,.,.,"35,846",.,.,.,.,"93,418"
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,"9,787",.,"21,458",.,.,.,.,.,.,.,.,.,"21,407",.,.,.,802,"53,453"
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,"3,079",.,"5,808",.,"9,348",.,.,.,.,.,.,.,"3,831",.,.,.,.,"22,066"
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,"20,010",.,"20,732",.,"25,374",.,.,.,.,.,.,.,"19,356",.,.,.,"2,407","87,879"
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,"120,727",.,"133,903",.,"70,780",.,.,.,.,.,.,.,"78,224",.,.,.,"11,232","414,866"
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,"140,102",.,"179,628",.,"105,503",.,.,.,.,.,.,.,"185,856",.,514,.,"26,474","638,076"
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,"118,332",.,"152,380",.,"94,819",.,.,.,.,.,.,.,"227,053",.,.,.,"11,232","603,815"
EY50Z,Complex Echocardiogram,"1,026",.,"1,549",.,"11,377",452,.,.,.,.,"1,874",.,"10,265",.,"1,836",.,"5,854","34,234"
EY51Z,Electrocardiogram Monitoring or Stress Testing,"1,338",.,"6,550",.,.,.,.,.,.,.,.,.,"4,997",.,.,498,.,"13,382"
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,901","5,901"
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,401,"3,481",.,"2,640",.,.,.,.,.,.,.,.,.,.,.,.,"6,522"
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5","2,375","2,346",.,.,"6,820",291,.,.,.,.,"4,301",.,"3,279",.,.,.,"2,262","21,674"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","4,750","4,704",.,.,"5,412","2,413",.,.,.,.,"5,520",.,"13,981",.,.,.,"12,061","48,842"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","7,125","1,697","12,394",.,"12,948","3,594",.,.,.,.,.,.,"7,259",.,"12,055",.,"4,312","61,384"
FZ12T,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,838",.,.,.,.,"3,838"
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"7,987",.,.,.,.,"7,987"
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","15,738","4,436","7,307","1,335","17,293","6,002","3,467",.,"1,835",.,"3,320",.,"43,134",.,"10,187",.,"14,180","128,235"
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,"1,095",.,.,.,"3,680",.,.,.,.,.,.,.,.,.,.,"2,062","6,836"
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"6,827",.,.,.,.,"6,827"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","2,375","2,479",.,.,"1,650","3,916",.,.,.,.,.,.,"11,190",.,.,.,"1,360","22,970"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,"2,017",.,.,.,.,.,.,.,"2,728",.,.,.,.,"4,745"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,"1,637",.,.,.,.,.,.,"7,585",.,.,.,.,"9,222"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"20,192",.,.,.,.,"20,192"
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",.,.,.,"1,742",.,.,.,.,.,.,.,.,.,.,.,.,"1,131","2,873"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,"3,041",.,"1,158","1,870","1,722",.,.,.,.,.,.,"22,088",.,.,.,"3,393","33,272"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","10,606","1,058",.,"1,676","6,875","8,371",.,.,.,.,.,.,"16,273",.,"9,727",.,"6,266","60,852"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","13,204","1,333",.,"4,137","9,679","18,044",.,.,.,.,.,.,"10,353",.,"5,884",.,"1,131","63,766"
FZ19A,"Herniotomy Procedures, 2 years and over",.,"1,168",.,.,.,.,.,.,.,.,.,.,"4,138",.,.,.,"1,381","6,688"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"10,724",.,.,.,.,"10,724"
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"3,753",.,.,.,"2,568","6,321"
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,"2,228",.,.,.,.,.,.,"7,173",.,.,.,"1,360","10,761"
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","7,125",889,.,"3,030","25,757","4,204",.,.,.,.,.,.,"53,547",.,.,.,"6,955","101,506"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0","54,628","16,439",.,"8,782","82,779","48,077",.,.,.,.,.,.,"167,465",.,"34,066",.,"46,245","458,483"
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,"1,650",.,.,.,.,.,.,.,.,.,.,.,.,"1,650"
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","4,750",.,.,.,"6,604","1,755",.,.,.,.,.,.,"10,033",.,.,.,.,"23,143"
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0","38,002","14,559",.,"5,489","73,515","39,871",.,.,.,.,.,.,"54,729",.,"34,066",.,"16,812","277,044"
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,"1,093",.,.,.,.,.,.,.,.,"1,359",.,.,.,.,"2,452"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,861,.,.,"2,731",.,.,.,.,.,.,.,"3,311",.,.,.,"3,240","10,143"
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","1,411",.,.,.,"1,063","4,153",.,.,.,.,.,.,"15,681",.,.,.,"12,042","34,349"
FZ22B,"Intermediate Anal Procedures, 18 years and under","12,696","5,109",.,"5,687","12,624","6,349",.,.,.,.,.,.,"15,934",.,"6,782",.,"6,037","71,218"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,"2,158",.,.,.,.,.,.,.,.,.,.,"1,463",.,.,.,902,"4,523"
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","4,714","4,920",806,"6,890","6,607","3,343",.,.,.,.,.,.,"20,856",.,656,.,"8,436","57,229"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","78,232","67,736","1,741","38,468","75,179","51,652",.,.,.,.,.,.,"88,995",.,"40,690",.,"57,554","500,246"
FZ23A,"Minor Anal Procedures, 19 years and over","2,821","2,254",.,.,"2,858",.,.,.,.,.,.,.,"1,117",.,"6,094",.,825,"15,970"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years","2,555","2,113",.,.,"2,755","2,093",.,.,.,.,.,.,"18,777",.,.,.,"1,367","29,659"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,946",.,.,.,.,"6,946"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",747,"2,981",.,.,.,.,.,.,.,.,794,.,"2,319",.,.,.,.,"6,840"
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",747,"4,016","1,744",.,861,"1,334",.,.,"1,541",.,.,.,"9,243",.,"2,031",.,"1,446","22,963"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","5,861","3,511","7,960",772,"9,608","2,246",.,.,770,.,.,.,"22,418",.,"4,063",.,.,"57,209"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"5,070",.,.,.,.,"5,070"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,"1,257","4,199",.,.,.,.,.,.,.,.,.,.,.,.,"5,456"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,444,.,"1,067",.,895,.,.,.,.,.,.,.,.,"3,407",.,"4,123","9,936"
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+","1,784","3,270",429,468,"1,567",743,.,.,370,.,327,.,"5,572",.,"1,170",.,"2,378","18,077"
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7","9,812","2,673","6,358",936,"3,822","3,233",.,.,740,.,"7,181",.,"20,266",.,"4,626",.,"12,134","71,781"
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4","24,093","15,672","11,124","2,340","21,809","8,714",515,.,"1,849",.,"24,896",.,"101,884",.,"15,049",.,"40,143","268,087"
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1","54,345","19,517","8,153","3,987","37,568","15,341","1,030",.,"5,898",.,"33,235",.,"181,791",.,"39,059",.,"66,840","466,764"
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",446,"17,474","2,922","2,814",376,581,.,.,370,.,"1,042",.,"3,303",.,.,.,364,"29,692"
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","2,676","16,450","4,460","2,895",815,778,.,.,.,.,"1,131",.,"1,554",.,808,.,"1,093","32,659"
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2","6,689","49,025","6,064","6,414","5,329",291,.,.,.,.,"2,770",.,"26,792",.,"6,682",.,"7,727","117,782"
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0","17,392","44,600","5,303","14,353","15,025","2,423",.,.,"1,110",.,"5,031",.,"42,968",.,"5,140",.,"12,077","165,422"
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,641,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,641
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+",992,"1,977",.,.,.,.,.,.,.,.,.,.,"2,956",.,.,.,"1,821","7,746"
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8","8,924","8,148","3,440","2,664","3,533","3,717",.,.,.,.,330,.,"28,727",.,"3,741",.,"10,641","73,865"
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","53,098","67,417","10,894","10,567","36,955","12,949",.,.,.,.,"15,537",.,"182,431",.,"24,322",498,"56,855","471,524"
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",796,.,803,.,.,691,.,.,.,.,.,.,.,.,.,.,921,"3,211"
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",446,"2,729",539,.,"2,255",.,.,.,.,.,688,.,"2,008",.,.,.,307,"8,973"
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5","4,459","11,156","8,388",936,"4,415","1,379",515,.,740,.,"4,178",.,"8,085",.,"4,112",.,"2,914","51,278"
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1","5,351","5,078",515,"1,410","3,256",291,.,.,740,.,"3,926",.,"8,246",.,"1,542",.,"3,221","33,576"
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over","2,414","10,925",.,"1,542","15,438","5,302",.,.,.,.,.,.,"32,454",.,"9,501",.,602,"78,177"
FZ51Z,"Diagnostic Colonoscopy, 19 years and over","3,611","6,393","8,039","1,405","2,015",.,.,.,.,.,"2,810",.,"1,121",.,"2,041",.,"2,282","29,718"
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over","7,635","4,033","5,495","1,803",.,"4,569",.,.,.,.,"1,576",.,"2,268",.,"3,086",.,"1,313","31,778"
FZ53Z,"Therapeutic Colonoscopy, 19 years and over","4,605","2,481",707,"1,040","1,778","1,789",.,.,.,.,"7,383",.,"3,905",.,.,.,.,"23,688"
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over","30,493","28,573","23,275","4,245","12,747","8,438",969,.,742,.,"8,854",.,"17,381",.,"6,056",.,"7,150","148,924"
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over","31,121","35,978","21,239","2,269","3,919","16,062",.,.,.,.,"12,958",.,"9,017",.,"1,045",.,"5,934","139,544"
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over","6,556","4,316",.,.,"1,850",735,.,.,770,.,.,.,"5,447",.,.,.,.,"19,675"
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over","1,114",.,.,.,"5,112","1,453",.,.,.,.,.,.,"6,458",.,"5,981",.,"2,642","22,760"
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years","2,591","3,042",645,.,861,659,.,.,742,.,.,.,"5,141",.,.,.,.,"13,681"
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,656",.,.,.,.,"4,656"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over","2,702",.,"26,413",.,"1,163","2,253",.,.,.,.,696,.,"4,246",.,.,.,.,"37,473"
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","97,829","186,864","98,354","15,169","33,239","20,828","1,939",.,"4,454",.,"35,171",.,"95,759",.,"18,372",.,"18,707","626,685"
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","96,905","139,275","74,470","15,478","18,234","37,836","1,939",.,"5,196",.,"68,336",.,"67,419",.,"17,566",.,"27,881","570,536"
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years","3,733",517,.,"1,717",.,"3,377",.,.,.,.,696,.,"11,103",.,.,.,.,"21,142"
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,353",.,.,.,.,"2,353"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,"3,355",.,"3,163",.,.,.,.,.,.,.,"2,548",.,"4,917",.,"2,041",.,.,"16,025"
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over","4,292","1,930","1,624",.,843,"1,098",.,.,.,.,"2,945",.,"2,669",.,.,.,839,"16,238"
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,699",.,.,.,"1,360","4,059"
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,"3,103",.,.,.,.,"1,114",.,.,.,.,.,.,.,.,"1,045",.,.,"5,262"
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,.,.,.,"9,591",.,.,.,.,.,.,.,.,.,.,.,"5,992","15,584"
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","5,268","1,844",.,.,"5,263","7,002",.,.,.,.,"1,392",.,"31,512",.,.,.,"4,403","56,685"
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,"1,163",.,.,"4,046","2,704",.,.,.,.,.,.,"29,721",.,.,.,"1,381","39,016"
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,"2,245",.,.,.,.,"2,245"
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,"2,457",.,.,.,.,.,.,.,.,.,.,.,"1,360","3,817"
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,444,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,820
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"2,108","7,002",.,.,.,.,.,.,"2,733",.,.,.,"1,381","13,225"
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,278","2,278"
FZ68J,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"2,296",.,.,.,.,"2,296"
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"19,697",.,.,.,.,"19,697"
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,125","2,125"
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,.,"7,615",.,.,.,.,"7,615"
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,"3,712",.,.,.,.,.,.,"5,106",.,.,.,.,"8,819"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","26,915","32,542","25,310","1,412","6,871","7,477",.,.,.,.,"5,862",.,"16,762",.,"1,045",.,"3,559","127,754"
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,"7,965",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,141","11,106"
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"13,524",.,"45,645",.,989,"2,005",.,.,770,.,"2,513",.,"18,207",.,"1,045",.,"3,664","88,363"
