"SR_NUM","INSPECT_ID","STREET","ADDRESS_2","APT_FLOOR","CITY","STATE","ZIP","CENSUS_TRACT","REQUEST_TYPE","PROPERTY_TYPE","NUM_UNITS","EMERGENCY_TYPE","INSPECTOR_ID"
"HCE-20131025-6825","118712","500  WALL AVENUE ","","","WALL","PA","15148","55060","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20131022-6801","118715","417  BRADDOCK ROAD ","","","FOREST HILLS","PA","15221","55181","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","5"
"HCE-20131206-7114","118716","9045  OAK STREET ","","","PLUM","PA","15239","55265","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20131028-6847","118717","4726  JUNIPER STREET ","","","PITTSBURGH","PA","15224","","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20131022-6766","118722","1715  BEDFORD AVENUE ","","APT. 1","PITTSBURGH","PA","15219","30305","Complaint Housing","MULTI FAMILY","1","NON EMERGENCY","4"
"HCE-20131016-6845","118726","1028  MONTIER STREET ","","","WILKINSBURG","PA","15221","55615","Community Environment","MULTI FAMILY","2","NON EMERGENCY","1"
"HCE-20131016-6770","118727","1057  EIGHTH AVENUE ","","","BRACKENRIDGE","PA","15014","54020","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20130923-6520","118728","324  PARK AVENUE ","SHELDON PARK APARTMENTS","BLDG. 32","HARRISON TOWNSHIP","PA","15065","54012","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20130125-2643","118729","826 N SHERIDAN AVENUE ","","APT B","PITTSBURGH","PA","15206","31106","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20130715-4982","118730","2651  MCDOWELL STREET ","","","PITTSBURGH","PA","15212","32715","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20130715-4917","118731","2844  CALIFORNIA AVENUE ","","","PITTSBURGH","PA","15212","32715","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20130311-2982","118732","40  KENDALL AVENUE ","","","BELLEVUE","PA","15202","54311","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","2"
"HCE-20130722-5027","118733","2606  BARTOLD STREET ","","","PITTSBURGH","PA","15212","32717","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20130808-5270","118736","532  OHIO AVENUE ","","","GLASSPORT","PA","15045","","Complaint Housing","SINGLE FAMILY","1","RATS","62"
"HCE-20130906-6286","118737","504  LINCOLN AVENUE ","","","ELIZABETH TOWNSHIP","PA","15037","54963","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20131017-6719","118738","268  KENNEDY AVENUE ","","","PITTSBURGH","PA","15214","32615","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","3"
"HCE-20131210-7142","118741","245  WADE STREET ","","","PITTSBURGH","PA","15211","31914","Complaint Housing","SINGLE FAMILY","1","NO HEAT","41"
"HCE-20130909-6311","118745","723  CHEROKEE STREET ","","","PITTSBURGH","PA","15219","30506","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20131112-6962","118746","3416  GARBETT AVENUE ","","BOTTOM","MC KEESPORT","PA","15132","55520","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","4"
"HCE-20131122-7035","118747","925  BEECH AVENUE ","","APT 3","PITTSBURGH","PA","15233","32201","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","4"
"HCE-20130913-6386","118748","2919  JERSEY AVENUE ","","APT#2","MC KEESPORT","PA","15132","55512","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","4"
"HCE-20131028-6822","118749","3541  LAKETON ROAD ","","APT D 2","PENN HILLS","PA","15235","55651","Complaint Housing","MULTI FAMILY","20","NON EMERGENCY","19"
"HCE-20131104-6896","118750","511  BEULAH ROAD ","","","PENN HILLS","PA","15235","55653","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","19"
"HCE-20131023-6811","118751","229  ORCHARD DRIVE ","","","PENN HILLS","PA","15235","55654","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","19"
"HCE-20131021-6736","118752","709  ELKTON STREET ","","","PITTSBURGH","PA","15220","32020","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","83"
"HCE-20130808-5330","118753","6831  ALCOMA DRIVE ","","","PENN HILLS","PA","15235","55658","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","19"
"HCE-20130913-6446","118754","5705  MELVIN STREET ","","","PITTSBURGH","PA","15217","31413","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","19"
"HCE-20130620-4456","118756","1531  MAIN BOULEVARD ","","","SOUTH PARK TOWNSHIP","PA","15129","54902","West Nile","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20131212-7160","118758","904  SIXTH AVENUE ","","APT 1","CORAOPOLIS","PA","15108","54508","Complaint Housing","MULTI FAMILY","3","NO HEAT","41"
"HCE-20131209-7126","118759","704  THORN HOLLOW ROAD ","","","MOON TOWNSHIP","PA","15108","54517","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20120822-6153","117509","228  FLEET STREET ","","","RANKIN","PA","15104","55140","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20131024-6800","118764","605 E FOURTEENTH AVENUE ","","2ND FL","MUNHALL","PA","15120","54843","Complaint Housing","SINGLE FAMILY","1","NO HEAT","11"
"HCE-20130812-5324","118765","245  CENTER AVENUE ","","APT A 4","EMSWORTH","PA","15202","54350","Complaint Housing","MULTI FAMILY","5","NON EMERGENCY","83"
"HCE-20131213-7162","118767","609  PENN AVENUE ","","APT 511","PITTSBURGH","PA","15222","30201","Complaint Housing","MULTI FAMILY","3","NO HEAT","41"
"HCE-20131030-6888","118768","1735  LETSCHE STREET ","","75","PITTSBURGH","PA","15212","","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","41"
"HCE-20130604-4212","118769","805  RAILROAD STREET ","","","MCKEES ROCKS","PA","15136","55738","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20130718-4973","118771","710 E THIRTEENTH AVENUE ","","","MUNHALL","PA","15120","54843","West Nile","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20131020-6788","118776","2414  SCHOOL STREET ","","","PENN HILLS","PA","15235","55655","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","19"
"HCE-20130913-6432","118778","416  MC KEE STREET ","","APT. 1","PITTSBURGH","PA","15213","30406","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","18"
"HCE-20131106-6901","118780","314  HARMAR STREET ","","","PITTSBURGH","PA","15219","30606","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20131106-6902","118781","316  HARMAR STREET ","","","PITTSBURGH","PA","15219","30606","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20130906-6295","118782","2303  WOODSTOCK AVENUE ","","APT#1","SWISSVALE","PA","15218","55151","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20131002-6591","118783","2215  SYLVAN AVENUE ","","","MC KEESPORT","PA","15132","55519","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20130514-3568","118784","7818  ST LAWRENCE AVENUE ","","","SWISSVALE","PA","15218","55152","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20130429-3417","118786","7521  ROSLYN STREET ","","","SWISSVALE","PA","15218","55151","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","18"
"HCE-20130911-6375","118788","2000  WAVERLY STREET ","","APT #8","SWISSVALE","PA","15218","55151","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20130924-6531","118789","107 S TWENTYSIXTH STREET ","","","PITTSBURGH","PA","15203","31609","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20130919-6489","118790","1650  DELLROSE STREET ","","","PITTSBURGH","PA","15210","32901","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20130822-5519","118795","720  MONTCLAIR STREET ","","","PITTSBURGH","PA","15217","31517","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","2"
"HCE-20130829-6219","118796","5155  BLAIR STREET ","","","PITTSBURGH","PA","15207","31502","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","2"
"HCE-20120808-6032","118797","1533  PARK BOULEVARD ","","","DORMONT","PA","15216","54722","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","28"
"HCE-20121015-7295","117513","6742  DEARY STREET ","","","PITTSBURGH","PA","15206","31203","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20121220-7870","117514","911  FIFTH AVENUE ","","APT D","CORAOPOLIS","PA","15108","54507","Complaint Housing","MULTI FAMILY","3","NO HEAT","41"
"HCE-20121227-7898","117516","7501  BENNETT STREET ","","1ST FL","PITTSBURGH","PA","15208","31304","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","88"
"HCE-20121129-7710","117517","1216  ANN STREET ","","","HOMESTEAD","PA","15120","54838","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20120907-6910","117520","1805  MAPLE STREET ","A / K / A 202 E. 18TH AVENUE","1ST FLOOR","MUNHALL","PA","15120","54846","Community Environment","MULTI FAMILY","4","NON EMERGENCY","11"
"HCE-20121001-7122","117522","1805  MAPLE STREET ","A K A  202  E  EIGHTEENTH AVE","APT#2","MUNHALL","PA","15120","54846","Complaint Housing","MULTI FAMILY","4","NON EMERGENCY","11"
"HCE-20121009-7235","117523","205  CLAY STREET ","","","SHARPSBURG","PA","15215","54240","West Nile","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20120420-4024","117524","78  SPRUCE STREET ","","","HARRISON TOWNSHIP","PA","15065","54012","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20121106-7516","117525","112  BLUE RIDGE AVENUE ","","","HARRISON TOWNSHIP","PA","15065","54012","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20120716-5554","117527","210  KENMAWR AVENUE ","","","RANKIN","PA","15104","55140","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20120724-5716","117528","443  WALL AVENUE ","","1ST FLR","WALL","PA","15148","55060","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","5"
"HCE-20121009-7210","117529","240  PENNSYLVANIA AVENUE ","","","CLAIRTON","PA","15025","54920","Complaint Housing","MULTI FAMILY","12","NO HEAT","62"
"HCE-20120119-3252","117530","5707  SMITHFIELD STREET ","","","ELIZABETH TOWNSHIP","PA","15135","54965","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20130102-1003","117531","569  WOODMONT STREET ","","APT C","EAST MCKEESPORT","PA","15035","55070","Complaint Housing","MULTI FAMILY","6","NO HEAT","5"
"HCE-20121128-7690","117532","252  BURROWS STREET ","","B","PITTSBURGH","PA","15213","30411","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20121026-7394","117533","2503  PENN AVENUE ","","","PITTSBURGH","PA","15222","30203","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20121129-7717","117534","620  SIXTH STREET ","","# 306","NORTH BRADDOCK","PA","15104","55128","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20131002-6602","119187","3322  STEWART STREET ","","","MC KEESPORT","PA","15132","55520","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140113-2561","119188","1517  EVANS AVENUE ","","","MC KEESPORT","PA","15132","55523","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140123-2650","119189","700 N AIKEN AVENUE ","","","PITTSBURGH","PA","15206","31005","Complaint Housing","SINGLE FAMILY","1","NO HEAT","15"
"HCE-20140115-2585","119190","2215  SYLVAN AVENUE ","","","MC KEESPORT","PA","15132","55519","Complaint Housing","SINGLE FAMILY","1","NO HEAT","4"
"HCE-20130903-6228","119191","1401  MIFFLIN STREET ","","APT3 REAR","HOMESTEAD","PA","15120","54838","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","4"
"HCE-20131126-7051","119197","1807  WEST STREET ","SECOND FLOOR","APT A","MUNHALL","PA","15120","","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20131211-7164","119198","428  ANTISBURY STREET ","","","RANKIN","PA","15104","55140","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140130-2721","119200","2500-2526  BERG PLACE ","AKA 2531-2539 BROWNSVILLE","","PITTSBURGH","PA","15210","32904","Complaint Housing","MULTI FAMILY","2","NO WATER","18"
"HCE-20131206-7114","119201","9045  OAK STREET ","","","PLUM","PA","15239","55265","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20130911-6366","119202","6505  WINSLOW STREET ","","","PITTSBURGH","PA","15206","31204","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","88"
"HCE-20140128-2697","119204","2620  C STREET ","","","LIBERTY","PA","15133","54980","Complaint Housing","SINGLE FAMILY","1","NO HEAT","62"
"HCE-20130901-6298","119205","1444  DAVIS AVENUE ","","","PITTSBURGH","PA","15212","32701","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140121-2620","119206","235  MILLER STREET ","","","TURTLE CREEK","PA","15145","55094","Complaint Housing","SINGLE FAMILY","1","NO WATER","5"
"HCE-20131031-6868","119207","935  PUNTA GORDA AVENUE ","","","EAST MCKEESPORT","PA","15035","55070","Complaint Housing","SINGLE FAMILY","1","UTILITY TERMINATION","5"
"HCE-20131108-6947","119208","2229  MURRAY AVENUE ","","REAR","PITTSBURGH","PA","15217","31408","Community Environment","PROPERTY TYPE N/A","1","NON EMERGENCY","19"
"HCE-20131202-7091","119209","111  BRACEY DRIVE ","","","PITTSBURGH","PA","15221","31306","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20131230-7258","119212","121 W VIRGINIA AVENUE ","","","MUNHALL","PA","15120","54845","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20131202-7067","119213","609  PENN AVENUE ","","#1206","PITTSBURGH","PA","15222","30201","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","41"
"HCE-20140115-2590","119219","1203  LYNN AVENUE ","AKA 1205 LYNN AVE","","TURTLE CREEK","PA","15145","55094","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20131214-7172","118803","1406  FOURTH STREET EX","","BASEMENT","BRADDOCK HILLS","PA","15221","55170","Complaint Housing","MULTI FAMILY","2","NO WATER","5"
"HCE-20130723-5037","118807","115  HAMPTON STREET ","","","WALL","PA","15148","55060","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20131121-7018","118809","22  STAUSS STREET ","","","PITTSBURGH","PA","15214","32509","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20131030-6889","118815","1401  FLEMING AVENUE ","","REAR","STOWE TOWNSHIP","PA","15136","54621","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","88"
"HCE-20130916-6436","118819","226  PENN AVENUE ","","","MOUNT OLIVER","PA","15210","54810","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20131118-6997","118820","1421  NOBLES LANE ","","","PITTSBURGH","PA","15210","32901","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20130912-6353","118821","120  RAVILLA AVENUE ","","","PITTSBURGH","PA","15210","32904","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20131018-6765","118822","1019  THEONA STREET ","","","PITTSBURGH","PA","15210","32902","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20130919-6483","118824","1020  MONTIER STREET ","","","WILKINSBURG","PA","15221","55615","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20130821-5447","118825","500  TODD STREET ","","22","WILKINSBURG","PA","15221","55605","Community Environment","MULTI FAMILY","23","NON EMERGENCY","1"
"HCE-20131030-6861","118826","664  PRINCETON BOULEVARD ","","","WILKINSBURG","PA","15221","55615","Complaint Housing","SINGLE FAMILY","1","NO HEAT","1"
"HCE-20131217-7190","118827","8131  CHASKE STREET ","","","PENN HILLS","PA","15147","55650","Complaint Housing","SINGLE FAMILY","1","SEWAGE","19"
"HCE-20131108-6937","118828","340  HAMIL ROAD ","","","PENN HILLS","PA","15147","55657","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","19"
"HCE-20131218-7194","118839","909  BROOKLINE BOULEVARD ","","2ND FLR.","PITTSBURGH","PA","15226","31919","Complaint Housing","MULTI FAMILY","2","NO HEAT","41"
"HCE-20130805-5219","118840","821  MONONGAHELA AVENUE ","","","GLASSPORT","PA","15045","54994","Complaint Housing","SINGLE FAMILY","1","NO HEAT","62"
"HCE-20131022-6805","118841","732  IDLEWOOD AVENUE ","","APT 4","PITTSBURGH","PA","15106","32805","Complaint Housing","MULTI FAMILY","2","NO HEAT","41"
"HCE-20131217-7188","118843","1337  STOWE AVENUE ","","","STOWE TOWNSHIP","PA","15136","54621","Complaint Housing","SINGLE FAMILY","1","SEWAGE","41"
"HCE-20121127-7695","117615","1903  BEECH STREET ","","APT 13","WILKINSBURG","PA","15221","55614","Complaint Housing","MULTI FAMILY","18","NON EMERGENCY","1"
"HCE-20121115-7596","117616","1417  GLENN AVENUE ","","","WILKINSBURG","PA","15221","","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20121115-7608","117617","1013-1015  WALLACE AVENUE ","","","WILKINSBURG","PA","15221","55612","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20120611-5089","117618","1674  LAKETON ROAD ","","","WILKINSBURG","PA","15221","55611","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20121001-7136","117619","761  PRINCETON BOULEVARD ","","","WILKINSBURG","PA","15221","55615","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20130102-1003","117627","569  WOODMONT STREET ","","APT C","EAST MCKEESPORT","PA","15035","55070","Complaint Housing","MULTI FAMILY","6","NO HEAT","5"
"HCE-20131028-6834","118848","3022  PERRYSVILLE AVENUE ","","2ND FLR.","PITTSBURGH","PA","15214","","Community Environment","MULTI FAMILY","2","NON EMERGENCY","3"
"HCE-20131107-6918","118850","439  WILSON DRIVE ","","","PENN HILLS","PA","15235","55652","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","19"
"HCE-20131031-6864","118851","127  IDLEWOOD AVENUE ","","2ND FLR","SCOTT TOWNSHIP","PA","15106","54705","Community Environment","MULTI FAMILY","2","NON EMERGENCY","73"
"HCE-20131108-6947","118853","2229  MURRAY AVENUE ","","REAR","PITTSBURGH","PA","15217","31408","Community Environment","PROPERTY TYPE N/A","1","NON EMERGENCY","19"
"HCE-20131113-6967","118857","617  HAMPSHIRE AVENUE ","","APT 2","PITTSBURGH","PA","15216","31916","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","41"
"HCE-20131113-6966","118858","617  HAMPSHIRE AVENUE ","","APT 3","PITTSBURGH","PA","15216","31916","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","41"
"HCE-20130726-5065","118860","249  KENNEDY AVENUE ","","","PITTSBURGH","PA","15214","32615","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","3"
"HCE-20131104-6877","118861","  JOSH GIBSON DRIVE ","","","PITTSBURGH","PA","15214","32612","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","3"
"HCE-20131104-6878","118862","  JOSH GIBSON DRIVE ","","","PITTSBURGH","PA","15214","32602","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","3"
"HCE-20130919-6476","118865","49  VERONA ROAD ","","","PENN HILLS","PA","15235","55652","Community Environment","PROPERTY TYPE N/A","1","NON EMERGENCY","19"
"HCE-20131217-7190","118868","8131  CHASKE STREET ","","","PENN HILLS","PA","15147","55650","Complaint Housing","SINGLE FAMILY","1","SEWAGE","19"
"HCE-20130813-5345","118871","420  SUFFOLK STREET ","","","PITTSBURGH","PA","15214","32614","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","3"
"HCE-20130826-5516","118875","536  PINE WAY ","","","BRADDOCK","PA","15104","55138","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20121226-7891","117633","306 S FAIRMOUNT STREET ","","APT. 1","PITTSBURGH","PA","15232","30807","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20121127-7682","117634","2913  CALIFORNIA AVENUE ","","","PITTSBURGH","PA","15212","32715","Community Environment","MULTI FAMILY","2","NON EMERGENCY","88"
"HCE-20130108-2477","117636","320  FOURTH AVENUE ","","","RANKIN","PA","15104","55140","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20120910-6863","117637","213  THIRD AVENUE ","","","RANKIN","PA","15104","55140","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20121018-7313","117639","418  5TH STREET ","","","CLAIRTON","PA","15025","54928","Community Environment","SINGLE FAMILY","1","NO WATER","62"
"HCE-20121205-7769","117641","2529  DURHAM AVENUE ","","","PITTSBURGH","PA","15216","31920","Complaint Housing","SINGLE FAMILY","1","NO HEAT","41"
"HCE-20050727-6249","117642","2012  FIFTH AVENUE ","","","PITTSBURGH","PA","15219","30103","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20121106-7533","117643","838  BRIGHTRIDGE STREET ","","","PITTSBURGH","PA","15214","32508","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20120720-5695","117649","221  KENNEDY AVENUE ","","","PITTSBURGH","PA","15214","32615","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","3"
"HCE-20121211-7817","117650","2121  FORBES AVENUE ","","APT 2","PITTSBURGH","PA","15213","30409","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","18"
"HCE-20121214-7833","117651","818  SPRING STREET ","","","NORTH BRADDOCK","PA","15104","55128","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20121128-7697","117652","1510  BEECHVIEW AVENUE ","","","PITTSBURGH","PA","15216","31916","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","46"
"HCE-20121212-7814","117653","822  SPRING STREET ","","","NORTH BRADDOCK","PA","15104","55128","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20121203-7739","117654","324  LA BELLE STREET ","","","PITTSBURGH","PA","15211","31922","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","46"
"HCE-20130109-2490","118888","720  QUAILL AVENUE ","","","ROSS TOWNSHIP","PA","15202","55626","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","83"
"HCE-20131208-7123","118890","210  MARTSOLF AVENUE ","","1ST FL","WEST VIEW","PA","15229","54301","Complaint Housing","MULTI FAMILY","2","NO HEAT","83"
"HCE-20130708-4777","118892","139  GLEN CALADH STREET ","","","PITTSBURGH","PA","15207","31515","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","2"
"HCE-20131007-6641","118893","158  BANNER WAY ","","","PITTSBURGH","PA","15201","30901","Community Environment","SINGLE FAMILY","2","NON EMERGENCY","3"
"HCE-20130711-4930","118894","855  LOVITT WAY ","","","PITTSBURGH","PA","15212","32304","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","2"
"HCE-20130530-4147","118895","4222  MILGATE STREET ","","","PITTSBURGH","PA","15224","30903","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","3"
"HCE-20130819-5389","118896","2230  BROWNSVILLE ROAD ","","","PITTSBURGH","PA","15210","32904","Complaint Housing","MULTI FAMILY","1","NON EMERGENCY","18"
"HCE-20130905-6348","118897","230  STERLING STREET ","","","PITTSBURGH","PA","15210","31603","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20130408-3225","118898","2314  WEBSTER AVENUE ","","","PITTSBURGH","PA","15219","30501","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20130910-6455","118899","104 1/2  KNOX AVENUE ","","","PITTSBURGH","PA","15210","33001","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20130910-6459","118901","842  LOYAL WAY ","","","PITTSBURGH","PA","15210","31803","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20131107-6953","118902","2084  WALTON AVENUE ","","","PITTSBURGH","PA","15210","33204","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20130724-5019","118903","1208  AMANDA AVENUE ","","","PITTSBURGH","PA","15210","32902","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20131029-6851","118904","326  HAYS AVENUE ","","APT. 204","MOUNT OLIVER","PA","15210","54810","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20131030-6859","118905","326  HAYS AVENUE ","","APT 307","MOUNT OLIVER","PA","15210","54810","Complaint Housing","MULTI FAMILY","3","NO HEAT","18"
"HCE-20131021-6776","118906","618  LILLIAN STREET ","","","PITTSBURGH","PA","15210","31803","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20131028-6849","118907","2123  WALTON AVENUE ","","","PITTSBURGH","PA","15210","33204","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20130801-5180","118908","23  WHITE AVENUE ","","","CRAFTON","PA","15205","54656","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20131112-6950","118909","461  MCKNIGHT CIRCLE ","","APT D","ROSS TOWNSHIP","PA","15237","55625","Complaint Housing","MULTI FAMILY","10","NON EMERGENCY","73"
"HCE-20131220-7216","118911","1226  SPRING GARDEN AVENUE ","","","PITTSBURGH","PA","15212","32412","Complaint Housing","SINGLE FAMILY","1","NO HEAT","73"
"HCE-20130705-4752","118912","508  PAULSON AVENUE ","","","PITTSBURGH","PA","15206","31204","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20131029-6887","118915","1134 1/2  RACE STREET ","","","STOWE TOWNSHIP","PA","15136","54626","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20130805-5219","118943","821  MONONGAHELA AVENUE ","","","GLASSPORT","PA","15045","54994","Complaint Housing","SINGLE FAMILY","1","NO HEAT","62"
"HCE-20131210-7149","118951","311  OLIVIA STREET ","","APT. 2","MCKEES ROCKS","PA","15136","55738","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","73"
"HCE-20140121-2657","118958","7539  BENNETT STREET ","","APT # 5","PITTSBURGH","PA","15208","31304","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20130906-6303","118960","424  DAYTONA STREET ","","","PITTSBURGH","PA","15210","33001","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20131211-7154","118961","1800  WHITED STREET ","","LOT 24","PITTSBURGH","PA","15210","33206","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20130718-4973","118962","710 E THIRTEENTH AVENUE ","","","MUNHALL","PA","15120","54843","West Nile","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20130719-4992","118965","4711  MONONGAHELA STREET ","","","PITTSBURGH","PA","15207","31501","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","2"
