HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
EA17D,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"108,067",.,.,.,.,"108,067"
EA19A,"Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"20,992",.,.,.,.,"20,992"
EA19C,"Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"12,016",.,.,.,.,"12,016"
EA20A,"Other Complex Cardiac Surgery and Re-do's, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,"92,184",.,.,.,.,"92,184"
EA20B,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9",.,.,.,.,"15,320",.,.,.,.,.,.,"150,079",.,.,.,"5,642","171,041"
EA20C,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,"5,693",.,.,"4,195",.,.,.,.,.,.,"195,525",.,.,.,.,"205,413"
EA22Z,"Other Complex Cardiac Surgery with Percutaneous Coronary Intervention, Pacing, EP or RFA",.,.,.,.,.,.,.,.,.,.,.,"17,870",.,.,.,.,"17,870"
EA29A,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 5+",.,.,.,.,"14,332",.,.,.,.,.,.,"12,556",.,.,.,.,"26,888"
EA29C,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"5,183",.,.,.,.,"5,183"
EA31A,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 11+","4,997",.,.,.,.,.,.,.,.,.,.,"42,725",.,.,.,.,"47,722"
EA31B,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10","30,653",.,"55,658",.,"6,684",.,.,.,.,.,.,"46,872",.,.,.,.,"139,867"
EA31C,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6","264,296",.,"164,208",.,"98,965",.,.,.,.,.,.,"433,425",.,.,.,.,"960,895"
EA31D,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2","387,356",.,"199,499",.,"296,813","1,205",.,.,.,.,.,"411,507",.,.,.,.,"1,296,381"
EA35A,Other Percutaneous Interventions with CC Score 8+,.,.,"4,124",.,.,.,.,.,.,.,.,"39,639",.,.,.,.,"43,763"
EA35B,Other Percutaneous Interventions with CC Score 5-7,.,.,"2,767",.,.,.,.,.,.,.,.,"24,334",.,.,.,"8,932","36,033"
EA35C,Other Percutaneous Interventions with CC Score 2-4,"18,414",845,"19,170",.,"4,242",.,.,.,.,.,.,"54,903",.,.,.,.,"97,573"
EA35D,Other Percutaneous Interventions with CC Score 0-1,.,.,"7,491",.,.,.,.,.,.,.,.,"7,343",.,.,.,.,"14,834"
EA36C,Catheter with CC Score 13+,"3,444",.,"6,038",.,"22,727",.,.,.,.,.,.,"28,373",.,.,.,"36,096","96,679"
EA36D,Catheter with CC Score 10-12,"8,266",.,"21,164",.,"13,486",.,.,.,.,.,.,"83,971",.,.,.,.,"126,888"
EA36E,Catheter with CC Score 7-9,"74,397",.,"55,194",.,"38,912",.,.,.,.,.,.,"137,102",.,.,.,"36,289","341,894"
EA36F,Catheter with CC Score 4-6,"138,462",.,"155,872",.,"114,048",.,.,.,.,.,.,"294,121",.,.,.,"150,402","852,906"
EA36G,Catheter with CC Score 2-3,"124,872",.,"94,087",.,"111,721",.,.,.,.,.,.,"227,444",.,.,.,"96,924","655,048"
EA36H,Catheter with CC Score 0-1,"32,126",.,"41,422",.,"61,653",.,.,.,.,.,.,"96,009",.,.,.,"27,785","258,995"
EA39A,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 5+",.,.,"8,502",.,.,.,.,.,.,.,.,"21,026",.,.,.,.,"29,528"
EA39C,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 0-1",.,.,"7,984",.,.,.,.,.,.,.,.,"5,528",.,.,.,.,"13,512"
EA40Z,Other Non-Complex Cardiac Surgery,.,.,.,.,.,.,.,.,.,.,.,"24,429",.,.,.,.,"24,429"
EA44A,Minor Cardiac Procedures with CC Score 2+,.,.,"3,337",.,.,.,.,.,.,.,.,732,.,.,.,.,"4,069"
EA44B,Minor Cardiac Procedures with CC Score 0-1,.,.,"3,485",.,.,.,.,.,.,.,.,"1,062",.,.,.,.,"4,547"
EA48Z,"Single or Dual Chamber, Pacemaker or Implantable Diagnostic Device, with Percutaneous Coronary Intervention, EP or RFA",.,.,.,.,.,.,.,.,.,.,.,"20,082",.,.,.,.,"20,082"
EA49A,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 9+","2,642",.,.,.,"8,124",.,.,.,.,.,.,"60,951",.,.,.,.,"71,717"
EA49B,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8","13,344",.,"56,745",.,"7,354",.,.,.,.,.,.,"101,227",.,.,.,.,"178,670"
EA49C,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5","34,316",.,"81,837",.,"13,868",.,.,.,.,.,.,"142,813",.,.,.,.,"272,833"
EA49D,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2","42,906",.,"56,581",.,"24,306",.,.,.,.,.,.,"116,148",.,.,.,.,"239,940"
EA51A,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,"89,933",.,.,.,.,"89,933"
EA51B,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"156,345",.,.,.,.,"156,345"
EA51C,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"97,947",.,.,.,.,"97,947"
EA51D,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"91,807",.,.,.,.,"91,807"
EA52A,"Repair or Replacement of more than one Heart Valve, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,"59,694",.,.,.,.,"59,694"
EA52B,"Repair or Replacement of more than one Heart Valve, with CC Score 4-8",.,.,.,.,.,.,.,.,.,.,.,"80,783",.,.,.,.,"80,783"
EA52C,"Repair or Replacement of more than one Heart Valve, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"14,043",.,.,.,.,"14,043"
EA54A,Percutaneous Standard Ablation with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"82,431",.,.,.,.,"82,431"
EA54B,Percutaneous Standard Ablation with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"36,205",.,.,.,.,"36,205"
EA55A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,"5,119",.,.,.,.,.,.,.,.,"8,598",.,.,.,.,"13,717"
EA55B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"12,114",.,.,.,.,"12,114"
EA56A,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 6+",.,.,"67,271",.,.,.,.,.,.,.,.,"39,509",.,.,.,.,"106,779"
EA56B,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 3-5",.,.,"73,876",.,.,.,.,.,.,.,.,"25,752",.,.,.,.,"99,628"
EA56C,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"53,370",.,.,.,.,"53,370"
EA57A,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"40,892",.,.,.,.,"40,892"
EA57B,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"36,715",.,.,.,.,"36,715"
EA58Z,Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,"406,315",.,.,.,.,"406,315"
EA59Z,Transcatheter Aortic Valve Implantation (TAVI) not using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,"181,419",.,.,.,.,"181,419"
EB02A,Endocarditis with CC Score 10+,.,.,.,"5,470","18,901","15,366","44,839",.,.,.,.,"21,309",.,.,.,"19,459","125,343"
EB02B,Endocarditis with CC Score 5-9,"30,310",.,"38,142","22,852","16,439",.,.,.,.,.,.,"108,484",.,"29,627",.,"20,511","266,365"
EB02C,Endocarditis with CC Score 0-4,"35,320","16,760",.,"8,204","6,441",.,.,.,.,.,.,"9,938",.,.,.,.,"76,663"
EB03A,"Heart Failure or Shock, with CC Score 14+","5,698","38,028","42,865","27,908","69,146","15,271","50,641",.,"47,224","45,674","23,244","11,501","71,252",.,.,"76,154","524,608"
EB03B,"Heart Failure or Shock, with CC Score 11-13","56,056","120,842","44,948","41,382","92,728","56,855","128,994",.,"107,597","23,377","48,186","123,887","25,651","45,835",.,"127,195","1,043,533"
EB03C,"Heart Failure or Shock, with CC Score 8-10","216,071","331,830","250,140","170,488","184,911","48,307","121,298",.,"137,445","33,087","115,865","170,342","39,494","211,908",.,"442,031","2,473,216"
EB03D,"Heart Failure or Shock, with CC Score 4-7","517,231","730,707","337,549","377,966","231,928","183,569","191,276",.,"214,285","19,061","369,693","267,587","12,622","364,935",.,"610,292","4,428,702"
EB03E,"Heart Failure or Shock, with CC Score 0-3","134,638","180,943","97,761","102,197","96,401","49,099","21,266",.,"20,275",.,"97,738","100,202","11,400","113,798",.,"109,012","1,134,731"
EB04Z,Hypertension,"15,968","34,835","13,511","12,287","6,231","10,424","13,188",.,"4,509",.,"15,146","21,175",.,"29,587",.,"20,584","197,445"
EB05A,Cardiac Arrest with CC Score 9+,"7,578","20,760","38,501",.,"3,594",715,.,.,"6,554",.,734,.,.,"7,194",.,"8,296","93,925"
EB05B,Cardiac Arrest with CC Score 5-8,"16,156","13,698","2,318","1,361",.,.,.,.,"3,469",.,"5,075","9,057",.,"1,004",.,"12,239","64,377"
EB05C,Cardiac Arrest with CC Score 0-4,"4,390","7,085",.,.,"3,171",.,.,.,.,.,"3,067","16,015",.,"10,391",.,"8,304","52,423"
EB06A,Cardiac Valve Disorders with CC Score 13+,.,"7,960",.,"15,875","4,620",.,.,.,.,.,"5,988","8,447",.,.,.,"20,509","63,399"
EB06B,Cardiac Valve Disorders with CC Score 9-12,"13,825","19,283","5,758","24,613","50,051","5,122","8,968",.,"44,066",.,"33,255","13,667",.,"43,518",.,"65,342","327,468"
EB06C,Cardiac Valve Disorders with CC Score 5-8,"31,463","66,084","40,436","65,208","55,547","9,296","23,339",.,"3,382",.,"64,587","49,153",.,"15,187",.,"106,493","530,176"
EB06D,Cardiac Valve Disorders with CC Score 0-4,"57,367","24,069","42,734","86,139","31,914","26,848","4,748",.,"8,521",.,"72,285","35,668",.,"84,406","1,104","83,229","559,031"
EB07A,"Arrhythmia or Conduction Disorders, with CC Score 13+","4,822","24,747","13,637","2,268","18,165",.,"6,207",.,"8,902","21,578","1,639","14,504",.,.,.,"12,799","129,268"
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12","19,977","12,167","8,451","7,191","21,568","6,584","16,338",.,"33,983","10,070","5,650","23,402","5,700","12,046",.,"34,364","217,490"
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9","92,332","123,272","30,413","34,645","83,318","23,089","59,180",.,"73,251","3,956","41,404","73,354",.,"36,790",.,"143,586","818,590"
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6","179,507","228,971","88,754","123,079","145,268","54,173","91,187",.,"89,077",.,"101,660","141,329","3,664","87,199",.,"240,896","1,574,765"
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3","136,644","160,092","58,157","117,045","108,144","43,920","25,306",.,"46,990",.,"69,666","124,581",.,"116,078","1,104","187,847","1,195,572"
EB08A,"Syncope or Collapse, with CC Score 13+","22,012","7,475",.,.,"27,392","2,109","1,583",.,"20,765",.,.,.,"5,700",.,.,"45,927","132,963"
EB08B,"Syncope or Collapse, with CC Score 10-12","17,938","45,965","8,909","11,793","29,837","10,379","13,740",.,"30,604","10,430","9,065","13,937","13,436","51,040",.,"45,155","312,228"
EB08C,"Syncope or Collapse, with CC Score 7-9","33,227","40,525","30,443","16,436","59,851","12,176","20,558","1,666","23,697","10,789","6,520","44,161","2,443","48,187",.,"83,805","434,484"
EB08D,"Syncope or Collapse, with CC Score 4-6","66,661","76,499","44,989","29,776","67,103","36,572","19,850",.,"32,949",.,"30,448","63,628",.,"70,095",.,"122,216","660,786"
EB08E,"Syncope or Collapse, with CC Score 0-3","98,993","150,697","37,697","73,170","50,043","37,572","19,149",.,"18,413","1,439","43,638","104,823",.,"52,782",.,"94,397","782,813"
EB09A,Non-Interventional Congenital Cardiac Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,912,912
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,.,.,.,.,"1,459",.,.,.,.,.,.,"3,987",.,.,.,.,"5,446"
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+","8,266","90,154","7,325","67,381","68,177","3,314","8,772",.,"22,940","28,771",.,"12,322","18,729",.,.,"37,751","373,903"
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12","68,260","122,581","21,017","92,837","89,792","32,528","16,157",.,"82,294","2,517","21,746","75,998",.,"53,153",.,"109,276","788,157"
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9","59,931","406,612","80,856","106,691","205,988","84,807","66,962","10,133","104,606",.,"45,126","77,218","4,479","101,627",.,"201,646","1,556,683"
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6","133,438","476,641","51,345","185,057","244,410","134,238","84,185",.,"138,085","2,877","116,104","65,325","4,886","184,780",.,"372,224","2,193,594"
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3","34,630","283,403","34,305","211,746","207,070","146,793","84,682",.,"84,305",.,"116,521","21,218",.,"123,436",.,"387,046","1,735,156"
EB12A,Unspecified Chest Pain with CC Score 11+,"4,321","2,111","1,087",.,"4,364","1,723","12,472",.,"10,272",.,.,"4,383",.,"4,612",.,"10,227","55,572"
EB12B,Unspecified Chest Pain with CC Score 5-10,"39,613","55,635","63,219","35,152","63,564","22,816","80,341",.,"42,978",.,"14,074","64,323","1,629","29,737",.,"103,483","616,564"
EB12C,Unspecified Chest Pain with CC Score 0-4,"33,348","29,782","23,225","24,853","36,435","17,837","35,095",.,"13,404",.,"30,768","44,142",.,"25,283",.,"56,011","370,183"
EB13A,Angina with CC Score 12+,"22,791","3,378","2,125",.,.,"5,724","34,342",.,"2,195",.,.,"2,604",.,"23,447",.,"12,274","108,881"
EB13B,Angina with CC Score 8-11,"24,182","7,601","25,303","5,176","27,951","7,846","31,380",.,"10,032",.,"11,227","37,727","5,700","15,428",.,"42,154","251,707"
EB13C,Angina with CC Score 4-7,"26,552","54,910","31,553","42,369","35,066","21,921","64,207",.,"54,313",.,"35,150","17,113",.,"63,711",.,"108,626","555,493"
EB13D,Angina with CC Score 0-3,"16,533","43,305","6,385","30,438","36,624","37,962","22,442",.,"21,009",.,"39,306","6,847",.,"33,954",.,"81,131","375,937"
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,"4,821","28,605","34,524","16,956","11,228","14,229",.,.,"9,512",.,.,"16,607","6,107",.,.,"31,325","173,914"
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,"17,458","41,442","37,948","10,760","44,357","20,240","31,923",.,"50,925","2,158","13,614","67,635",.,"20,343",.,"26,835","385,635"
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,"73,644","101,302","79,961","23,413","64,604","26,490","29,481","1,666","12,287",.,"28,873","185,104","4,886","30,474",.,"34,568","696,751"
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,"96,576","190,152","135,341","27,091","138,755","27,851","23,000","2,724","22,949",.,"82,602","159,875",.,"58,379",.,"151,312","1,116,608"
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,"23,782","34,183","66,722","49,773","87,295","20,302","19,835",.,.,.,"26,215","53,125","3,664","83,108",.,"91,741","559,745"
EB15B,Primary Pulmonary Hypertension with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,"5,911",.,.,.,.,"5,911"
EB15C,Primary Pulmonary Hypertension with CC Score 0-3,.,.,835,.,.,.,"9,812",.,.,.,.,.,.,.,.,"2,934","13,582"
EC01A,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less","1,378",.,.,.,"1,540",.,.,.,.,.,.,"47,377",.,.,.,"2,095","52,390"
EC01B,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,"7,885",.,.,.,.,"7,885"
EC02B,"Congenital Cardiac Surgery with Intervention Score 59-121, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,"26,255",.,.,.,.,"26,255"
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+","8,472","8,919",.,"3,785",.,.,.,.,.,.,"21,285",.,.,.,.,"42,449","84,910"
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9","83,036","31,018","50,893","21,659","24,807","23,471",.,.,.,.,"6,251","38,993",.,"49,955",.,"9,790","339,871"
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5","75,607","77,956","102,050","25,606","48,427","13,004",.,.,.,.,"33,884","38,831",.,"40,312",.,"76,929","532,605"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","64,312","78,620","65,465","21,562","64,589","30,455",.,.,.,.,.,"78,149",.,"94,854",.,"59,216","557,222"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","55,793","88,562","51,049","19,092","83,744","39,477",.,.,.,.,"4,573","84,240",.,"94,130",.,"81,799","602,457"
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,112","6,112"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0","5,480",.,.,"10,985",.,.,.,.,.,.,.,"26,821",.,"15,352",.,"10,986","69,624"
FZ12T,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"14,454",.,.,.,.,"14,454"
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,"2,405",.,"6,544","7,764","4,574",.,.,.,.,"16,097","10,233",.,.,.,"5,846","53,463"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","6,392","15,302",.,"2,757","5,099",.,.,.,.,.,"3,296","19,252",.,"18,108",.,"21,628","91,834"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,"7,466","3,428","2,101","4,126",.,.,.,.,.,.,"16,150",.,"6,110",.,"5,406","44,787"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"5,970",.,.,.,.,"5,970"
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+","6,160","3,659",.,.,.,"3,716",.,.,.,.,.,"4,227",.,.,.,"8,557","26,319"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5","10,927","17,541","5,550","8,916","3,231","3,306",.,.,.,.,"19,970","15,468",.,"11,335",.,"22,448","118,690"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","38,291","40,526","8,475","14,547","15,973","19,310",.,.,.,.,"20,344","16,270",.,"40,654",.,"21,445","235,835"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","5,924","17,058","2,582","12,590","11,951","11,253",.,.,.,.,"16,475","6,861",.,"20,443",.,"6,383","111,521"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"10,299",.,.,.,.,"10,299"
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+","6,851","21,658",.,.,.,.,.,.,.,.,.,.,.,"16,952",.,"9,759","55,219"
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4","7,764","57,136",.,"22,774","3,746",.,.,.,.,.,"8,893","22,469",.,"37,139",.,"24,632","184,554"
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","96,351","154,535","4,659","38,365","89,972","32,734",.,.,.,.,"22,091","133,253",.,"71,423",.,"136,990","780,373"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0","284,919","317,433","25,872","141,087","280,382","118,757",.,.,.,.,"123,817","350,972",.,"318,938",.,"232,367","2,194,545"
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,.,"9,041",.,.,.,.,"6,115","18,859",.,.,.,"5,757","39,772"
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","34,252","51,846",.,"18,278","52,700","6,655",.,.,.,.,"9,134","160,273",.,"24,260",.,"13,536","370,933"
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0","211,446","197,560","14,988","77,124","160,708","88,630",.,.,.,.,"34,257","323,329",.,"219,998",.,"47,706","1,375,747"
FZ21B,"Major Anal Procedures, 18 years and under","3,349",.,.,.,.,.,.,.,.,.,.,"2,616",.,"3,283",.,"6,771","16,018"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+","14,083","4,742","7,768",.,"14,804","3,005",.,.,.,.,"3,589","6,045",.,.,.,"20,181","74,217"
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","2,968","16,815","1,608",.,"1,302","9,393",.,.,.,.,.,"14,904",.,.,.,"20,468","67,459"
FZ22B,"Intermediate Anal Procedures, 18 years and under","4,110","9,670",.,.,"3,390",.,.,.,.,.,.,"12,764",.,"1,957",.,"10,945","42,836"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+","7,537",714,.,"2,824","18,868",.,.,.,.,.,.,"17,676",.,.,.,"20,390","68,009"
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","9,763","9,581","5,903","7,098","14,279","10,067",.,.,.,.,"5,629","33,558",.,"9,123",.,"21,158","126,160"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","53,046","99,672","16,524","25,095","32,333","24,281",.,.,.,.,"11,932","49,155",.,"24,213",.,"55,887","392,137"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,"1,087",.,.,.,.,.,.,"5,723",.,.,.,.,"6,810"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,"5,655",.,.,.,.,.,"26,305",.,.,.,"12,764","44,725"
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,"3,164",.,"2,668","10,627",.,.,.,.,.,"3,582",.,.,"2,620",.,"6,313","28,974"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,"9,358","2,220","2,377","4,654","5,382",.,.,.,.,.,"18,263",.,.,.,"2,710","44,963"
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,"4,997",.,.,.,.,.,.,.,.,"5,453",.,.,.,.,.,"10,449"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,"1,220","10,193","6,720",.,.,.,.,.,.,"6,960",.,.,"13,189",.,.,"38,282"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,"6,419","10,109","4,583","7,254","2,275",.,.,.,.,.,"4,746",.,.,.,"10,309","45,696"
FZ36G,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",877,"8,843",.,.,"4,248",.,.,.,.,.,.,"12,132",.,"7,030",.,"9,851","42,979"
FZ36H,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3","1,315",.,.,.,.,"11,605",.,.,.,.,"4,084","5,746",.,.,.,"8,604","31,355"
FZ36J,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,"2,440","7,706",.,"4,901","3,013",.,.,.,.,"6,120","14,102",.,.,.,"10,933","49,215"
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4","12,224",.,"4,735",.,"25,497","3,122",.,.,"6,791",.,"4,535","13,545",.,"6,860",.,"15,030","92,338"
FZ36L,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,"5,715","3,743","3,994","52,435","22,251",.,.,"6,131",.,"1,699","33,396",.,"4,013",.,"18,045","151,422"
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+","21,485","10,165","12,301","18,597","25,186",.,"10,023",.,"30,150","2,877",.,"20,509",.,"23,807",.,"47,715","222,814"
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7","60,356","39,876","30,369","15,119","63,264","19,385","21,101",.,"18,037",.,"37,631","60,196","5,700","22,384",.,"97,679","491,097"
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4","112,416","88,044","68,326","16,016","108,832","45,304","43,784",.,"31,150","6,473","89,812","144,685",.,"103,481",.,"115,570","973,892"
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1","129,186","80,048","65,583","16,061","110,674","57,213","18,991",.,"20,232","2,158","70,853","136,864","2,443","86,875",.,"158,537","955,717"
FZ37K,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,.,.,.,.,.,"15,343",.,.,.,.,.,.,.,"15,343"
FZ37L,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2","5,364","6,179",.,.,"22,330","12,209",.,.,.,.,"3,949","1,591",.,"25,674",.,.,"77,296"
FZ37M,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,"2,659",.,"13,082","10,456","3,771",.,.,"8,514",.,.,.,.,.,.,"16,468","54,951"
FZ37N,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3","30,718","59,751","29,052","94,816","28,672","10,655",.,.,.,.,"17,882","52,592",.,"24,657",.,"78,936","427,729"
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+","9,540","85,696","12,384","25,361","8,271","10,468","10,023",.,"17,216",.,.,"32,587",.,"34,114",.,"34,733","280,393"
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","17,162","54,302","16,501","34,005","4,819","4,821","2,110",.,"1,503","3,237","6,099",715,.,"12,646",.,"30,747","188,666"
