HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
EB08E,361,"Syncope or Collapse, with CC Score 0-3",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB08E,370,"Syncope or Collapse, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB08E,400,"Syncope or Collapse, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB08E,430,"Syncope or Collapse, with CC Score 0-3",3,17,5,.,10,1,.,.,.,2,5,7,.,5,.,11,66
EB08E,501,"Syncope or Collapse, with CC Score 0-3",.,1,.,.,1,1,.,.,.,.,.,1,.,.,.,1,5
EB08E,800,"Syncope or Collapse, with CC Score 0-3",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB09A,320,Non-Interventional Congenital Cardiac Conditions with CC Score 3+,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
EB10A,100,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB10A,170,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB10A,300,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,1,.,.,3,1,3,.,.,.,1,.,.,2,.,2,13
EB10A,320,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,38,3,2,7,.,1,.,2,.,1,4,.,3,.,15,76
EB10A,361,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,4,.,.,.,11,.,.,.,.,.,.,.,.,.,.,15
EB10A,430,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,.,1,.,.,.,.,.,.,1,.,.,2,.,.,4,8
EB10B,100,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
EB10B,170,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EB10B,300,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",2,2,.,3,10,5,7,.,4,.,.,1,.,3,.,8,45
EB10B,320,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",6,64,1,6,27,4,2,.,8,.,5,8,.,5,.,18,154
EB10B,340,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EB10B,350,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB10B,361,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2
EB10B,430,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",1,1,.,.,2,.,.,.,.,4,1,.,2,.,.,5,16
EB10C,100,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",.,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,3
EB10C,101,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EB10C,120,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB10C,170,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EB10C,300,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",2,8,.,4,29,13,12,.,3,.,4,7,.,6,.,15,103
EB10C,303,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB10C,320,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",17,141,8,25,65,15,6,.,16,.,12,16,.,15,.,61,397
EB10C,340,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",.,7,2,.,.,.,.,.,.,.,2,.,.,.,.,.,11
EB10C,361,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",1,.,3,.,.,3,.,.,.,.,.,.,.,.,.,.,7
EB10C,430,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",.,2,1,.,2,.,.,.,.,.,.,2,1,4,.,7,19
EB10D,100,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",.,1,.,1,.,.,.,.,.,.,1,4,.,.,.,2,9
EB10D,110,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB10D,172,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB10D,300,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",3,10,1,17,17,19,6,.,2,.,.,6,.,10,.,18,109
EB10D,320,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",27,202,11,68,123,30,11,.,35,.,69,22,.,31,.,122,751
EB10D,340,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",.,5,1,.,.,.,.,.,.,.,.,1,.,.,.,.,7
EB10D,430,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",1,4,.,.,5,1,.,.,.,1,1,1,.,2,.,4,20
EB10E,100,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB10E,300,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",1,3,.,13,21,27,4,.,2,.,.,1,.,4,.,4,80
EB10E,303,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB10E,320,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",9,160,6,97,93,62,14,.,34,.,81,5,.,53,.,168,782
EB10E,340,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB10E,430,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",1,2,.,.,.,.,.,.,.,.,.,.,1,2,.,.,6
EB12A,300,Unspecified Chest Pain with CC Score 11+,.,.,.,.,5,.,3,.,6,.,.,1,.,1,.,.,16
EB12A,320,Unspecified Chest Pain with CC Score 11+,.,.,1,1,1,1,2,.,3,.,.,4,.,.,.,6,19
EB12A,340,Unspecified Chest Pain with CC Score 11+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB12A,361,Unspecified Chest Pain with CC Score 11+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB12A,430,Unspecified Chest Pain with CC Score 11+,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,2
EB12B,100,Unspecified Chest Pain with CC Score 5-10,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,4
EB12B,172,Unspecified Chest Pain with CC Score 5-10,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB12B,180,Unspecified Chest Pain with CC Score 5-10,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EB12B,300,Unspecified Chest Pain with CC Score 5-10,22,8,3,9,29,10,12,.,19,.,11,14,.,4,.,29,170
EB12B,301,Unspecified Chest Pain with CC Score 5-10,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB12B,302,Unspecified Chest Pain with CC Score 5-10,.,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,3
EB12B,320,Unspecified Chest Pain with CC Score 5-10,17,16,11,8,36,5,19,.,3,.,17,16,.,8,.,54,210
EB12B,340,Unspecified Chest Pain with CC Score 5-10,.,5,6,.,.,.,.,.,.,.,1,7,.,.,.,.,19
EB12B,361,Unspecified Chest Pain with CC Score 5-10,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
EB12B,430,Unspecified Chest Pain with CC Score 5-10,1,1,1,.,6,.,.,.,.,.,.,1,.,1,.,4,15
EB12C,100,Unspecified Chest Pain with CC Score 0-4,.,2,.,2,.,.,.,.,.,.,.,1,.,1,.,6,12
EB12C,120,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
EB12C,170,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB12C,172,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EB12C,180,Unspecified Chest Pain with CC Score 0-4,.,1,.,2,.,.,.,.,.,.,1,4,.,.,.,.,8
EB12C,300,Unspecified Chest Pain with CC Score 0-4,21,10,4,20,56,28,21,.,9,.,11,33,.,5,.,25,243
EB12C,302,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
EB12C,320,Unspecified Chest Pain with CC Score 0-4,25,52,18,26,46,23,25,.,10,.,29,11,.,14,.,59,338
EB12C,340,Unspecified Chest Pain with CC Score 0-4,.,10,4,.,.,.,.,.,.,.,6,10,.,.,.,.,30
EB12C,361,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EB12C,430,Unspecified Chest Pain with CC Score 0-4,.,2,.,.,2,.,.,.,.,.,1,1,.,.,.,.,6
EB12C,501,Unspecified Chest Pain with CC Score 0-4,.,.,.,1,3,.,.,.,.,.,.,4,.,.,.,10,18
EB12C,502,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
EB13A,300,Angina with CC Score 12+,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
EB13A,320,Angina with CC Score 12+,.,2,.,.,.,2,.,.,.,.,.,.,.,.,.,2,6
EB13A,361,Angina with CC Score 12+,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,4
EB13B,300,Angina with CC Score 8-11,.,1,1,4,3,6,3,.,5,.,.,.,.,.,.,3,26
EB13B,320,Angina with CC Score 8-11,1,17,1,6,4,3,9,.,8,.,9,3,.,2,.,12,75
EB13B,430,Angina with CC Score 8-11,.,.,.,.,2,.,.,.,.,.,.,.,.,1,.,.,3
EB13C,100,Angina with CC Score 4-7,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB13C,300,Angina with CC Score 4-7,3,1,.,8,12,18,14,.,13,.,.,.,.,7,.,4,80
EB13C,320,Angina with CC Score 4-7,7,36,12,30,20,10,14,.,12,.,40,8,.,10,.,46,245
EB13C,340,Angina with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EB13C,430,Angina with CC Score 4-7,.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,.,3
EB13D,180,Angina with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB13D,300,Angina with CC Score 0-3,.,.,.,5,10,15,3,.,1,.,.,.,.,4,.,.,38
EB13D,320,Angina with CC Score 0-3,5,34,7,24,22,14,4,.,4,.,23,1,.,19,.,27,184
EB13D,340,Angina with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB14A,100,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,.,4,.,.,.,.,.,.,.,.,3,.,.,7
EB14A,110,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB14A,170,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB14A,300,Other Acquired Cardiac Conditions with CC Score 13+,.,4,.,2,2,.,1,.,3,.,1,.,.,.,.,.,13
EB14A,301,Other Acquired Cardiac Conditions with CC Score 13+,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB14A,320,Other Acquired Cardiac Conditions with CC Score 13+,.,5,.,.,1,1,.,.,.,.,.,1,.,.,.,1,9
EB14A,340,Other Acquired Cardiac Conditions with CC Score 13+,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
EB14A,361,Other Acquired Cardiac Conditions with CC Score 13+,.,.,29,.,.,10,.,.,.,.,.,.,.,.,.,.,39
EB14A,430,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,1,3
EB14B,100,Other Acquired Cardiac Conditions with CC Score 9-12,6,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,9
EB14B,110,Other Acquired Cardiac Conditions with CC Score 9-12,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB14B,170,Other Acquired Cardiac Conditions with CC Score 9-12,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
EB14B,300,Other Acquired Cardiac Conditions with CC Score 9-12,13,2,1,3,2,4,4,.,4,.,2,16,.,1,.,17,69
EB14B,320,Other Acquired Cardiac Conditions with CC Score 9-12,8,17,15,2,6,2,1,.,.,.,3,10,.,1,.,14,79
EB14B,340,Other Acquired Cardiac Conditions with CC Score 9-12,.,2,3,.,.,.,.,.,.,.,.,1,.,.,.,.,6
EB14B,350,Other Acquired Cardiac Conditions with CC Score 9-12,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EB14B,361,Other Acquired Cardiac Conditions with CC Score 9-12,2,1,18,.,.,4,.,.,.,.,.,.,.,.,.,.,25
EB14B,370,Other Acquired Cardiac Conditions with CC Score 9-12,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB14B,430,Other Acquired Cardiac Conditions with CC Score 9-12,2,.,.,.,1,.,.,.,.,.,.,.,.,2,.,1,6
EB14C,100,Other Acquired Cardiac Conditions with CC Score 6-8,2,.,2,.,11,.,.,.,.,.,.,.,.,1,.,.,16
EB14C,170,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
EB14C,172,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB14C,300,Other Acquired Cardiac Conditions with CC Score 6-8,7,6,7,6,5,8,4,.,3,.,1,14,.,6,.,6,73
EB14C,301,Other Acquired Cardiac Conditions with CC Score 6-8,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB14C,302,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,2,1,.,.,.,.,3
EB14C,303,Other Acquired Cardiac Conditions with CC Score 6-8,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB14C,320,Other Acquired Cardiac Conditions with CC Score 6-8,18,29,8,12,22,2,3,.,.,.,9,24,.,3,.,18,148
EB14C,340,Other Acquired Cardiac Conditions with CC Score 6-8,.,1,.,.,.,.,.,.,.,.,1,1,.,.,.,.,3
EB14C,360,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB14C,361,Other Acquired Cardiac Conditions with CC Score 6-8,4,3,9,.,.,.,.,.,.,.,.,.,.,.,.,.,16
EB14C,370,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB14C,410,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
EB14C,430,Other Acquired Cardiac Conditions with CC Score 6-8,1,1,2,.,1,.,.,.,.,1,.,3,1,2,.,7,19
EB14C,502,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB14D,100,Other Acquired Cardiac Conditions with CC Score 3-5,1,2,.,.,12,.,.,.,.,.,.,7,.,2,.,2,26
EB14D,101,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB14D,170,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
EB14D,300,Other Acquired Cardiac Conditions with CC Score 3-5,7,14,1,2,11,19,7,.,2,.,3,3,.,4,.,14,87
EB14D,302,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EB14D,303,Other Acquired Cardiac Conditions with CC Score 3-5,1,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,13
EB14D,320,Other Acquired Cardiac Conditions with CC Score 3-5,14,44,13,15,35,7,5,.,3,.,24,32,.,9,.,18,219
EB14D,340,Other Acquired Cardiac Conditions with CC Score 3-5,.,1,2,.,.,.,.,.,.,.,3,.,.,.,.,.,6
EB14D,370,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
EB14D,430,Other Acquired Cardiac Conditions with CC Score 3-5,1,2,1,.,3,.,.,.,1,.,1,1,.,2,.,1,13
EB14D,800,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB14E,100,Other Acquired Cardiac Conditions with CC Score 0-2,1,.,.,.,2,.,.,.,.,.,.,2,.,1,.,.,6
EB14E,300,Other Acquired Cardiac Conditions with CC Score 0-2,1,3,1,3,8,14,3,.,4,.,1,5,.,4,.,11,58
EB14E,301,Other Acquired Cardiac Conditions with CC Score 0-2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB14E,302,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EB14E,303,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,7
EB14E,320,Other Acquired Cardiac Conditions with CC Score 0-2,6,17,7,6,35,17,3,.,.,.,17,14,.,9,.,23,154
EB14E,340,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,3,.,.,.,.,.,4
EB14E,370,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB14E,430,Other Acquired Cardiac Conditions with CC Score 0-2,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,1,3
EB14E,501,Other Acquired Cardiac Conditions with CC Score 0-2,3,.,.,.,.,.,.,.,.,.,.,1,.,.,.,5,9
EB14E,800,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB15A,320,Primary Pulmonary Hypertension with CC Score 9+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB15B,303,Primary Pulmonary Hypertension with CC Score 4-8,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB15B,340,Primary Pulmonary Hypertension with CC Score 4-8,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EB15C,300,Primary Pulmonary Hypertension with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
EC10B,320,Very Complex Procedures for Congenital Heart Disease with CC Score 7-14,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC10C,170,Very Complex Procedures for Congenital Heart Disease with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC11C,170,Complex Procedures for Congenital Heart Disease with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC12B,320,Very Major Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC13A,170,Major Procedures for Congenital Heart Disease with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC13A,320,Major Procedures for Congenital Heart Disease with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC13B,170,Major Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC13B,320,Major Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC13C,170,Major Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC13C,320,Major Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC14A,320,Intermediate Procedures for Congenital Heart Disease with CC Score 9+,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EC14B,320,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC14C,320,Intermediate Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC15A,170,Minor Procedures for Congenital Heart Disease with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC15A,320,Minor Procedures for Congenital Heart Disease with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC15B,320,Minor Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
EC20A,320,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EC20B,320,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,.,.,.,.,2,.,.,.,.,.,.,1,.,.,.,.,3
ED11Z,100,Standard Repair of Descending Thoracic Aorta,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED13A,170,Standard Repair of Aortic Root with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED13B,320,Standard Repair of Aortic Root with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED14A,170,Complex Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED14B,170,Complex Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED15A,170,Standard Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
ED15A,172,Standard Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED15B,100,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED15B,170,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
ED15B,172,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED15B,320,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED20B,320,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED21B,170,"Standard, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED22C,320,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED23A,170,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED23A,320,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED23B,170,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
ED23B,320,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
ED23C,170,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,17
ED23C,320,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED24A,170,"Complex, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED24B,170,"Complex, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED24B,172,"Complex, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED24B,320,"Complex, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
ED24C,170,"Complex, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
ED25A,170,"Standard, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
ED25A,172,"Standard, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED25A,320,"Standard, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED25B,170,"Standard, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
ED25B,320,"Standard, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
ED25C,170,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16
ED25C,320,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16
ED26A,170,Complex Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
ED26A,320,Complex Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED26B,170,Complex Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
ED26B,320,Complex Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
ED26C,170,Complex Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
ED26C,172,Complex Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED26C,320,Complex Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
ED27A,170,Major Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED27B,170,Major Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
ED27B,320,Major Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
