a_year,a_ref,a_dcu,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2014,1845,BELW,2,1,1,WED,23,4,18,22,327943,371317,13,30,12,7,1,9,1,1,1,1,1,1
2014,1846,ARDS,3,2,1,WED,23,4,19,0,362832,369002,13,30, , , , , , , , , , 
2014,1847,NDOW,3,2,1,WED,23,4,17,45,352734,380930,13,30, , , , , , , , , , 
2014,1848,LARN,3,1,1,WED,23,4,22,28,336864,404215,13,60, , , , , , , , , , 
2014,1849,LISB,3,2,1,THU,24,4,0,49,327708,369187,13,30, , , , , , , , , , 
2014,1850,BELN,3,2,1,THU,24,4,8,10,332258,376427,13,30, , , , , , , , , , 
2014,1851,STRB,3,2,1,THU,24,4,9,10,233930,395070,13,60, , , , , , , , , , 
2014,1852,BELS,3,1,1,THU,24,4,9,0,333671,373419,2,30, , , , , , , , , , 
2014,1853,BMEN,3,2,1,THU,24,4,10,45,311927,396983,11,70, , , , , , , , , , 
2014,1854,BELS,3,1,1,THU,24,4,12,35,333585,373212,13,30, , , , , , , , , , 
2014,1855,DAST,3,1,1,THU,24,4,12,43,271528,360375,13,60, , , , , , , , , , 
2014,1856,MOYL,3,2,1,THU,24,4,13,20,294359,439557,13,60, , , , , , , , , , 
2014,1857,CRAI,3,2,1,THU,24,4,16,52,302875,354631,13,30, , , , , , , , , , 
2014,1858,MOYL,2,3,2,THU,24,4,17,30,316013,440229,13,60,1,1,1,1,2,1,1,1,1,1
2014,1859,CRAI,3,2,9,THU,24,4,17,40,304162,356413,13,40, , , , , , , , , , 
2014,1860,BMEN,3,2,1,THU,24,4,18,55,305428,405791,13,60, , , , , , , , , , 
2014,1861,NABB,3,2,1,FRI,25,4,12,0,334310,384895,13,30, , , , , , , , , , 
2014,1862,NDOW,3,2,1,WED,23,4,11,15,352413,380918,13,30, , , , , , , , , , 
2014,1863,LIMA,3,2,1,FRI,25,4,12,54,267950,421532,13,30, , , , , , , , , , 
2014,1864,DOWN,3,1,2,FRI,25,4,14,12,348515,344417,13,30, , , , , , , , , , 
2014,1865,CREA,3,2,4,FRI,25,4,15,35,335283,370135,11,30, , , , , , , , , , 
2014,1866,NDOW,3,2,1,FRI,25,4,15,54,348519,380962,13,30, , , , , , , , , , 
2014,1867,FOYL,3,3,1,FRI,25,4,15,54,246664,418567,11,70, , , , , , , , , , 
2014,1868,CREA,3,2,1,FRI,25,4,15,58,339213,369609,13,30, , , , , , , , , , 
2014,1869,BELN,2,1,2,FRI,25,4,16,1,334152,376317,13,30,12,7,1,12,1,1,1,1,1,1
2014,1870,LISB,3,2,1,FRI,25,4,16,30,326735,364467,2,30, , , , , , , , , , 
2014,1871,LISB,3,2,1,FRI,25,4,16,30,328993,369543,11,50, , , , , , , , , , 
2014,1872,LISB,3,2,1,FRI,25,4,17,52,316560,373512,13,60, , , , , , , , , , 
2014,1873,COOK,3,2,2,FRI,25,4,18,0,285028,370734,13,60, , , , , , , , , , 
2014,1874,BELN,3,1,1,FRI,25,4,19,21,333632,380433,12,70, , , , , , , , , , 
2014,1875,NEWM,3,2,1,FRI,25,4,21,20,324978,311617,13,60, , , , , , , , , , 
2014,1876,CRAI,3,3,1,FRI,25,4,21,49,306126,356273,13,40, , , , , , , , , , 
2014,1877,BELS,3,2,1,SAT,26,4,8,30,334119,373514,13,30, , , , , , , , , , 
2014,1878,FOYL,3,2,1,SAT,26,4,11,0,242606,418176,13,30, , , , , , , , , , 
2014,1879,BELS,3,3,1,SAT,26,4,12,0,333150,372737,13,70, , , , , , , , , , 
2014,1880,BELE,3,2,1,FRI,25,4,10,50,335608,372939,13,30, , , , , , , , , , 
2014,1881,NEWM,3,2,1,SAT,26,4,14,45,310847,330715,13,60, , , , , , , , , , 
2014,1882,BMEN,3,1,1,SAT,26,4,14,59,314778,403005,13,60, , , , , , , , , , 
2014,1883,CREA,3,2,2,SAT,26,4,15,0,333206,368565,13,50, , , , , , , , , , 
2014,1884,DOWN,2,2,5,SAT,26,4,17,30,336569,340890,13,60,1,1,1,1,2,1,1,1,1,1
2014,1885,FOYL,3,2,1,FRI,4,4,10,10,245172,415539,13,30, , , , , , , , , , 
2014,1886,CREA,3,2,1,SUN,27,4,0,3,335974,370891,11,40, , , , , , , , , , 
2014,1887,CRAI,1,1,2,SUN,27,4,2,4,303391,351970,13,60,1,1,1,1,6,1,1,1,1,1
2014,1888,NEWM,2,1,1,SUN,27,4,2,14,308454,326564,13,30,6,3,1,11,4,1,1,1,1,1
2014,1889,FERM,3,1,1,SUN,27,4,2,14,223645,343993,2,30, , , , , , , , , , 
2014,1890,CRAI,3,1,1,SUN,27,4,8,46,313204,361767,12,70, , , , , , , , , , 
2014,1891,LARN,3,2,1,SUN,27,4,14,9,346394,398022,13,60, , , , , , , , , , 
2014,1892,DOWN,3,2,1,SUN,27,4,14,25,336774,333247,13,60, , , , , , , , , , 
2014,1893,OMAG,3,1,1,SUN,27,4,14,25,254793,378239,13,60, , , , , , , , , , 
2014,1894,BELE,3,2,1,SUN,27,4,14,30,339388,375296,13,30, , , , , , , , , , 
2014,1895,BANB,2,2,1,SUN,27,4,15,29,333290,339666,13,60,10,7,1,1,3,10,1,1,1,1
2014,1896,CRAI,3,3,2,SUN,27,4,16,29,301323,353689,13,30, , , , , , , , , , 
2014,1897,BANB,1,2,1,SUN,27,4,17,55,319145,352333,13,60,9,7,1,1,1,1,1,1,1,1
2014,1898,BMON,3,1,1,MON,28,4,8,8,306644,420084,13,60, , , , , , , , , , 
2014,1899,COOK,2,1,1,MON,28,4,12,45,291120,379120,13,60,1,1,1,1,2,1,1,1,1,1
2014,1900,MFEL,3,5,3,MON,28,4,16,15,296039,391952,13,60, , , , , , , , , , 
2014,1901,OMAG,3,2,2,MON,28,4,16,25,245982,366182,13,60, , , , , , , , , , 
2014,1902,LARN,3,1,1,MON,28,4,16,0,339605,402577,13,30, , , , , , , , , , 
2014,1903,NEWM,3,1,1,MON,28,4,17,47,309614,335291,11,70, , , , , , , , , , 
2014,1904,CRAI,3,2,2,MON,28,4,18,30,306660,360714,14,40, , , , , , , , , , 
2014,1905,NEWM,3,2,2,MON,28,4,20,20,291633,311751,13,60, , , , , , , , , , 
2014,1906,BELS,3,2,1,TUE,29,4,2,41,332761,372328,2,30, , , , , , , , , , 
2014,1907,DOWN,3,1,3,TUE,29,4,4,1,346532,357115,13,60, , , , , , , , , , 
2014,1908,ARDS,3,2,1,TUE,29,4,14,22,349523,374069,13,30, , , , , , , , , , 
2014,1909,COOK,3,2,2,TUE,29,4,14,35,280974,378920,13,30, , , , , , , , , , 
2014,1910,LISB,3,2,1,TUE,29,4,15,28,322478,364847,13,60, , , , , , , , , , 
2014,1911,LISB,3,2,1,TUE,29,4,15,47,325307,366337,13,50, , , , , , , , , , 
2014,1912,FOYL,2,1,1,TUE,29,4,15,45,241226,418844,13,30,1,1,1,1,1,1,1,1,1,1
2014,1913,DOWN,3,2,1,TUE,29,4,16,13,335149,333363,13,40, , , , , , , , , , 
2014,1914,BMON,3,2,1,TUE,29,4,16,37,294580,426244,13,30, , , , , , , , , , 
2014,1915,LISB,3,2,1,TUE,29,4,16,47,325959,362412,12,70, , , , , , , , , , 
2014,1916,DOWN,3,2,1,TUE,29,4,15,15,340381,349780,13,60, , , , , , , , , , 
2014,1917,NABB,2,2,2,TUE,29,4,17,20,331314,390277,13,40,12,7,1,1,2,1,1,5,1,1
2014,1918,BANB,3,2,1,TUE,29,4,17,55,312528,345839,13,30, , , , , , , , , , 
2014,1919,CRAI,3,2,1,TUE,29,4,18,0,300947,353899,13,30, , , , , , , , , , 
2014,1920,BELW,3,2,5,TUE,29,4,18,30,329817,370066,12,70, , , , , , , , , , 
2014,1921,CRAI,3,2,1,TUE,29,4,20,15,310944,357584,13,60, , , , , , , , , , 
2014,1922,ARDS,3,2,2,TUE,29,4,21,40,348889,372443,13,40, , , , , , , , , , 
2014,1923,BELE,3,3,1,WED,30,4,9,0,335994,374792,11,50, , , , , , , , , , 
2014,1924,LISB,3,1,1,WED,30,4,9,0,326058,364752,13,30, , , , , , , , , , 
2014,1925,ANTR,2,2,2,WED,30,4,10,15,324167,387949,13,60,1,1,1,1,2,1,1,1,1,1
2014,1926,BELE,3,2,1,WED,30,4,11,0,336721,374162,13,30, , , , , , , , , , 
2014,1927,FERM,3,2,1,WED,30,4,15,30,239774,329898,13,40, , , , , , , , , , 
2014,1928,STRB,3,1,1,WED,30,4,16,30,235472,389810,13,60, , , , , , , , , , 
2014,1929,LISB,3,2,2,WED,30,4,16,34,327557,367877,13,30, , , , , , , , , , 
2014,1930,MOYL,3,1,1,WED,30,4,16,50,324164,431427,13,60, , , , , , , , , , 
2014,1931,BELS,3,2,1,WED,30,4,16,50,334379,374150,13,30, , , , , , , , , , 
2014,1932,NABB,3,2,2,WED,30,4,17,0,331797,393616,13,30, , , , , , , , , , 
2014,1933,BANB,3,2,4,WED,30,4,19,19,312528,345833,13,30, , , , , , , , , , 
2014,1934,BELS,2,3,1,WED,30,4,19,15,334411,371723,13,30,6,7,1,1,1,10,1,1,1,1
2014,1935,COLE,3,1,1,THU,1,5,1,50,284723,432540,2,30, , , , , , , , , , 
2014,1936,FOYL,2,2,1,THU,1,5,5,36,241166,420822,13,60,1,1,1,1,1,1,1,1,1,1
2014,1937,NABB,3,3,1,THU,1,5,7,59,330112,383496,12,70, , , , , , , , , , 
2014,1938,NEWM,2,2,2,THU,1,5,8,20,327137,323151,13,60,1,1,1,1,2,2,2,1,1,1
2014,1939,NDOW,3,2,1,THU,1,5,8,30,348914,379657,13,30, , , , , , , , , , 
2014,1940,NEWM,3,2,1,THU,1,5,9,48,314249,318318,13,30, , , , , , , , , , 
2014,1941,DOWN,3,2,1,THU,1,5,10,0,348758,345272,13,30, , , , , , , , , , 
2014,1942,BELW,3,2,2,THU,1,5,12,25,332417,373452,11,50, , , , , , , , , , 
2014,1943,LISB,3,2,1,THU,1,5,13,57,328348,369938,13,30, , , , , , , , , , 
2014,1944,BELS,3,2,2,TUE,29,4,8,0,334394,373452,13,30, , , , , , , , , , 
2014,1945,ARMA,3,2,1,THU,1,5,14,15,289543,329033,13,60, , , , , , , , , , 
2014,1946,CRAI,3,2,1,THU,1,5,18,10,310365,364552,13,60, , , , , , , , , , 
2014,1947,ARDS,2,1,1,THU,1,5,18,18,350694,373975,13,30,12,7,1,1,1,1,1,1,1,1
2014,1948,BELN,3,2,1,FRI,2,5,1,49,333992,375106,13,30, , , , , , , , , , 
2014,1949,LISB,3,2,1,FRI,2,5,8,15,325627,362218,14,40, , , , , , , , , , 
2014,1950,NDOW,3,2,1,FRI,2,5,9,0,351025,380869,13,30, , , , , , , , , , 
2014,1951,BELN,3,1,1,FRI,2,5,10,0,333087,374763,13,30, , , , , , , , , , 
2014,1952,LISB,3,2,3,FRI,2,5,10,12,327756,369185,13,30, , , , , , , , , , 
2014,1953,MFEL,3,2,1,FRI,25,4,7,30,278472,395015,13,30, , , , , , , , , , 
2014,1954,BELW,3,2,1,FRI,2,5,11,35,331270,373030,13,30, , , , , , , , , , 
2014,1955,ARMA,3,1,1,FRI,2,5,14,45,300353,336855,13,60, , , , , , , , , , 
2014,1956,BELS,3,2,1,THU,10,4,16,0,332414,369909,13,30, , , , , , , , , , 
2014,1957,FOYL,3,1,1,FRI,2,5,16,15,242605,416641,13,30, , , , , , , , , , 
2014,1958,NEWM,2,2,1,FRI,2,5,16,30,309723,323145,13,60,10,7,1,1,2,1,2,1,1,1
2014,1959,BELN,3,1,1,FRI,2,5,17,35,330935,376573,13,30, , , , , , , , , , 
2014,1960,LISB,3,2,1,FRI,2,5,17,0,325853,362218,13,40, , , , , , , , , , 
2014,1961,MFEL,3,2,1,FRI,2,5,17,45,294333,394529,13,60, , , , , , , , , , 
2014,1962,NEWM,3,3,2,FRI,2,5,17,40,310112,323273,11,70, , , , , , , , , , 
2014,1963,DAST,3,2,2,FRI,2,5,18,39,278860,362168,13,30, , , , , , , , , , 
2014,1964,NEWM,3,2,1,FRI,2,5,18,43,319663,331028,13,60, , , , , , , , , , 
2014,1965,NEWM,3,1,1,FRI,2,5,19,50,293893,319698,13,60, , , , , , , , , , 
2014,1966,NDOW,3,2,1,THU,1,5,17,30,347212,379983,14,60, , , , , , , , , , 
2014,1967,DOWN,3,1,1,FRI,2,5,19,30,335062,354724,13,60, , , , , , , , , , 
2014,1968,ARMA,3,2,2,FRI,2,5,21,19,302546,347294,13,60, , , , , , , , , , 
2014,1969,COLE,2,3,2,FRI,2,5,23,20,287925,435714,13,60,1,1,1,1,6,1,1,1,1,1
2014,1970,BMEN,3,2,1,FRI,2,5,23,10,310485,403286,2,30, , , , , , , , , , 
2014,1971,FOYL,2,1,3,SAT,3,5,5,55,240139,411324,13,60,1,1,1,1,2,1,1,1,1,1
2014,1972,LISB,3,2,3,SAT,3,5,12,44,327423,352885,13,60, , , , , , , , , , 
2014,1973,CFER,3,2,1,SAT,3,5,12,55,339992,389472,13,40, , , , , , , , , , 
2014,1974,FOYL,3,2,1,SAT,3,5,13,18,243877,418663,13,30, , , , , , , , , , 
2014,1975,MFEL,3,2,1,SAT,3,5,13,0,289620,409818,13,60, , , , , , , , , , 
2014,1976,BELW,3,2,6,SAT,3,5,14,59,332993,374388,13,30, , , , , , , , , , 
2014,1977,BELW,3,2,1,SAT,3,5,15,44,332029,374033,13,30, , , , , , , , , , 
2014,1978,FOYL,3,1,1,SAT,3,5,15,0,242294,416588,13,30, , , , , , , , , , 
2014,1979,CRAI,3,1,1,SAT,3,5,21,10,304731,356642,13,40, , , , , , , , , , 
2014,1980,ARDS,3,2,2,SAT,3,5,22,20,344312,367736,13,60, , , , , , , , , , 
2014,1981,ANTR,3,1,1,SUN,4,5,0,18,315339,376180,13,30, , , , , , , , , , 
2014,1982,FERM,3,1,3,SUN,4,5,11,19,217553,352031,13,60, , , , , , , , , , 
2014,1983,BELS,3,2,1,SAT,3,5,23,27,332097,373045,13,30, , , , , , , , , , 
2014,1984,LISB,3,2,1,MON,5,5,11,15,327421,352886,13,60, , , , , , , , , , 
2014,1985,DOWN,3,2,2,MON,5,5,12,25,331804,334602,13,60, , , , , , , , , , 
2014,1986,LISB,3,2,3,MON,5,5,12,40,324506,353147,13,60, , , , , , , , , , 
2014,1987,FERM,3,2,1,MON,5,5,12,40,220650,341304,13,60, , , , , , , , , , 
2014,1988,NABB,3,2,5,MON,5,5,12,50,330443,381876,13,30, , , , , , , , , , 
2014,1989,OMAG,3,2,2,MON,5,5,12,45,254851,367683,13,60, , , , , , , , , , 
2014,1990,OMAG,3,1,1,MON,5,5,3,30,262077,375075,13,60, , , , , , , , , , 
2014,1991,CRAI,3,2,1,MON,5,5,13,10,298343,351072,13,50, , , , , , , , , , 
2014,1992,COOK,3,2,1,MON,5,5,14,2,282057,377642,13,40, , , , , , , , , , 
2014,1993,ARMA,3,2,2,MON,5,5,14,42,295799,337080,13,60, , , , , , , , , , 
2014,1994,FOYL,3,2,3,MON,5,5,15,16,243068,418233,13,30, , , , , , , , , , 
2014,1995,OMAG,3,2,2,MON,5,5,21,25,244728,372426,13,30, , , , , , , , , , 
2014,1996,BELN,3,2,1,MON,5,5,22,51,330950,375586,13,30, , , , , , , , , , 
2014,1997,FOYL,3,2,3,MON,5,5,22,50,243234,421164,13,30, , , , , , , , , , 
2014,1998,MOYL,3,1,1,TUE,6,5,1,9,304276,442553,13,60, , , , , , , , , , 
2014,1999,CREA,3,3,2,TUE,6,5,8,10,335410,368448,13,30, , , , , , , , , , 
2014,2000,ARDS,3,3,3,TUE,6,5,8,20,359907,362696,13,30, , , , , , , , , , 
2014,2001,BANB,3,2,1,TUE,6,5,8,41,312340,345332,13,30, , , , , , , , , , 
2014,2002,BMEN,3,2,1,TUE,6,5,9,1,311411,405150,13,30, , , , , , , , , , 
2014,2003,LISB,3,2,1,TUE,6,5,11,12,329644,369664,13,30, , , , , , , , , , 
2014,2004,BELE,3,2,1,TUE,6,5,11,22,334867,374573,12,50, , , , , , , , , , 
2014,2005,BANB,1,2,2,TUE,6,5,12,25,320081,333567,13,30,12,7,1,1,3,1,1,1,1,1
2014,2006,CREA,3,2,2,TUE,6,5,14,18,333215,368557,13,50, , , , , , , , , , 
2014,2007,LISB,2,2,1,TUE,6,5,15,17,321097,376015,13,60,12,4,1,1,3,2,2,1,1,1
2014,2008,CRAI,2,1,1,TUE,6,5,16,38,307928,358410,13,30,8,3,1,11,2,1,2,1,1,1
2014,2009,BELW,3,2,1,TUE,6,5,17,9,329864,370269,12,70, , , , , , , , , , 
2014,2010,LISB,3,2,1,TUE,6,5,17,30,328164,367650,13,40, , , , , , , , , , 
2014,2011,FOYL,3,2,1,TUE,6,5,17,40,244569,419760,13,50, , , , , , , , , , 
2014,2012,BELE,3,2,1,TUE,6,5,17,43,335704,373805,13,30, , , , , , , , , , 
2014,2013,OMAG,1,2,2,TUE,6,5,17,55,261789,365899,13,60,6,7,1,1,2,1,1,1,1,1
2014,2014,BELS,3,1,1,WED,7,5,7,50,333736,374066,2,30, , , , , , , , , , 
2014,2015,BELS,3,2,1,WED,7,5,9,30,332343,370363,13,30, , , , , , , , , , 
2014,2016,COLE,3,2,1,WED,7,5,9,40,284277,431173,1,30, , , , , , , , , , 
2014,2017,BELE,3,1,1,WED,7,5,9,50,335323,374428,13,30, , , , , , , , , , 
2014,2018,LISB,3,2,1,WED,7,5,10,3,327205,364922,1,30, , , , , , , , , , 
2014,2019,BELW,3,2,1,WED,7,5,10,34,330646,371761,1,30, , , , , , , , , , 
2014,2020,BELS,3,1,1,WED,7,5,10,45,333518,374156,13,30, , , , , , , , , , 
2014,2021,BELN,3,2,1,WED,7,5,11,2,332857,377346,13,30, , , , , , , , , , 
2014,2022,NDOW,3,2,1,WED,7,5,11,10,351916,380087,13,30, , , , , , , , , , 
2014,2023,OMAG,3,2,1,WED,7,5,11,40,233313,373062,13,60, , , , , , , , , , 
2014,2024,ANTR,3,2,1,WED,7,5,12,41,309860,389598,14,70, , , , , , , , , , 
2014,2025,BELE,3,2,1,WED,7,5,13,0,337816,373881,13,30, , , , , , , , , , 
2014,2026,DAST,3,2,1,WED,7,5,14,5,281334,363480,13,60, , , , , , , , , , 
2014,2027,NABB,3,2,1,WED,7,5,14,15,328595,391496,13,30, , , , , , , , , , 
2014,2028,LISB,3,2,1,WED,7,5,15,30,328648,368084,13,30, , , , , , , , , , 
2014,2029,DOWN,3,1,1,WED,7,5,16,30,353922,346065,13,60, , , , , , , , , , 
2014,2030,BELS,2,2,1,WED,7,5,17,18,329810,369257,13,30,1,1,1,1,1,1,1,1,1,1
2014,2031,BELN,3,3,3,WED,7,5,17,15,333233,376793,13,30, , , , , , , , , , 
2014,2032,BANB,3,2,1,WED,7,5,17,0,311335,348741,13,40, , , , , , , , , , 
2014,2033,NDOW,3,2,1,WED,7,5,16,30,355228,382902,13,30, , , , , , , , , , 
2014,2034,ARDS,3,4,1,WED,7,5,17,25,352731,378254,13,40, , , , , , , , , , 
2014,2035,BELS,3,1,1,WED,7,5,17,15,332817,371896,13,30, , , , , , , , , , 
2014,2036,OMAG,3,2,2,WED,7,5,17,50,245201,372312,13,30, , , , , , , , , , 
2014,2037,FERM,3,2,1,WED,7,5,18,0,231788,327187,13,60, , , , , , , , , , 
2014,2038,BELS,3,2,1,WED,7,5,18,10,330557,369663,13,30, , , , , , , , , , 
2014,2039,BELE,3,2,1,WED,7,5,16,40,338703,374620,13,30, , , , , , , , , , 
2014,2040,BELW,3,2,2,WED,7,5,20,14,333060,373862,13,30, , , , , , , , , , 
2014,2041,NDOW,3,2,1,WED,7,5,16,45,338926,377825,11,60, , , , , , , , , , 
2014,2042,LISB,3,2,3,WED,7,5,22,51,324925,365127,13,50, , , , , , , , , , 
2014,2043,BELE,3,2,1,THU,8,5,1,31,337751,375413,13,30, , , , , , , , , , 
2014,2044,ANTR,3,5,4,THU,8,5,6,29,306622,389356,13,60, , , , , , , , , , 
2014,2045,BELW,3,2,1,THU,8,5,7,45,329519,373129,13,30, , , , , , , , , , 
2014,2046,BMEN,3,2,2,THU,8,5,8,14,310274,403123,13,30, , , , , , , , , , 
2014,2047,BMEN,3,2,2,THU,8,5,8,20,309570,399488,13,60, , , , , , , , , , 
2014,2048,BELS,3,2,1,THU,8,5,8,27,333288,372053,13,30, , , , , , , , , , 
2014,2049,BELW,3,2,3,THU,8,5,9,15,330097,373656,13,30, , , , , , , , , , 
2014,2050,NEWM,3,1,1,THU,8,5,12,40,300829,326628,13,60, , , , , , , , , , 
2014,2051,LISB,3,1,1,THU,8,5,12,37,331482,365245,13,60, , , , , , , , , , 
2014,2052,BELS,3,2,1,THU,8,5,13,29,333454,372619,13,30, , , , , , , , , , 
2014,2053,FOYL,3,3,2,THU,8,5,15,7,246407,417136,13,50, , , , , , , , , , 
2014,2054,NABB,3,2,1,THU,8,5,15,25,332852,384859,13,30, , , , , , , , , , 
2014,2055,BELW,3,2,1,THU,8,5,15,45,331816,374383,13,30, , , , , , , , , , 
2014,2056,BMEN,3,2,1,THU,8,5,17,5,307094,411510,11,60, , , , , , , , , , 
2014,2057,BELS,3,2,1,THU,8,5,17,35,332399,371795,13,30, , , , , , , , , , 
2014,2058,DAST,3,2,2,THU,8,5,7,40,281922,359964,1,60, , , , , , , , , , 
2014,2059,BELE,3,2,1,THU,8,5,18,40,335859,374775,11,50, , , , , , , , , , 
2014,2060,BELW,3,2,1,THU,8,5,21,26,329352,370531,13,30, , , , , , , , , , 
2014,2061,BMEN,3,2,3,FRI,9,5,8,15,306129,405095,13,60, , , , , , , , , , 
2014,2062,ANTR,2,1,1,FRI,9,5,9,25,313704,376358,13,60,12,4,1,1,2,1,1,1,1,1
2014,2063,BMON,3,2,1,FRI,9,5,10,52,305067,423523,13,60, , , , , , , , , , 
2014,2064,NDOW,3,2,1,FRI,9,5,12,12,347773,381755,13,30, , , , , , , , , , 
2014,2065,LISB,3,2,1,FRI,9,5,13,55,324026,363662,13,40, , , , , , , , , , 
2014,2066,CRAI,3,2,1,FRI,9,5,14,10,311684,352454,13,60, , , , , , , , , , 
2014,2067,FOYL,3,1,1,FRI,9,5,15,53,244445,421737,13,60, , , , , , , , , , 
2014,2068,BELW,3,2,1,FRI,9,5,16,25,331271,373030,13,30, , , , , , , , , , 
2014,2069,BMON,3,1,2,FRI,9,5,16,31,294836,426009,13,30, , , , , , , , , , 
2014,2070,LARN,3,2,3,FRI,9,5,16,45,338819,402664,13,30, , , , , , , , , , 
2014,2071,OMAG,3,1,1,FRI,9,5,17,12,244910,372563,13,30, , , , , , , , , , 
2014,2072,COLE,3,3,2,FRI,9,5,17,20,284819,432135,2,30, , , , , , , , , , 
2014,2073,LISB,3,2,1,FRI,9,5,19,34,323849,359287,11,60, , , , , , , , , , 
2014,2074,BELN,3,2,3,SAT,19,4,19,30,331605,375832,13,30, , , , , , , , , , 
2014,2075,FERM,3,1,1,FRI,9,5,22,57,235277,340183,13,60, , , , , , , , , , 
2014,2076,FOYL,2,1,2,FRI,9,5,23,0,244113,415736,13,30,1,1,1,1,1,2,2,1,1,2
2014,2077,LISB,3,3,5,FRI,9,5,23,51,314111,361611,12,70, , , , , , , , , , 
2014,2078,BMON,3,1,1,SAT,10,5,2,13,293768,428140,13,60, , , , , , , , , , 
2014,2079,BANB,3,1,1,SAT,10,5,5,0,312442,345565,13,30, , , , , , , , , , 
2014,2080,OMAG,3,2,1,SAT,10,5,8,28,253920,366253,13,60, , , , , , , , , , 
2014,2081,MOYL,3,1,1,SAT,10,5,9,30,312209,441016,13,30, , , , , , , , , , 
2014,2082,BMON,3,1,1,SAT,10,5,12,2,297182,428995,13,60, , , , , , , , , , 
2014,2083,BMON,3,2,3,SAT,10,5,13,0,295309,425819,13,30, , , , , , , , , , 
2014,2084,BMEN,3,2,1,SAT,10,5,13,52,311761,402135,13,50, , , , , , , , , , 
2014,2085,FOYL,3,3,1,SAT,10,5,13,58,242889,417166,13,30, , , , , , , , , , 
2014,2086,BANB,3,2,2,SAT,10,5,15,10,306097,349498,13,60, , , , , , , , , , 
2014,2087,ANTR,3,2,3,SAT,10,5,15,21,313644,390215,13,70, , , , , , , , , , 
2014,2088,ARMA,2,2,4,SAT,10,5,15,30,285735,338304,13,60,8,7,1,1,2,2,2,1,1,1
2014,2089,BELN,3,1,1,SAT,10,5,16,18,333397,374564,13,30, , , , , , , , , , 
2014,2090,DOWN,3,2,2,SAT,10,5,16,56,337117,333097,13,60, , , , , , , , , , 
2014,2091,BELS,3,2,1,SAT,10,5,17,25,330770,370291,13,30, , , , , , , , , , 
2014,2092,BELE,3,2,1,SAT,10,5,18,0,335725,373675,13,30, , , , , , , , , , 
2014,2093,DAST,3,2,1,SAT,10,5,18,52,272459,359503,13,60, , , , , , , , , , 
2014,2094,NDOW,3,2,2,SAT,10,5,19,0,349083,379903,13,30, , , , , , , , , , 
2014,2095,COLE,3,1,2,SUN,11,5,1,4,282655,438295,1,40, , , , , , , , , , 
2014,2096,DOWN,2,1,1,SUN,11,5,1,59,337818,331316,13,30,1,1,1,1,4,1,1,1,1,1
2014,2097,NEWM,3,1,1,SUN,11,5,5,25,298164,313756,13,60, , , , , , , , , , 
2014,2098,LISB,3,2,1,SUN,11,5,10,0,327611,365561,13,40, , , , , , , , , , 
2014,2099,ARMA,3,1,1,SUN,11,5,11,41,296079,339753,13,30, , , , , , , , , , 
2014,2100,CRAI,3,2,1,SUN,11,5,13,10,309086,359617,13,30, , , , , , , , , , 
2014,2101,BELN,3,2,1,SUN,11,5,15,6,333609,374945,13,30, , , , , , , , , , 
2014,2102,BELS,3,2,1,SUN,11,5,15,53,331786,371869,13,30, , , , , , , , , , 
2014,2103,ANTR,3,2,1,SUN,11,5,16,0,314955,377080,13,60, , , , , , , , , , 
2014,2104,BELE,3,2,1,FRI,9,5,20,20,335809,372299,13,30, , , , , , , , , , 
2014,2105,BMON,2,1,1,SUN,11,5,17,55,293815,428027,13,60,1,1,1,1,2,1,1,1,1,1
2014,2106,CRAI,3,2,1,SUN,11,5,17,15,304571,356620,13,40, , , , , , , , , , 
2014,2107,NDOW,3,2,1,SUN,11,5,19,30,350313,379350,13,30, , , , , , , , , , 
2014,2108,LISB,3,1,2,SUN,11,5,22,9,324311,365856,13,40, , , , , , , , , , 
2014,2109,ARMA,3,3,3,MON,12,5,8,35,300424,336750,13,60, , , , , , , , , , 
2014,2110,BELS,3,2,1,MON,12,5,10,55,333609,373780,13,30, , , , , , , , , , 
2014,2111,BELE,3,2,1,MON,12,5,11,38,335108,373969,13,30, , , , , , , , , , 
2014,2112,CRAI,3,2,1,MON,12,5,14,42,302809,356166,13,60, , , , , , , , , , 
2014,2113,LISB,3,2,4,MON,12,5,15,42,322314,374937,13,60, , , , , , , , , , 
2014,2114,BMEN,3,2,2,MON,12,5,17,5,310485,403287,13,30, , , , , , , , , , 
2014,2115,FERM,3,2,2,MON,12,5,17,45,222817,343902,13,30, , , , , , , , , , 
2014,2116,NEWM,3,2,1,MON,12,5,17,30,301226,317901,13,60, , , , , , , , , , 
2014,2117,CFER,3,2,2,MON,12,5,18,44,342148,389685,13,30, , , , , , , , , , 
2014,2118,BELN,3,2,1,MON,12,5,18,30,331445,375961,2,30, , , , , , , , , , 
2014,2119,OMAG,3,2,2,MON,12,5,16,0,244626,360990,13,30, , , , , , , , , , 
2014,2120,BELW,3,2,2,MON,12,5,17,30,332263,373959,13,30, , , , , , , , , , 
2014,2121,LISB,3,2,2,MON,12,5,22,20,327820,368223,13,50, , , , , , , , , , 
