Ward,BlockLot,MAPBLOCKLO,latitude,longitude,StreetNumber,StreetName,Neighborhood,LandUse,LandArea,SaleCode,SALEDESCRIPTION2
12,124K 51,124-K-51,40.4670540846897,-79.911954663177,21,JOSEPH,LARIMER,,2000,Hold for URA,APPROVED FOR A SALE
12,124K 52,124-K-52,40.4670059230485,-79.9119227370923,19,JOSEPH,LARIMER,,2000,Hold for URA,APPROVED FOR A SALE
12,124K 53,124-K-53,40.4669581421707,-79.9118852866097,17,JOSEPH,LARIMER,,2000,Hold for URA,APPROVED FOR A SALE
12,124K 54,124-K-54,40.46690524832,-79.9118566849445,15,JOSEPH,LARIMER,,2500,Hold for URA,APPROVED FOR A SALE
12,124K 55,124-K-55,40.4668442173282,-79.9118117857816,18,JOSEPH,LARIMER,,2473,Hold for URA,APPROVED FOR A SALE
12,124K 56,124-K-56,40.4667627597591,-79.9117662448528,8,JOSEPH,LARIMER,,3445,Hold for URA,APPROVED FOR A SALE
12,124K 58,124-K-58,40.4666601903193,-79.9115409220126,617,LARIMER,LARIMER,,226,Hold for URA,APPROVED FOR A SALE
12,124K 61,124-K-61,40.4665604371612,-79.9117950498699,611,LARIMER,LARIMER,,2444,Hold for URA,APPROVED FOR A SALE
12,124K 64,124-K-64,40.4665268081734,-79.9119181870752,607 609,LARIMER,LARIMER,,5150,Hold for URA,APPROVED FOR A SALE
12,124K 65,124-K-65,40.4660892761893,-79.9116403681768,608,REGIS,LARIMER,,875,Hold for URA,APPROVED FOR A SALE
12,124K 66,124-K-66,40.4660072613991,-79.9118312491113,109,SHETLAND,LARIMER,,1260,Hold for URA,APPROVED FOR A SALE
12,124K 68,124-K-68,40.4661126005145,-79.9119867676492,600,LARIMER,LARIMER,,1370,Hold for URA,APPROVED FOR A SALE
12,124K 69,124-K-69,40.4661295772481,-79.9119084822659,602,LARIMER,LARIMER,,1430,Hold for URA,APPROVED FOR A SALE
12,124K 71,124-K-71,40.4661327124593,-79.9117848093655,604 06,LARIMER,LARIMER,,3500,Hold for URA,APPROVED FOR A SALE
12,124K 72,124-K-72,40.4662106592198,-79.911720039873,608,LARIMER,LARIMER,,1625,Hold for URA,APPROVED FOR A SALE
12,124K 73,124-K-73,40.4661916053614,-79.9116138045744,610,LARIMER,LARIMER,,2500,Hold for URA,APPROVED FOR A SALE
12,124K 74,124-K-74,40.4662221454932,-79.9115428208403,612,LARIMER,LARIMER,,2500,Hold for URA,APPROVED FOR A SALE
12,124K 75,124-K-75,40.4662522085038,-79.9114641561532,614,LARIMER,LARIMER,,2500,Hold for URA,APPROVED FOR A SALE
12,124K 76,124-K-76,40.4662845959485,-79.9113738156744,616,LARIMER,LARIMER,,2500,Hold for URA,APPROVED FOR A SALE
12,124K 77,124-K-77,40.4663901586037,-79.9112961068537,618,LARIMER,LARIMER,,2700,Hold for URA,APPROVED FOR A SALE
12,124K 78,124-K-78,40.4663107706695,-79.9112397900021,6300,JOSEPH,LARIMER,,900,Hold for URA,APPROVED FOR A SALE
12,124K 78A,124-K-78-A,40.4662715857231,-79.9112177005663,6302,JOSEPH,LARIMER,,700,Hold for URA,APPROVED FOR A SALE
12,124K 78B,124-K-78-B,40.4662338029784,-79.9111873936719,6304,JOSEPH,LARIMER,,800,Hold for URA,APPROVED FOR A SALE
12,124K 79,124-K-79,40.4664893587773,-79.9110550690872,700 02,LARIMER,LARIMER,,1250,Hold for URA,APPROVED FOR A SALE
12,124K 79A,124-K-79-A,40.4663681494641,-79.9109748518311,6305,JOSEPH,LARIMER,,1250,Hold for URA,APPROVED FOR A SALE
12,124K 80,124-K-80,40.4664778134497,-79.9108943461843,704,LARIMER,LARIMER,,5000,Hold for URA,APPROVED FOR A SALE
12,124K 89,124-K-89,40.4667497041686,-79.9102160599793,650,LARIMER,LARIMER,,2747,Hold for URA,APPROVED FOR A SALE
12,124K 94,124-K-94,40.4662251420401,-79.9100437480444,635 37,THOMPSON,LARIMER,,9057,Hold for URA,APPROVED FOR A SALE
12,124K103,124-K-103,40.4662764748949,-79.9107294009237,6313,JOSEPH,LARIMER,,2863,Hold for URA,APPROVED FOR A SALE
12,124K105,124-K-105,40.4662113968172,-79.9106177953093,6317,JOSEPH,LARIMER,,5500,Hold for URA,APPROVED FOR A SALE
12,124K108,124-K-108,40.4661328085366,-79.9105268206097,6319,JOSEPH,LARIMER,,2750,Hold for URA,APPROVED FOR A SALE
12,124K111,124-K-111,40.4660920600822,-79.9102648335855,635,THOMPSON,LARIMER,,1575,Hold for URA,APPROVED FOR A SALE
12,124K112,124-K-112,40.4660655002507,-79.9103162700017,633,THOMPSON,LARIMER,,1462,Hold for URA,APPROVED FOR A SALE
12,124K116,124-K-116,40.4659391929588,-79.9104474625996,6223 31,THOMPSON,LARIMER,,3960,Hold for URA,APPROVED FOR A SALE
12,124K122,124-K-122,40.4659043004933,-79.9108696251872,6320,JOSEPH,LARIMER,,2160,Hold for URA,APPROVED FOR A SALE
12,124K123,124-K-123,40.465911986816,-79.9109829629275,6318,JOSEPH,LARIMER,,2310,Hold for URA,APPROVED FOR A SALE
12,124K124,124-K-124,40.4659120598383,-79.9111311456001,6309,RAPIDAN,LARIMER,,1683,Hold for URA,APPROVED FOR A SALE
12,124K125,124-K-125,40.466007153741,-79.9109829211191,6314-16,JOSEPH,LARIMER,,1617,Hold for URA,APPROVED FOR A SALE
12,124K127,124-K-127,40.4660854207041,-79.9110689945041,6310,JOSEPH,LARIMER,,812,Hold for URA,APPROVED FOR A SALE
12,124K128,124-K-128,40.4661160745991,-79.9111057334504,6308,JOSEPH,LARIMER,,812,Hold for URA,APPROVED FOR A SALE
12,124K129,124-K-129,40.4661346548543,-79.9111543959585,6306,JOSEPH,LARIMER,,762,Hold for URA,APPROVED FOR A SALE
12,124K130,124-K-130,40.4660730226894,-79.9113314961336,1,RAPIDAN,LARIMER,,700,Hold for URA,APPROVED FOR A SALE
12,124K131,124-K-131,40.466053421321,-79.9112908120601,6307,RAPIDAN,LARIMER,,725,Hold for URA,APPROVED FOR A SALE
12,124K132,124-K-132,40.4660218640244,-79.9112547907318,3,RAPIDAN,LARIMER,,700,Hold for URA,APPROVED FOR A SALE
12,124K133,124-K-133,40.4659741709986,-79.9112005350495,6312,RAPIDAN,LARIMER,,1500,Hold for URA,APPROVED FOR A SALE
12,124K139,124-K-139,40.4654257955236,-79.9112083832501,135,SHETLAND,LARIMER,,1190,Hold for URA,APPROVED FOR A SALE
12,124K149,124-K-149,40.4659249773859,-79.9116248682356,115,SHETLAND,LARIMER,,3126,Hold for URA,APPROVED FOR A SALE
12,124K162,124-K-162,40.4649493155894,-79.9118717864648,145,MAXWELL,LARIMER,,1400,Hold for URA,APPROVED FOR A SALE
12,124K163,124-K-163,40.464895751191,-79.911827159796,147,MAXWELL,LARIMER,,1500,Hold for URA,APPROVED FOR A SALE
12,124K166,124-K-166,40.4654955633424,-79.9117807968743,124,SHETLAND,LARIMER,,2103,Hold for URA,APPROVED FOR A SALE
12,124K1661,124-K-166-1,40.4653659397612,-79.9119827194518,124,MAXWELL,LARIMER,,1129,Hold for URA,APPROVED FOR A SALE
12,124K167,124-K-167,40.4653292817001,-79.911922968461,126,MAXWELL,LARIMER,,1251,Hold for URA,APPROVED FOR A SALE
12,124K169,124-K-169,40.46524376066,-79.911808190855,6330,MAXWELL,LARIMER,,1224,Hold for URA,APPROVED FOR A SALE
12,124K172,124-K-172,40.4651696366309,-79.9115272744954,6338,SHETLAND,LARIMER,2 STY FRA HSE & SDG HSE; GAR,3973,Hold for URA,APPROVED FOR A SALE
12,124K176,124-K-176,40.4649570889948,-79.9114815647783,6340,MAXWELL,LARIMER,,1944,Hold for URA,APPROVED FOR A SALE
12,124K184,124-K-184,40.4651327792777,-79.9107039158249,185,SHETLAND,LARIMER,2 STY BRK DBLE HSE,2748,Hold for URA,APPROVED FOR A SALE
12,124K185,124-K-185,40.4651843424674,-79.910761792831,183,SHETLAND,LARIMER,,2700,Hold for URA,APPROVED FOR A SALE
12,124K186,124-K-186,40.4652349894905,-79.910822270824,181,SHETLAND,LARIMER,,2700,Hold for URA,APPROVED FOR A SALE
12,124K187,124-K-187,40.4652628328208,-79.9109368890937,179,SHETLAND,LARIMER,,1962,Hold for URA,APPROVED FOR A SALE
12,124K190,124-K-190,40.4652652540012,-79.9103862349213,612,RAPIDAN,LARIMER,,1800,Hold for URA,APPROVED FOR A SALE
12,124K191,124-K-191,40.4653754585578,-79.9105745382172,612,THOMPSON,LARIMER,,2500,Hold for URA,APPROVED FOR A SALE
12,124K193,124-K-193,40.4654373593564,-79.9104254229563,616,THOMPSON,LARIMER,"2 STY ALUM SDG HSE, I CB GAR",2950,Hold for URA,APPROVED FOR A SALE
12,124K194,124-K-194,40.4654706521679,-79.9103500314693,618,THOMPSON,LARIMER,,3250,Hold for URA,APPROVED FOR A SALE
12,124K198,124-K-198,40.4656950101378,-79.909991275083,628,THOMPSON,LARIMER,2 STY INSL & ALUM HSE CB DBL GAR,3250,Hold for URA,APPROVED FOR A SALE
12,124K206,124-K-206,40.466009872491,-79.9095161308446,642,THOMPSON,LARIMER,,4467,Hold for URA,APPROVED FOR A SALE
12,124K233,124-K-233,40.465107442575,-79.9100873899336,615,PAULSON,LARIMER,,1834,Hold for URA,APPROVED FOR A SALE
12,124K234,124-K-234,40.4651329122865,-79.9100472835721,617,PAULSON,LARIMER,,1838,Hold for URA,APPROVED FOR A SALE
12,124K234A,124-K-234-A,40.4651609242805,-79.910005195693,619,PAULSON,LARIMER,,1905,Hold for URA,APPROVED FOR A SALE
12,124K235,124-K-235,40.4652613405062,-79.9098527918409,621,PAULSON,LARIMER,,"13,553",Hold for URA,APPROVED FOR A SALE
12,124K241,124-K-241,40.4654454608146,-79.9095694321099,635,PAULSON,LARIMER,,"12,260",Hold for URA,APPROVED FOR A SALE
12,124K250,124-K-250,40.4657081750809,-79.9091616963125,649,PAULSON,LARIMER,,1645,Hold for URA,APPROVED FOR A SALE
12,124K253,124-K-253,40.4657844989829,-79.9090529750141,653,PAULSON,LARIMER,2 STY SRA HSE,1881,Hold for URA,APPROVED FOR A SALE
12,124K254,124-K-254,40.4658111136434,-79.9090082679309,655,PAULSON,LARIMER,2 STY FRA HSE,1941,Hold for URA,APPROVED FOR A SALE
12,124K262,124-K-262,40.4655898983179,-79.9084371809548,652,PAULSON,LARIMER,,4830,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K264,124-K-264,40.4654857458166,-79.9085943911902,648,PAULSON,LARIMER,2 STY PERMA STN & ALUM SDG HSE,2739,Hold for URA,APPROVED FOR A SALE
12,124K268,124-K-268,40.4653063639939,-79.9088655809161,640,PAULSON,LARIMER,,2740,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K270,124-K-270,40.4652009974134,-79.9088677100515,630,VANILLA,LARIMER,,1250,Hold for URA,APPROVED FOR A SALE
12,124K271,124-K-271,40.465311380307,-79.9089917024394,638,PAULSON,LARIMER,,1500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K272,124-K-272,40.4652165512042,-79.9089987887838,634 36,PAULSON,LARIMER,,2725,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K274,124-K-274,40.4651246790696,-79.9091439976632,630,PAULSON,LARIMER,,2740,Hold for URA,APPROVED FOR A SALE
12,124K275,124-K-275,40.4651319032142,-79.9092654810718,628,PAULSON,LARIMER,,1370,Hold for URA,APPROVED FOR A SALE
12,124K275A,124-K-275-A,40.4650186462554,-79.9091436929867,628,VANILLA,LARIMER,,1375,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K276,124-K-276,40.4650313645066,-79.9092862148003,626,PAULSON,LARIMER,,2740,Hold for URA,APPROVED FOR A SALE
12,124K281,124-K-281,40.4650195363072,-79.9086742913136,637,WINFIELD,LARIMER,,6300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K284,124-K-284,40.4653783967886,-79.9085921132433,645,VANILLA,LARIMER,,1156,Hold for URA,APPROVED FOR A SALE
12,124K285,124-K-285,40.4652857693015,-79.9083646743627,213,RENFREW,LARIMER,,6200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K288,124-K-288,40.4651630620663,-79.9083575482182,217,RENFREW,LARIMER,,3000,Hold for URA,APPROVED FOR A SALE
12,124K289,124-K-289,40.4650626399555,-79.9083483081357,219,RENFREW,LARIMER,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K290,124-K-290,40.4649683723729,-79.9083418717125,221,RENFREW,LARIMER,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124K292,124-K-292,40.4648852910235,-79.9083373950619,223,RENFREW,LARIMER,,2600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124L198,124-L-198,40.4651353649086,-79.9037032212543,6619,ROWAN,LINCOLN-LEMINGTON-BELMAR,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124L202,124-L-202,40.4653143857235,-79.9040019357463,6611,ROWAN,LINCOLN-LEMINGTON-BELMAR,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124L276,124-L-276,40.4653260874445,-79.9050156173957,6566,ROWAN,LINCOLN-LEMINGTON,,2820,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124L283,124-L-283,40.4650191099497,-79.9044973936952,6604,ROWAN,LINCOLN-LEMMINGTON-BELMAR,,2820,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124L290,124-L-290,40.4648879713484,-79.9052716406489,6569,ODESSA,LINCOLN-LEMINGTON,,8118,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124L292,124-L-292,40.4650267447705,-79.9053801697568,6353,ODESSA,LINCOLN-LEMINGTON,,6046,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124L307,124-L-307,,,655,ODESSA,LINCOLN-LEMINGTON-BELMAR,,1896,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M  3,124-M-3,40.4650174331198,-79.9035026598335,6625,ROWAN,LINCOLN-LEMINGTON-BELMAR,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M150,124-M-150,40.4652825779681,-79.9014245475214,6600 66,APPLE,LINCOLN-LEMINGTON-BELMAR,,2900,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M158,124-M-158,40.4650187599113,-79.8997799352845,6900,APPLE,LINCOLN-LEMINGTON-BELMAR,,16300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M168,124-M-168,40.4654347961568,-79.9006183653655,6703,APPLE,LINCOLN-LEMINGTON-BELMAR,,3450,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M170,124-M-170,40.4654938411143,-79.9007266605541,6701,APPLE,LINCOLN-LEMINGTON-BELMAR,,6850,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M178,124-M-178,40.4658473923581,-79.9013554850574,6641,APPLE,LINCOLN-LEMINGTON-BELMAR,,3138,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M265,124-M-265,40.4670100699997,-79.9024622098481,1214,MONTEZUMA,LINCOLN-LEMINGTON-BELMAR,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M287,124-M-287,40.4656419927635,-79.9000336607379,1212,POINT VIEW,LINCOLN-LEMINGTON-BELMAR,,8281,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M289,124-M-289,40.4656159731445,-79.8998734432477,1211,ARBOR,LINCOLN-LEMINGTON-BELMAR,,2586,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M303,124-M-303,40.4658524160762,-79.900321460607,1,HEDGE,LINCOLN-LEMINGTON-BELMAR,,6847,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M307,124-M-307,40.465881894257,-79.9005160664191,1,HEDGE,LINCOLN-LEMINGTON-BELMAR,,4700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M307B,124-M-307-B,40.4659417185826,-79.9006251832477,3,HEDGE,LINCOLN-LEMINGTON-BELMAR,,1600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M307C,124-M-307-C,40.4659172429768,-79.900593098891,2,ARBOR,LINCOLN-LEMINGTON-BELMAR,,1651,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M318A,124-M-318-A,40.4663219618747,-79.901371681942,0,HEDGE,LINCOLN-LEMINGTON-BELMAR,,127,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M330,124-M-330,40.466880109517,-79.9021665723101,6622,POINTVIEW,LINCOLN-LEMINGTON-BELMAR,,5400,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M367,124-M-367,40.4661179212948,-79.8997844750681,1223,POINTVIEW,LINCOLN-LEMINGTON-BELMAR,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M368,124-M-368,40.4661887739374,-79.8996943283021,1225,POINTVIEW,LINCOLN-LEMINGTON-BELMAR,,4700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M371,124-M-371,40.4663212868105,-79.8995338941579,1231,POINT VIEW,LINCOLN-LEMINGTON-BELMAR,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M393,124-M-393,40.4673204251353,-79.900586118819,6631,BOWER,LINCOLN-LEMINGTON-BELMAR,,2060,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124M397,124-M-397,40.4671478751281,-79.9003735777969,6635,BOWER,LINCOLN-LEMINGTON-BELMAR,,5200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
12,124N  3,124-N-3,40.4628264385259,-79.9159709576773,138,AUBURN,LARIMER,< 2 STY FRA DBLE HSE,2178,Hold for URA,APPROVED FOR A SALE
12,124N  6,124-N-6,40.4626166201208,-79.9157398441093,146,AUBURN,LARIMER,2< STY FRA HSE; 1CB GAR,2400,Hold for URA,APPROVED FOR A SALE
12,124N  8,124-N-8,40.4625196422957,-79.9156303961286,150,AUBURN,LARIMER,,2400,Hold for URA,APPROVED FOR A SALE
12,124N 12,124-N-12,40.4624890314086,-79.914885788317,165,AUBURN,LARIMER,< - S STY FRA DBLE HSE; 1 CB GAR,2500,Hold for URA,APPROVED FOR A SALE
12,124N 14,124-N-14,40.4625337467942,-79.9149355925942,163,AUBURN,LARIMER,½-2STY FRA DBLE HSE,2500,Hold for URA,APPROVED FOR A SALE
12,124N 15,124-N-15,40.4625794860843,-79.9149886862453,161,AUBURN,LARIMER,,2000,Hold for URA,APPROVED FOR A SALE
12,124N 20,124-N-20,40.4627961294887,-79.9152293458382,149,AUBURN,LARIMER,,3600,Hold for URA,APPROVED FOR A SALE
12,124N 29,124-N-29,40.4632577702907,-79.9157466737238,133,AUBURN,LARIMER,2 STY FRA HSE; A STY CEM BL GAR,3000,Hold for URA,APPROVED FOR A SALE
12,124N 52,124-N-52,40.4634659570835,-79.9154190437841,132,MAYFLOWER,LARIMER,2 STY FRA HSE,2400,Hold for URA,APPROVED FOR A SALE
12,124N 53,124-N-53,40.4634204687998,-79.9153622265777,134,MAYFLOWER,LARIMER,2 STY FRA HSE,2400,Hold for URA,APPROVED FOR A SALE
12,124N 66,124-N-66,40.4627616513226,-79.914624834039,162,MAYFLOWER,LARIMER,"2 STY FRA HSE, DBLE C.B. GAR",2300,Hold for URA,APPROVED FOR A SALE
12,124N 74,124-N-74,40.4625277008051,-79.9138002583733,301,PAULSON,LARIMER,,1326,Hold for URA,APPROVED FOR A SALE
12,124N 76,124-N-76,40.4627171531812,-79.9138474724987,175,MAYFLOWER,LARIMER,,2300,Hold for URA,APPROVED FOR A SALE
12,124N 77,124-N-77,40.4627614294249,-79.9138937615617,173,MAYFLOWER,LARIMER,,2300,Hold for URA,APPROVED FOR A SALE
12,124N 85,124-N-85,40.4631206141335,-79.9143000664469,159,MAYFLOWER,LARIMER,2 STY BRK & FRA HSE,2200,Hold for URA,APPROVED FOR A SALE
12,124N 90,124-N-90,40.463360558026,-79.9145755433096,145,MAYFLOWER,LARIMER,,3784,Hold for URA,APPROVED FOR A SALE
12,124N 97,124-N-97,40.4637233617,-79.9149539583164,133,MAYFLOWER,LARIMER,,1888,Hold for URA,APPROVED FOR A SALE
12,124N 99,124-N-99,40.4638171640677,-79.9149628103745,131,MAYFLOWER,LARIMER,,6082,Hold for URA,APPROVED FOR A SALE
12,124N106,124-N-106,40.4641000059639,-79.9153203902521,119,MAYFLOWER,LARIMER,,6588,Hold for URA,APPROVED FOR A SALE
12,124N110,124-N-110,40.4641596506259,-79.9156565927779,111,MAYFLOWER,LARIMER,,1260,Hold for URA,APPROVED FOR A SALE
12,124N114,124-N-114,40.4642827852962,-79.915791160552,302,MAYFLOWER,LARIMER,,1381,Hold for URA,APPROVED FOR A SALE
12,124N115,124-N-115,40.4642632309071,-79.9156548615715,304,LARIMER,LARIMER,,2765,Hold for URA,APPROVED FOR A SALE
12,124N116,124-N-116,40.464326281657,-79.9155555154965,308,LARIMER,LARIMER,,5640,Hold for URA,APPROVED FOR A SALE
12,124N125,124-N-125,40.4646332463594,-79.9159505677479,307,LARIMER,LARIMER,,2460,Hold for URA,APPROVED FOR A SALE
12,124N126,124-N-126,40.4646854593901,-79.9158769822493,309,LARIMER,LARIMER,,2460,Hold for URA,APPROVED FOR A SALE
12,124N127,124-N-127,40.4647208907518,-79.9158045773535,311,LARIMER,LARIMER,,2460,Hold for URA,APPROVED FOR A SALE
12,124N128,124-N-128,40.4647610669198,-79.9157511634088,313,LARIMER,LARIMER,,2472,Hold for URA,APPROVED FOR A SALE
12,124N129,124-N-129,40.4648405622063,-79.9156226136178,315,LARIMER,LARIMER,,7380,Hold for URA,APPROVED FOR A SALE
12,124N139,124-N-139,40.4642532561205,-79.9151204334052,110,BRADEN,LARIMER,,2861,Hold for URA,APPROVED FOR A SALE
12,124N141,124-N-141,40.4642157706314,-79.9148869026925,114,CARVER,LARIMER,,1480,Hold for URA,APPROVED FOR A SALE
12,124N142,124-N-142,40.4641668822233,-79.9148337916535,116,CARVER,LARIMER,,1494,Hold for URA,APPROVED FOR A SALE
12,124N145,124-N-145,40.4640194588993,-79.914673033463,134,CARVER,LARIMER,23.62X67.77,1601,Hold for URA,APPROVED FOR A SALE
12,124N146,124-N-146,40.4639649275763,-79.914616788228,146,CARVER,LARIMER,,1625,Hold for URA,APPROVED FOR A SALE
12,124N154,124-N-154,40.4635435277722,-79.9142049722145,148,CARVER,LARIMER,,2500,Hold for URA,APPROVED FOR A SALE
12,124N155,124-N-155,40.4634938142765,-79.914148423563,150,CARVER,LARIMER,,2480,Hold for URA,APPROVED FOR A SALE
12,124N162,124-N-162,40.4631297365853,-79.9137416323753,166,CARVER,LARIMER,,2467,Hold for URA,APPROVED FOR A SALE
12,124N163,124-N-163,40.4630724399299,-79.9136803910594,168,CARVER,LARIMER,,2580,Hold for URA,APPROVED FOR A SALE
12,124N1672,124-N-167-2,,,309,PAULSON,LARIMER,,"3,449",Hold for URA,APPROVED FOR A SALE
12,124N172,124-N-172,40.4624998992478,-79.9130475824304,206,CARVER,LARIMER,,2800,Hold for URA,APPROVED FOR A SALE
12,124N177,124-N-177,40.4625429235779,-79.9123777775246,6417,CARVER,LARIMER,,5000,Hold for URA,APPROVED FOR A SALE
12,124N193,124-N-193,40.4632271032037,-79.9131391444335,171,CARVER,LARIMER,,2300,Hold for URA,APPROVED FOR A SALE
12,124N196,124-N-196,40.4633873664523,-79.9133231163124,165,CARVER,LARIMER,,2600,Hold for URA,APPROVED FOR A SALE
12,124N197,124-N-197,40.4634483101786,-79.9133891110423,163,CARVER,LARIMER,,2600,Hold for URA,APPROVED FOR A SALE
12,124N199,124-N-199,40.4635602538118,-79.913515232499,159,CARVER,LARIMER,,2600,Hold for URA,APPROVED FOR A SALE
12,124N212,124-N-212,40.4642158475294,-79.9142570165627,135,CARVER,LARIMER,,2350,Hold for URA,APPROVED FOR A SALE
12,124N234,124-N-234,40.4645294076982,-79.9140398597956,126,MEADOW,LARIMER,,2358,Hold for URA,APPROVED FOR A SALE
12,124N237,124-N-237,40.4643822021415,-79.913877420495,134,MEADOWS,LARIMER,,2367,Hold for URA,APPROVED FOR A SALE
12,124N242,124-N-242,40.4640705403617,-79.9135216641526,146,MEADOW,LARIMER,,1984,Hold for URA,APPROVED FOR A SALE
12,124N247,124-N-247,40.4638200236246,-79.9132382792761,156,MEADOW,LARIMER,,2712,Hold for URA,APPROVED FOR A SALE
12,124N248,124-N-248,40.4637523463368,-79.9131661486162,158,MEADOW,LARIMER,,3288,Hold for URA,APPROVED FOR A SALE
12,124N252,124-N-252,40.4635683192488,-79.912957956871,164,MEADOW,LARIMER,2 1/2  STY FRA ASB/SHG HSE,2400,Hold for URA,APPROVED FOR A SALE
12,124N253,124-N-253,40.4635228396344,-79.9129038873305,166,MEADOW,LARIMER,,2200,Hold for URA,APPROVED FOR A SALE
12,124N254,124-N-254,40.4634709307306,-79.9128459588894,168,MEADOW,LARIMER,,2300,Hold for URA,APPROVED FOR A SALE
12,124N255,124-N-255,40.4634166474418,-79.9127861368498,172,MEADOW,LARIMER,,2300,Hold for URA,APPROVED FOR A SALE
12,124N256,124-N-256,40.4633656184721,-79.9127258566738,6376,MEADOW,LARIMER,,4600,Hold for URA,APPROVED FOR A SALE
12,124N260,124-N-260,40.4632076974142,-79.9126985771991,411,PAULSON,LARIMER,,786,Hold for URA,APPROVED FOR A SALE
12,124N262,124-N-262,40.462987965922,-79.912498670853,412,PAULSON,LARIMER,,1142,Hold for URA,APPROVED FOR A SALE
12,124N263,124-N-263,40.4630212404052,-79.9124514005334,414,PAULSON,LARIMER,,1118,Hold for URA,APPROVED FOR A SALE
12,124N264,124-N-264,40.4630526012296,-79.9124016379629,416,PAULSON,LARIMER,3 STY M BRK HSE,1118,Hold for URA,APPROVED FOR A SALE
12,124N264B,124-N-264-B,40.4631115236743,-79.9123122391055,420,PAULSON,LARIMER,,1119,Hold for URA,APPROVED FOR A SALE
12,124N281,124-N-281,40.4637160168971,-79.9123131842537,175,MEADOW,LARIMER,2 STY BRK HSE; 1 CAR I.C. GAR,2471,Hold for URA,APPROVED FOR A SALE
12,124N284,124-N-284,40.4638412002779,-79.9124597432274,169,MEADOW,LARIMER,,4088,Hold for URA,APPROVED FOR A SALE
12,124N288,124-N-288,40.4640198587348,-79.9126583748929,161,MEADOW,LARIMER,2 STY FRA HSE,3081,Hold for URA,APPROVED FOR A SALE
12,124N290,124-N-290,40.4640744771109,-79.9127300475929,159,MEADOW,LARIMER,2 STY FRA/ALUM DWLG,"4,642",Hold for URA,APPROVED FOR A SALE
12,124N291,124-N-291,40.4641244390108,-79.9127847188416,157,MEADOW,LARIMER,,2324,Hold for URA,APPROVED FOR A SALE
12,124N292,124-N-292,40.4641609608138,-79.9128243797177,155,MEADOW,LARIMER,,2306,Hold for URA,APPROVED FOR A SALE
12,124N293,124-N-293,40.4642082896457,-79.9128727343452,6351,STOEBNER,LARIMER,,3067,Hold for URA,APPROVED FOR A SALE
12,124N301,124-N-301,40.4645714381832,-79.9132816806543,6339,MEADOW,LARIMER,Y,3695,Hold for URA,APPROVED FOR A SALE
12,124N302,124-N-302,40.464621344754,-79.9133336629219,6337,MEADOW,LARIMER,2 STY ALUM SIDG HSE,3011,Hold for URA,APPROVED FOR A SALE
12,124N305,124-N-305,40.4647155147321,-79.9135671668059,131,MEADOW,LARIMER,,1593,Hold for URA,APPROVED FOR A SALE
12,124N312,124-N-312,40.4648414762024,-79.9133847086599,120,STOEBNER,LARIMER,,694,Hold for URA,APPROVED FOR A SALE
12,124N312A,124-N-312-A,40.464803803126,-79.9133407722719,122,STOEBNER,LARIMER,,684,Hold for URA,APPROVED FOR A SALE
