objectid,pin,mapblocklo,bldg_code,building_n,prime_usag,department,department_name,region,class,name,created_user,created_date,last_edited_user,last_edited_date,buff_dist,orig_fid,cid
2247,,80-R-100,,,POOL,,CITIPARKS,EAST,,Leslie Pool Building,Cartegraph,2015-09-21T12:57:46.000Z,Cartegraph,2016-03-23T04:39:07.000Z,,,
54,0034D00020000000,34-D-20,B052,MCKINLEY PARK OFFICE,OFFICE,OFFICE,CITIPARKS,SOUTH,ADMINISTRATIVE,McKinley Park Office,,,Cartegraph,2016-03-28T14:33:30.000Z,25,222,B052
178,0040H00118000000,40-H-118,B045,DUNBAR FIELDHOUSE /APARTMENT,RESTROOMS,BALLFIELD,CITIPARKS,WEST,BALLFIELD,Dunbar Fieldhouse,,,Cartegraph,2016-04-01T11:12:47.000Z,25,41,B045
67,0024G00270000000,24-G-270,B609,COWLEY CONCESSION,CONCESSION,BALLFIELD,CITIPARKS,NORTH,BALLFIELD,Cowley Concession Stand,,,Cartegraph,2016-04-06T16:16:47.000Z,25,23,B609
102661,,120-J-300,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,EAST,,57th Street Park Building,Cartegraph,2016-04-06T19:48:53.000Z,Cartegraph,2016-04-06T19:48:53.000Z,,,
1061,,8-B-39,B189,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Town North Garage Aquatics Division,Cartegraph,2015-09-18T18:10:10.000Z,Cartegraph,2016-04-07T12:21:25.000Z,,,
102660,,80-R-100,,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,EAST,,Leslie Park Concession Stand,Cartegraph,2016-04-06T19:42:16.000Z,Cartegraph,2016-04-07T13:00:43.000Z,,,
103058,,162-S-80,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Garvin Park 3rd Base Dugout,Cartegraph,2016-04-07T13:10:19.000Z,Cartegraph,2016-04-07T13:10:19.000Z,,,
103059,,162-S-80,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Garvin Park First Base Dugout,Cartegraph,2016-04-07T13:19:54.000Z,Cartegraph,2016-04-07T13:19:54.000Z,,,
103060,,162-S-80,,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Garvin Park Concession Stand,Cartegraph,2016-04-07T13:20:52.000Z,Cartegraph,2016-04-07T13:20:52.000Z,,,
103061,,162-S-88,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Garvin Park Fieldhouse,Cartegraph,2016-04-07T13:21:48.000Z,Cartegraph,2016-04-07T13:22:04.000Z,,,
2274,,27-D-35,B254,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works Asphalt Division Storage Building,Cartegraph,2015-09-21T19:30:56.000Z,Cartegraph,2016-04-07T17:43:27.000Z,,,
2276,,36-L-81,B602,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Banksville Concession Stand,Cartegraph,2015-09-21T19:43:01.000Z,Cartegraph,2016-04-20T15:15:21.000Z,,,
91,0014N00258000000,14-N-258,B245,PUBLIC WORKS 4TH STORAGE SHED (ADDITION),STORAGE,SOUTHERN,DEPARTMENT OF PUBLIC WORKS,SOUTH,DPW,Public Works 4th Division Storage Shed,,,Cartegraph,2016-04-12T12:40:57.000Z,25,135,B245
224,0014N00264000000,14-N-264,B360,PUBLIC WORKS FOURTH DIVISION SALT DOME,SALT DOME,SOUTHERN,DEPARTMENT OF PUBLIC WORKS,SOUTH,DPW,Public Works 4th Division Salt Dome,,,Cartegraph,2016-04-12T13:24:28.000Z,25,136,B360
11,0034D00020000000,34-D-20,B333,MCKINLEY PARK PICNIC SHELTER,SHELTER,PLAY AREA,DEPARTMENT OF PUBLIC WORKS,SOUTH,PLAY AREA,McKinley Park Picnic Shelter,,,Cartegraph,2016-04-12T14:02:53.000Z,25,94,B333
167,0034D00020000000,34-D-20,B053,MCKINLEY PARK REC/SENIOR CENTER,SENIOR,RECREATION CENTER,CITIPARKS,SOUTH,RECREATION CENTER,McKinley Park Recreation and Senior Center,,,Cartegraph,2016-04-12T16:03:59.000Z,25,93,B053
128,0034D00020000000,34-D-20,B201,PUBLIC WORKS MCKINLEY PARK SERVICE,SERVICE,SOUTHERN,DEPARTMENT OF PUBLIC WORKS,SOUTH,DPW,Public Works McKinley Park Service Building,,,Cartegraph,2016-04-12T18:33:45.000Z,25,225,B201
105460,,34-D-20,,,CONCESSION,,CITIPARKS,SOUTH,,McKinley Park Concession Stand,Cartegraph,2016-04-13T14:27:42.000Z,Cartegraph,2016-04-13T14:27:42.000Z,,,
105461,,34-D-20,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Public Works McKinley Park Storage Garages,Cartegraph,2016-04-13T14:28:27.000Z,Cartegraph,2016-04-13T14:28:27.000Z,,,
232,0095J00032000000,95-J-32,B378,OVERBROOK SENIOR CENTER,SENIOR,SENIOR CENTER,CITIPARKS,SOUTH,SENIOR CENTER,Overbrook Senior Center,,,Cartegraph,2016-04-13T17:01:25.000Z,25,196,B378
80,0095N00390000000,95-N-390,B134,OVERBROOK COMMUNITY (OLD 25 FIREHOUSE),COMMUNITY,FIRE,PUBLIC SAFETY,SOUTH,FIRE,Overbrook Community Center,,,Cartegraph,2016-04-14T13:57:56.000Z,25,191,B134
105,0060P00302000000,60-P-302,B342,VOLUNTEERS FIELD ONE RESTROOMS,CONCESSION,BALLFIELD,DEPARTMENT OF PUBLIC WORKS,SOUTH,BALLFIELD,Volunteer Field 2 Concession Stand,,,Cartegraph,2016-04-14T15:09:39.000Z,25,236,B342
227,0060P00302000000,60-P-302,B346,VOLUNTEERS FIELD TWO DUGOUT AND FIELD BUILDING,DUGOUT,BALLFIELD,CITIPARKS,SOUTH,BALLFIELD,Volunteer Field 2 Third Base Dugout and Field Building,,,Cartegraph,2016-04-14T15:49:46.000Z,25,237,B346
161,0095F00265000000,95-F-265,B227,PHILLIPS GYM / RECREATION CENTER,REC,RECREATION CENTER,CITIPARKS,SOUTH,RECREATION CENTER,Phillips Gym and Recreation Center,,,Cartegraph,2016-04-14T18:01:24.000Z,25,97,B227
1057,,34-N-86,B618,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Moore Park Gazebo,Cartegraph,2015-09-18T14:44:50.000Z,Cartegraph,2016-04-18T13:48:23.000Z,,,
107867,,10-F-198,,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Josh Gibson Field Concession Stand,Cartegraph,2016-04-19T18:57:53.000Z,Cartegraph,2016-04-19T18:57:53.000Z,,,
107869,,10-F-198,,,,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Josh Gibson Field 1 Third Base Dugout,Cartegraph,2016-04-19T19:05:42.000Z,Cartegraph,2016-04-19T19:06:09.000Z,,,
107871,,10-F-198,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Josh Gibson Field 2 Third Base Dugout,Cartegraph,2016-04-19T19:08:29.000Z,Cartegraph,2016-04-19T19:08:29.000Z,,,
107868,,10-F-198,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Josh Gibson Field 1 First Base Dugout,Cartegraph,2016-04-19T19:04:25.000Z,Cartegraph,2016-04-19T19:10:28.000Z,,,
107872,,10-F-198,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Josh Gibson Field 2 First Base Dugout,Cartegraph,2016-04-19T19:11:15.000Z,Cartegraph,2016-04-19T19:11:15.000Z,,,
5447,,16-S-40,,,STORAGE,,CITIPARKS,SOUTH,,Vanucci Storage Building,Cartegraph,2015-09-29T19:00:50.000Z,Cartegraph,2016-04-20T12:26:17.000Z,,,
44,0096G00001000000,96-G-1,B274,BROOKLINE CONCESSION BUILDING (UPPER),CONCESSION,BALLFIELD,DEPARTMENT OF PUBLIC WORKS,SOUTH,BALLFIELD,Brookline Concession Stand,,,Cartegraph,2016-04-22T18:04:26.000Z,25,210,B274
155,0096G00001000000,96-G-1,B606,BROOKLINE CONCESSION  ( LOWER),CONCESSION,BALLFIELD,DEPARTMENT OF PUBLIC WORKS,SOUTH,BALLFIELD,Brookline Memorial Park Lower Concession Stand,,,Cartegraph,2016-04-26T15:10:36.000Z,25,71,B606
660,,3-J-180-0-2,B207,,ACTIVITY,,CITIPARKS,SOUTH,,Grandview Overlook Building,Cartegraph,2015-09-17T19:38:44.000Z,Cartegraph,2016-04-26T16:29:27.000Z,,,
221,0005L00207000001,5-L-207-0-1,B332,PUBLIC WORKS 5TH DIV. SALT DOME SAW MILL RUN,SALT DOME,WESTERN,DEPARTMENT OF PUBLIC WORKS,WEST,DPW,Public Works 5th Division Salt Dome Saw Mill Run,,,Cartegraph,2016-04-27T13:50:56.000Z,25,133,B332
51,0042F00010000000,42-F-10,B043,SHERADEN POOL,POOL,SWIMMING,CITIPARKS,WEST,SWIMMING,Sheraden Pool Building,,,Cartegraph,2016-04-28T13:21:16.000Z,25,109,B043
1068,,71-K-145,,,SHELTER,,CITIPARKS,WEST,,Chartiers Field Picnic Shelter,Cartegraph,2015-09-18T19:59:50.000Z,Cartegraph,2016-04-28T13:51:10.000Z,,,
144,0071K00145000000,71-K-145,B340,CHARTIERS FIELD LITES BUILDING,UTILITY,BALLFIELD,CITIPARKS,WEST,BALLFIELD,Chartiers Field Lights Building,,,Cartegraph,2016-04-28T14:46:29.000Z,25,207,B340
1069,,71-K-145,B607,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,WEST,,Chartiers Concession Stand,Cartegraph,2015-09-18T20:01:18.000Z,Cartegraph,2016-04-28T15:00:31.000Z,,,
2255,,68-M-42,B617,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,WEST,,Oakwood Shelter,Cartegraph,2015-09-21T13:58:17.000Z,Cartegraph,2016-04-28T15:27:53.000Z,,,
2256,,68-M-32,B616,,RESTROOMS,,DEPARTMENT OF PUBLIC WORKS,WEST,,Oakwood Restrooms,Cartegraph,2015-09-21T14:01:37.000Z,Cartegraph,2016-04-28T15:41:33.000Z,,,
1058,,39-N-36,B399,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,WEST,,Oakwood Concession Stand,Cartegraph,2015-09-18T14:53:23.000Z,Cartegraph,2016-04-28T16:06:32.000Z,,,
70,0039D00090000000,39-D-90,B223,WESTWOOD POOL BUILDING,POOL,SWIMMING,CITIPARKS,WEST,SWIMMING,Westwood Pool Building,,,Cartegraph,2016-04-28T17:40:09.000Z,25,44,B223
129475,,13-E-280,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Southside Park First Base Dugout,Cartegraph,2016-06-13T18:55:35.000Z,Cartegraph,2016-06-13T18:56:25.000Z,,,
78,0019F00143000000,19-F-143,B349,HERSCHEL UPPER FIELD BUILDING,,BALLFIELD,CITIPARKS,WEST,BALLFIELD,Herschel Upper Field Building,,,Cartegraph,2016-04-28T18:48:05.000Z,25,220,B349
233,0019F00143000000,19-F-143,B193,HERSCHEL CONCESSION STAND,CONCESSION,BALLFIELD,CITIPARKS,WEST,BALLFIELD,Herschel Concession Stand,,,Cartegraph,2016-04-28T19:08:04.000Z,25,218,B193
3848,,122-K-4,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Asphalt Plant Fuel Storage Shed,Cartegraph,2015-09-25T18:11:14.000Z,Cartegraph,2016-04-29T13:06:58.000Z,,,
192,0019F00143000000,19-F-143,B208,HERSCHEL FIELDHOUSE,RESTROOMS,BALLFIELD,DEPARTMENT OF PUBLIC WORKS,WEST,BALLFIELD,Herschel Fieldhouse,,,Cartegraph,2016-05-05T13:05:18.000Z,25,219,B208
189,0020M00048000000,20-M-48,B389,WEST END OVERLOOK BUILDING,ACTIVITY,PLAY AREA,CITIPARKS,WEST,PLAY AREA,West End Overlook Building,,,Cartegraph,2016-05-05T14:54:14.000Z,25,32,B389
1063,,19-L-160,B057,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,WEST,,West End Park Gazebo,Cartegraph,2015-09-18T18:17:19.000Z,Cartegraph,2016-05-05T15:37:03.000Z,,,
108,0019L00160000000,19-L-160,B042,WEST END SHELTER,SHELTER,PLAY AREA,DEPARTMENT OF PUBLIC WORKS,WEST,PLAY AREA,West End Shelter,,,Cartegraph,2016-05-05T16:22:32.000Z,25,115,B042
8,0042A00010000000,42-A-10,B214,MCGUNNEGLE REFRESHMENT STAND,CONCESSION,BALLFIELD,CITIPARKS,WEST,BALLFIELD,McGunnegle Concession Stand,,,Cartegraph,2016-05-06T13:07:28.000Z,25,15,B214
101, ,13-E-255,B612,SOUTHSIDE CONCESSION,CONCESSION,BALLFIELD,CITIPARKS,SOUTH,BALLFIELD,Southside Concession Stand,,,Cartegraph,2016-05-06T13:40:43.000Z,25,112,B612
129477,,13-E-280,,,,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Southside Park Third Base Dugout,Cartegraph,2016-06-13T18:57:24.000Z,Cartegraph,2016-06-13T18:57:24.000Z,,,
153,0013K0314000000,013-K-314,B271,"ARLINGTON FIELD LITES BLDG.aka BILL STOLTZ , THE FORT",UTILITY,RECREATION CENTER,CITIPARKS,SOUTH,RECREATION CENTER,Arlington Field Lights Building,,,Cartegraph,2016-05-06T16:11:55.000Z,25,60,B271
49,0013F00217000000,13-F-217,B051,ARLINGTON GYM,ACTIVITY,RECREATION CENTER,CITIPARKS,SOUTH,RECREATION CENTER,Arlington Gym,,,Cartegraph,2016-05-06T18:25:32.000Z,25,57,B051
68,0013E00160000000,13-E-160,B315,QUARRY STREET FIELD BUILDING,UTILITY,PLAY AREA,CITIPARKS,SOUTH,PLAY AREA,Quarry Street Field Building,,,Cartegraph,2016-05-06T19:20:48.000Z,25,203,B315
129478,,13-E-280,,,UTILITY,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Southside Park Lights Building,Cartegraph,2016-06-13T18:58:34.000Z,Cartegraph,2016-06-13T18:58:34.000Z,,,
172,0013E00160000000,13-E-160,B316,QUARRY STREET PICNIC SHELTER,SHELTER,PLAY AREA,DEPARTMENT OF PUBLIC WORKS,SOUTH,PLAY AREA,Quarry Street Picnic Shelter,,,Cartegraph,2016-05-06T19:34:19.000Z,25,202,B316
7,0013E0016000000,013-E-016,B317,QUARRY STREET STORAGE SHED,STORAGE,PLAY AREA,CITIPARKS,SOUTH,PLAY AREA,Quarry Street Storage Shed,,,Cartegraph,2016-05-06T19:54:30.000Z,25,204,B317
47,0003M00404000000,3-M-404,B048,ARMSTRONG FIELD BUILDING,RESTROOMS,BALLFIELD,CITIPARKS,SOUTH,BALLFIELD,Armstrong Field Building,,,Cartegraph,2016-05-18T15:23:29.000Z,25,51,B048
214,0013K00314000000,13-K-314,B200,ARLINGTON POOL RESTROOMS,POOL,SWIMMING,CITIPARKS,SOUTH,SWIMMING,Arlington Pool Restrooms,,,Cartegraph,2016-05-18T16:22:05.000Z,25,59,B200
2,0012G00225000000,12-G-225,B049,ORMSBY POOL AND RECREATION CENTER,POOL,RECREATION CENTER,CITIPARKS,SOUTH,RECREATION CENTER,Ormsby Pool and Recreation Center,,,Cartegraph,2016-05-19T16:41:06.000Z,25,48,B049
2265,,184-G-250,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,McBride Picnic Shelter 1,Cartegraph,2015-09-21T19:04:14.000Z,Cartegraph,2016-05-19T17:59:40.000Z,,,
1056,,184-G-249,B059,,RESTROOMS,,DEPARTMENT OF PUBLIC WORKS,EAST,,McBride Swimming Pool Building,Cartegraph,2015-09-18T14:42:22.000Z,Cartegraph,2016-05-19T18:47:45.000Z,,,
84651,,184-G-250,,,ACTIVITY,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,McBride Service and Restroom Building,Cartegraph,2016-02-17T16:10:37.000Z,Cartegraph,2016-05-19T18:48:26.000Z,,,
125468,,50-F-260,,,UTILITY,,DEPARTMENT OF PUBLIC WORKS,EAST,,Fort Pitt Park Lights Building,Cartegraph,2016-06-02T14:09:20.000Z,Cartegraph,2016-06-02T14:09:20.000Z,,,
125469,,50-F-260,,,ACTIVITY,,DEPARTMENT OF PUBLIC WORKS,EAST,,Fort Pitt Park Announcer's Booth,Cartegraph,2016-06-02T14:10:14.000Z,Cartegraph,2016-06-02T14:10:14.000Z,,,
186,0048N00006000000,48-N-6,B146,POLICE - COMMERCIAL VEHICLE INSPECTIONS (OLD 39 FIREHOUSE),POLICE,POLICE,PUBLIC SAFETY,NORTH,POLICE,Commercial Vehicle Inspections,,,Cartegraph,2016-06-03T12:55:55.000Z,25,197,B146
2273,,27-D-35,B008,,SERVICE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works Asphalt Division Building,Cartegraph,2015-09-21T19:29:28.000Z,Cartegraph,2016-06-03T12:58:49.000Z,,,
168,0027S00150000001,27-S-150-0-1,B064,SCHENLEY PARK SKATING RINK,ACTIVITY,HOCKEY COURT,CITIPARKS,CENTRAL,HOCKEY COURT,Schenley Park Skating Rink,,,Cartegraph,2016-06-03T12:59:46.000Z,25,105,B064
1054,,47-K-188,B191,,ACTIVITY,,CITIPARKS,NORTH,,Spring Hill Community Center,Cartegraph,2015-09-18T13:48:43.000Z,Cartegraph,2016-06-03T13:00:54.000Z,,,
120,0057B00175000000,57-B-175,B199,HAZELWOOD SENIOR CENTER,SENIOR,SENIOR CENTER,CITIPARKS,CENTRAL,SENIOR CENTER,Hazelwood Senior Center,,,Cartegraph,2016-06-08T12:32:58.000Z,25,63,B199
658,,56-P-306,B397,,COMMUNITY,,DEPARTMENT OF PUBLIC WORKS,EAST,,Hazelwood Community Center,Cartegraph,2015-09-17T19:09:03.000Z,Cartegraph,2016-06-08T14:46:58.000Z,,,
40,0055E00220000000,55-E-220,B395,BUD HAMMER CONCESSION,CONCESSION,BALLFIELD,CITIPARKS,CENTRAL,BALLFIELD,Bud Hammer Concession Stand,,,Cartegraph,2016-06-08T17:15:17.000Z,25,56,B395
39,0054R00296000000,54-R-296,B384,MAGEE FIELD LITES BUILDING,UTILITY,BALLFIELD,CITIPARKS,CENTRAL,BALLFIELD,Magee Fields Lights Building,,,Cartegraph,2016-06-08T18:37:57.000Z,25,53,B384
5846,,54-R-296,B080,,POOL,,DEPARTMENT OF PUBLIC WORKS,EAST,,Magee Pool Building,Cartegraph,2015-09-30T18:28:31.000Z,Cartegraph,2016-06-08T18:49:37.000Z,,,
128274,,57-B-175,,,SALT DOME,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works Schenley Park Division Salt Dome 1,Cartegraph,2016-06-10T14:46:36.000Z,Cartegraph,2016-06-10T14:46:36.000Z,,,
128275,,57-B-175,,,SALT DOME,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works Schenley Division Salt Dome 2,Cartegraph,2016-06-10T14:47:28.000Z,Cartegraph,2016-06-10T14:54:33.000Z,,,
77,0083P00290000000,83-P-290,B114,FIREHOUSE 8,FIREHOUSE,POLICE,PUBLIC SAFETY,EAST,POLICE,Firehouse 08,,,Cartegraph,2016-06-13T21:01:23.000Z,25,156,B114
139,0025F00089000002,25-F-89-0-2,B004,FINANCE  GENERAL SERVICES FACILITY 1,SERVICE,ADMINISTRATIVE DIVISION,DEPARTMENT OF FINANCE,CENTRAL,ADMINISTRATIVE,Finance General Services Facility 1,,,Cartegraph,2016-06-14T15:06:49.000Z,25,244,B004
226,0129H00246000000,129-H-246,B129,FIREHOUSE 19,FIREHOUSE,FIRE,PUBLIC SAFETY,EAST,FIRE,Firehouse 19,,,Cartegraph,2016-06-14T15:39:56.000Z,25,168,B129
218,0019B00029000000,19-B-29,B138,FIREHOUSE 30,FIREHOUSE,FIRE,PUBLIC SAFETY,WEST,FIRE,Firehouse 30,,,Cartegraph,2016-06-14T17:22:27.000Z,25,146,B138
188,0115D00187000000,115-D-187,B141,FIREHOUSE 34,FIREHOUSE,FIRE,PUBLIC SAFETY,NORTH,FIRE,Firehouse 34,,,Cartegraph,2016-06-14T17:58:45.000Z,25,141,B141
3,0004A00245000000,4-A-245,B055,REAM POOL AND RECREATION CENTER,POOL,SWIMMING,CITIPARKS,SOUTH,SWIMMING,Ream Pool Building and Recreation Center,,,Cartegraph,2016-06-14T20:11:05.000Z,25,46,B055
163,0024G00270000000,24-G-270,B034,COWLEY REC. / POOL,REC,RECREATION CENTER,CITIPARKS,NORTH,RECREATION CENTER,Cowley Recreation Center,,,Cartegraph,2016-06-16T13:50:21.000Z,25,21,B034
173,0045A00180000000,45-A-180,B143,MEDIC 10,MEDIC STATION,EMS,PUBLIC SAFETY,NORTH,EMS,Medic 10,,,Cartegraph,2016-06-17T14:42:50.000Z,25,177,B143
231,0011D00051000000,11-D-51,B122,FIREHOUSE 10 / MEDIC 5,FIREHOUSE,FIRE,PUBLIC SAFETY,CENTRAL,FIRE,Firehouse 10 Medic 5,,,Cartegraph,2016-06-20T13:52:15.000Z,25,167,B122
34,0056F00238000000,56-F-238,B125,FIREHOUSE 13,FIREHOUSE,FIRE,PUBLIC SAFETY,CENTRAL,FIRE,Firehouse 13,,,Cartegraph,2016-06-20T14:01:40.000Z,25,153,B125
1072,,82-H-1-0-2,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,EAST,,Highland Park Rhododendron Shelter,Cartegraph,2015-09-18T20:49:23.000Z,Cartegraph,2016-06-20T18:37:59.000Z,,,
177,0092S00020000000,92-S-20,B130,FIREHOUSE 20 / MEDIC 12,FIREHOUSE,FIRE,PUBLIC SAFETY,SOUTH,FIRE,Firehouse 20 Medic 12,,,Cartegraph,2016-06-20T19:58:24.000Z,25,152,B130
15053,,17-R-120,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Banksville Deck Hockey Benches,Cartegraph,2015-10-23T18:22:28.000Z,Cartegraph,2016-07-11T20:38:28.000Z,,,
2277,,125-L-237-0-1,,,RECYCLING,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works 2nd Division Recycling Drop Off Center,Cartegraph,2015-09-21T20:50:04.000Z,Cartegraph,2016-06-21T18:17:22.000Z,,,
2646,,19-E-214,,,RECYCLING,,DEPARTMENT OF PUBLIC WORKS,WEST,,Public Works 5th Division Recycling Drop Off Center,Cartegraph,2015-09-22T12:56:25.000Z,Cartegraph,2016-06-21T18:17:56.000Z,,,
133474,,57-B-175,,,SERVICE,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Public Works 3rd Division Sub Station,Cartegraph,2016-06-21T18:20:18.000Z,Cartegraph,2016-06-21T18:20:18.000Z,,,
215,0082H00001000002,82-H-1-0-2,B206,PUBLIC WORKS FORESTRY BUILDING,SERVICE,NORTHEAST,DEPARTMENT OF PUBLIC WORKS,EAST,DPW,Public Works Forestry Building,,,Cartegraph,2016-06-21T18:20:28.000Z,25,78,B206
112,0082H00001000002,82-H-1-0-2,B183,PUBLIC WORKS FORESTRY  FUEL SHED,UTILITY,NORTHEAST,DEPARTMENT OF PUBLIC WORKS,EAST,DPW,Public Works Forestry Fuel Shed,,,Cartegraph,2016-06-21T18:32:58.000Z,25,91,B183
191,0082H00001000002,82-H-1-0-2,B307,HIGHLAND PARK LAKE POINT SHELTER,SHELTER,PLAY AREA,DEPARTMENT OF PUBLIC WORKS,EAST,PLAY AREA,Highland Park Lake Point Shelter,,,Cartegraph,2016-06-21T18:43:35.000Z,25,81,B307
140,0082H00001000002,82-H-1-0-2,B305,HIGHLAND PARK ELM GROVE SHELTER,SHELTER,PLAY AREA,DEPARTMENT OF PUBLIC WORKS,EAST,PLAY AREA,Highland Park Elm Grove Shelter,,,Cartegraph,2016-06-21T18:51:26.000Z,25,84,B305
100,0082F00047000000,82-F-47,B235,HETHS PARK CONCESSION STAND,CONCESSION,BALLFIELD,CITIPARKS,EAST,BALLFIELD,Heths Park Concession Stand,,,Cartegraph,2016-06-21T18:56:28.000Z,25,3,B235
2268,,25-P-39,B240,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Public Works Traffic Division Storage Building,Cartegraph,2015-09-21T19:12:57.000Z,Cartegraph,2016-06-21T19:42:57.000Z,,,
207,0002P00120000000,2-P-120,B538,FINANCE  MOTORPOOL BUILDING,OFFICE,ADMINISTRATIVE DIVISION,DEPARTMENT OF FINANCE,CENTRAL,ADMINISTRATIVE,Finance Motorpool Building,,,Cartegraph,2016-06-23T12:02:27.000Z,25,189,B538
33,0029G00038000000,29-G-38,B262,FRAZIER FIELDHOUSE aka DAN MARINO,ACTIVITY,BALLFIELD,CITIPARKS,CENTRAL,BALLFIELD,Frazier Fieldhouse,,,Cartegraph,2016-06-24T14:26:35.000Z,25,50,B262
206,0029M00150000000,29-M-150,B620,PUBLIC WORKS 3RD DIVISION,SERVICE,SCHENLEY,DEPARTMENT OF PUBLIC WORKS,CENTRAL,DPW,Public Works 3rd Division Main Building,,,Cartegraph,2016-06-24T15:25:08.000Z,25,137,B620
61,0019E00214000000,19-E-214,B017,PUBLIC WORKS 5TH DIV.,SERVICE,WESTERN,DEPARTMENT OF PUBLIC WORKS,WEST,DPW,Public Works 5th Division Main Building,,,Cartegraph,2016-06-27T04:57:41.000Z,25,76,B017
45,0010A00055000000,10-A-55,B151,MEDIC TRAINING,TRAINING,EMS,PUBLIC SAFETY,CENTRAL,EMS,Medic Training Building,,,Cartegraph,2016-06-27T12:38:23.000Z,25,180,B151
72,0006A00099000000,6-A-99,B112,MEDIC 03 / ARSON / POLICE ZONE 6,MEDIC STATION,EMS,PUBLIC SAFETY,WEST,EMS,Medic 03 Arson Police Zone 06,,,Cartegraph,2016-06-27T12:56:51.000Z,25,171,B112
76,0025P00039000000,25-P-39,B010,PUBLIC WORKS TRAFFIC / PAINT DIVISION,SERVICE,STATE,DEPARTMENT OF PUBLIC WORKS,CENTRAL,DPW,Public Works Traffic Paint Divison Building,,,Cartegraph,2016-06-27T13:13:54.000Z,25,129,B010
86, ,,B621,RIVER SAFETY BOATHOUSE,MEDIC STATION,EMS,PUBLIC SAFETY,NORTH,EMS,River Safety Boathouse,,,Cartegraph,2016-06-27T13:37:45.000Z,25,179,B621
12,0025R00106000001,25-R-106-0-1,B269,WEST PENN FIELD LIGHTS BUILDING,UTILITY,BALLFIELD,CITIPARKS,CENTRAL,BALLFIELD,West Penn Field Lights Building,,,Cartegraph,2016-06-27T13:46:07.000Z,25,28,B269
166,0025R00106000001,25-R-106-0-1,B261,WEST PENN POOL BUILDING,POOL,SWIMMING,CITIPARKS,CENTRAL,SWIMMING,West Penn Pool Building,,,Cartegraph,2016-06-27T13:50:10.000Z,25,29,B261
209,0025R00106000001,25-R-106-0-1,B286,WEST PENN POOL ENTRANCE BLDG.,POOL,SWIMMING,CITIPARKS,CENTRAL,SWIMMING,West Penn Pool Entrance Building,,,Cartegraph,2016-06-27T13:53:33.000Z,25,26,B286
103,0042F00010000000,42-F-10,B039,SHERADEN APARTMENT  AND SERVICE BUILDING,RESTROOMS,PLAY AREA,CITIPARKS,WEST,PLAY AREA,Sheraden Apartment and Service Building,,,Cartegraph,2016-06-27T18:27:01.000Z,25,110,B039
37,0012J00222000000,12-J-222,B111,FIREHOUSE 24,FIREHOUSE,POLICE,PUBLIC SAFETY,SOUTH,POLICE,Firehouse 24,,,Cartegraph,2016-06-29T12:31:26.000Z,25,161,B111
85,0003G00206000000,3-G-206,B046,OLIVER BATH HOUSE,POOL,SWIMMING,CITIPARKS,SOUTH,SWIMMING,Oliver Bath House,,,Cartegraph,2016-06-29T18:23:48.000Z,25,138,B046
130674,,13-K-314,,,POOL,,CITIPARKS,SOUTH,,Arlington Pool Filter Building,Cartegraph,2016-06-15T12:49:43.000Z,Cartegraph,2016-06-30T13:08:07.000Z,,,
