HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
DZ15R,430,"Asthma without Interventions, with CC Score 0-2",.,3,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,11
DZ15R,501,"Asthma without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
DZ16N,300,"Pleural Effusion with Single Intervention, with CC Score 0-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16P,300,"Pleural Effusion without Interventions, with CC Score 11+",2,2,4,.,1,.,.,.,.,.,.,.,.,.,.,.,3,12
DZ16P,340,"Pleural Effusion without Interventions, with CC Score 11+",.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ16P,361,"Pleural Effusion without Interventions, with CC Score 11+",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
DZ16P,430,"Pleural Effusion without Interventions, with CC Score 11+",.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ16Q,300,"Pleural Effusion without Interventions, with CC Score 6-10",2,12,.,5,10,.,.,.,1,.,1,.,14,.,6,.,9,60
DZ16Q,302,"Pleural Effusion without Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ16Q,320,"Pleural Effusion without Interventions, with CC Score 6-10",.,1,.,1,1,.,.,.,.,.,1,.,.,.,.,.,.,4
DZ16Q,340,"Pleural Effusion without Interventions, with CC Score 6-10",.,7,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,9
DZ16Q,361,"Pleural Effusion without Interventions, with CC Score 6-10",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16Q,430,"Pleural Effusion without Interventions, with CC Score 6-10",.,1,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
DZ16R,100,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,.,1,1,1,.,.,.,.,.,.,2,.,.,.,1,6
DZ16R,180,"Pleural Effusion without Interventions, with CC Score 0-5",.,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,8
DZ16R,300,"Pleural Effusion without Interventions, with CC Score 0-5",19,6,1,4,21,5,.,.,5,.,13,.,46,.,15,.,18,153
DZ16R,302,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ16R,320,"Pleural Effusion without Interventions, with CC Score 0-5",2,.,.,.,.,.,.,.,.,.,.,.,2,.,1,1,.,6
DZ16R,340,"Pleural Effusion without Interventions, with CC Score 0-5",.,13,2,.,.,.,.,.,.,.,10,.,17,.,.,.,.,42
DZ16R,361,"Pleural Effusion without Interventions, with CC Score 0-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16R,430,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,3,.,.,.,.,.,.,4
DZ16R,502,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ17N,300,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ17R,300,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
DZ17R,340,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ17S,300,"Respiratory Neoplasms without Interventions, with CC Score 13+",.,1,1,.,3,.,.,.,.,.,.,.,2,.,.,.,.,7
DZ17T,100,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ17T,110,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ17T,300,"Respiratory Neoplasms without Interventions, with CC Score 8-12",17,4,2,1,8,1,.,.,1,.,6,.,40,.,2,.,31,113
DZ17T,302,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
DZ17T,340,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,1,1,.,.,.,.,.,.,.,3,.,5,.,.,.,.,10
DZ17T,370,"Respiratory Neoplasms without Interventions, with CC Score 8-12",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17T,430,"Respiratory Neoplasms without Interventions, with CC Score 8-12",1,2,3,.,2,.,.,.,.,.,.,.,.,.,.,.,.,8
DZ17U,100,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,1,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,3
DZ17U,300,"Respiratory Neoplasms without Interventions, with CC Score 4-7",32,15,8,3,26,4,.,.,2,.,8,.,44,.,7,.,38,187
DZ17U,301,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17U,302,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,4
DZ17U,320,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ17U,340,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,1,7,.,.,.,.,.,.,.,4,.,7,.,.,.,.,19
DZ17U,361,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ17U,370,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17U,430,"Respiratory Neoplasms without Interventions, with CC Score 4-7",1,7,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
DZ17U,800,"Respiratory Neoplasms without Interventions, with CC Score 4-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17V,100,"Respiratory Neoplasms without Interventions, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ17V,180,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17V,300,"Respiratory Neoplasms without Interventions, with CC Score 0-3",15,9,1,4,8,2,.,.,2,.,10,.,38,.,9,.,24,122
DZ17V,301,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ17V,302,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ17V,340,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,7,.,.,1,.,.,.,.,.,7,.,8,.,.,.,.,23
DZ17V,361,"Respiratory Neoplasms without Interventions, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17V,370,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
DZ17V,430,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,3,3,.,.,.,.,.,.,.,2,.,2,.,.,.,.,10
DZ17V,800,"Respiratory Neoplasms without Interventions, with CC Score 0-3",.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
DZ18D,300,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,1,.,2,.,.,.,.,4
DZ18F,300,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,5,6
DZ18F,320,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
DZ18G,300,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,1,.,1,.,1,.,2,6
DZ18G,302,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ18G,340,"Sleep Disorders Affecting Breathing, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ19J,340,"Other Respiratory Disorders with Single Intervention, with CC Score 5+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19K,300,"Other Respiratory Disorders with Single Intervention, with CC Score 0-4",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ19L,300,"Other Respiratory Disorders without Interventions, with CC Score 11+",3,1,.,1,1,.,.,.,.,.,1,.,3,.,1,.,1,12
DZ19L,320,"Other Respiratory Disorders without Interventions, with CC Score 11+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19L,340,"Other Respiratory Disorders without Interventions, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
DZ19L,370,"Other Respiratory Disorders without Interventions, with CC Score 11+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19M,100,"Other Respiratory Disorders without Interventions, with CC Score 5-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19M,180,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19M,300,"Other Respiratory Disorders without Interventions, with CC Score 5-10",66,34,.,9,32,3,1,.,1,.,19,.,51,.,18,.,38,272
DZ19M,301,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ19M,302,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
DZ19M,303,"Other Respiratory Disorders without Interventions, with CC Score 5-10",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ19M,320,"Other Respiratory Disorders without Interventions, with CC Score 5-10",9,6,.,2,.,.,.,.,.,.,2,.,1,.,.,11,2,33
DZ19M,340,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,18,4,.,.,.,.,.,.,.,6,.,7,.,.,.,.,35
DZ19M,350,"Other Respiratory Disorders without Interventions, with CC Score 5-10",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ19M,361,"Other Respiratory Disorders without Interventions, with CC Score 5-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19M,430,"Other Respiratory Disorders without Interventions, with CC Score 5-10",1,5,8,.,2,.,.,.,.,.,2,.,.,.,1,.,.,19
DZ19N,100,"Other Respiratory Disorders without Interventions, with CC Score 0-4",2,.,.,1,3,2,.,.,.,.,2,.,4,.,1,.,3,18
DZ19N,120,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ19N,180,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,8,.,2,9,.,.,.,.,.,12,.,43,.,.,.,.,74
DZ19N,300,"Other Respiratory Disorders without Interventions, with CC Score 0-4",127,71,8,16,56,15,1,.,9,.,56,.,129,.,27,.,84,599
DZ19N,301,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ19N,302,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,5
DZ19N,303,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19N,320,"Other Respiratory Disorders without Interventions, with CC Score 0-4",11,32,1,5,3,1,1,.,.,.,3,.,2,.,1,140,1,201
DZ19N,340,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,35,10,.,.,.,.,.,.,.,29,.,30,.,.,.,.,104
DZ19N,350,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ19N,361,"Other Respiratory Disorders without Interventions, with CC Score 0-4",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ19N,430,"Other Respiratory Disorders without Interventions, with CC Score 0-4",.,13,5,.,2,.,.,.,.,1,7,.,2,.,1,.,.,31
DZ19N,501,"Other Respiratory Disorders without Interventions, with CC Score 0-4",1,2,.,2,1,3,.,.,.,.,.,.,3,.,.,.,6,18
DZ20E,300,"Pulmonary Oedema without Interventions, with CC Score 6+",5,.,.,1,8,.,.,.,1,.,1,.,8,.,2,.,.,26
DZ20E,320,"Pulmonary Oedema without Interventions, with CC Score 6+",.,.,2,.,.,.,.,.,1,.,.,.,.,.,.,.,.,3
DZ20E,430,"Pulmonary Oedema without Interventions, with CC Score 6+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ20F,180,"Pulmonary Oedema without Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ20F,300,"Pulmonary Oedema without Interventions, with CC Score 0-5",2,.,.,1,.,1,.,.,.,.,.,.,11,.,4,.,3,22
DZ20F,320,"Pulmonary Oedema without Interventions, with CC Score 0-5",1,1,.,.,.,.,.,.,.,.,.,.,1,.,2,1,.,6
DZ20F,340,"Pulmonary Oedema without Interventions, with CC Score 0-5",.,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,3
DZ20F,361,"Pulmonary Oedema without Interventions, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ20F,430,"Pulmonary Oedema without Interventions, with CC Score 0-5",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ22L,300,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",2,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,3,7
DZ22L,340,"Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ22M,300,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+",.,1,.,.,6,.,.,.,.,.,1,.,8,.,1,.,3,20
DZ22M,340,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22M,430,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+",.,.,2,.,.,.,.,.,.,1,.,.,2,.,.,.,.,5
DZ22N,100,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22N,300,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",10,18,2,2,33,1,.,.,4,.,5,.,45,.,20,.,43,183
DZ22N,302,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ22N,320,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",.,1,.,.,1,.,.,.,.,.,1,.,1,.,.,.,.,4
DZ22N,340,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",.,3,.,.,.,.,.,.,.,.,1,.,5,.,.,.,.,9
DZ22N,361,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,3
DZ22N,430,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",.,1,9,.,2,.,.,.,.,.,1,.,.,1,.,.,1,15
DZ22P,100,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,2
DZ22P,101,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22P,180,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ22P,300,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",49,64,11,13,69,6,4,.,15,.,13,.,220,.,49,.,245,758
DZ22P,301,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ22P,302,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
DZ22P,320,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",2,4,2,1,3,3,.,.,2,.,1,.,1,.,2,1,1,23
DZ22P,340,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,13,16,.,.,.,.,.,.,.,8,.,26,.,.,.,.,63
DZ22P,361,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ22P,430,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",3,23,47,.,1,.,.,.,.,.,2,.,5,.,5,.,4,90
DZ22Q,100,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,1,.,.,2,.,.,.,.,.,.,.,9,.,2,.,2,16
DZ22Q,110,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ22Q,180,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,9,.,.,9,.,.,.,.,.,7,.,23,.,.,.,.,48
DZ22Q,300,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",159,121,12,43,213,34,10,.,21,.,43,.,509,.,111,.,301,"1,577"
DZ22Q,301,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
DZ22Q,302,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,8,.,1,.,.,.,.,9
DZ22Q,303,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",4,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
DZ22Q,320,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",5,22,2,4,5,2,3,.,.,.,5,.,2,.,8,8,.,66
DZ22Q,340,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,55,21,.,.,.,.,.,.,.,35,.,126,.,.,.,.,237
DZ22Q,350,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ22Q,361,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",3,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
DZ22Q,370,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ22Q,430,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",3,33,23,.,7,.,.,.,.,.,15,.,22,.,6,.,2,111
DZ22Q,501,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,.,.,.,.,2,.,.,.,.,.,.,2,.,1,.,3,8
DZ22Q,502,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ22Q,800,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23H,300,Bronchopneumonia with Multiple Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ23J,300,"Bronchopneumonia with Single Intervention, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23J,320,"Bronchopneumonia with Single Intervention, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ23K,300,"Bronchopneumonia with Single Intervention, with CC Score 0-10",1,1,1,1,3,.,.,.,.,.,1,.,.,.,.,.,2,10
DZ23K,340,"Bronchopneumonia with Single Intervention, with CC Score 0-10",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ23L,300,"Bronchopneumonia without Interventions, with CC Score 11+",6,15,.,.,7,.,.,.,2,.,.,.,2,.,3,.,10,45
DZ23L,301,"Bronchopneumonia without Interventions, with CC Score 11+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ23L,302,"Bronchopneumonia without Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ23L,320,"Bronchopneumonia without Interventions, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23L,340,"Bronchopneumonia without Interventions, with CC Score 11+",.,7,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,9
DZ23L,430,"Bronchopneumonia without Interventions, with CC Score 11+",.,1,2,.,.,.,.,.,.,.,1,.,.,.,.,.,.,4
DZ23M,100,"Bronchopneumonia without Interventions, with CC Score 6-10",1,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,.,5
DZ23M,300,"Bronchopneumonia without Interventions, with CC Score 6-10",24,31,1,3,20,3,.,.,5,.,3,.,6,.,23,.,88,207
DZ23M,301,"Bronchopneumonia without Interventions, with CC Score 6-10",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23M,302,"Bronchopneumonia without Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2
DZ23M,320,"Bronchopneumonia without Interventions, with CC Score 6-10",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
DZ23M,340,"Bronchopneumonia without Interventions, with CC Score 6-10",.,19,4,.,.,1,.,.,.,.,.,.,1,.,.,.,.,25
DZ23M,361,"Bronchopneumonia without Interventions, with CC Score 6-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23M,430,"Bronchopneumonia without Interventions, with CC Score 6-10",1,11,4,.,2,.,.,.,.,.,2,.,1,.,.,.,1,22
DZ23N,100,"Bronchopneumonia without Interventions, with CC Score 0-5",.,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ23N,300,"Bronchopneumonia without Interventions, with CC Score 0-5",40,26,1,2,8,1,.,.,5,.,1,.,22,.,32,.,63,201
DZ23N,301,"Bronchopneumonia without Interventions, with CC Score 0-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23N,302,"Bronchopneumonia without Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,5
DZ23N,320,"Bronchopneumonia without Interventions, with CC Score 0-5",1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
DZ23N,340,"Bronchopneumonia without Interventions, with CC Score 0-5",.,12,2,.,.,.,.,.,.,.,2,.,3,.,.,.,.,19
DZ23N,420,"Bronchopneumonia without Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ23N,430,"Bronchopneumonia without Interventions, with CC Score 0-5",6,6,5,.,1,.,.,.,1,.,3,.,.,.,.,.,2,24
DZ23N,800,"Bronchopneumonia without Interventions, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ24M,300,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ24M,302,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ24M,340,"Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ24N,100,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ24N,300,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",.,1,.,.,1,.,.,.,.,.,.,.,.,.,1,.,3,6
DZ24N,340,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ24N,430,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ24P,100,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ24P,300,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",2,16,.,.,7,.,.,.,3,.,.,.,5,.,3,.,4,40
DZ24P,340,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",.,5,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,6
DZ24P,361,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ24P,430,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",.,2,2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,6
DZ24Q,300,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",15,53,4,4,32,3,1,.,4,.,12,.,59,.,14,.,47,248
DZ24Q,301,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
DZ24Q,302,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,3
DZ24Q,320,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ24Q,340,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",.,14,2,.,.,.,.,.,.,.,7,.,9,.,.,.,.,32
DZ24Q,430,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",.,9,11,.,.,.,1,.,.,.,6,.,.,.,1,.,1,29
DZ24R,100,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",.,4,.,2,1,.,.,.,.,.,.,.,2,.,.,.,1,10
DZ24R,110,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ24R,120,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",.,6,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,14
DZ24R,180,"Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
