Year,WTW Code,WTW Name,Sample Id,Date,Parameter,PCV,Result,Units
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Clopyralid,0.1,<0.0057,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1951247,06-Jan-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1952006,13-Jan-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1952647,20-Jan-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1960164,03-Feb-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1961652,10-Feb-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1962469,17-Feb-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1969342,03-Mar-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1974213,10-Mar-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1980248,24-Mar-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1987456,07-Apr-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1991293,14-Apr-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2005631,12-May-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2009488,19-May-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2016142,02-Jun-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2027064,23-Jun-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2037891,02-Jul-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2039176,09-Jul-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2041029,16-Jul-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2048673,30-Jul-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2051561,06-Aug-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2054198,13-Aug-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2060259,27-Aug-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2063797,03-Sep-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2071165,18-Sep-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2074202,24-Sep-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2077732,01-Oct-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2084631,15-Oct-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2088482,22-Oct-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2091927,29-Oct-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2099304,12-Nov-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2103082,19-Nov-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2109907,03-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2113260,10-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2116751,17-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-2119806,22-Dec-14,Clostridium perfringens (sulph red),0,0,No./100 ml
2014,W1702,Altnahinch,W1702OUT-14-1951247,06-Jan-14,Conductivity,2500,184,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1952006,13-Jan-14,Conductivity,2500,175,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1952647,20-Jan-14,Conductivity,2500,174,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1960164,03-Feb-14,Conductivity,2500,177,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1961652,10-Feb-14,Conductivity,2500,170,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1962469,17-Feb-14,Conductivity,2500,157,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1969342,03-Mar-14,Conductivity,2500,149,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1974213,10-Mar-14,Conductivity,2500,126,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1980248,24-Mar-14,Conductivity,2500,152,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1987456,07-Apr-14,Conductivity,2500,153,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1991293,14-Apr-14,Conductivity,2500,160,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2005631,12-May-14,Conductivity,2500,160,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2009488,19-May-14,Conductivity,2500,163,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2016142,02-Jun-14,Conductivity,2500,184,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Conductivity,2500,185,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2027064,23-Jun-14,Conductivity,2500,205,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2037891,02-Jul-14,Conductivity,2500,220,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2039176,09-Jul-14,Conductivity,2500,214,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2041029,16-Jul-14,Conductivity,2500,206,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2048673,30-Jul-14,Conductivity,2500,228,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2051561,06-Aug-14,Conductivity,2500,218,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2054198,13-Aug-14,Conductivity,2500,219,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2060259,27-Aug-14,Conductivity,2500,226,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2063797,03-Sep-14,Conductivity,2500,228,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2070990,17-Sep-14,Conductivity,2500,235,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2074202,24-Sep-14,Conductivity,2500,232,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2077732,01-Oct-14,Conductivity,2500,233,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2084631,15-Oct-14,Conductivity,2500,223,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2088482,22-Oct-14,Conductivity,2500,223,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2091927,29-Oct-14,Conductivity,2500,216,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2099304,12-Nov-14,Conductivity,2500,222,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2103082,19-Nov-14,Conductivity,2500,214,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2109907,03-Dec-14,Conductivity,2500,214,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2113260,10-Dec-14,Conductivity,2500,204,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2113761,15-Dec-14,Conductivity,2500,208,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-2119806,22-Dec-14,Conductivity,2500,213,uS/cm 20 C
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Cyanide,50,2.6,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Cyanide,50,1.7,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Cyanide,50,1.5,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Cyanide,50,2.2,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Cyanide,50,2.2,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Cyanide,50,2.8,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Cyanide,50,5.4,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Cyanide,50,3.1,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Dicamba,0.1,0.012,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Dicamba,0.1,<0.0120,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Dicamba,0.1,<0.0120,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Dicamba,0.1,<0.0120,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Dicamba,0.1,<0.0120,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Dicamba,0.1,<0.0120,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Dicamba,0.1,<0.0120,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Dicamba,0.1,<0.0120,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Dichlobenil,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Dichlorprop,0.1,<0.0030,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Dieldrin,0.03,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Diuron,0.1,<0.0033,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Diuron,0.1,<0.0033,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Diuron,0.1,<0.0033,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Diuron,0.1,<0.0033,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Diuron,0.1,<0.0033,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Diuron,0.1,<0.0033,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Diuron,0.1,<0.0033,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Diuron,0.1,<0.0033,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Epoxiconazole,0.1,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Epoxiconazole,0.1,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Epoxiconazole,0.1,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Epoxiconazole,0.1,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Epoxiconazole,0.1,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Epoxiconazole,0.1,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Epoxiconazole,0.1,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Epoxiconazole,0.1,<0.0024,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Fenpropimorph,0.1,<0.0044,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Fluroxypyr,0.1,0.0074,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Fluroxypyr,0.1,<0.0052,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Glyphosate,0.1,0.027,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Glyphosate,0.1,<0.0034,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Heptachlor,0.03,<0.0048,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Heptachlor epoxide,0.03,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Hexachlorobenzene,0.05,<0.0056,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Hexachlorobenzene,0.05,<0.0056,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Hexachlorobenzene,0.05,<0.0056,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Hexachlorobenzene,0.05,<0.0056,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Hexachlorobenzene,0.05,<0.0056,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Hexachlorobenzene,0.05,<0.0056,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Hexachlorobenzene,0.05,<0.0056,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Hexachlorobenzene,0.05,<0.0056,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Isoproturon,0.1,<0.0017,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Linuron,0.1,<0.0055,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Linuron,0.1,<0.0055,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Linuron,0.1,<0.0055,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Linuron,0.1,<0.0055,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Linuron,0.1,<0.0055,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Linuron,0.1,<0.0055,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Linuron,0.1,<0.0055,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Linuron,0.1,<0.0055,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,MCPA,0.1,<0.0042,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,MCPA,0.1,<0.0042,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,MCPA,0.1,<0.0042,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,MCPA,0.1,<0.0042,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,MCPA,0.1,<0.0042,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,MCPA,0.1,0.0085,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,MCPA,0.1,<0.0042,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,MCPA,0.1,<0.0042,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Mecoprop,0.1,<0.0032,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Mecoprop,0.1,<0.0032,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Mecoprop,0.1,<0.0032,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Mecoprop,0.1,<0.0032,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Mecoprop,0.1,<0.0032,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Mecoprop,0.1,<0.0032,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Mecoprop,0.1,<0.0032,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Mecoprop,0.1,<0.0032,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Metalaxyl,0.1,<0.0049,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Metalaxyl,0.1,<0.0049,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Metalaxyl,0.1,<0.0049,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Metalaxyl,0.1,<0.0049,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Metalaxyl,0.1,<0.0049,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Metalaxyl,0.1,<0.0049,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Metalaxyl,0.1,<0.0049,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Metalaxyl,0.1,<0.0049,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Metoxuron,0.1,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Metoxuron,0.1,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Metoxuron,0.1,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Metoxuron,0.1,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Metoxuron,0.1,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Metoxuron,0.1,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Metoxuron,0.1,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Metoxuron,0.1,<0.0021,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Pendimethalin,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Pendimethalin,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Pendimethalin,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Pendimethalin,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2038804,07-Jul-14,Pendimethalin,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2049331,05-Aug-14,Pendimethalin,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2068123,16-Sep-14,Pendimethalin,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2081750,14-Oct-14,Pendimethalin,0.1,<0.0038,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1952911,22-Jan-14,Pesticides - Total Substances,0.5,<0.0500,ug/l
2014,W1702,Altnahinch,W1702OUT-14-1973720,05-Mar-14,Pesticides - Total Substances,0.5,<0.0500,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2001241,30-Apr-14,Pesticides - Total Substances,0.5,0.159,ug/l
2014,W1702,Altnahinch,W1702OUT-14-2020953,09-Jun-14,Pesticides - Total Substances,0.5,<0.0500,ug/l
