HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,6
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1",2,2,.,.,.,14,.,.,.,.,.,1,55,.,.,.,.,.,74
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over",7,1,.,.,.,10,2,2,.,.,.,1,30,.,.,.,.,.,53
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",52,31,.,1,.,48,18,4,.,.,2,45,182,2,.,3,1,1,390
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",2,4,.,.,.,4,1,.,.,.,.,1,13,.,.,.,3,.,28
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,4,.,13
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,20,33,.,.,.,19,4,.,.,.,.,5,87,.,.,3,.,.,171
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over",12,.,.,.,.,9,4,.,.,.,.,7,28,2,.,2,.,.,64
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under",.,3,.,.,.,3,2,.,.,1,.,1,1,1,.,.,.,.,12
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,2
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,3,.,.,.,.,.,4
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",3,.,.,.,.,.,1,.,.,.,.,.,2,1,.,.,1,.,8
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,5
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",10,.,.,.,.,3,1,.,.,.,.,1,2,.,.,.,.,.,17
CA83C,"Major, Mouth or Throat Procedures, 18 years and under",2,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,2,.,8
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",4,.,.,.,.,.,1,2,.,.,.,.,4,.,.,.,1,.,12
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",22,.,.,.,.,7,.,2,.,.,.,.,7,.,.,.,.,.,38
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under",.,1,.,.,.,1,2,.,.,.,.,.,9,.,.,.,4,.,17
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over",29,1,.,15,1,6,.,1,.,1,.,2,24,1,.,.,4,.,85
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years",3,1,.,.,.,1,1,1,.,.,.,.,14,.,.,.,1,.,22
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under",.,3,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,4
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over",6,1,.,.,3,.,1,.,.,1,.,1,12,.,.,.,3,.,28
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years",2,.,.,.,.,3,.,.,.,.,.,.,14,1,.,.,28,.,48
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",1,1,.,.,.,.,.,.,.,.,.,1,4,.,.,.,.,.,7
CA93C,"Major Maxillofacial Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
CA94Z,Intermediate Maxillofacial Procedures,3,.,.,.,.,1,.,.,.,.,.,.,7,.,.,.,1,.,12
CA95Z,Minor Maxillofacial Procedures,19,.,.,.,.,2,.,1,.,.,.,.,2,.,.,.,23,.,47
CA97Z,"Reduction or Fixation, of Cheekbone",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
CA98Z,Reduction of Fracture of Nasal Bone,31,68,.,.,34,92,22,1,.,.,.,52,179,14,.,34,18,.,545
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",3,1,.,7,.,.,.,.,.,.,.,.,3,.,.,.,4,.,18
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",4,4,.,4,.,.,.,.,.,.,.,.,2,.,.,.,5,.,19
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",18,5,.,40,2,1,1,.,.,.,.,.,13,.,.,1,2,.,83
CD01A,"Major Dental Procedures, 19 years and over",8,.,.,.,.,4,2,10,.,.,.,.,44,.,.,.,4,.,72
CD01B,"Major Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,.,4
CD02A,"Intermediate Dental Procedures, 19 years and over",10,.,.,.,.,4,1,7,.,.,.,.,29,1,.,.,5,.,57
CD02B,"Intermediate Dental Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,10,.,15
CD03A,"Minor Dental Procedures, 19 years and over",26,.,.,.,.,.,2,5,.,.,.,.,11,.,.,.,.,.,44
CD03B,"Minor Dental Procedures, 18 years and under",3,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,9
CD04A,"Major Surgical Removal of Tooth, 19 years and over",91,.,.,.,.,11,2,17,.,.,.,.,34,.,.,.,8,.,163
CD04B,"Major Surgical Removal of Tooth, 18 years and under",19,.,.,.,.,5,1,5,.,.,.,.,4,.,.,.,6,.,40
CD05A,"Surgical Removal of Tooth, 19 years and over",40,.,.,.,.,5,3,28,.,.,.,.,14,.,.,.,3,.,93
CD05B,"Surgical Removal of Tooth, 18 years and under",22,.,.,.,.,28,8,68,.,.,.,.,52,.,.,.,59,.,237
CD06A,"Extraction of Multiple Teeth, 19 years and over",31,.,.,.,.,6,1,9,.,.,1,.,187,.,.,.,4,.,239
CD06B,"Extraction of Multiple Teeth, 18 years and under",13,.,.,.,.,4,3,12,.,.,.,.,390,2,.,.,22,.,446
CD07A,"Minor Extraction of Tooth, 19 years and over",47,.,.,.,.,.,2,2,.,.,.,.,12,.,.,.,2,.,65
CD07B,"Minor Extraction of Tooth, 18 years and under",6,.,.,.,.,.,1,1,.,.,.,.,27,.,.,.,.,.,35
CD08Z,Minor Dental Biopsy,27,.,.,.,.,.,.,2,.,.,.,.,1,.,.,.,1,.,31
CD09A,"Minor Dental Restoration Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,56,.,.,.,.,.,56
CD09B,"Minor Dental Restoration Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,20
CD11A,"Dental Fitting or Insertion Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
CD11B,"Dental Fitting or Insertion Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ09L,"Pulmonary Embolus without Interventions, with CC Score 12+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ09P,"Pulmonary Embolus without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
DZ09Q,"Pulmonary Embolus without Interventions, with CC Score 0-2",.,.,.,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,4,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,6
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,2,.,3,.,.,1,.,.,.,.,.,.,.,.,.,1,.,7
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,.,4,1,.,.,.,.,.,.,.,.,.,3,.,8
DZ12D,Bronchiectasis with CC Score 5-7,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2
DZ12E,Bronchiectasis with CC Score 2-4,.,.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
DZ12F,Bronchiectasis with CC Score 0-1,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,4,.,6
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ15R,"Asthma without Interventions, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,.,5
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5",.,.,.,8,.,2,3,.,.,.,.,.,.,.,.,.,4,.,17
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12",1,1,.,11,.,1,.,.,.,.,.,.,.,.,.,.,2,.,16
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7",1,3,.,36,.,15,1,.,.,.,.,.,.,.,.,.,37,.,93
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3",4,9,.,46,1,4,.,.,.,.,.,.,2,.,.,.,28,.,94
DZ19M,"Other Respiratory Disorders without Interventions, with CC Score 5-10",1,2,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,5
DZ19N,"Other Respiratory Disorders without Interventions, with CC Score 0-4",4,.,.,10,1,3,4,.,.,.,.,.,1,.,3,.,3,.,29
DZ20F,"Pulmonary Oedema without Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
DZ22P,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
DZ22Q,"Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",.,3,.,2,.,1,.,.,.,.,.,.,.,.,.,.,1,.,7
DZ23L,"Bronchopneumonia without Interventions, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23M,"Bronchopneumonia without Interventions, with CC Score 6-10",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ25L,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 4-6",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ25M,"Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
DZ26P,"Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ29J,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4",.,6,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,8
DZ29K,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 0-1",8,12,.,.,.,28,4,.,.,.,.,.,3,.,.,.,11,.,66
DZ37B,"Non-Invasive Ventilation Support Assessment, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
DZ50Z,Respiratory Sleep Study,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
DZ59Z,Airflow Studies,.,.,.,1,.,.,.,.,.,.,.,.,8,.,.,.,.,.,9
DZ64A,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
DZ64B,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",1,.,.,1,.,1,.,.,.,.,.,.,1,.,6,.,3,.,13
DZ64C,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",1,.,.,8,.,11,1,.,.,1,.,1,6,.,42,.,5,.,76
DZ65K,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",1,.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,3
DZ67Z,Major Therapeutic Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
DZ68Z,Therapeutic Bronchoscopy,.,.,.,12,2,.,.,.,.,.,1,.,.,.,.,.,.,.,15
DZ69A,"Diagnostic Bronchoscopy, 19 years and over",123,268,.,277,196,284,111,.,.,.,101,.,61,.,101,.,365,.,"1,887"
DZ69B,"Diagnostic Bronchoscopy, 18 years and under",.,.,.,1,.,.,1,.,.,.,.,.,10,.,.,.,2,.,14
DZ70Z,Endobronchial Ultrasound Examination of Mediastinum,40,.,.,3,.,8,.,.,.,.,.,.,3,.,15,.,3,.,72
DZ71Z,Minor Thoracic Procedures,.,1,.,.,1,4,2,.,.,.,1,.,2,.,1,9,4,.,25
EB02C,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
EB03C,"Heart Failure or Shock, with CC Score 8-10",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB03D,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
EB03E,"Heart Failure or Shock, with CC Score 0-3",1,.,.,.,.,.,1,.,.,4,.,.,6,.,.,.,18,.,30
EB04Z,Hypertension,1,.,.,.,.,.,6,.,.,.,.,.,4,1,.,.,1,.,13
EB06C,Cardiac Valve Disorders with CC Score 5-8,.,.,.,1,.,1,.,.,.,.,.,.,2,.,.,.,.,.,4
EB06D,Cardiac Valve Disorders with CC Score 0-4,6,.,.,1,.,1,.,.,.,.,5,.,11,.,.,.,2,.,26
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9",2,.,.,4,.,.,1,.,.,.,.,.,.,.,.,.,2,.,9
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6",26,.,.,16,1,17,7,3,.,1,.,.,2,.,3,4,4,.,84
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3",79,.,.,104,27,169,24,8,.,24,55,.,16,1,47,48,67,.,669
EB08B,"Syncope or Collapse, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EB08C,"Syncope or Collapse, with CC Score 7-9",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB08E,"Syncope or Collapse, with CC Score 0-3",1,.,.,1,1,2,1,.,.,1,1,.,.,.,.,.,3,.,11
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,4,.,.,.,.,.,.,.,.,.,1,.,2,.,.,.,.,.,7
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
EB12A,Unspecified Chest Pain with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EB12B,Unspecified Chest Pain with CC Score 5-10,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB12C,Unspecified Chest Pain with CC Score 0-4,10,.,.,7,.,3,1,.,.,.,1,.,2,.,.,2,3,.,29
EB13C,Angina with CC Score 4-7,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,2
EB13D,Angina with CC Score 0-3,2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3,.,6
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,.,2,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,2,1,.,14,.,.,1,.,.,.,.,.,1,.,.,.,2,.,21
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,4,2,.,15,.,2,.,.,.,.,.,.,1,.,.,.,1,.,25
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,13,.,.,2,.,2,3,.,.,.,2,.,7,.,.,.,.,.,29
EC14B,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EC15B,Minor Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,7,.,.,.,.,.,.,.,.,9,.,.,.,.,.,16
EC20A,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,1,.,.,1,.,2,.,.,.,.,.,.,6,.,.,.,1,.,11
EC20B,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,6,.,.,1,.,.,.,.,.,.,.,.,13,.,.,.,.,.,20
EC21Z,Complex Echocardiogram for Congenital Heart Disease,5,.,.,3,.,.,.,.,.,.,4,.,51,.,.,.,2,.,65
EC22Z,"Electrocardiogram Monitoring or Stress Testing, for Congenital Heart Disease",.,.,.,5,.,3,.,.,.,.,.,.,9,.,.,.,.,.,17
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,1,1,.,4
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
ED30C,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,2
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,2,.,1,.,.,.,3
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8,.,.,.,15,.,1,.,.,.,.,.,.,22,.,.,.,.,.,38
EY04B,Implantation of Biventricular Pacemaker with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
EY06D,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,.,9,.,.,.,.,.,.,.,.,8,.,.,.,.,.,17
EY06E,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,.,19,.,8,.,.,.,.,.,.,48,.,.,.,.,.,75
EY07B,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EY08C,Implantation of Single Chamber Pacemaker with CC Score 6-8,.,.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,4
EY08D,Implantation of Single Chamber Pacemaker with CC Score 3-5,.,.,.,13,.,4,.,.,.,.,.,.,18,.,.,.,.,.,35
EY08E,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,.,67,.,47,.,.,.,.,.,.,54,.,.,.,1,.,169
EY09A,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EY09B,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,5,.,.,.,.,.,.,.,.,1,.,.,.,.,.,6
EY10A,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EY10B,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,1,.,2,.,.,.,.,.,.,2,.,.,.,.,.,5
EY11Z,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
EY12A,Implantation of Electrocardiography Loop Recorder with CC Score 3+,.,.,.,14,.,1,.,.,.,.,.,.,3,.,.,.,3,.,21
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,.,42,.,16,.,.,.,.,.,.,11,.,.,.,10,.,79
EY13Z,Removal of Electrocardiography Loop Recorder,.,.,.,25,.,5,.,.,.,.,.,.,16,.,.,.,1,.,47
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,1,.,1,.,.,.,.,.,.,.,1,1,.,1,.,5
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,3
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,3,.,.,.,.,.,.,7,.,.,.,.,.,10
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,6,.,10,.,.,.,.,.,.,3,.,.,.,.,.,19
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,.,4,.,10,.,.,.,.,.,.,5,.,.,.,.,.,19
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,4,.,.,7,.,10,.,.,.,.,.,.,2,.,.,.,.,.,23
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,15,.,.,39,.,49,.,.,.,.,.,.,15,.,.,.,.,.,118
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,6,.,.,28,.,40,.,.,.,.,.,.,3,.,.,.,.,.,77
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,75,.,.,181,.,219,.,.,.,.,.,.,70,.,.,.,.,.,545
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,9,.,.,10,.,6,.,.,.,.,.,.,7,.,.,.,2,.,34
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,32,.,.,30,.,15,.,.,.,.,.,.,27,.,.,.,1,.,105
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,26,.,.,34,.,24,.,.,.,.,.,.,42,.,.,.,1,.,127
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,.,.,.,3,.,1,.,.,.,.,.,.,1,.,.,.,.,.,5
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,4,.,.,8,.,4,.,.,.,.,.,.,5,.,.,.,4,.,25
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,43,.,.,56,.,43,.,.,.,.,.,.,64,.,.,.,80,.,286
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,126,1,.,106,.,231,.,.,.,.,.,.,294,.,.,.,275,.,"1,033"
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,240,.,.,121,.,449,.,.,.,.,.,.,549,.,.,.,385,.,"1,744"
EY50Z,Complex Echocardiogram,21,.,.,32,.,4,.,.,.,.,23,.,68,.,3,3,69,.,223
EY51Z,Electrocardiogram Monitoring or Stress Testing,3,.,.,37,.,2,3,.,.,4,.,.,14,.,.,5,.,.,68
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,1,.,2,4,.,1,.,.,.,.,.,.,.,4,1,2,.,15
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",3,7,.,4,4,2,1,.,.,2,3,1,.,1,8,3,2,.,41
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,1,1,.,.,.,.,.,.,1,.,.,.,3
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",12,24,.,266,8,43,41,1,.,.,24,.,50,.,24,1,115,.,609
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",1,1,.,.,.,2,.,.,.,.,1,.,.,.,.,.,.,.,5
FZ17D,"Abdominal Hernia Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,6,.,14
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",1,.,.,.,2,.,.,1,.,2,2,.,.,.,.,.,2,.,10
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",3,2,.,1,1,4,2,.,.,18,3,3,.,7,.,2,10,.,56
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",4,1,.,.,1,4,.,.,.,1,.,.,13,2,1,.,12,.,39
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,1,.,.,1,4,.,.,1,.,.,2,.,9
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",5,6,.,5,5,1,.,4,.,25,16,2,.,12,1,1,16,.,99
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",111,97,.,7,62,68,39,22,.,232,63,30,.,115,27,45,118,.,"1,036"
FZ19A,"Herniotomy Procedures, 2 years and over",9,.,.,.,.,3,.,.,.,.,.,.,35,.,.,.,69,.,116
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,6,.,30
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,1,.,.,.,3
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",3,3,.,2,5,1,.,.,.,.,3,.,.,4,.,.,2,.,23
