HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
ED24C,"Complex, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16
ED25A,"Standard, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
ED25B,"Standard, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,21
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,88,.,.,.,.,88
ED26B,Complex Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,13
ED26C,Complex Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,19
ED27A,Major Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
ED27B,Major Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,18
ED27C,Major Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,55,.,.,.,.,55
ED28A,Standard Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
ED28B,Standard Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,57,.,.,.,.,57
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,79,.,.,.,.,79
ED30B,"Complex, Other Operations on Heart or Pericardium, with CC Score 5-9",.,.,1,.,.,.,.,.,.,.,.,.,6,.,.,.,.,7
ED30C,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
ED31B,"Standard, Other Operations on Heart or Pericardium, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5
EY01A,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY01B,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 0-8",.,.,8,.,.,.,.,.,.,.,.,.,31,.,.,.,.,39
EY02A,Implantation of Cardioverter Defibrillator with CC Score 9+,.,.,1,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8,.,.,65,.,.,.,.,.,.,.,.,.,189,.,.,.,.,254
EY03Z,Implantation of Biventricular Pacemaker with Other Percutaneous Intervention,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY04A,Implantation of Biventricular Pacemaker with CC Score 6+,.,.,5,.,.,.,.,.,.,.,.,.,1,.,.,.,.,6
EY04B,Implantation of Biventricular Pacemaker with CC Score 0-5,.,.,16,.,.,.,.,.,.,.,.,.,6,.,.,.,.,22
EY05B,"Implantation of Dual Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,2,.,.,.,.,.,.,.,.,.,4,.,.,.,.,6
EY06B,Implantation of Dual Chamber Pacemaker with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY06C,Implantation of Dual Chamber Pacemaker with CC Score 6-8,.,.,2,.,.,.,.,.,.,.,.,.,3,.,.,.,.,5
EY06D,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,23,.,1,.,.,.,.,.,.,.,11,.,.,.,.,35
EY06E,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,45,.,2,.,.,.,.,.,.,.,28,.,.,.,.,75
EY07B,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EY08B,Implantation of Single Chamber Pacemaker with CC Score 9-11,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EY08C,Implantation of Single Chamber Pacemaker with CC Score 6-8,.,.,3,.,.,.,.,.,.,.,.,.,1,.,.,.,.,4
EY08D,Implantation of Single Chamber Pacemaker with CC Score 3-5,.,.,27,.,3,.,.,.,.,.,.,.,11,.,.,.,.,41
EY08E,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,64,.,1,.,.,.,.,.,.,.,13,.,.,.,.,78
EY09A,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EY09B,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,3,.,.,.,.,.,.,.,.,.,3,.,.,.,.,6
EY10A,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EY10B,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,6,.,.,.,.,.,.,.,.,.,5,.,.,.,.,11
EY11Z,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,.,.,2,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
EY12A,Implantation of Electrocardiography Loop Recorder with CC Score 3+,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,12,.,.,.,.,.,.,.,.,.,4,.,.,.,.,16
EY13Z,Removal of Electrocardiography Loop Recorder,.,.,4,.,.,.,.,.,.,.,.,.,4,.,.,.,.,8
EY20A,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY20B,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
EY21A,"Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
EY21B,"Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,53,.,.,.,.,53
EY22A,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY22B,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,20
EY23A,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,1,.,.,.,.,.,.,.,.,.,1,.,1,.,.,3
EY30A,Complex Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,19
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,166,.,.,.,.,166
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,3,.,2,.,.,.,.,.,.,.,32,.,.,.,.,37
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,2,.,.,.,.,.,.,.,.,.,56,.,.,.,.,58
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,2,.,1,.,.,.,.,.,.,.,3,.,.,.,.,6
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,9,.,36,.,2,.,.,.,.,.,.,.,15,.,.,.,.,62
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,29,.,108,.,9,.,.,.,.,.,.,.,71,.,.,.,.,217
EY41A,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,4,.,.,.,.,.,.,.,.,.,3,.,.,.,.,7
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,14,.,32,.,3,.,.,.,.,.,.,.,40,.,.,.,.,89
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,61,.,172,.,14,.,.,.,.,.,.,.,222,.,.,.,.,469
EY42A,Complex Cardiac Catheterisation with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,2,.,2,.,.,.,.,.,.,.,.,.,5,.,.,.,.,9
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,3,.,20,.,.,.,.,.,.,.,.,.,32,.,.,.,.,55
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,7,.,13,.,1,.,.,.,.,.,.,.,33,.,.,.,.,54
EY43A,Standard Cardiac Catheterisation with CC Score 13+,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,3,.,4,.,4,.,.,.,.,.,.,.,4,.,.,.,2,17
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,8,.,16,.,4,.,.,.,.,.,.,.,37,.,.,.,9,74
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,20,.,36,.,11,.,.,.,.,.,.,.,101,.,1,.,16,185
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,20,.,28,.,12,.,.,.,.,.,.,.,162,.,.,.,4,226
EY50Z,Complex Echocardiogram,.,1,7,.,.,.,.,.,.,.,1,.,7,.,5,.,.,21
EY51Z,Electrocardiogram Monitoring or Stress Testing,2,.,19,1,.,.,.,.,.,.,.,.,1,.,1,2,.,26
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,1,.,.,1,.,.,.,.,1,.,.,.,.,.,.,3
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",1,1,10,.,4,.,.,.,.,.,4,.,1,.,1,.,5,27
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,3,27,.,6,2,.,.,.,.,5,.,3,.,1,.,10,57
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",11,4,43,1,6,1,.,.,.,.,5,.,4,.,5,.,28,108
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,4,.,1,.,.,5
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",32,2,72,3,15,11,.,.,.,.,3,.,15,.,6,.,14,173
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
FZ17D,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",1,.,3,.,1,.,.,.,.,.,1,.,.,.,.,.,.,6
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",11,13,28,7,10,10,.,.,.,.,4,.,1,.,4,.,6,94
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",14,5,12,23,15,31,.,.,.,.,16,.,.,.,11,.,9,136
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",1,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,3
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",11,8,6,5,3,2,.,.,.,.,6,.,.,.,6,.,13,60
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",26,23,17,26,8,14,.,.,.,.,18,.,1,.,37,.,28,198
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",50,50,18,123,45,207,.,.,.,.,37,.,.,.,60,.,39,629
FZ19A,"Herniotomy Procedures, 2 years and over",.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,1,4
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,17
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",4,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",2,3,1,.,2,3,.,.,.,.,2,.,.,.,1,.,2,16
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,2,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,9
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",2,1,3,1,.,.,.,.,.,.,.,.,.,.,.,.,8,15
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0",3,4,14,4,2,1,.,.,.,.,3,.,1,.,1,.,10,43
FZ22B,"Intermediate Anal Procedures, 18 years and under",3,.,1,1,.,.,.,.,.,.,.,.,4,.,3,.,.,12
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",2,.,1,1,.,.,.,.,.,.,.,.,.,.,2,.,3,9
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",5,4,10,2,4,1,.,.,.,.,2,.,.,.,.,.,10,38
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",16,17,19,18,23,23,.,.,.,.,3,.,5,.,19,.,27,170
FZ23A,"Minor Anal Procedures, 19 years and over",5,5,17,8,9,8,.,.,.,.,4,.,.,.,5,.,7,68
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,2,2,1,1,1,.,.,.,.,.,.,2,.,.,.,.,9
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",2,6,3,.,4,3,.,.,.,.,1,.,23,.,.,.,.,42
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",3,8,5,1,6,1,.,.,.,.,.,.,38,.,.,.,.,62
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,.,2,.,.,.,.,.,.,.,1,.,1,.,.,.,2,6
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",1,1,6,1,.,.,.,.,.,.,.,.,1,.,.,.,.,10
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",8,3,15,2,6,3,.,.,.,.,3,.,.,.,3,.,8,51
FZ36H,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
FZ36J,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",1,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,1,4
FZ36L,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,1,3,.,.,.,.,.,3,.,.,.,.,.,1,.,.,8
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",3,.,4,.,1,.,.,.,.,.,.,.,.,.,.,.,1,9
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",12,1,8,.,2,4,1,.,.,.,.,.,1,.,.,.,2,31
FZ37L,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ37N,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",2,3,1,1,1,3,.,.,.,.,.,.,1,.,2,.,1,15
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,6,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,8
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",1,8,2,.,1,.,.,.,.,.,.,.,.,.,.,.,1,13
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",2,22,6,.,3,1,.,.,.,.,.,.,.,.,3,.,1,38
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",11,30,10,.,3,2,.,.,.,.,2,.,18,.,2,.,4,82
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,.,.,1,3,.,.,.,.,.,.,.,1,.,.,.,.,5
FZ38K,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ38L,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",1,3,1,.,1,2,.,.,.,.,1,.,.,.,.,.,1,10
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",1,5,5,1,1,1,.,.,.,.,.,.,.,.,.,.,.,14
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",8,10,19,1,4,3,.,.,.,.,.,.,.,.,9,.,1,55
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
FZ49D,"Nutritional Disorders with Interventions, with CC Score 2+",.,1,1,1,.,1,.,.,.,.,.,.,1,.,.,.,1,6
FZ49E,"Nutritional Disorders with Interventions, with CC Score 0-1",1,1,1,.,.,.,.,.,.,.,.,.,2,.,.,.,.,5
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",3,3,6,.,1,2,.,1,.,.,.,.,.,.,.,.,1,17
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",7,2,3,.,.,.,.,.,.,.,1,.,3,1,1,.,3,21
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over",17,9,15,2,10,10,.,.,.,.,1,.,.,.,3,.,10,77
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",4,32,17,12,7,11,.,.,.,.,4,.,6,.,19,.,5,117
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",5,26,14,10,3,4,.,.,1,.,3,.,3,.,3,.,2,74
FZ53Z,"Therapeutic Colonoscopy, 19 years and over",10,25,10,13,4,4,.,.,.,.,1,.,2,.,18,.,4,91
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",3,9,8,3,.,3,.,.,.,.,.,.,2,.,9,.,1,38
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",7,5,13,1,1,1,.,.,.,.,1,.,.,.,.,.,2,31
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",2,5,2,1,1,.,.,.,.,.,.,.,.,.,3,.,1,15
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,.,.,3
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",2,.,.,.,1,1,.,.,.,.,.,.,7,.,.,.,2,13
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,9,.,.,1,.,.,.,.,.,.,.,.,.,.,.,10
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",13,7,21,4,8,2,.,.,1,.,5,.,10,.,3,.,.,74
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",12,8,21,2,5,2,.,.,.,.,5,.,11,.,9,.,3,78
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,6,.,.,.,.,.,.,.,.,21,.,.,.,2,29
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,4,1,1,1,3,.,.,.,.,.,.,1,.,1,.,1,13
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",2,10,7,6,1,3,.,.,2,.,1,.,4,.,7,.,1,44
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,1,27
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,.,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",1,.,1,.,.,.,.,.,.,.,3,.,.,.,.,.,2,7
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",5,3,7,.,2,.,.,.,.,.,4,.,.,.,.,.,4,25
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,3,4,3,5,.,.,.,.,.,2,.,.,.,.,.,12,29
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",1,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",10,2,13,3,4,1,.,.,.,.,.,.,.,.,.,.,8,41
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",15,7,31,3,18,12,.,.,.,.,.,.,.,.,2,.,12,100
FZ68G,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ68J,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ68K,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ69B,"Complex Small Intestine Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,1,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,3
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",1,.,3,.,1,.,.,.,.,.,1,.,.,.,.,.,2,8
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",1,.,2,.,1,1,.,.,.,.,.,.,.,.,.,.,3,8
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",3,4,13,1,1,2,.,.,.,.,1,.,3,.,.,.,3,31
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,1,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,1,1,4,.,1,.,.,.,.,.,.,.,1,.,.,.,3,11
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,2,5,3,.,7,2,.,.,.,.,.,.,2,.,.,.,4,25
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,4,4,2,.,10,1,.,.,.,.,1,.,2,.,.,.,1,25
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,1,.,1,.,3,.,.,.,.,.,1,.,.,.,.,.,.,6
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,1,3,6,.,1,.,.,.,.,.,1,.,.,.,1,.,7,20
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,2,4,10,2,6,3,.,.,.,.,.,.,.,.,.,.,9,36
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,2,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,4
