HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
EY11Z,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,580,.,617,.,.,.,.,.,.,.,.,.,397,.,.,.,.,531
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,"3,027",.,.,.,.,.,.,.,.,.,.,.,.,.,802,"1,914"
EY20B,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,"24,044",.,.,.,.,"24,044"
EY22B,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"3,811",.,.,.,.,"3,811"
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"3,640",.,.,.,921,"3,338"
EY23B,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"2,821",.,.,.,.,"2,821"
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,"4,435",.,"1,119",.,.,.,.,.,.,.,"2,719",.,.,.,.,"2,554"
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"7,595",.,.,.,.,"7,595"
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"5,176",.,.,.,.,"5,176"
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"3,960",.,.,.,.,"3,960"
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,.,"3,149",.,.,.,.,.,.,.,"3,164",.,.,.,.,"3,159"
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,"3,259",.,"3,149",.,.,.,.,.,.,.,"4,355",.,.,.,.,"3,789"
EY40A,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,"3,134",.,.,.,.,.,.,.,.,.,"3,090",.,.,.,.,"3,101"
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"4,021",.,"3,550",.,"3,185",.,.,.,.,.,.,.,"4,262",.,.,.,.,"3,988"
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"3,133",.,"3,902",.,"3,059",.,.,.,.,.,.,.,"3,910",.,.,.,.,"3,784"
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"3,661",.,"3,872",.,"2,839",.,.,.,.,.,.,.,"3,825",.,.,.,.,"3,738"
EY41A,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,"2,971",.,.,.,"2,530",.,.,.,.,.,.,.,.,.,.,.,.,"2,750"
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"2,971",.,"2,822",.,"2,515",.,.,.,.,.,.,.,"3,228",.,.,.,.,"2,919"
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"2,878",.,"2,793",.,"2,473",.,.,.,.,.,.,.,"2,670",.,.,.,.,"2,696"
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"2,912",.,"2,716",.,"2,483",291,.,.,.,.,.,.,"2,664",.,.,.,.,"2,684"
EY42A,Complex Cardiac Catheterisation with CC Score 7+,"1,631",.,"1,918",.,"1,335",.,.,.,.,.,.,.,.,.,.,.,.,"1,701"
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,"1,599",.,"2,227",.,"1,809",.,.,.,.,.,.,.,"2,150",.,.,.,.,"1,994"
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,"1,631",.,"2,170",.,.,.,.,.,.,.,.,.,"2,390",.,.,.,.,"2,031"
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,"1,631",.,"2,146",.,.,.,.,.,.,.,.,.,"2,379",.,.,.,802,"2,056"
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,"1,539",.,"1,936",.,"1,335",.,.,.,.,.,.,.,"1,915",.,.,.,.,"1,576"
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,"1,539",.,"1,728",.,"1,335",.,.,.,.,.,.,.,"1,613",.,.,.,802,"1,489"
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,"1,548",.,"1,575",.,"1,335",.,.,.,.,.,.,.,"1,564",.,.,.,802,"1,482"
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,"1,557",.,"1,562",.,"1,335",.,.,.,.,.,.,.,"1,511",.,514,.,802,"1,447"
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,"1,537",.,"1,509",.,"1,335",.,.,.,.,.,.,.,"1,534",.,.,.,802,"1,469"
EY50Z,Complex Echocardiogram,513,.,775,.,"1,138",452,.,.,.,.,625,.,"1,283",.,612,.,836,951
EY51Z,Electrocardiogram Monitoring or Stress Testing,446,.,819,.,.,.,.,.,.,.,.,.,"1,666",.,.,498,.,892
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,950","2,950"
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,401,"3,481",.,"2,640",.,.,.,.,.,.,.,.,.,.,.,.,"2,174"
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5","2,375","2,346",.,.,"2,273",291,.,.,.,.,"4,301",.,"3,279",.,.,.,"1,131","2,167"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","2,375","1,568",.,.,"1,353","2,413",.,.,.,.,"5,520",.,"1,997",.,.,.,"2,010","2,035"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","2,375",848,"6,197",.,"2,590","1,797",.,.,.,.,.,.,"1,815",.,"3,014",.,"2,156","2,558"
FZ12T,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,838",.,.,.,.,"3,838"
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"3,994",.,.,.,.,"3,994"
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",477,554,664,"1,335",910,"1,000",867,.,918,.,664,.,616,.,849,.,"1,182",701
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,"1,095",.,.,.,"1,840",.,.,.,.,.,.,.,.,.,.,"1,031","1,367"
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"3,414",.,.,.,.,"3,414"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","2,375","1,239",.,.,"1,650","1,958",.,.,.,.,.,.,"3,730",.,.,.,"1,360","2,297"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,"2,017",.,.,.,.,.,.,.,"2,728",.,.,.,.,"2,372"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,"1,637",.,.,.,.,.,.,"2,528",.,.,.,.,"2,306"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,524",.,.,.,.,"2,524"
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",.,.,.,"1,742",.,.,.,.,.,.,.,.,.,.,.,.,"1,131","1,436"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,"1,014",.,"1,158","1,870","1,722",.,.,.,.,.,.,"1,841",.,.,.,"1,131","1,584"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","2,651","1,058",.,"1,676","2,292","2,790",.,.,.,.,.,.,"2,034",.,"3,242",.,"1,253","2,173"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","2,641",444,.,"1,379","1,936","1,804",.,.,.,.,.,.,"1,726",.,"2,942",.,"1,131","1,822"
FZ19A,"Herniotomy Procedures, 2 years and over",.,"1,168",.,.,.,.,.,.,.,.,.,.,"2,069",.,.,.,"1,381","1,672"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,145",.,.,.,.,"2,145"
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"3,753",.,.,.,"1,284","2,107"
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,"2,228",.,.,.,.,.,.,"2,391",.,.,.,"1,360","2,152"
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","2,375",444,.,"1,010","1,981","1,401",.,.,.,.,.,.,"2,677",.,.,.,"1,391","2,072"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0","2,375",444,.,549,"1,971","1,717",.,.,.,.,.,.,"2,537",.,"3,407",.,"1,401","1,798"
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,"1,650",.,.,.,.,.,.,.,.,.,.,.,.,"1,650"
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","2,375",.,.,.,"2,201","1,755",.,.,.,.,.,.,"3,344",.,.,.,.,"2,571"
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0","2,375",455,.,549,"2,162","1,533",.,.,.,.,.,.,"2,606",.,"3,407",.,"1,401","1,721"
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,"1,093",.,.,.,.,.,.,.,.,"1,359",.,.,.,.,"1,226"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,861,.,.,"1,365",.,.,.,.,.,.,.,"1,104",.,.,.,"1,080","1,127"
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","1,411",.,.,.,"1,063","1,384",.,.,.,.,.,.,"1,045",.,.,.,"1,004","1,073"
FZ22B,"Intermediate Anal Procedures, 18 years and under","1,411","1,022",.,"1,137","1,052","1,058",.,.,.,.,.,.,937,.,"2,261",.,"1,207","1,149"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,"1,079",.,.,.,.,.,.,.,.,.,.,732,.,.,.,902,905
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","1,571",703,806,984,"1,652","1,114",.,.,.,.,.,.,907,.,656,.,"1,054","1,004"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","1,422","1,783","1,741","1,166","1,106","1,099",.,.,.,.,.,.,947,.,"2,261",.,"1,066","1,226"
FZ23A,"Minor Anal Procedures, 19 years and over","1,411","1,127",.,.,953,.,.,.,.,.,.,.,"1,117",.,"2,031",.,825,"1,331"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years","1,278","1,056",.,.,"1,377","2,093",.,.,.,.,.,.,"1,565",.,.,.,"1,367","1,483"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,389",.,.,.,.,"1,389"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",747,745,.,.,.,.,.,.,.,.,794,.,773,.,.,.,.,760
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",747,803,872,.,861,"1,334",.,.,770,.,.,.,"1,320",.,"2,031",.,"1,446","1,093"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","1,172",702,"1,137",772,"1,373","1,123",.,.,770,.,.,.,"1,245",.,"2,031",.,.,"1,192"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"5,070",.,.,.,.,"5,070"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,"1,257","4,199",.,.,.,.,.,.,.,.,.,.,.,.,"2,728"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,444,.,"1,067",.,895,.,.,.,.,.,.,.,.,"3,407",.,"1,374","1,419"
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+",446,363,429,468,392,371,.,.,370,.,327,.,371,.,585,.,476,402
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",427,382,489,468,382,359,.,.,370,.,359,.,375,.,514,.,368,394
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",446,392,506,468,404,363,515,.,370,.,351,.,379,.,519,.,365,392
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",445,390,582,498,442,511,515,.,393,.,343,.,383,.,550,.,391,409
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",446,380,584,469,376,291,.,.,370,.,347,.,367,.,.,.,364,396
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",446,392,496,483,407,389,.,.,.,.,377,.,388,.,808,.,364,419
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",446,386,433,493,410,291,.,.,.,.,346,.,377,.,514,.,368,398
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",446,402,442,513,429,303,.,.,370,.,359,.,377,.,514,.,390,408
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,641,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,641
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+",496,395,.,.,.,.,.,.,.,.,.,.,369,.,.,.,364,387
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",446,388,430,533,589,413,.,.,.,.,330,.,383,.,534,.,367,408
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",446,392,474,528,462,392,.,.,.,.,345,.,372,.,553,498,374,400
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",796,.,803,.,.,691,.,.,.,.,.,.,.,.,.,.,921,803
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",446,390,539,.,376,.,.,.,.,.,344,.,402,.,.,.,307,390
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",446,385,524,468,442,345,515,.,370,.,348,.,385,.,514,.,364,417
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",446,391,515,470,465,291,.,.,370,.,357,.,375,.,514,.,358,400
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over",805,575,.,771,"1,029","1,060",.,.,.,.,.,.,"1,202",.,"2,375",.,602,"1,029"
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",602,"2,131",804,"1,405","1,008",.,.,.,.,.,703,.,"1,121",.,"1,021",.,"1,141",959
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",636,807,916,"1,803",.,"2,285",.,.,.,.,788,.,"1,134",.,"1,029",.,"1,313",935
FZ53Z,"Therapeutic Colonoscopy, 19 years and over",767,620,707,"1,040","1,778","1,789",.,.,.,.,"1,846",.,"1,302",.,.,.,.,"1,128"
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",693,866,727,849,"1,275",767,969,.,742,.,805,.,756,.,"1,514",.,894,814
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",662,"1,161",732,756,784,845,.,.,.,.,810,.,751,.,"1,045",.,848,821
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",937,"1,079",.,.,925,735,.,.,770,.,.,.,"1,816",.,.,.,.,"1,093"
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",557,.,.,.,"1,022",726,.,.,.,.,.,.,923,.,997,.,881,910
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",864,760,645,.,861,659,.,.,742,.,.,.,"1,285",.,.,.,.,912
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,552",.,.,.,.,"1,552"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",901,.,"1,390",.,582,751,.,.,.,.,696,.,"1,415",.,.,.,.,"1,209"
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",736,"1,027",708,"1,083",875,744,969,.,742,.,879,.,580,.,"1,021",.,850,796
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",740,749,730,"1,032",760,880,969,.,742,.,854,.,642,.,"1,033",.,845,766
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",747,517,.,858,.,"1,126",.,.,.,.,696,.,"1,110",.,.,.,.,961
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,177",.,.,.,.,"1,177"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,671,.,"1,054",.,.,.,.,.,.,.,"1,274",.,"1,229",.,"1,021",.,.,"1,002"
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",715,643,812,.,843,"1,098",.,.,.,.,736,.,"1,335",.,.,.,839,812
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,699",.,.,.,"1,360","2,030"
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,776,.,.,.,.,"1,114",.,.,.,.,.,.,.,.,"1,045",.,.,877
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,.,.,.,"4,796",.,.,.,.,.,.,.,.,.,.,.,"1,997","3,117"
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","5,268",615,.,.,"5,263","7,002",.,.,.,.,"1,392",.,"3,501",.,.,.,"2,201","3,149"
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,"1,163",.,.,"4,046","1,352",.,.,.,.,.,.,"3,715",.,.,.,"1,381","3,001"
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,"2,245",.,.,.,.,"2,245"
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,"2,457",.,.,.,.,.,.,.,.,.,.,.,"1,360","1,909"
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,444,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,410
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"2,108","7,002",.,.,.,.,.,.,"2,733",.,.,.,"1,381","3,306"
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,278","2,278"
FZ68J,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"2,296",.,.,.,.,"2,296"
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,924",.,.,.,.,"4,924"
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,125","2,125"
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,.,"7,615",.,.,.,.,"7,615"
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,"3,712",.,.,.,.,.,.,"5,106",.,.,.,.,"4,409"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",868,"1,017","1,100","1,412",859,935,.,.,.,.,837,.,"1,197",.,"1,045",.,"1,186",998
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,"3,982",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,047","2,221"
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"1,690",.,"3,260",.,989,"1,003",.,.,770,.,"2,513",.,"1,655",.,"1,045",.,"1,221","2,104"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"1,065",.,"2,873",.,.,"1,241",.,.,.,.,.,.,927,.,.,.,"1,381","2,248"
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,"5,721",.,.,.,.,"5,721"
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,.,.,.,.,"6,254",.,.,.,.,.,.,.,"6,067",.,.,.,"2,660","4,994"
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",.,.,"11,629","1,342","4,209",.,.,.,.,.,.,.,"4,515",.,.,.,.,"4,990"
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,"4,823",.,.,.,.,.,.,.,"4,889",.,.,.,"1,953","3,684"
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2","6,233",.,"3,276",549,"5,355","6,095",.,.,.,.,.,.,"6,346",.,.,.,"2,313","4,543"
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"2,633",.,.,.,"2,340","2,535"
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,"4,785",.,"3,044",.,.,.,.,.,.,.,"3,505",.,.,.,"2,080","3,447"
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",.,.,.,.,"3,698","3,898",.,.,.,.,.,.,"4,118",.,.,.,.,"3,822"
FZ77C,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+","2,375",.,.,.,.,.,.,.,.,.,.,.,"2,547",.,.,.,.,"2,461"
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",.,444,.,.,.,.,.,.,.,.,.,.,"3,090",.,.,.,.,"1,767"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,.,.,.,"2,759",.,.,.,.,.,.,.,.,.,.,.,.,"2,759"
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"7,278",.,.,.,.,"7,278"
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"5,685",.,.,.,.,"5,685"
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"3,557",.,.,.,.,.,.,.,.,.,.,.,.,"3,557"
FZ82C,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"5,558",.,.,.,.,"5,558"
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,028",.,.,.,.,"4,028"
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,"3,058",.,.,.,.,"3,058"
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,278","2,278"
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"2,265","1,008","3,095","2,726",.,.,.,.,.,.,"2,723",.,.,.,"2,584","2,693"
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,417",.,.,.,.,"2,417"
FZ86Z,"Endoscopic Insertion of Gastric Balloon or Sleeve, for Obesity",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
FZ87D,Complex Hernia Procedures with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"2,427",.,514,.,"1,381","1,441"
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,"2,232",.,.,.,.,"2,232"
FZ87F,Complex Hernia Procedures with CC Score 1-2,.,.,.,.,"3,484",.,.,.,.,.,.,.,.,.,.,.,"1,381","2,433"
FZ87G,Complex Hernia Procedures with CC Score 0,.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",446,.,737,.,.,.,.,.,.,.,.,.,.,.,.,.,921,701
FZ90B,Abdominal Pain without Interventions,454,485,546,665,490,484,515,.,370,.,352,.,387,.,646,498,460,458
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,.,989,.,.,.,.,.,.,.,"1,115",.,.,.,.,"1,052"
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",.,423,515,.,376,.,.,.,.,.,344,.,375,.,514,.,380,389
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",449,383,494,468,403,391,515,.,370,.,363,.,380,440,527,.,368,397
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",449,392,514,516,416,360,568,.,370,378,363,.,384,440,567,498,376,409
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",456,405,509,532,458,374,576,.,405,.,349,.,388,.,599,498,399,421
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",446,392,487,.,.,.,.,.,.,.,365,.,368,.,514,.,364,416
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",446,392,515,.,439,389,515,.,370,378,571,.,379,.,514,.,368,411
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",446,396,504,495,395,356,.,.,370,.,344,.,381,.,656,.,364,423
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",446,427,562,508,457,373,.,.,370,.,350,.,380,.,546,.,394,446
FZ93A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",821,757,"1,060","1,161",.,.,.,.,742,.,956,.,.,.,.,.,839,845
FZ93B,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",.,.,.,.,902,.,.,.,.,.,.,.,.,.,.,.,902,902
FZ94Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",747,501,958,.,.,.,.,.,.,.,"1,945",.,"1,495",.,.,.,.,"1,006"
