HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
EB12A,Unspecified Chest Pain with CC Score 11+,.,"10,195",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,287","12,482"
EB12B,Unspecified Chest Pain with CC Score 5-10,"3,793",338,"1,321",.,376,.,728,.,.,.,.,.,405,.,.,.,.,"6,961"
EB12C,Unspecified Chest Pain with CC Score 0-4,"7,226",392,438,.,859,"1,697",.,.,740,.,484,.,"2,555",.,808,"1,494","1,093","17,785"
EB13A,Angina with CC Score 12+,.,"8,627",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,627"
EB13B,Angina with CC Score 8-11,.,"1,568","3,036",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,605"
EB13C,Angina with CC Score 4-7,.,.,.,"1,897",.,.,.,.,.,.,.,.,.,.,"1,617",.,"1,372","4,886"
EB13D,Angina with CC Score 0-3,.,.,.,474,.,.,.,.,.,.,.,.,.,.,"1,617",.,"4,024","6,115"
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,.,"5,800","70,675",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"76,474"
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,"1,093","4,487","78,640","3,319",429,.,"1,030",.,.,.,.,.,"27,360",.,.,.,.,"116,359"
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,"20,484","11,545","40,228",.,"11,650","2,615",.,.,"3,329",.,"2,988",.,"39,060",.,.,.,"7,248","139,146"
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,"2,321","4,901","44,881","2,845","11,948","5,597",.,.,.,.,.,.,"51,835",.,808,.,"10,870","136,005"
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,"5,579","7,171","7,897","2,371","3,571",.,.,.,.,.,"2,481",.,"13,340",.,"2,865",.,"4,575","49,850"
EB15B,Primary Pulmonary Hypertension with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,"19,798",.,.,.,.,"19,798"
EC10B,Very Complex Procedures for Congenital Heart Disease with CC Score 7-14,.,.,.,.,.,.,.,.,.,.,.,.,"52,086",.,.,.,.,"52,086"
EC10C,Very Complex Procedures for Congenital Heart Disease with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,"112,696",.,.,.,.,"112,696"
EC11B,Complex Procedures for Congenital Heart Disease with CC Score 7-14,.,.,.,.,.,.,.,.,.,.,.,.,"64,561",.,.,.,.,"64,561"
EC11C,Complex Procedures for Congenital Heart Disease with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,"147,829",.,.,.,.,"147,829"
EC12A,Very Major Procedures for Congenital Heart Disease with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,.,"30,760",.,.,.,.,"30,760"
EC12B,Very Major Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,"158,107",.,.,.,.,"158,107"
EC12C,Very Major Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"33,307",.,.,.,.,"33,307"
EC13B,Major Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,"85,841",.,.,.,.,"85,841"
EC13C,Major Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"135,574",.,.,.,.,"135,574"
EC14B,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,"85,297",.,.,.,.,"85,297"
EC14C,Intermediate Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"392,353",.,.,.,.,"392,353"
EC15A,Minor Procedures for Congenital Heart Disease with CC Score 4+,"3,701",.,.,.,.,.,.,.,.,.,.,.,"30,272",.,.,.,.,"33,974"
EC15B,Minor Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"181,369",.,.,.,.,"181,369"
EC20A,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"41,759",.,.,.,.,"41,759"
EC20B,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,.,.,"1,972",.,"2,671",.,.,.,.,.,.,.,"72,775",.,.,.,.,"77,418"
EC21Z,Complex Echocardiogram for Congenital Heart Disease,.,.,.,.,.,.,.,.,.,.,.,.,"12,681",.,.,.,.,"12,681"
EC22Z,"Electrocardiogram Monitoring or Stress Testing, for Congenital Heart Disease",.,.,.,.,.,.,.,.,.,.,.,807,.,.,.,.,.,807
ED12B,Complex Repair of Aortic Root with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,"18,283",.,.,.,.,"18,283"
ED13B,Standard Repair of Aortic Root with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,"43,892",.,.,.,.,"43,892"
ED14A,Complex Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,"47,636",.,.,.,.,"47,636"
ED14B,Complex Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,"97,826",.,.,.,.,"97,826"
ED15A,Standard Repair of Ascending Thoracic Aorta with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,"20,279",.,.,.,.,"20,279"
ED15B,Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,.,"342,378",.,.,.,.,"342,378"
ED20A,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,"68,107",.,.,.,.,"68,107"
ED20B,"Complex, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,"34,955",.,.,.,.,"34,955"
ED21A,"Standard, Repair or Replacement, of Multiple Heart Valves, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,"13,072",.,.,.,.,"13,072"
ED21B,"Standard, Repair or Replacement, of Multiple Heart Valves, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,"100,475",.,.,.,.,"100,475"
ED22A,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,"16,650",.,.,.,.,"16,650"
ED22B,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,"53,916",.,.,.,.,"53,916"
ED22C,"Complex, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"80,163",.,.,.,.,"80,163"
ED23A,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,"63,429",.,.,.,.,"63,429"
ED23B,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,"345,462",.,.,.,.,"345,462"
ED23C,"Standard, Coronary Artery Bypass Graft with Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"473,429",.,.,.,.,"473,429"
ED24A,"Complex, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,"14,403",.,.,.,.,"14,403"
ED24B,"Complex, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,"99,266",.,.,.,.,"99,266"
ED24C,"Complex, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"256,534",.,.,.,.,"256,534"
ED25A,"Standard, Single Heart Valve Replacement or Repair, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,"14,647",.,.,.,.,"14,647"
ED25B,"Standard, Single Heart Valve Replacement or Repair, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,"326,291",.,.,.,.,"326,291"
ED25C,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"1,152,661",.,.,.,.,"1,152,661"
ED26B,Complex Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"204,741",.,.,.,.,"204,741"
ED26C,Complex Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"236,379",.,.,.,.,"236,379"
ED27A,Major Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,"42,711",.,.,.,.,"42,711"
ED27B,Major Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"268,692",.,.,.,.,"268,692"
ED27C,Major Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"665,200",.,.,.,.,"665,200"
ED28A,Standard Coronary Artery Bypass Graft with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,"81,507",.,.,.,.,"81,507"
ED28B,Standard Coronary Artery Bypass Graft with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"755,470",.,.,.,.,"755,470"
ED28C,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"913,610",.,.,.,.,"913,610"
ED30B,"Complex, Other Operations on Heart or Pericardium, with CC Score 5-9",.,.,"5,327",.,.,.,.,.,.,.,.,.,"66,121",.,.,.,.,"71,448"
ED30C,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,"37,091",.,.,.,.,"37,091"
ED31B,"Standard, Other Operations on Heart or Pericardium, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,.,"18,539",.,.,.,.,"18,539"
ED31C,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,"5,645",.,.,.,.,.,.,.,.,.,"20,077",.,.,.,.,"25,722"
EY01A,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,"15,656",.,.,.,.,"15,656"
EY01B,"Implantation of Cardioverter Defibrillator with Cardiac Resynchronisation Therapy, with CC Score 0-8",.,.,"138,627",.,.,.,.,.,.,.,.,.,"573,843",.,.,.,.,"712,470"
EY02A,Implantation of Cardioverter Defibrillator with CC Score 9+,.,.,"15,103",.,.,.,.,.,.,.,.,.,"61,867",.,.,.,.,"76,970"
EY02B,Implantation of Cardioverter Defibrillator with CC Score 0-8,.,.,"963,682",.,.,.,.,.,.,.,.,.,"2,912,461",.,.,.,.,"3,876,142"
EY03Z,Implantation of Biventricular Pacemaker with Other Percutaneous Intervention,.,.,.,.,.,.,.,.,.,.,.,.,"9,753",.,.,.,.,"9,753"
EY04A,Implantation of Biventricular Pacemaker with CC Score 6+,.,.,"36,414",.,.,.,.,.,.,.,.,.,"6,476",.,.,.,.,"42,890"
EY04B,Implantation of Biventricular Pacemaker with CC Score 0-5,.,.,"119,319",.,.,.,.,.,.,.,.,.,"45,475",.,.,.,.,"164,793"
EY05B,"Implantation of Dual Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,"10,124",.,.,.,.,.,.,.,.,.,"27,074",.,.,.,.,"37,198"
EY06B,Implantation of Dual Chamber Pacemaker with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,"5,835",.,.,.,.,"5,835"
EY06C,Implantation of Dual Chamber Pacemaker with CC Score 6-8,.,.,"8,230",.,.,.,.,.,.,.,.,.,"11,504",.,.,.,.,"19,734"
EY06D,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,"101,748",.,"2,928",.,.,.,.,.,.,.,"54,938",.,.,.,.,"159,614"
EY06E,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,"179,069",.,"5,856",.,.,.,.,.,.,.,"129,574",.,.,.,.,"314,498"
EY07B,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"10,106",.,.,.,.,"10,106"
EY08B,Implantation of Single Chamber Pacemaker with CC Score 9-11,.,.,.,.,"2,828",.,.,.,.,.,.,.,.,.,.,.,.,"2,828"
EY08C,Implantation of Single Chamber Pacemaker with CC Score 6-8,.,.,"10,024",.,.,.,.,.,.,.,.,.,"11,150",.,.,.,.,"21,173"
EY08D,Implantation of Single Chamber Pacemaker with CC Score 3-5,.,.,"103,975",.,"6,286",.,.,.,.,.,.,.,"41,559",.,.,.,.,"151,820"
EY08E,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,"236,506",.,"2,828",.,.,.,.,.,.,.,"55,273",.,.,.,.,"294,608"
EY09A,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"59,065",.,.,.,.,"59,065"
EY09B,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,"6,468",.,.,.,.,.,.,.,.,.,"12,648",.,.,.,.,"19,115"
EY10A,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,"3,120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,120"
EY10B,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,"17,877",.,.,.,.,.,.,.,.,.,"15,703",.,.,.,.,"33,580"
EY11Z,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,.,.,"1,154",.,.,.,.,.,.,.,.,.,"1,107",.,.,.,.,"2,261"
EY12A,Implantation of Electrocardiography Loop Recorder with CC Score 3+,.,.,"8,966",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,247","10,213"
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,"35,866",.,.,.,.,.,.,.,.,.,"11,176",.,.,.,.,"47,041"
EY13Z,Removal of Electrocardiography Loop Recorder,.,.,"9,939",.,.,.,.,.,.,.,.,.,"5,539",.,.,.,.,"15,478"
EY20A,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,"23,436",.,.,.,.,"23,436"
EY20B,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,"195,901",.,.,.,.,"195,901"
EY21A,"Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,"183,248",.,.,.,.,"183,248"
EY21B,"Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,"1,067,114",.,.,.,.,"1,067,114"
EY22A,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,"2,645",.,.,.,.,"2,645"
EY22B,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"32,426",.,.,.,.,"32,426"
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"86,517",.,.,.,.,"86,517"
EY23A,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,"3,998",.,.,.,.,"3,998"
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,"2,855",.,.,.,.,.,.,.,.,.,"4,941",.,"3,407",.,.,"11,202"
EY30A,Complex Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"13,998",.,.,.,.,"13,998"
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"94,415",.,.,.,.,"94,415"
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"104,698",.,.,.,.,"104,698"
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"774,187",.,.,.,.,"774,187"
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,"9,663",.,"4,998",.,.,.,.,.,.,.,"105,517",.,.,.,.,"120,177"
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,"6,438",.,.,.,.,.,.,.,.,.,"178,177",.,.,.,.,"184,616"
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,"9,368",.,"4,473",.,.,.,.,.,.,.,"35,536",.,.,.,.,"49,378"
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"34,368",.,"170,783",.,"8,088",.,.,.,.,.,.,.,"83,749",.,.,.,.,"296,988"
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"92,936",.,"463,318",.,"25,840",.,.,.,.,.,.,.,"313,665",.,.,.,.,"895,759"
EY41A,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,.,.,"6,380",.,.,.,.,.,.,.,.,.,.,.,.,"6,380"
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,"12,256",.,.,.,.,.,.,.,.,.,"17,767",.,.,.,.,"30,022"
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"41,059",.,"103,699",.,"7,350",.,.,.,.,.,.,.,"129,174",.,.,.,.,"281,282"
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"176,432",.,"480,761",.,"34,806",.,.,.,.,.,.,.,"676,882",.,.,.,.,"1,368,880"
EY42A,Complex Cardiac Catheterisation with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,"8,560",.,.,.,.,"8,560"
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,"3,456",.,"4,565",.,.,.,.,.,.,.,.,.,"13,524",.,.,.,.,"21,545"
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,"4,681",.,"43,976",.,.,.,.,.,.,.,.,.,"78,849",.,.,.,.,"127,506"
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,"10,774",.,"28,198",.,"1,809",.,.,.,.,.,.,.,"75,368",.,.,.,.,"116,149"
EY43A,Standard Cardiac Catheterisation with CC Score 13+,"6,814",.,.,.,.,.,.,.,.,.,.,.,"3,530",.,.,.,.,"10,345"
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,.,.,"5,643",.,.,.,.,.,.,.,.,.,.,.,.,.,"14,971","20,614"
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,"4,916",.,"8,224",.,"15,649",.,.,.,.,.,.,.,"17,329",.,.,.,"12,100","58,219"
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,"19,841",.,"27,743",.,"7,489",.,.,.,.,.,.,.,"75,321",.,.,.,"27,689","158,083"
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,"34,863",.,"61,463",.,"22,421",.,.,.,.,.,.,.,"175,979",.,"3,234",.,"30,927","328,886"
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,"28,906",.,"43,726",.,"16,499",.,.,.,.,.,.,.,"258,747",.,.,.,"4,987","352,865"
EY50Z,Complex Echocardiogram,.,338,"5,348",.,.,.,.,.,.,.,670,.,"11,091",.,"4,042",.,.,"21,488"
EY51Z,Electrocardiogram Monitoring or Stress Testing,892,.,"13,953",474,.,.,.,.,.,.,.,.,962,.,808,996,.,"18,085"
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,"9,098",.,.,"5,012",.,.,.,.,"13,891",.,.,.,.,.,.,"28,001"
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5","7,356","7,495","78,078",.,"20,083",.,.,.,.,.,"28,161",.,"2,942",.,"9,030",.,"21,182","174,327"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,"9,741","155,708",.,"21,540","5,061",.,.,.,.,"29,496",.,"22,228",.,"6,469",.,"39,625","289,869"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","27,679","14,334","193,944","3,653","14,452","1,910",.,.,.,.,"27,988",.,"28,352",.,"28,782",.,"102,431","443,525"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"26,545",.,"2,372",.,.,"28,918"
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"31,536",.,.,.,.,"31,536"
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","27,199","2,302","125,037","9,222","25,594","12,055",.,.,.,.,"2,161",.,"7,229",.,"10,163",.,"20,677","241,639"
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,"1,628",.,.,.,.,.,.,.,.,.,"4,670",.,.,.,.,"6,298"
FZ17D,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"8,613",.,.,.,.,"8,613"
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+","5,276",.,"22,312",.,"3,888",.,.,.,.,.,"4,280",.,.,.,.,.,.,"35,756"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","49,108","39,356","173,246","14,003","41,820","39,930",.,.,.,.,"23,712",.,"5,466",.,"19,544",.,"18,615","424,799"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0","39,722","9,356","59,340","37,626","41,904","63,491",.,.,.,.,"69,248",.,.,.,"48,232",.,"23,154","392,073"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years","2,116",.,.,.,.,"1,199",.,.,.,.,.,.,"1,468",.,.,.,.,"4,783"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"16,342",.,.,.,.,"16,342"
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+","5,856",.,.,"1,038",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,894"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5","34,827","17,955","16,830","6,790","10,478","4,220",.,.,.,.,"24,001",.,.,.,"35,008",.,"27,869","177,977"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","77,572","41,457","60,039","37,694","15,194","26,975",.,.,.,.,"57,307",.,"1,781",.,"130,340",.,"51,778","500,138"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","131,388","78,430","49,524","140,675","83,114","385,689",.,.,.,.,"102,237",.,.,.,"189,224",.,"52,906","1,213,186"
FZ19A,"Herniotomy Procedures, 2 years and over",.,.,.,.,"1,338",.,.,.,.,.,.,.,"4,555",.,.,.,"2,055","7,948"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"31,521",.,.,.,.,"31,521"
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,.,.,"5,626",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,626"
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","12,106",.,"8,239",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"20,345"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0","4,750","5,791","3,997",.,"4,997","6,363",.,.,.,.,"6,644",.,.,.,"4,063",.,"4,814","41,419"
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"7,441",.,.,.,.,"7,441"
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"15,192",.,.,.,.,"15,192"
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,"4,334",.,.,.,.,.,.,.,.,.,.,"34,453",.,.,.,.,"38,787"
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,225",.,.,.,.,"3,225"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+","3,464","1,297","6,983",955,.,.,.,.,.,.,.,.,.,.,.,.,"14,875","27,574"
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","5,357","6,235","26,666","7,417","3,189","1,671",.,.,.,.,"3,957",.,"7,024",.,"2,490",.,"18,947","82,953"
FZ22B,"Intermediate Anal Procedures, 18 years and under","5,571",.,"3,791","1,832",.,.,.,.,.,.,.,.,"21,058",.,"8,157",.,.,"40,409"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+","3,268",.,"2,401","5,952",.,.,.,.,.,.,.,.,.,.,"6,068",.,"9,210","26,899"
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","9,035","7,629","17,020","5,143","4,324","2,720",.,.,.,.,"4,716",.,.,.,.,.,"13,950","64,537"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","28,720","25,646","27,387","24,285","29,990","33,464",.,.,.,.,"4,742",.,"4,174",.,"49,122",.,"35,037","262,567"
FZ23A,"Minor Anal Procedures, 19 years and over","7,375","6,385","28,027","9,541","8,940","9,168",.,.,.,.,"7,221",.,.,.,"10,157",.,"6,005","92,820"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,307",.,.,.,.,"1,307"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,474",.,.,.,.,"2,474"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"1,988","3,850","1,314","1,609","3,024",.,.,.,.,.,.,"2,442",.,.,.,.,"14,227"
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2","3,620","5,301","3,743",.,"5,093","3,732",.,.,.,.,616,.,"42,496",.,.,.,.,"64,601"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","4,066","23,940","13,538","1,082","10,630","1,586",.,.,.,.,.,.,"56,689",.,.,.,.,"111,531"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,250",.,.,.,.,"2,250"
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,.,"16,793",.,.,.,.,.,.,.,"1,523",.,"1,963",.,.,.,"5,530","25,810"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2","2,941","5,441","29,301","5,886",.,.,.,.,.,.,.,.,"3,765",.,.,.,.,"47,334"
