WARD93_ID,WARDS,DATASET,OSNI_SCALE,LGD,AREA_SQKMS,AREA_SQM,PERIM_M,PERIM_KM,OBJECTID
1228,DERRYTRASNA,WARDS 1993,1:50000,Craigavon,71.678352,71678351.7521,40593.066838,40.593067,255
1229,DONAGHCLONEY,WARDS 1993,1:50000,Craigavon,33.484595,33484595.2823,41171.757002,41.171757,256
1303,BALLYMAGLAVE,WARDS 1993,1:50000,Down,5.216085,5216085.31937,17360.118582,17.360119,257
1304,BALLYNAHINCH EAST,WARDS 1993,1:50000,Down,2.07539,2075390.44812,6693.592569,6.693593,258
1307,CROSSGAR,WARDS 1993,1:50000,Down,32.670177,32670177.4557,32078.825459,32.078825,259
1308,DERRYBOY,WARDS 1993,1:50000,Down,74.804811,74804811.1369,52368.157316,52.368157,260
1310,DRUMANESS,WARDS 1993,1:50000,Down,35.305439,35305438.8375,33132.835709,33.132836,261
1312,DUNMORE,WARDS 1993,1:50000,Down,45.736366,45736365.9424,43516.048395,43.516048,262
1315,KILLYLEAGH,WARDS 1993,1:50000,Down,10.80018,10800179.5694,16414.882803,16.414883,263
1316,KILMORE,WARDS 1993,1:50000,Down,60.586788,60586788.2656,42289.221766,42.289222,264
1319,SAINTFIELD,WARDS 1993,1:50000,Down,13.90321,13903210.4996,19683.670438,19.68367,265
1401,ALTMORE,WARDS 1993,1:50000,Dungannon,60.44462,60444619.7062,45263.036847,45.263037,266
1402,AUGHER,WARDS 1993,1:50000,Dungannon,71.998999,71998999.345,51155.592843,51.155593,267
1403,AUGHNACLOY,WARDS 1993,1:50000,Dungannon,70.173993,70173992.96,50452.83096,50.452831,268
1404,BALLYGAWLEY,WARDS 1993,1:50000,Dungannon,57.214069,57214069.3361,46697.731065,46.697731,269
1405,BALLYSAGGART,WARDS 1993,1:50000,Dungannon,2.586528,2586528.00291,8198.329586,8.19833,270
1406,BENBURB,WARDS 1993,1:50000,Dungannon,40.686378,40686377.6592,42657.362026,42.657362,271
1407,CALEDON,WARDS 1993,1:50000,Dungannon,80.6867,80686699.7571,56377.060074,56.37706,272
1408,CASTLECAULFIELD,WARDS 1993,1:50000,Dungannon,39.121536,39121535.5757,37339.691965,37.339692,273
1409,CLOGHER,WARDS 1993,1:50000,Dungannon,104.419502,104419502.019,64842.170857,64.842171,274
1410,COALISLAND NORTH,WARDS 1993,1:50000,Dungannon,11.122389,11122388.674,18223.2352,18.223235,275
1411,COALISLAND SOUTH,WARDS 1993,1:50000,Dungannon,4.142471,4142471.20131,11748.469674,11.74847,276
1412,COALISLAND WEST AND NEWMILLS,WARDS 1993,1:50000,Dungannon,9.150392,9150392.23778,15167.127603,15.167128,277
1413,COOLHILL,WARDS 1993,1:50000,Dungannon,2.287234,2287234.37056,7741.71409,7.741714,278
1414,DONAGHMORE,WARDS 1993,1:50000,Dungannon,27.508148,27508148.1052,36270.251478,36.270251,279
1415,DRUMGLASS,WARDS 1993,1:50000,Dungannon,4.693304,4693304.23672,11150.172426,11.150172,280
1416,FIVEMILETOWN,WARDS 1993,1:50000,Dungannon,77.976318,77976317.6194,53856.853916,53.856854,281
1418,KILLYMAN,WARDS 1993,1:50000,Dungannon,35.253953,35253953.0264,37971.498879,37.971499,282
1419,KILLYMEAL,WARDS 1993,1:50000,Dungannon,6.089101,6089101.27754,13978.498558,13.978499,283
1420,MOY,WARDS 1993,1:50000,Dungannon,26.479167,26479166.8398,30139.871038,30.139871,284
1421,MOYGASHEL,WARDS 1993,1:50000,Dungannon,6.087016,6087016.33288,14463.895825,14.463896,285
1422,MULLAGHMORE,WARDS 1993,1:50000,Dungannon,4.087789,4087789.34712,10636.240124,10.63624,286
1423,WASHING BAY,WARDS 1993,1:50000,Dungannon,41.000462,41000461.8408,30898.32331,30.898323,287
1501,BALLINAMALLARD,WARDS 1993,1:50000,Fermanagh,44.665856,44665856.4703,44973.478773,44.973479,288
1502,BELCOO AND GARRISON,WARDS 1993,1:50000,Fermanagh,202.827199,202827199.391,100722.414152,100.722414,289
1503,BELLEEK AND BOA,WARDS 1993,1:50000,Fermanagh,173.060242,173060241.794,95493.88984,95.49389,290
1507,DERRYGONNELLY,WARDS 1993,1:50000,Fermanagh,160.584343,160584342.857,79107.300209,79.1073,291
1514,IRVINESTOWN,WARDS 1993,1:50000,Fermanagh,17.265842,17265841.6557,22464.661504,22.464662,292
1523,TEMPO,WARDS 1993,1:50000,Fermanagh,90.743172,90743171.5982,57944.22354,57.944224,293
1525,"KESH, EDERNEY and LACK",WARDS 1993,1:50000,Fermanagh,112.810985,112810985.131,61074.026963,61.074027,294
1526,LISNARRICK,WARDS 1993,1:50000,Fermanagh,71.927483,71927482.7056,47118.500489,47.1185,295
1601,ANTIVILLE,WARDS 1993,1:50000,Larne,0.610461,610461.042499,4262.397961,4.262398,296
1602,BALLYCARRY,WARDS 1993,1:50000,Larne,33.366945,33366944.554,28964.945425,28.964945,297
1603,BALLYLORAN,WARDS 1993,1:50000,Larne,0.294821,294820.86345,3031.733007,3.031733,298
1604,BLACKCAVE,WARDS 1993,1:50000,Larne,0.910622,910622.398043,4703.686443,4.703686,299
1605,CARNCASTLE,WARDS 1993,1:50000,Larne,9.078047,9078046.7148,18234.711405,18.234711,300
1606,CARNLOUGH,WARDS 1993,1:50000,Larne,58.27326,58273259.5232,41567.982933,41.567983,301
1608,CRAIGY HILL,WARDS 1993,1:50000,Larne,0.277484,277484.468999,2271.805713,2.271806,302
1609,GARDENMORE,WARDS 1993,1:50000,Larne,1.212062,1212061.66879,5389.171778,5.389172,303
1610,GLENARM,WARDS 1993,1:50000,Larne,107.191879,107191879.333,54709.427901,54.709428,304
1611,GLYNN,WARDS 1993,1:50000,Larne,35.049835,35049834.7121,33073.942078,33.073942,305
1612,HARBOUR,WARDS 1993,1:50000,Larne,3.132664,3132664.35096,11531.554412,11.531554,306
1613,ISLAND MAGEE,WARDS 1993,1:50000,Larne,31.739027,31739027.3265,30444.197929,30.444198,307
1614,KILWAUGHTER,WARDS 1993,1:50000,Larne,65.87248,65872479.6844,49915.375346,49.915375,308
1615,TOWN PARKS,WARDS 1993,1:50000,Larne,0.448689,448688.509461,3160.420525,3.160421,309
1616,CENTRAL,WARDS 1993,1:50000,Larne,1.016775,1016775.04982,6246.257402,6.246257,310
1701,AGHANLOO,WARDS 1993,1:50000,Limavady,76.13027,76130269.7486,39393.922296,39.393922,311
1702,BALLYKELLY,WARDS 1993,1:50000,Limavady,20.484337,20484336.9406,30855.643048,30.855643,312
1703,ENAGH,WARDS 1993,1:50000,Limavady,0.740026,740026.024657,4298.552743,4.298553,313
1704,COOLESSAN,WARDS 1993,1:50000,Limavady,0.830344,830343.53747,4323.073172,4.323073,314
1705,DUNGIVEN,WARDS 1993,1:50000,Limavady,2.378315,2378314.71935,8831.736675,8.831737,315
1707,FEENY,WARDS 1993,1:50000,Limavady,94.49871,94498709.8654,64514.640068,64.51464,316
1708,FOREST,WARDS 1993,1:50000,Limavady,38.891277,38891277.0201,38558.497035,38.558497,317
1709,GLACK,WARDS 1993,1:50000,Limavady,56.124068,56124068.4933,41639.180899,41.639181,318
1710,GRESTEEL,WARDS 1993,1:50000,Limavady,19.478957,19478957.148,32753.493768,32.753494,319
1711,MAGILLIGAN,WARDS 1993,1:50000,Limavady,78.85952,78859520.074,52539.142954,52.539143,320
1712,RATHBRADY,WARDS 1993,1:50000,Limavady,0.793886,793886.341301,4047.852365,4.047852,321
1713,ROESIDE,WARDS 1993,1:50000,Limavady,1.341951,1341950.62104,6622.731639,6.622732,322
1714,THE HIGHLANDS,WARDS 1993,1:50000,Limavady,57.328169,57328169.1039,48834.342615,48.834343,323
1715,UPPER GLENSHANE,WARDS 1993,1:50000,Limavady,138.162702,138162702.329,63161.738751,63.161739,324
1717,GREYSTONE,WARDS 1993,1:50000,Limavady,0.300867,300866.694577,3021.988017,3.021988,325
1801,BALLYMACASH,WARDS 1993,1:50000,Lisburn,1.902417,1902417.32668,7608.969419,7.608969,326
1802,BALLYMACBRENNAN,WARDS 1993,1:50000,Lisburn,69.938285,69938284.5654,46622.588435,46.622588,327
1803,BALLYMACOSS,WARDS 1993,1:50000,Lisburn,14.08071,14080710.3588,20086.75706,20.086757,328
1804,BLARIS,WARDS 1993,1:50000,Lisburn,8.802902,8802902.18413,16228.188691,16.228189,329
1805,COLLIN GLEN,WARDS 1993,1:50000,Lisburn,9.347747,9347747.39231,17586.028669,17.586029,330
1806,DERRYAGHY,WARDS 1993,1:50000,Lisburn,5.117762,5117761.62989,11934.558363,11.934558,331
1807,DROMARA,WARDS 1993,1:50000,Lisburn,45.251025,45251025.022,38271.220535,38.271221,332
1808,DRUMBO,WARDS 1993,1:50000,Lisburn,25.14884,25148839.913,28906.036488,28.906036,333
1809,DUNMURRY,WARDS 1993,1:50000,Lisburn,1.45486,1454860.22915,6117.858496,6.117858,334
1810,GLENAVY,WARDS 1993,1:50000,Lisburn,78.546339,78546339.4176,61095.899499,61.095899,335
1811,HARMONY HILL,WARDS 1993,1:50000,Lisburn,0.926834,926834.210347,5530.388648,5.530389,336
1812,HILDEN,WARDS 1993,1:50000,Lisburn,1.070589,1070588.94279,5605.796148,5.605796,337
1813,HILLHALL,WARDS 1993,1:50000,Lisburn,6.813425,6813425.41882,13799.152759,13.799153,338
1814,HILLSBOROUGH,WARDS 1993,1:50000,Lisburn,29.906086,29906085.6075,32499.292616,32.499293,339
1815,KILWEE,WARDS 1993,1:50000,Lisburn,0.984152,984152.333828,4306.456997,4.306457,340
1816,KNOCKMORE,WARDS 1993,1:50000,Lisburn,4.347771,4347771.39903,12644.66939,12.644669,341
1817,LAGAN VALLEY,WARDS 1993,1:50000,Lisburn,1.056445,1056445.02715,5366.277799,5.366278,342
1818,LAMBEG,WARDS 1993,1:50000,Lisburn,4.162609,4162608.64612,10036.680269,10.03668,343
1819,LISNAGARVY,WARDS 1993,1:50000,Lisburn,0.708356,708356.198397,4490.357032,4.490357,344
1821,MAGHERALAVE,WARDS 1993,1:50000,Lisburn,1.745779,1745778.53035,6548.449487,6.548449,345
1822,MAZE,WARDS 1993,1:50000,Lisburn,15.816304,15816303.9304,23769.675245,23.769675,346
1823,MOIRA,WARDS 1993,1:50000,Lisburn,17.396651,17396651.2839,30617.550816,30.617551,347
1824,OLD WARREN,WARDS 1993,1:50000,Lisburn,0.740714,740713.603529,4387.426538,4.387427,348
1825,SEYMOUR HILL,WARDS 1993,1:50000,Lisburn,0.923478,923478.119509,4633.485425,4.633485,349
1826,TONAGH,WARDS 1993,1:50000,Lisburn,0.494334,494334.421355,3959.755567,3.959756,350
1827,TWINBROOK,WARDS 1993,1:50000,Lisburn,0.578639,578638.569397,3158.890865,3.158891,351
1828,WALLACE PARK,WARDS 1993,1:50000,Lisburn,1.721495,1721494.92774,5577.895461,5.577895,352
1830,BALLINDERRY,WARDS 1993,1:50000,Lisburn,57.732613,57732613.4697,45717.560305,45.71756,353
1831,MAGHABERRY,WARDS 1993,1:50000,Lisburn,39.2006,39200600.3823,38026.391189,38.026391,354
1832,POLEGLASS,WARDS 1993,1:50000,Lisburn,0.775439,775439.079254,3566.113448,3.566113,355
1901,ALTNAGELVIN,WARDS 1993,1:50000,Derry,3.178622,3178622.11459,9518.213137,9.518213,356
1902,BALLYNASHALLOG,WARDS 1993,1:50000,Derry,2.780803,2780803.3161,9346.030137,9.34603,357
1903,BANAGHER,WARDS 1993,1:50000,Derry,121.139227,121139226.705,65371.939868,65.37194,358
1904,BEECHWOOD,WARDS 1993,1:50000,Derry,0.409872,409872.144578,3193.893228,3.193893,359
1905,BRANDYWELL,WARDS 1993,1:50000,Derry,0.663762,663761.949191,4723.807301,4.723807,360
1906,CARN HILL,WARDS 1993,1:50000,Derry,0.929401,929401.254452,4732.49965,4.7325,361
1907,CAW,WARDS 1993,1:50000,Derry,1.252098,1252097.99914,6835.999688,6.836,362
1908,CLAUDY,WARDS 1993,1:50000,Derry,82.670533,82670532.6229,49477.418225,49.477418,363
1909,CLONDERMOT,WARDS 1993,1:50000,Derry,1.191028,1191028.15213,6079.282344,6.079282,364
1910,VICTORIA,WARDS 1993,1:50000,Derry,0.994644,994644.411182,5784.696592,5.784697,365
1911,CREGGAN CENTRAL,WARDS 1993,1:50000,Derry,0.970889,970888.554733,4667.954872,4.667955,366
1912,CREGGAN SOUTH,WARDS 1993,1:50000,Derry,0.753037,753037.004191,3917.11016,3.91711,367
1914,CULMORE,WARDS 1993,1:50000,Derry,9.719688,9719688.07755,18473.481425,18.473481,368
1915,EBRINGTON,WARDS 1993,1:50000,Derry,1.564566,1564566.47948,5508.144492,5.508144,369
1916,EGLINTON,WARDS 1993,1:50000,Derry,29.099994,29099994.3891,29295.113392,29.295113,370
1917,ENAGH,WARDS 1993,1:50000,Derry,31.145845,31145845.4952,27937.179936,27.93718,371
1920,LISNAGELVIN,WARDS 1993,1:50000,Derry,0.797608,797608.06653,4419.889395,4.419889,372
1921,NEW BUILDINGS,WARDS 1993,1:50000,Derry,5.200305,5200304.52301,11627.919548,11.62792,373
1922,PENNYBURN,WARDS 1993,1:50000,Derry,2.15346,2153460.42802,7217.855953,7.217856,374
1923,ROSEMOUNT,WARDS 1993,1:50000,Derry,0.409348,409347.921473,3483.499922,3.4835,375
1924,SHANTALLOW EAST,WARDS 1993,1:50000,Derry,0.41317,413170.357527,2864.390766,2.864391,376
1925,SHANTALLOW WEST,WARDS 1993,1:50000,Derry,5.836053,5836053.43433,10598.30134,10.598301,377
1927,STRAND,WARDS 1993,1:50000,Derry,1.219185,1219185.46436,5763.52732,5.763527,378
1928,THE DIAMOND,WARDS 1993,1:50000,Derry,0.834131,834131.149813,4444.2332,4.444233,379
1930,WESTLAND,WARDS 1993,1:50000,Derry,0.323424,323424.094608,3142.740005,3.14274,380
1932,CREVAGH,WARDS 1993,1:50000,Derry,26.111419,26111418.8204,27540.115521,27.540116,381
1933,FOYLE SPRINGS,WARDS 1993,1:50000,Derry,1.03579,1035790.28945,4226.552994,4.226553,382
1934,HOLLY MOUNT,WARDS 1993,1:50000,Derry,52.712119,52712118.9556,43018.024619,43.018025,383
1935,KILFENNAN,WARDS 1993,1:50000,Derry,0.807322,807322.075292,4283.011497,4.283011,384
1936,SPRINGTOWN,WARDS 1993,1:50000,Derry,1.09359,1093589.72444,4759.160132,4.75916,385
2001,BALLYMAGUIGAN,WARDS 1993,1:50000,Magherafelt,40.870144,40870143.9752,34436.550191,34.43655,386
2002,BELLAGHY,WARDS 1993,1:50000,Magherafelt,28.166084,28166083.6985,24875.371834,24.875372,387
2003,CASTLEDAWSON,WARDS 1993,1:50000,Magherafelt,14.692583,14692583.145,21367.596813,21.367597,388
2004,DRAPERSTOWN,WARDS 1993,1:50000,Magherafelt,52.662031,52662031.4637,44491.644111,44.491644,389
2005,GULLADUFF,WARDS 1993,1:50000,Magherafelt,36.520385,36520385.2889,37609.03862,37.609039,390
2006,KNOCKCLOGHRIM,WARDS 1993,1:50000,Magherafelt,41.245064,41245063.6073,43259.564092,43.259564,391
2007,LECUMPHER,WARDS 1993,1:50000,Magherafelt,66.093562,66093562.3155,43071.02711,43.071027,392
2008,LOWER GLENSHANE,WARDS 1993,1:50000,Magherafelt,82.077187,82077187.4709,54024.345649,54.024346,393
2009,MAGHERA,WARDS 1993,1:50000,Magherafelt,1.957288,1957287.52032,7510.203484,7.510203,394
2010,SWATRAGH,WARDS 1993,1:50000,Magherafelt,68.875849,68875848.8187,47721.606984,47.721607,395
2011,TOBERMORE,WARDS 1993,1:50000,Magherafelt,60.458074,60458074.4651,49775.298645,49.775299,396
2012,TOWN PARKS EAST,WARDS 1993,1:50000,Magherafelt,1.158938,1158937.97055,5882.22522,5.882225,397
2013,TOWN PARKS WEST,WARDS 1993,1:50000,Magherafelt,1.625999,1625999.41548,7869.868881,7.869869,398
2014,UPPERLANDS,WARDS 1993,1:50000,Magherafelt,37.354823,37354822.9908,36088.990433,36.08899,399
2015,GLEBE,WARDS 1993,1:50000,Magherafelt,1.998551,1998550.6281,7964.388033,7.964388,400
2016,VALLEY,WARDS 1993,1:50000,Magherafelt,36.634638,36634638.0703,32182.675696,32.182676,401
2101,ARMOY,WARDS 1993,1:50000,Moyle,27.958731,27958731.0226,27731.62203,27.731622,402
2102,BALLYLOUGH,WARDS 1993,1:50000,Moyle,12.516943,12516942.5659,18200.63966,18.20064,403
2104,BUSHMILLS,WARDS 1993,1:50000,Moyle,8.502621,8502620.65091,22584.946596,22.584947,404
2105,CARNMOON,WARDS 1993,1:50000,Moyle,30.880178,30880178.4857,32645.340129,32.64534,405
2106,DALRIADA,WARDS 1993,1:50000,Moyle,0.832587,832587.070681,4443.258969,4.443259,406
2103,BONAMARGY AND RATHLIN,WARDS 1993,1:50000,Moyle,16.669797,16669796.725,38335.703578,38.335704,407
2107,DUNSEVERICK,WARDS 1993,1:50000,Moyle,37.389403,37389403.3793,38488.024405,38.488024,408
2108,GLENAAN,WARDS 1993,1:50000,Moyle,15.93837,15938370.3724,20888.327374,20.888327,409
2109,GLENARIFF,WARDS 1993,1:50000,Moyle,53.026764,53026763.9553,40463.048183,40.463048,410
2110,GLENDUN,WARDS 1993,1:50000,Moyle,89.190712,89190712.4069,44403.54801,44.403548,411
2111,GLENSHESK,WARDS 1993,1:50000,Moyle,120.815341,120815341.489,66219.442024,66.219442,412
2112,GLENTAISIE,WARDS 1993,1:50000,Moyle,0.619828,619828.32339,4115.698084,4.115698,413
2113,KINBANE,WARDS 1993,1:50000,Moyle,38.389693,38389693.077,34533.908557,34.533909,414
2114,KNOCKLAYD,WARDS 1993,1:50000,Moyle,1.64419,1644189.92239,6452.479975,6.45248,415
2115,MOSS-SIDE AND MOYARGET,WARDS 1993,1:50000,Moyle,39.886403,39886402.6996,37040.29102,37.040291,416
2301,ABBEY,WARDS 1993,1:50000,Newtownabbey,1.882383,1882383.38194,9279.687472,9.279687,417
2302,BALLYCLARE NORTH,WARDS 1993,1:50000,Newtownabbey,1.785642,1785642.38437,7673.81376,7.673814,418
2303,BALLYCLARE SOUTH,WARDS 1993,1:50000,Newtownabbey,1.775835,1775834.99587,7410.917369,7.410917,419
2304,BALLYDUFF,WARDS 1993,1:50000,Newtownabbey,0.517962,517961.556676,3156.532984,3.156533,420
2305,BALLYHENRY,WARDS 1993,1:50000,Newtownabbey,0.890685,890684.759091,5242.241444,5.242241,421
2306,BALLYNURE,WARDS 1993,1:50000,Newtownabbey,45.403777,45403777.1121,46134.174681,46.134175,422
2308,BURNTHILL,WARDS 1993,1:50000,Newtownabbey,0.478539,478539.498192,2994.818251,2.994818,423
2309,CARNMONEY,WARDS 1993,1:50000,Newtownabbey,0.857472,857471.993791,5403.631425,5.403631,424
2310,CLOUGHFERN,WARDS 1993,1:50000,Newtownabbey,3.297562,3297561.88956,8029.020351,8.02902,425
2311,COLLINBRIDGE,WARDS 1993,1:50000,Newtownabbey,4.478271,4478270.83738,9320.55644,9.320556,426
2312,COOLE,WARDS 1993,1:50000,Newtownabbey,0.491878,491877.833031,3004.036078,3.004036,427
2313,DOAGH,WARDS 1993,1:50000,Newtownabbey,27.060163,27060162.9208,28957.862824,28.957863,428
2314,DUNANNEY,WARDS 1993,1:50000,Newtownabbey,0.662262,662261.552259,3969.633693,3.969634,429
2315,GLEBE,WARDS 1993,1:50000,Newtownabbey,0.87971,879709.578729,5173.884492,5.173884,430
2316,GLENGORMLEY,WARDS 1993,1:50000,Newtownabbey,0.507265,507265.460469,4406.765693,4.406766,431
2317,HAWTHORNE,WARDS 1993,1:50000,Newtownabbey,0.738902,738902.317512,4076.902881,4.076903,432
2318,HIGHTOWN,WARDS 1993,1:50000,Newtownabbey,0.574471,574471.055535,3585.885583,3.585886,433
2319,JORDANSTOWN,WARDS 1993,1:50000,Newtownabbey,1.87638,1876379.7109,8275.873223,8.275873,434
2320,MALLUSK,WARDS 1993,1:50000,Newtownabbey,23.638174,23638173.5693,23299.998743,23.299999,435
2321,MONKSTOWN,WARDS 1993,1:50000,Newtownabbey,1.447223,1447222.72769,5783.319669,5.78332,436
2322,MOSSLEY,WARDS 1993,1:50000,Newtownabbey,1.432788,1432787.83912,5931.206708,5.931207,437
2323,ROSTULLA,WARDS 1993,1:50000,Newtownabbey,1.940696,1940696.36283,6093.535733,6.093536,438
2324,VALLEY,WARDS 1993,1:50000,Newtownabbey,1.908581,1908581.36692,8034.685945,8.034686,439
2325,WHITEHOUSE,WARDS 1993,1:50000,Newtownabbey,0.71582,715819.725827,4015.352019,4.015352,440
2327,BALLYROBERT,WARDS 1993,1:50000,Newtownabbey,25.4467,25446700.1141,26929.641503,26.929642,441
2401,BALLYHOLME,WARDS 1993,1:50000,North Down,0.790491,790491.48141,5573.634904,5.573635,442
2402,BALLYMACONNELL,WARDS 1993,1:50000,North Down,2.248884,2248884.11959,7246.149244,7.246149,443
2403,BALLYMAGEE,WARDS 1993,1:50000,North Down,0.752933,752933.139791,4071.805536,4.071806,444
2404,BANGOR CASTLE,WARDS 1993,1:50000,North Down,1.671071,1671070.534,5709.40042,5.7094,445
2406,BROADWAY,WARDS 1993,1:50000,North Down,1.126156,1126155.81686,4688.605156,4.688605,446
2407,BRYANSBURN,WARDS 1993,1:50000,North Down,0.679182,679181.981777,4476.244439,4.476244,447
2408,CHURCHILL,WARDS 1993,1:50000,North Down,0.807312,807311.566866,4908.01822,4.908018,448
2409,CLANDEBOYE,WARDS 1993,1:50000,North Down,6.671501,6671501.44085,12384.602209,12.384602,449
2410,CONLIG,WARDS 1993,1:50000,North Down,9.009709,9009709.06172,17106.412777,17.106413,450
2411,CRAIGAVAD,WARDS 1993,1:50000,North Down,19.274662,19274662.2935,23301.180279,23.30118,451
2412,CRAWFORDSBURN,WARDS 1993,1:50000,North Down,6.404279,6404278.93537,12991.433832,12.991434,452
2413,CULTRA,WARDS 1993,1:50000,North Down,6.487287,6487287.33607,13406.017636,13.406018,453
2414,DUFFERIN,WARDS 1993,1:50000,North Down,0.841345,841344.70801,4284.639323,4.284639,454
2415,GROOMSPORT,WARDS 1993,1:50000,North Down,7.283354,7283353.88141,17163.572704,17.163573,455
2416,HARBOUR,WARDS 1993,1:50000,North Down,0.714112,714112.183153,4986.991664,4.986992,456
2417,HOLYWOOD DEMESNE,WARDS 1993,1:50000,North Down,1.800922,1800921.52026,8633.223781,8.633224,457
2418,HOLYWOOD PRIORY,WARDS 1993,1:50000,North Down,4.504998,4504997.82556,11497.166601,11.497167,458
2419,LOUGHVIEW,WARDS 1993,1:50000,North Down,3.388212,3388211.55831,11222.970488,11.22297,459
2420,PRINCETOWN,WARDS 1993,1:50000,North Down,1.557935,1557935.13987,6270.426142,6.270426,460
2421,RATHGAEL,WARDS 1993,1:50000,North Down,0.511379,511379.014026,3728.897775,3.728898,461
2422,SILVERSTREAM,WARDS 1993,1:50000,North Down,0.542417,542417.373092,3075.66425,3.075664,462
2423,SPRING HILL,WARDS 1993,1:50000,North Down,1.007356,1007356.39709,4621.915888,4.621916,463
2424,WHITEHILL,WARDS 1993,1:50000,North Down,0.44144,441439.699003,3360.245993,3.360246,464
2425,BLOOMFIELD,WARDS 1993,1:50000,North Down,1.454793,1454792.79118,5712.362733,5.712363,465
2426,BALLYCROCHAN,WARDS 1993,1:50000,North Down,1.568799,1568798.85593,7022.554364,7.022554,466
2501,BERAGH,WARDS 1993,1:50000,Omagh,60.944973,60944973.0765,46554.023157,46.554023,467
2502,CAMOWEN,WARDS 1993,1:50000,Omagh,1.763363,1763363.31137,7600.667801,7.600668,468
2503,CLANABOGAN,WARDS 1993,1:50000,Omagh,87.807455,87807455.3126,56927.762125,56.927762,469
2504,COOLNAGARD,WARDS 1993,1:50000,Omagh,2.228341,2228341.41155,7412.724534,7.412725,470
2505,DERGMONEY,WARDS 1993,1:50000,Omagh,1.397686,1397686.49618,6418.219902,6.41822,471
2506,DROMORE,WARDS 1993,1:50000,Omagh,40.272518,40272517.8616,40555.374106,40.555374,472
2507,DRUMNAKILLY,WARDS 1993,1:50000,Omagh,73.395347,73395346.938,51886.044164,51.886044,473
2508,DRUMQUIN,WARDS 1993,1:50000,Omagh,133.172948,133172947.702,74318.033889,74.318034,474
2509,DRUMRAGH,WARDS 1993,1:50000,Omagh,4.054766,4054766.2388,11401.170288,11.40117,475
2510,FAIRY WATER,WARDS 1993,1:50000,Omagh,94.134587,94134586.5856,53212.990307,53.21299,476
2511,FINTONA,WARDS 1993,1:50000,Omagh,38.705976,38705975.8417,36499.913488,36.499913,477
2512,GORTIN,WARDS 1993,1:50000,Omagh,90.428111,90428110.8225,53549.641708,53.549642,478
2513,GORTRUSH,WARDS 1993,1:50000,Omagh,2.387772,2387771.6567,8740.269163,8.740269,479
2514,KILLYCLOGHER,WARDS 1993,1:50000,Omagh,2.175283,2175282.67848,8838.949216,8.838949,480
2515,LISANELLY,WARDS 1993,1:50000,Omagh,1.825442,1825442.47711,8313.61018,8.31361,481
2516,NEWTOWNSAVILLE,WARDS 1993,1:50000,Omagh,71.537689,71537688.8405,53422.833748,53.422834,482
2517,OWENKILLEW,WARDS 1993,1:50000,Omagh,174.980646,174980646.326,64363.871238,64.363871,483
2518,SIXMILECROSS,WARDS 1993,1:50000,Omagh,78.567686,78567685.5808,55168.736022,55.168736,484
2519,STRULE,WARDS 1993,1:50000,Omagh,1.727091,1727091.39491,8422.132294,8.422132,485
2520,TERMON,WARDS 1993,1:50000,Omagh,84.450776,84450776.1161,53290.722666,53.290723,486
2521,TRILLICK,WARDS 1993,1:50000,Omagh,83.938646,83938645.9503,49234.158013,49.234158,487
2601,ARTIGARVAN,WARDS 1993,1:50000,Strabane,46.813904,46813904.1854,37104.451472,37.104451,488
2606,FINN,WARDS 1993,1:50000,Strabane,38.114125,38114125.4773,41892.996451,41.892996,489
2602,CASTLEDERG,WARDS 1993,1:50000,Strabane,5.443372,5443372.34161,14163.333769,14.163334,490
2603,CLARE,WARDS 1993,1:50000,Strabane,89.655291,89655290.7602,58423.510323,58.42351,491
2604,DUNNAMANAGH,WARDS 1993,1:50000,Strabane,94.344682,94344682.2584,60759.103948,60.759104,492
2605,EAST,WARDS 1993,1:50000,Strabane,0.86103,861029.782134,5651.993908,5.651994,493
2607,GLENDERG,WARDS 1993,1:50000,Strabane,170.941702,170941702.358,76293.968323,76.293968,494
2608,NEWTOWNSTEWART,WARDS 1993,1:50000,Strabane,47.550442,47550442.069,36365.287827,36.365288,495
2609,NORTH,WARDS 1993,1:50000,Strabane,4.785188,4785187.79897,10539.888142,10.539888,496
2610,PLUMBRIDGE,WARDS 1993,1:50000,Strabane,205.020741,205020740.705,97797.543802,97.797544,497
2611,SION MILLS,WARDS 1993,1:50000,Strabane,6.945795,6945795.34393,16941.923741,16.941924,498
2612,SLIEVEKIRK,WARDS 1993,1:50000,Strabane,66.069404,66069404.0459,43477.404867,43.477405,499
2613,SOUTH,WARDS 1993,1:50000,Strabane,1.679099,1679099.3148,6152.926848,6.152927,500
2614,VICTORIA BRIDGE,WARDS 1993,1:50000,Strabane,81.541875,81541874.8923,55203.255223,55.203255,501
2615,WEST,WARDS 1993,1:50000,Strabane,1.307851,1307850.51675,5874.822046,5.874822,502
2617,BALLYCOLMAN,WARDS 1993,1:50000,Strabane,0.57446,574459.846621,3329.574164,3.329574,503
312,KILLEEN,WARDS 1993,1:50000,Armagh,62.377342,62377342.0072,50766.777249,50.766777,504
313,KILLYLEA,WARDS 1993,1:50000,Armagh,63.991428,63991427.7966,46881.098375,46.881098,505
314,LAURELVALE,WARDS 1993,1:50000,Armagh,15.150069,15150069.3787,26679.072033,26.679072,506
316,MARKETHILL,WARDS 1993,1:50000,Armagh,31.807595,31807595.0677,32229.125694,32.229126,507
317,MILFORD,WARDS 1993,1:50000,Armagh,44.275305,44275304.542,38285.536034,38.285536,508
