HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total FCEs
DZ11J,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ12C,300,Bronchiectasis with CC Score 8+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ12D,300,Bronchiectasis with CC Score 5-7,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,3
DZ12E,300,Bronchiectasis with CC Score 2-4,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,1,.,4
DZ12F,300,Bronchiectasis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
DZ12F,340,Bronchiectasis with CC Score 0-1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ13B,303,Cystic Fibrosis with CC Score 0,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ14E,340,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ15L,300,"Asthma without Intubation, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
DZ16F,370,Pleural Effusion with CC Score 4-7,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ16F,430,Pleural Effusion with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
DZ16F,800,Pleural Effusion with CC Score 4-7,5,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,7
DZ16G,172,Pleural Effusion with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
DZ16G,300,Pleural Effusion with CC Score 0-3,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,3,.,5
DZ16G,340,Pleural Effusion with CC Score 0-3,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ16G,370,Pleural Effusion with CC Score 0-3,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
DZ16G,800,Pleural Effusion with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,8
DZ17F,370,Respiratory Neoplasms with CC Score 8-10,.,1,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
DZ17G,370,Respiratory Neoplasms with CC Score 5-7,.,7,.,18,.,3,.,.,.,.,.,.,.,.,.,.,.,.,28
DZ17G,800,Respiratory Neoplasms with CC Score 5-7,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,5,.,8
DZ17H,300,Respiratory Neoplasms with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
DZ17H,370,Respiratory Neoplasms with CC Score 3-4,.,1,.,23,.,1,.,.,.,.,.,.,.,.,.,.,.,.,25
DZ17H,800,Respiratory Neoplasms with CC Score 3-4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,37
DZ17H,810,Respiratory Neoplasms with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
DZ17J,340,Respiratory Neoplasms with CC Score 1-2,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ17J,370,Respiratory Neoplasms with CC Score 1-2,.,7,.,48,.,5,.,.,.,.,.,.,.,.,.,.,.,.,60
DZ17J,800,Respiratory Neoplasms with CC Score 1-2,1,.,.,.,.,12,.,.,.,.,.,.,.,.,.,.,2,.,15
DZ17K,340,Respiratory Neoplasms with CC Score 0,.,.,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
DZ17K,370,Respiratory Neoplasms with CC Score 0,.,1,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
DZ17K,800,Respiratory Neoplasms with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
DZ19F,300,Other Respiratory Disorders with CC Score 6-8,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19G,100,Other Respiratory Disorders with CC Score 0-5,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ19G,300,Other Respiratory Disorders with CC Score 0-5,2,2,.,.,.,.,6,.,.,.,.,.,1,.,1,.,3,.,15
DZ19G,340,Other Respiratory Disorders with CC Score 0-5,.,.,.,12,.,2,.,.,.,.,.,.,.,.,.,.,.,.,14
DZ19G,370,Other Respiratory Disorders with CC Score 0-5,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ19G,810,Other Respiratory Disorders with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
DZ20B,361,Pulmonary Oedema with CC Score 4-8,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ21A,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,.,.,.,1,.,.,2,.,.,.,.,.,.,.,.,3
DZ21A,301,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ21A,303,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ21A,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ21A,361,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22F,300,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
DZ22G,300,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ22G,370,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ22G,800,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
DZ22H,300,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ22H,303,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22H,361,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22H,370,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22H,800,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22J,101,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22J,300,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,.,4
DZ22J,303,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ22J,370,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ23F,370,Bronchopneumonia with CC Score 5-8,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ24F,361,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ25F,300,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3,.,4
DZ25F,340,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ25F,410,"Fibrosis or Pneumoconiosis, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ26D,370,"Pneumothorax or Intrathoracic Injuries, with CC Score 5-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ26F,300,"Pneumothorax or Intrathoracic Injuries, with CC Score 0-1",.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
DZ27L,340,"Respiratory Failure without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
DZ29E,410,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ29F,191,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ29F,300,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",8,.,.,.,.,1,.,.,.,.,.,.,5,.,.,.,.,.,14
DZ29F,361,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ29F,410,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,2,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,11
DZ32Z,370,Field Exercise Testing,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
DZ38Z,120,Oxygen Assessment and Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
DZ42Z,300,TB Nurse Support,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ42Z,420,TB Nurse Support,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
DZ57Z,300,Oximetry or Blood Gas Studies,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ59Z,420,Airflow Studies,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
DZ63B,300,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ63C,120,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ63C,300,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ64A,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,4
DZ64B,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,9,.,.,.,10
DZ64C,100,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ64C,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,9,1,.,.,.,.,.,.,.,.,.,44,.,.,.,54
DZ64C,340,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ64C,810,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EA03B,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EA03C,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,.,6,.,1,.,.,.,.,.,.,5,.,.,.,.,.,12
EA03D,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,.,.,53,.,29,.,.,.,.,.,.,38,.,.,.,.,.,120
EA03E,100,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EA03E,300,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,.,13
EA03E,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,.,80,.,69,.,.,.,.,.,.,50,.,.,.,.,.,199
EA05B,320,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
EA05C,320,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,.,10,.,4,.,.,.,.,.,.,25,.,.,.,.,.,39
EA05D,320,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,.,14,.,10,.,.,.,.,.,.,40,.,.,.,.,.,64
EA07B,320,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 4-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA07C,320,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
EA11B,100,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA11B,101,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA11B,320,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,.,.,2,.,.,.,.,.,.,.,.,2,.,.,.,4
EA12B,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
EA12C,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,.,9,.,.,.,.,.,.,.,.,3,.,.,.,.,.,12
EA12D,100,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA12D,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,10,.,.,.,.,.,.,.,.,4,.,.,.,.,.,14
EA17D,300,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
EA17D,320,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EA29C,320,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,4
EA31B,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10",.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
EA31C,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6",.,.,.,43,.,54,.,.,.,.,.,.,17,.,.,.,.,.,114
EA31D,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2",4,.,.,176,.,342,.,.,.,.,.,.,87,.,.,.,.,.,609
EA35A,320,Other Percutaneous Interventions with CC Score 8+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA35B,320,Other Percutaneous Interventions with CC Score 5-7,.,.,.,6,.,1,.,.,.,.,.,.,2,.,.,.,.,.,9
EA35C,300,Other Percutaneous Interventions with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
EA35C,320,Other Percutaneous Interventions with CC Score 2-4,1,.,.,32,.,8,.,.,.,.,.,.,23,.,.,.,.,.,64
EA35D,100,Other Percutaneous Interventions with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA35D,300,Other Percutaneous Interventions with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EA35D,320,Other Percutaneous Interventions with CC Score 0-1,8,.,.,34,.,33,.,.,.,.,.,.,47,.,.,.,.,.,122
EA36D,320,Catheter with CC Score 10-12,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
EA36E,300,Catheter with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,5
EA36E,320,Catheter with CC Score 7-9,1,.,.,5,.,4,.,.,.,.,.,.,3,.,.,.,.,.,13
EA36F,300,Catheter with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,.,54
EA36F,320,Catheter with CC Score 4-6,11,.,.,44,.,66,.,.,.,.,.,.,43,.,.,.,.,.,164
EA36G,100,Catheter with CC Score 2-3,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA36G,300,Catheter with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,204,.,204
EA36G,320,Catheter with CC Score 2-3,69,.,.,120,.,279,.,.,.,.,.,.,254,.,.,.,.,.,722
EA36H,300,Catheter with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,504,.,504
EA36H,301,Catheter with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EA36H,320,Catheter with CC Score 0-1,286,.,.,140,.,792,.,.,.,.,.,.,659,.,.,.,.,.,"1,877"
EA39A,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 5+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA39B,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 2-4",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
EA39C,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,.,3
EA40Z,300,Other Non-Complex Cardiac Surgery,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,4
EA40Z,320,Other Non-Complex Cardiac Surgery,.,.,.,.,.,.,.,.,.,.,.,.,2,.,1,.,.,.,3
EA44A,320,Minor Cardiac Procedures with CC Score 2+,.,.,.,15,.,1,.,.,.,.,.,.,.,.,.,.,.,.,16
EA44B,320,Minor Cardiac Procedures with CC Score 0-1,.,.,.,8,.,8,.,.,.,.,.,.,5,.,.,.,.,.,21
EA45Z,120,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EA45Z,300,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,49,.,54
EA45Z,320,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",12,.,.,43,.,28,.,.,.,.,23,.,68,.,2,13,.,.,189
EA47Z,300,Electrocardiogram Monitoring and Stress Testing,.,.,.,.,.,.,9,.,.,4,.,.,1,.,.,.,3,.,17
EA47Z,320,Electrocardiogram Monitoring and Stress Testing,1,.,.,62,.,1,.,.,.,.,.,.,3,.,.,.,.,.,67
EA47Z,420,Electrocardiogram Monitoring and Stress Testing,1,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,8
EA49B,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8",.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
EA49C,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5",1,.,.,12,.,19,.,.,.,.,.,.,1,.,.,.,.,.,33
EA49D,100,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EA49D,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",.,.,.,53,.,68,.,.,.,.,.,.,7,.,.,.,.,.,128
EA54A,320,Percutaneous Standard Ablation with CC Score 3+,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EA54B,320,Percutaneous Standard Ablation with CC Score 0-2,.,.,.,1,.,24,.,.,.,.,.,.,2,.,.,.,.,.,27
EA55A,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,.,15,.,10,.,.,.,.,.,.,1,.,.,.,.,.,26
EA55B,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,.,17,.,47,.,.,.,.,.,.,3,.,.,.,.,.,67
EA56C,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,3
EB02C,300,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EB02C,320,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EB03C,320,"Heart Failure or Shock, with CC Score 8-10",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB03D,300,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
EB03D,361,"Heart Failure or Shock, with CC Score 4-7",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB03E,300,"Heart Failure or Shock, with CC Score 0-3",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,4,.,5
EB04Z,300,Hypertension,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,3
EB04Z,302,Hypertension,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EB04Z,361,Hypertension,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
EB05A,191,Cardiac Arrest with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
EB05A,361,Cardiac Arrest with CC Score 9+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB06D,300,Cardiac Valve Disorders with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,8
EB06D,320,Cardiac Valve Disorders with CC Score 0-4,.,.,.,3,.,.,.,.,.,.,2,.,2,.,.,.,.,.,7
EB07B,300,"Arrhythmia or Conduction Disorders, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EB07C,320,"Arrhythmia or Conduction Disorders, with CC Score 7-9",2,.,.,3,.,.,1,.,.,.,.,.,1,.,.,.,.,.,7
EB07C,361,"Arrhythmia or Conduction Disorders, with CC Score 7-9",.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
EB07D,300,"Arrhythmia or Conduction Disorders, with CC Score 4-6",.,.,.,.,1,.,.,.,.,3,.,.,.,.,.,.,3,.,7
EB07D,320,"Arrhythmia or Conduction Disorders, with CC Score 4-6",8,.,.,25,.,6,5,.,.,.,.,.,2,.,2,1,.,.,49
EB07D,370,"Arrhythmia or Conduction Disorders, with CC Score 4-6",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB07E,101,"Arrhythmia or Conduction Disorders, with CC Score 0-3",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB07E,300,"Arrhythmia or Conduction Disorders, with CC Score 0-3",.,.,.,.,5,.,1,2,.,33,.,.,.,.,.,.,51,.,92
EB07E,320,"Arrhythmia or Conduction Disorders, with CC Score 0-3",56,.,.,111,.,127,54,.,.,.,40,.,8,.,44,58,.,.,498
EB08D,320,"Syncope or Collapse, with CC Score 4-6",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB08D,361,"Syncope or Collapse, with CC Score 4-6",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB08E,300,"Syncope or Collapse, with CC Score 0-3",.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
EB08E,370,"Syncope or Collapse, with CC Score 0-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB08E,430,"Syncope or Collapse, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,4
EB10E,300,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB12B,370,Unspecified Chest Pain with CC Score 5-10,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB12C,100,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB12C,110,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
EB12C,300,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,2,.,.,.,.,.,2,.,.,1,4,.,9
EB12C,320,Unspecified Chest Pain with CC Score 0-4,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
EB13C,300,Angina with CC Score 4-7,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB13D,300,Angina with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
EB13D,301,Angina with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB13D,320,Angina with CC Score 0-3,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB13D,361,Angina with CC Score 0-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB14A,361,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB14B,300,Other Acquired Cardiac Conditions with CC Score 9-12,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB14B,320,Other Acquired Cardiac Conditions with CC Score 9-12,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB14B,361,Other Acquired Cardiac Conditions with CC Score 9-12,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
EB14C,320,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,.,.,2,.,.,.,.,.,.,1,.,.,.,.,.,3
EB14C,361,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EB14C,370,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
